grid_lat,grid_height,nrcell_cid,nrcell_freq,cell_index,cell_type,total_avail_sample,avail_sample,avail_sample_ratio,total_thput_sample,thput_sample,thput_sample_ratio,thput_avg_dl,thput_std_dl,thput_0_dl,thput_10_dl,thput_25_dl,thput_50_dl,thput_75_dl,thput_90_dl,thput_100_dl,thput_avg_ul,thput_std_ul,thput_0_ul,thput_10_ul,thput_25_ul,thput_50_ul,thput_75_ul,thput_90_ul,thput_100_ul
40.4638,90,459,520110,5,5G,53,7,0.1320754716981132,41,7,0.17073170731707318,0.6828571428571429,0.2372481693871441,0.212,0.3536,0.604,0.8,0.812,0.864,0.936,43.745,18.014388891740325,11.743,17.695600000000002,33.196,51.064,57.948,59.315200000000004,61.12,
40.4638,90,700,125290,1,5G,53,0,0.0,41,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4638,90,317,520110,4,5G,53,0,0.0,41,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4639,90,721,520110,2,5G,65,37,0.5692307692307692,51,30,0.5882352941176471,0.6045333333333335,0.1887466968070052,0.216,0.4464,0.508,0.552,0.75,0.8504,1.056,31.91066666666667,12.90202391702773,1.528,22.7784,24.984,26.272,44.751999999999995,49.7008,54.456,
40.4639,90,459,520110,5,5G,65,5,0.07692307692307693,51,4,0.0784313725490196,0.78,0.021540659228538036,0.744,0.756,0.774,0.788,0.794,0.7976000000000001,0.8,56.343999999999994,1.6400292680315196,55.04,55.0664,55.106,55.623999999999995,56.861999999999995,58.1976,59.088,
40.4639,90,749,520110,3,5G,65,23,0.35384615384615387,51,17,0.3333333333333333,0.4635294117647058,0.1885268330556871,0.152,0.2528,0.384,0.44,0.552,0.6304,0.992,27.20705882352941,10.777192084760943,6.56,10.352,23.92,28.872,36.352,38.900800000000004,41.256,
40.4639,90,700,125290,1,5G,65,0,0.0,51,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4639,90,317,520110,4,5G,65,0,0.0,51,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.464,90,721,520110,2,5G,69,39,0.5652173913043478,55,31,0.5636363636363636,0.6028387096774191,0.13597037077013258,0.168,0.512,0.552,0.568,0.616,0.816,0.928,29.693161290322582,9.776028625350012,4.152,23.6,25.084,26.488,31.592,48.216,51.688,
40.464,90,459,520110,5,5G,69,8,0.11594202898550725,55,7,0.12727272727272726,0.7828571428571428,0.16042392818620882,0.48,0.5568,0.712,0.864,0.872,0.9104,0.968,50.19657142857143,16.493209051495302,19.0,26.0176,43.412,58.92,61.18,62.467200000000005,64.272,
40.464,90,749,520110,3,5G,69,22,0.3188405797101449,55,17,0.3090909090909091,0.5105882352941177,0.20106512226391593,0.168,0.2928,0.408,0.48,0.616,0.7520000000000001,0.96,25.503529411764703,10.804124866526113,5.688,12.8896,15.448,26.712,33.64,40.496,44.344,
40.464,90,700,125290,1,5G,69,0,0.0,55,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.464,90,317,520110,4,5G,69,0,0.0,55,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4641,90,459,520110,5,5G,49,13,0.2653061224489796,40,11,0.275,0.8603636363636362,0.17686937795871885,0.52,0.568,0.808,0.864,1.02,1.056,1.072,53.3869090909091,16.163094671360803,21.088,25.32,46.032,60.736,64.332,65.528,70.04,
40.4641,90,749,520110,3,5G,49,19,0.3877551020408163,40,16,0.4,0.47900000000000004,0.11460802764204608,0.232,0.33999999999999997,0.392,0.496,0.562,0.596,0.672,31.064500000000002,9.321766128261316,12.624,16.892,26.983999999999998,33.264,37.711999999999996,41.507999999999996,43.736,
40.4641,90,721,520110,2,5G,49,17,0.3469387755102041,40,13,0.325,0.6603076923076922,0.14470308306501525,0.328,0.5136000000000001,0.608,0.64,0.816,0.8368,0.84,33.169230769230765,13.601758744616285,8.592,21.8624,24.368,27.176,48.368,50.9472,51.736,
40.4641,90,700,125290,1,5G,49,0,0.0,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4641,90,317,520110,4,5G,49,0,0.0,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4643,90,317,520110,4,5G,52,3,0.057692307692307696,46,1,0.021739130434782608,0.126,0.0,0.126,0.126,0.126,0.126,0.126,0.126,0.126,7.448,0.0,7.448,7.448,7.448,7.448,7.448,7.448,7.448,
40.4643,90,749,520110,3,5G,52,28,0.5384615384615384,46,24,0.5217391304347826,0.43533333333333335,0.17022207716849055,0.0,0.28240000000000004,0.294,0.504,0.578,0.6255999999999999,0.696,25.409333333333336,11.833207886659006,1.752,13.194400000000002,16.586,24.644,37.074,38.2408,43.0,
40.4643,90,459,520110,5,5G,52,7,0.1346153846153846,46,7,0.15217391304347827,0.9241428571428572,0.282394065382517,0.277,0.6772,0.952,0.984,1.02,1.1248,1.264,57.18271428571428,17.815460723077308,15.823,39.991600000000005,56.552,63.32,67.892,71.3264,72.248,
40.4643,90,721,520110,2,5G,52,14,0.2692307692307692,46,14,0.30434782608695654,0.6914285714285713,0.13409469696860515,0.552,0.5703999999999999,0.588,0.616,0.856,0.8776,0.896,38.784,10.799074669354116,26.384,26.7376,27.276,36.668,50.764,53.1312,53.544,
40.4643,90,700,125290,1,5G,52,0,0.0,46,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4642,90,317,520110,4,5G,54,1,0.018518518518518517,43,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4642,90,749,520110,3,5G,54,27,0.5,43,21,0.4883720930232558,0.4581428571428572,0.19758645743892797,0.117,0.28,0.344,0.4,0.56,0.76,0.944,25.342571428571425,10.037551952407465,6.28,14.928,16.704,25.696,33.816,37.112,42.176,
40.4642,90,721,520110,2,5G,54,18,0.3333333333333333,43,14,0.32558139534883723,0.6537142857142856,0.18080274514802375,0.248,0.5728,0.588,0.608,0.694,0.8088,1.12,34.097142857142856,12.31580999515398,3.936,25.84,26.826,34.484,39.406,50.4224,52.48,
40.4642,90,459,520110,5,5G,54,8,0.14814814814814814,43,8,0.18604651162790697,0.893,0.2161087689104725,0.344,0.7304,0.908,0.948,0.996,1.0344,1.096,54.977,17.222088346074642,14.84,34.4232,52.386,61.08,65.976,69.38879999999999,70.52,
40.4642,90,700,125290,1,5G,54,0,0.0,43,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4637,90,317,520110,4,5G,55,2,0.03636363636363636,44,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4637,90,459,520110,5,5G,55,10,0.18181818181818182,44,8,0.18181818181818182,0.701125,0.2395910252388432,0.305,0.3323,0.638,0.772,0.796,0.8896000000000001,1.08,46.848625,19.31415488014878,10.688,14.9923,44.84725,55.848,59.37,61.0752,61.68,
40.4637,90,749,520110,3,5G,55,25,0.45454545454545453,44,20,0.45454545454545453,0.3884500000000001,0.14943174863461914,0.032,0.2944,0.316,0.376,0.448,0.49280000000000007,0.864,22.262100000000004,9.29367930316083,3.81,13.985600000000002,14.692,20.988,29.294,33.793600000000005,41.832,
40.4637,90,721,520110,2,5G,55,18,0.32727272727272727,44,16,0.36363636363636365,0.536,0.10392304845413264,0.224,0.45999999999999996,0.514,0.548,0.578,0.62,0.736,27.246500000000005,8.526533747660887,4.92,21.712,24.944,25.416,32.382000000000005,37.612,43.936,
40.4637,90,700,125290,1,5G,55,0,0.0,44,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4634,90,749,520110,3,5G,67,29,0.43283582089552236,51,19,0.37254901960784315,0.4349473684210526,0.09177402091075353,0.128,0.3488,0.40800000000000003,0.464,0.492,0.5216000000000001,0.536,24.46189473684211,8.333940483883941,1.392,17.9888,18.851999999999997,27.936,29.04,34.0608,37.896,
40.4634,90,317,520110,4,5G,67,4,0.05970149253731343,51,3,0.058823529411764705,0.49066666666666664,0.48112460848400684,0.096,0.1184,0.152,0.208,0.688,0.976,1.168,17.677333333333333,10.22156326378483,4.224,7.344000000000001,12.024000000000001,19.824,24.404000000000003,27.152,28.984,
40.4634,90,721,520110,2,5G,67,28,0.417910447761194,51,24,0.47058823529411764,0.5790000000000001,0.11437511384329489,0.224,0.4904,0.544,0.612,0.634,0.6536000000000001,0.864,33.78066666666667,10.182214275664972,4.912,24.7664,26.7,37.736000000000004,41.51,43.6232,46.408,
40.4634,90,459,520110,5,5G,67,6,0.08955223880597014,51,5,0.09803921568627451,0.7567999999999999,0.04542422261305084,0.712,0.7183999999999999,0.728,0.736,0.768,0.8112,0.84,54.12320000000001,5.794142366217802,48.36,49.7936,51.944,52.04,53.0,60.363200000000006,65.272,
40.4634,90,700,125290,1,5G,67,0,0.0,51,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
