grid_lat,grid_height,nrcell_cid,nrcell_freq,cell_index,cell_type,total_avail_sample,avail_sample,avail_sample_ratio,total_thput_sample,thput_sample,thput_sample_ratio,thput_avg_dl,thput_std_dl,thput_0_dl,thput_10_dl,thput_25_dl,thput_50_dl,thput_75_dl,thput_90_dl,thput_100_dl,thput_avg_ul,thput_std_ul,thput_0_ul,thput_10_ul,thput_25_ul,thput_50_ul,thput_75_ul,thput_90_ul,thput_100_ul
40.4626,120,711,125290,1,5G,36,14,0.3888888888888889,36,14,0.3888888888888889,0.5080000000000001,0.16271271791543698,0.272,0.33840000000000003,0.406,0.492,0.552,0.6480000000000001,0.96,30.593714285714295,7.529680200271946,18.384,19.4392,23.504,32.796,35.382000000000005,36.2656,43.624,
40.4626,120,721,520110,2,5G,36,1,0.027777777777777776,36,1,0.027777777777777776,0.296,0.0,0.296,0.296,0.296,0.296,0.296,0.296,0.296,15.008,0.0,15.008,15.008,15.008,15.008,15.008,15.008,15.008,
40.4626,120,749,520110,3,5G,36,0,0.0,36,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4625,120,317,520110,4,5G,32,19,0.59375,31,18,0.5806451612903226,0.6204444444444444,0.14103672580108825,0.4,0.4296,0.48,0.624,0.742,0.8104,0.832,42.300444444444445,11.27119379570092,26.296,29.9392,33.488,40.124,51.512,59.0088,62.912,
40.4625,120,459,520110,5,5G,32,2,0.0625,31,2,0.06451612903225806,0.788,0.428,0.36,0.4456,0.574,0.788,1.002,1.1304,1.216,38.572,27.364000000000004,11.208,16.6808,24.89,38.572,52.254000000000005,60.46320000000001,65.936,
40.4625,120,711,125290,1,5G,32,7,0.21875,31,7,0.22580645161290322,0.5097142857142857,0.23537308638822402,0.272,0.30560000000000004,0.33599999999999997,0.44,0.604,0.8272,0.976,30.243428571428574,15.293525117859916,15.192,18.110400000000002,20.8,29.152,30.236,44.84480000000001,65.288,
40.4625,120,721,520110,2,5G,32,4,0.125,31,4,0.12903225806451613,0.28400000000000003,0.025612496949731393,0.24,0.2568,0.282,0.296,0.298,0.3016,0.304,14.32,1.9234302690765792,11.072,12.1616,13.796,15.224,15.748,15.7552,15.76,
40.4625,120,749,520110,3,5G,32,0,0.0,31,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4624,120,317,520110,4,5G,34,19,0.5588235294117647,33,18,0.5454545454545454,0.5924444444444444,0.2047172093461347,0.272,0.3392,0.448,0.6799999999999999,0.728,0.7464,1.064,40.73466666666666,15.414615229277267,4.28,23.686400000000003,33.418,40.504000000000005,55.416,57.9648,61.536,
40.4624,120,459,520110,5,5G,34,2,0.058823529411764705,33,2,0.06060606060606061,0.992,0.03200000000000003,0.96,0.9663999999999999,0.976,0.992,1.008,1.0176,1.024,61.968,0.44799999999999685,61.52,61.6096,61.744,61.968,62.192,62.3264,62.416,
40.4624,120,711,125290,1,5G,34,8,0.23529411764705882,33,8,0.24242424242424243,0.5609999999999999,0.225013332938295,0.36,0.3712,0.40599999999999997,0.46799999999999997,0.618,0.9288,0.968,36.573,16.911065223693036,21.624,22.3296,24.234,29.9,41.394000000000005,65.0184,65.304,
40.4624,120,721,520110,2,5G,34,5,0.14705882352941177,33,5,0.15151515151515152,0.2704,0.09724525695374556,0.128,0.15360000000000001,0.192,0.296,0.344,0.3728,0.392,10.4368,4.148123353999975,5.536,6.0,6.696,9.616,14.032,15.395199999999999,16.304,
40.4624,120,749,520110,3,5G,34,0,0.0,33,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4623,120,317,520110,4,5G,30,16,0.5333333333333333,30,16,0.5333333333333333,0.638,0.3007390895776603,0.224,0.38,0.416,0.612,0.728,0.96,1.488,35.730999999999995,16.61897394546366,0.544,12.28,28.634,37.128,48.705999999999996,55.676,56.904,
40.4623,120,459,520110,5,5G,30,2,0.06666666666666667,30,2,0.06666666666666667,0.944,0.007999999999999952,0.936,0.9376,0.9400000000000001,0.944,0.948,0.9504,0.952,63.172,2.291999999999998,60.88,61.3384,62.026,63.172,64.318,65.0056,65.464,
40.4623,120,711,125290,1,5G,30,8,0.26666666666666666,30,8,0.26666666666666666,0.59,0.22697136383253283,0.376,0.3872,0.434,0.512,0.644,0.9703999999999999,0.976,38.858000000000004,16.426853989732788,23.632,24.6232,29.439999999999998,32.208,41.412,66.1464,68.112,
40.4623,120,721,520110,2,5G,30,4,0.13333333333333333,30,4,0.13333333333333333,0.302,0.01536229149573721,0.28,0.2848,0.292,0.304,0.314,0.3176,0.32,14.532,1.458179687144215,12.168,12.863999999999999,13.908,15.068,15.692,15.7712,15.824,
40.4623,120,749,520110,3,5G,30,0,0.0,30,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4622,120,317,520110,4,5G,28,14,0.5,27,14,0.5185185185185185,0.576,0.17123417549409595,0.376,0.4104,0.438,0.496,0.726,0.8432,0.856,34.976,11.712232238134625,16.04,25.216,28.888,30.796,36.818000000000005,55.028800000000004,56.68,
40.4622,120,459,520110,5,5G,28,2,0.07142857142857142,27,2,0.07407407407407407,1.052,0.028000000000000025,1.024,1.0296,1.038,1.052,1.066,1.0744,1.08,63.831999999999994,2.535999999999998,61.296,61.8032,62.564,63.831999999999994,65.1,65.8608,66.368,
40.4622,120,711,125290,1,5G,28,9,0.32142857142857145,27,8,0.2962962962962963,0.45999999999999996,0.1702233826476257,0.24,0.324,0.366,0.42800000000000005,0.494,0.6152,0.856,28.320999999999998,10.733647609270578,13.24,18.6216,22.439999999999998,26.624000000000002,31.424,38.9888,52.048,
40.4622,120,721,520110,2,5G,28,3,0.10714285714285714,27,3,0.1111111111111111,0.2933333333333334,0.020997354330698156,0.264,0.272,0.28400000000000003,0.304,0.308,0.3104,0.312,13.847999999999999,0.9673716969190279,12.48,12.888,13.5,14.52,14.532,14.539200000000001,14.544,
40.4622,120,749,520110,3,5G,28,0,0.0,27,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4621,120,317,520110,4,5G,30,15,0.5,30,15,0.5,0.5792,0.23923076725204057,0.256,0.3408,0.384,0.512,0.8200000000000001,0.8704,1.08,36.801066666666664,15.831510685830194,5.88,19.945600000000002,27.304000000000002,37.56,45.012,60.0112,63.576,
40.4621,120,459,520110,5,5G,30,3,0.1,30,3,0.1,0.8746666666666667,0.2120964141349139,0.576,0.6607999999999999,0.788,1.0,1.024,1.0384,1.048,49.184000000000005,15.739602366853704,29.192,33.4944,39.948,50.704,59.18000000000001,64.2656,67.656,
40.4621,120,711,125290,1,5G,30,8,0.26666666666666666,30,8,0.26666666666666666,0.6599999999999999,0.31478246456878756,0.16,0.31120000000000003,0.40599999999999997,0.6839999999999999,0.902,0.9872,1.144,38.96,21.15280898604249,2.816,18.154400000000003,24.932000000000002,34.239999999999995,61.524,63.9912,66.752,
40.4621,120,721,520110,2,5G,30,4,0.13333333333333333,30,4,0.13333333333333333,0.28200000000000003,0.039344631145812006,0.216,0.24,0.27599999999999997,0.296,0.302,0.3128,0.32,13.44,2.4103310975880468,9.368,10.8536,13.082,14.364,14.722,15.2872,15.664,
40.4621,120,749,520110,3,5G,30,0,0.0,30,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.462,120,317,520110,4,5G,34,13,0.38235294117647056,33,13,0.3939393939393939,0.5433846153846154,0.1343231112833978,0.288,0.3856,0.464,0.544,0.688,0.7088,0.752,36.11015384615385,13.221237239009724,8.096,27.340799999999998,27.832,33.816,42.352,56.47200000000001,59.696,
40.462,120,459,520110,5,5G,34,7,0.20588235294117646,33,6,0.18181818181818182,0.9600000000000001,0.17176728442867115,0.584,0.78,0.988,1.032,1.04,1.068,1.096,54.77066666666667,15.517620207006257,23.776,35.072,50.174,62.135999999999996,65.764,67.104,67.416,
40.462,120,711,125290,1,5G,34,11,0.3235294117647059,33,11,0.3333333333333333,0.5636363636363636,0.22210532830057034,0.24,0.344,0.444,0.496,0.692,0.896,0.952,35.25163636363637,19.53268749033377,7.552,16.448,22.676000000000002,30.368,48.216,65.968,65.976,
40.462,120,721,520110,2,5G,34,3,0.08823529411764706,33,3,0.09090909090909091,0.27999999999999997,0.0914476170639053,0.152,0.1872,0.24,0.328,0.344,0.35359999999999997,0.36,9.776000000000002,6.3352760529172425,1.016,3.3184,6.772,12.528,14.156,15.132800000000001,15.784,
40.462,120,749,520110,3,5G,34,0,0.0,33,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4619,120,317,520110,4,5G,35,12,0.34285714285714286,35,12,0.34285714285714286,0.5466666666666667,0.15472412725737236,0.144,0.45840000000000003,0.498,0.548,0.632,0.716,0.784,35.42066666666667,12.916217592193503,1.328,26.9136,33.474,36.528,39.006,46.970400000000005,58.384,
40.4619,120,459,520110,5,5G,35,10,0.2857142857142857,35,10,0.2857142857142857,0.8992000000000001,0.2956365336016508,0.144,0.684,0.788,1.024,1.038,1.088,1.304,54.6376,18.834628210824867,3.072,40.8576,51.47,63.412,65.428,66.3688,71.344,
40.4619,120,711,125290,1,5G,35,9,0.2571428571428571,35,9,0.2571428571428571,0.6586666666666666,0.20960067854003822,0.384,0.39680000000000004,0.536,0.56,0.848,0.904,1.0,38.61955555555555,14.225056384274986,23.976,24.616,25.792,33.696,47.76,61.3376,63.072,
40.4619,120,721,520110,2,5G,35,4,0.11428571428571428,35,4,0.11428571428571428,0.336,0.018761663039293712,0.304,0.316,0.33399999999999996,0.344,0.346,0.34959999999999997,0.352,15.838,1.3294254398047305,13.68,14.376,15.42,16.195999999999998,16.614,17.0136,17.28,
40.4619,120,749,520110,3,5G,35,0,0.0,35,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4618,120,317,520110,4,5G,32,12,0.375,30,11,0.36666666666666664,0.5403636363636363,0.07043665461994618,0.424,0.464,0.508,0.528,0.5760000000000001,0.608,0.696,34.152,5.201418547770493,21.16,31.56,32.792,33.224,37.956,38.792,42.192,
40.4618,120,459,520110,5,5G,32,9,0.28125,30,9,0.3,0.8257777777777777,0.21898441232084573,0.256,0.672,0.816,0.824,0.968,1.0,1.032,53.89511111111111,18.494865187964677,4.88,42.1024,51.76,57.032,66.656,67.592,67.752,
40.4618,120,711,125290,1,5G,32,7,0.21875,30,6,0.2,0.6173333333333333,0.16319586051395077,0.392,0.456,0.524,0.5640000000000001,0.766,0.832,0.84,41.43333333333334,15.189850939214496,25.288,28.796,32.374,32.92,54.88,62.584,63.08,
40.4618,120,721,520110,2,5G,32,4,0.125,30,4,0.13333333333333333,0.324,0.0312409987036266,0.272,0.2888,0.314,0.33599999999999997,0.346,0.34959999999999997,0.352,15.66,0.7735735259172198,14.464,14.7736,15.238,15.879999999999999,16.302,16.3704,16.416,
40.4618,120,749,520110,3,5G,32,0,0.0,30,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4617,120,317,520110,4,5G,35,12,0.34285714285714286,34,12,0.35294117647058826,0.6179999999999999,0.18114082919099161,0.4,0.472,0.496,0.54,0.6759999999999999,0.868,1.016,39.065333333333335,10.434713263376665,28.624,30.829600000000003,31.311999999999998,34.924,41.542,53.3056,62.6,
40.4617,120,459,520110,5,5G,35,9,0.2571428571428571,34,9,0.2647058823529412,0.8444444444444446,0.39619723233962684,0.144,0.2592,0.688,1.0,1.16,1.2976,1.304,48.58400000000001,21.803400183355702,3.088,14.128000000000002,49.752,54.152,65.76,67.5184,69.208,
40.4617,120,711,125290,1,5G,35,9,0.2571428571428571,34,9,0.2647058823529412,0.5644444444444445,0.23045033743670534,0.208,0.3424,0.392,0.56,0.736,0.88,0.944,34.87288888888889,16.41728236032887,8.856,21.2528,25.352,29.4,42.528,59.8048,63.312,
40.4617,120,721,520110,2,5G,35,5,0.14285714285714285,34,4,0.11764705882352941,0.314,0.02675817632051929,0.272,0.28400000000000003,0.302,0.32,0.332,0.3392,0.344,14.322000000000001,1.772847427163432,11.616,12.288,13.296,14.868,15.894,15.9192,15.936,
40.4617,120,749,520110,3,5G,35,0,0.0,34,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4616,120,317,520110,4,5G,36,11,0.3055555555555556,36,11,0.3055555555555556,0.554909090909091,0.23237018058788497,0.112,0.392,0.428,0.48,0.788,0.864,0.888,37.21236363636364,17.208734987434976,1.6,24.92,29.908,32.712,50.376000000000005,61.424,61.704,
40.4616,120,459,520110,5,5G,36,12,0.3333333333333333,36,12,0.3333333333333333,0.7986666666666666,0.17225820412650567,0.496,0.592,0.664,0.8200000000000001,0.934,1.024,1.032,54.290666666666674,12.35446406050146,29.016,41.0416,44.992,57.364000000000004,65.558,67.6856,67.864,
40.4616,120,711,125290,1,5G,36,7,0.19444444444444445,36,7,0.19444444444444445,0.4982857142857142,0.2678921500933401,0.176,0.2864,0.38,0.448,0.5,0.7488000000000002,1.104,28.65371428571428,14.321495030839738,4.536,15.763200000000001,23.932000000000002,28.608,31.376,41.88320000000001,56.816,
40.4616,120,721,520110,2,5G,36,6,0.16666666666666666,36,6,0.16666666666666666,0.324,0.022030282189144407,0.296,0.296,0.302,0.328,0.34199999999999997,0.348,0.352,15.513333333333334,1.2863460740493682,14.208,14.24,14.354,15.288,16.186,17.012,17.768,
40.4616,120,749,520110,3,5G,36,0,0.0,36,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4615,120,317,520110,4,5G,36,13,0.3611111111111111,34,13,0.38235294117647056,0.5846153846153846,0.22806123956973232,0.216,0.27840000000000004,0.456,0.576,0.656,0.816,1.104,32.72553846153846,16.42862084485199,1.536,8.486400000000001,23.608,36.696,39.584,50.942400000000006,62.784,
40.4615,120,459,520110,5,5G,36,7,0.19444444444444445,34,6,0.17647058823529413,0.7360000000000001,0.06866343034444658,0.648,0.66,0.676,0.736,0.796,0.812,0.824,47.268,14.511766811797933,27.432,29.42,34.048,49.46,60.084,62.924,64.72,
40.4615,120,711,125290,1,5G,36,8,0.2222222222222222,34,7,0.20588235294117646,0.5462857142857143,0.14983201478009042,0.352,0.352,0.444,0.536,0.648,0.7472,0.752,37.064,13.805086929927572,22.04,22.6112,27.68,33.0,45.44799999999999,57.7104,58.152,
40.4615,120,721,520110,2,5G,36,8,0.2222222222222222,34,8,0.23529411764705882,0.318,0.037469987990390384,0.256,0.27280000000000004,0.298,0.312,0.35,0.368,0.368,15.405,2.153322781191895,10.936,13.2208,14.488,15.588000000000001,16.63,17.975199999999997,18.272,
40.4615,120,749,520110,3,5G,36,0,0.0,34,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4614,120,317,520110,4,5G,35,13,0.37142857142857144,35,13,0.37142857142857144,0.6049230769230767,0.04836155742618707,0.528,0.568,0.568,0.584,0.624,0.6816,0.704,40.99323076923077,6.1267705905984835,34.584,35.344,37.4,38.464,42.024,51.38880000000001,54.72,
40.4614,120,459,520110,5,5G,35,9,0.2571428571428571,35,9,0.2571428571428571,0.7644444444444445,0.16734735074828383,0.424,0.5392,0.736,0.816,0.84,0.9216000000000001,1.024,50.46844444444444,14.604808273009201,17.416,30.727999999999998,49.864,53.704,58.176,63.04,67.488,
40.4614,120,711,125290,1,5G,35,6,0.17142857142857143,35,6,0.17142857142857143,0.5599999999999999,0.16079800993793428,0.4,0.404,0.418,0.5,0.708,0.776,0.792,39.062666666666665,15.253936176898371,25.24,25.84,26.806,31.095999999999997,53.422,60.251999999999995,60.704,
40.4614,120,721,520110,2,5G,35,7,0.2,35,7,0.2,0.3268571428571429,0.04348868020672103,0.272,0.2864,0.296,0.304,0.364,0.3872,0.392,15.773714285714286,2.1892776182558293,12.848,13.496,14.388000000000002,15.504,16.648,18.4752,19.992,
40.4614,120,749,520110,3,5G,35,0,0.0,35,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4613,120,317,520110,4,5G,38,16,0.42105263157894735,36,14,0.3888888888888889,0.5731428571428571,0.126114945949466,0.32,0.4168,0.528,0.576,0.618,0.7552,0.776,37.606857142857145,11.733182194450203,14.36,27.823999999999998,31.638,34.275999999999996,42.599999999999994,55.0376,58.816,
40.4613,120,459,520110,5,5G,38,11,0.2894736842105263,36,11,0.3055555555555556,0.7985454545454546,0.18426283778458902,0.288,0.736,0.756,0.84,0.888,0.92,1.056,49.41163636363637,15.635293358719661,9.808,34.96,43.524,52.792,61.400000000000006,62.584,63.072,
40.4613,120,721,520110,2,5G,38,7,0.18421052631578946,36,7,0.19444444444444445,0.31314285714285717,0.1513325841331211,0.056,0.128,0.216,0.328,0.42400000000000004,0.48000000000000004,0.528,11.964571428571428,6.368064403325233,1.632,3.4656000000000002,7.640000000000001,12.712,16.836,18.9056,20.456,
40.4613,120,711,125290,1,5G,38,4,0.10526315789473684,36,4,0.1111111111111111,0.602,0.12867012085173465,0.44,0.4616,0.494,0.616,0.724,0.7312,0.736,42.385999999999996,16.071551387467235,25.88,26.144,26.54,42.404,58.25,58.613600000000005,58.856,
40.4613,120,749,520110,3,5G,38,0,0.0,36,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4612,120,317,520110,4,5G,39,13,0.3333333333333333,36,13,0.3611111111111111,0.5840000000000001,0.16274567228087464,0.368,0.3856,0.456,0.592,0.648,0.8096,0.904,33.43630769230769,11.54616755188035,14.328,18.407999999999998,27.0,33.472,39.536,45.305600000000005,56.608,
40.4612,120,459,520110,5,5G,39,9,0.23076923076923078,36,7,0.19444444444444445,0.8399999999999999,0.07861661038591926,0.704,0.7472,0.808,0.84,0.872,0.9184,0.976,57.76342857142857,3.738982858522694,53.648,53.8448,54.928,57.064,59.328,62.4416,65.12,
40.4612,120,721,520110,2,5G,39,13,0.3333333333333333,36,12,0.3333333333333333,0.36400000000000005,0.06799999999999999,0.272,0.2976,0.312,0.344,0.398,0.4712,0.48,18.238000000000003,4.900598194778539,8.672,14.6528,16.316,17.42,19.61,26.256800000000002,27.704,
40.4612,120,711,125290,1,5G,39,4,0.10256410256410256,36,4,0.1111111111111111,0.45,0.3242899936784976,0.208,0.2272,0.256,0.29200000000000004,0.486,0.7992000000000001,1.008,20.874,17.186135225815022,8.104,9.3304,11.17,12.456,22.16,39.152,50.48,
40.4612,120,749,520110,3,5G,39,0,0.0,36,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4611,120,317,520110,4,5G,37,13,0.35135135135135137,36,12,0.3333333333333333,0.548,0.23247078669516022,0.136,0.2672,0.416,0.528,0.676,0.7912,1.008,32.65266666666667,16.41343334656775,0.72,12.248800000000003,25.654,30.483999999999998,42.352000000000004,53.982400000000005,61.664,
40.4611,120,459,520110,5,5G,37,12,0.32432432432432434,36,12,0.3333333333333333,0.868,0.417976075870378,0.184,0.2872,0.526,0.88,1.252,1.4008,1.472,45.51733333333333,21.024537622079162,7.072,11.342400000000001,30.558,57.816,61.257999999999996,63.0688,67.872,
40.4611,120,721,520110,2,5G,37,7,0.1891891891891892,36,7,0.19444444444444445,0.3668571428571429,0.06793994947520846,0.272,0.2864,0.312,0.352,0.432,0.4464,0.456,21.024,5.761923488359966,14.216,14.84,16.492,17.944,26.092,28.366400000000002,29.84,
40.4611,120,711,125290,1,5G,37,5,0.13513513513513514,36,5,0.1388888888888889,0.568,0.22587784309223424,0.376,0.376,0.376,0.4,0.824,0.848,0.864,40.5552,16.314658419960868,26.344,26.5072,26.752,28.824,58.096,60.8944,62.76,
40.4611,120,749,520110,3,5G,37,0,0.0,36,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.461,120,317,520110,4,5G,35,15,0.42857142857142855,35,15,0.42857142857142855,0.7237333333333333,0.22693066978460383,0.416,0.4752,0.5680000000000001,0.672,0.88,0.9248000000000001,1.328,41.755199999999995,10.825063579182034,25.64,27.5472,37.964,38.896,45.144000000000005,56.6368,65.928,
40.461,120,459,520110,5,5G,35,10,0.2857142857142857,35,10,0.2857142857142857,0.8624,0.222733562805429,0.416,0.7328,0.784,0.872,0.91,0.9799999999999999,1.376,52.8728,14.985285347967183,13.2,38.5656,52.052,56.824,61.954,64.6088,67.28,
40.461,120,721,520110,2,5G,35,7,0.2,35,7,0.2,0.4308571428571429,0.0883037429580885,0.312,0.3168,0.33999999999999997,0.488,0.508,0.5152,0.52,24.662857142857145,6.739150167461164,15.952,16.1248,17.968,26.072,31.096,31.9312,32.488,
40.461,120,711,125290,1,5G,35,3,0.08571428571428572,35,3,0.08571428571428572,0.5093333333333333,0.24127071010704046,0.304,0.3184,0.33999999999999997,0.376,0.612,0.7536,0.848,37.453333333333326,18.172326311057578,23.152,23.744,24.631999999999998,26.112,44.604,55.6992,63.096,
40.461,120,749,520110,3,5G,35,0,0.0,35,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4609,120,317,520110,4,5G,25,11,0.44,25,11,0.44,0.5672727272727273,0.12187407130394204,0.4,0.432,0.496,0.568,0.6,0.64,0.88,36.08727272727273,9.193278464488055,23.92,24.504,31.092,37.504,38.748,39.936,59.648,
40.4609,120,459,520110,5,5G,25,6,0.24,25,6,0.24,0.844,0.28898904246816465,0.272,0.556,0.846,0.872,0.946,1.104,1.24,54.184000000000005,21.75292532051724,6.48,32.088,58.623999999999995,62.275999999999996,64.2,68.188,71.824,
40.4609,120,721,520110,2,5G,25,4,0.16,25,4,0.16,0.36,0.1471869559437928,0.176,0.2,0.236,0.372,0.496,0.5104,0.52,20.154,9.40181152757276,8.168,9.9872,12.716,20.323999999999998,27.762,30.184800000000003,31.8,
40.4609,120,711,125290,1,5G,25,4,0.16,25,4,0.16,0.6060000000000001,0.28007856040761137,0.28,0.3088,0.352,0.628,0.882,0.8856,0.888,39.772,22.57303772202581,13.584,15.849599999999999,19.247999999999998,41.42,61.944,62.376000000000005,62.664,
40.4609,120,749,520110,3,5G,25,0,0.0,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4608,120,317,520110,4,5G,26,12,0.46153846153846156,26,12,0.46153846153846156,0.5686666666666668,0.1528557780683769,0.232,0.4576,0.49,0.572,0.622,0.7864000000000001,0.84,33.51266666666667,9.024699416354851,8.32,27.3264,30.9,34.6,38.742,42.9048,43.72,
40.4608,120,459,520110,5,5G,26,6,0.23076923076923078,26,6,0.23076923076923078,0.8533333333333334,0.04249967320135794,0.768,0.804,0.846,0.868,0.872,0.888,0.904,58.768,2.8188432615761614,55.136,55.484,56.294,58.616,61.184,62.204,62.68,
40.4608,120,721,520110,2,5G,26,5,0.19230769230769232,26,5,0.19230769230769232,0.44320000000000004,0.21988215025326635,0.232,0.264,0.312,0.328,0.496,0.7072,0.848,21.630399999999998,8.6726603438622,10.992,12.908800000000001,15.784,18.336,28.184,32.187200000000004,34.856,
40.4608,120,711,125290,1,5G,26,3,0.11538461538461539,26,3,0.11538461538461539,0.3546666666666667,0.33212581284139225,0.104,0.1104,0.12,0.136,0.48,0.6864,0.824,22.528000000000002,26.20778754492641,1.936,2.776,4.036,6.136,32.824,48.836800000000004,59.512,
40.4608,120,749,520110,3,5G,26,0,0.0,26,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4629,120,459,520110,5,5G,104,1,0.009615384615384616,103,1,0.009708737864077669,0.792,0.0,0.792,0.792,0.792,0.792,0.792,0.792,0.792,51.464,0.0,51.464,51.464,51.464,51.464,51.464,51.464,51.464,
40.4629,120,317,520110,4,5G,104,28,0.2692307692307692,103,28,0.27184466019417475,0.49857142857142855,0.17200735627363412,0.104,0.3104,0.444,0.504,0.544,0.6920000000000001,0.928,30.804000000000002,11.630706844998102,2.712,7.8672,30.564,32.22,36.736000000000004,41.188,48.544,
40.4629,120,749,520110,3,5G,104,75,0.7211538461538461,103,74,0.7184466019417476,0.40043243243243243,0.1571634612202592,0.088,0.2664,0.312,0.36,0.414,0.6488,0.864,24.579675675675674,8.565091003300182,0.656,14.9064,22.19,24.668,28.012,31.6352,48.208,
40.4629,120,700,125290,1,5G,104,0,0.0,103,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
