grid_lon,grid_height,total_sample,total_sample_nr,nr_duration_ratio,total_sample_nr_low,nr_low_duration_ratio,total_sample_nr_mid,nr_mid_duration_ratio,nr_duration_ratio_plot
40.4658,30.0000,78.0000,78.0000,1.0000,0.0000,0.0000,78.0000,1.0000,1.7500
40.4658,60.0000,47.0000,47.0000,1.0000,0.0000,0.0000,47.0000,1.0000,1.7500
40.4658,90.0000,30.0000,30.0000,1.0000,0.0000,0.0000,30.0000,1.0000,1.7500
40.4658,120.0000,42.0000,42.0000,1.0000,0.0000,0.0000,42.0000,1.0000,1.7500
40.4659,0.0000,15.0000,10.0000,0.6667,10.0000,0.6667,0.0000,0.0000,0.6667
40.4659,30.0000,81.0000,81.0000,1.0000,0.0000,0.0000,81.0000,1.0000,1.7500
40.4659,60.0000,59.0000,59.0000,1.0000,0.0000,0.0000,59.0000,1.0000,1.7500
40.4659,90.0000,37.0000,37.0000,1.0000,0.0000,0.0000,37.0000,1.0000,1.7500
40.4659,120.0000,45.0000,45.0000,1.0000,0.0000,0.0000,45.0000,1.0000,1.7500
40.4660,0.0000,14.0000,11.0000,0.7857,10.0000,0.7143,1.0000,0.0714,0.8095
40.4660,30.0000,67.0000,67.0000,1.0000,0.0000,0.0000,67.0000,1.0000,1.7500
40.4660,60.0000,52.0000,52.0000,1.0000,0.0000,0.0000,52.0000,1.0000,1.7500
40.4660,90.0000,38.0000,38.0000,1.0000,0.0000,0.0000,38.0000,1.0000,1.7500
40.4660,120.0000,48.0000,48.0000,1.0000,0.0000,0.0000,48.0000,1.0000,1.7500
40.4661,0.0000,16.0000,10.0000,0.6250,10.0000,0.6250,0.0000,0.0000,0.6250
40.4661,30.0000,69.0000,69.0000,1.0000,0.0000,0.0000,69.0000,1.0000,1.7500
40.4661,60.0000,49.0000,49.0000,1.0000,0.0000,0.0000,49.0000,1.0000,1.7500
40.4661,90.0000,33.0000,33.0000,1.0000,0.0000,0.0000,33.0000,1.0000,1.7500
40.4661,120.0000,43.0000,43.0000,1.0000,0.0000,0.0000,43.0000,1.0000,1.7500
40.4662,0.0000,15.0000,10.0000,0.6667,10.0000,0.6667,0.0000,0.0000,0.6667
40.4662,30.0000,56.0000,56.0000,1.0000,0.0000,0.0000,56.0000,1.0000,1.7500
40.4662,60.0000,53.0000,53.0000,1.0000,0.0000,0.0000,53.0000,1.0000,1.7500
40.4662,90.0000,31.0000,31.0000,1.0000,0.0000,0.0000,31.0000,1.0000,1.7500
40.4662,120.0000,44.0000,44.0000,1.0000,0.0000,0.0000,44.0000,1.0000,1.7500
40.4663,0.0000,14.0000,8.0000,0.5714,8.0000,0.5714,0.0000,0.0000,0.5714
40.4663,30.0000,86.0000,86.0000,1.0000,0.0000,0.0000,86.0000,1.0000,1.7500
40.4663,60.0000,45.0000,45.0000,1.0000,0.0000,0.0000,45.0000,1.0000,1.7500
40.4663,90.0000,36.0000,36.0000,1.0000,0.0000,0.0000,36.0000,1.0000,1.7500
40.4663,120.0000,41.0000,41.0000,1.0000,0.0000,0.0000,41.0000,1.0000,1.7500
40.4664,0.0000,17.0000,11.0000,0.6471,11.0000,0.6471,0.0000,0.0000,0.6471
40.4664,30.0000,67.0000,67.0000,1.0000,0.0000,0.0000,67.0000,1.0000,1.7500
40.4664,60.0000,40.0000,40.0000,1.0000,0.0000,0.0000,40.0000,1.0000,1.7500
40.4664,90.0000,30.0000,30.0000,1.0000,0.0000,0.0000,30.0000,1.0000,1.7500
40.4664,120.0000,51.0000,51.0000,1.0000,0.0000,0.0000,51.0000,1.0000,1.7500
40.4665,0.0000,11.0000,9.0000,0.8182,9.0000,0.8182,0.0000,0.0000,0.8636
40.4665,30.0000,83.0000,83.0000,1.0000,0.0000,0.0000,83.0000,1.0000,1.7500
40.4665,60.0000,44.0000,44.0000,1.0000,0.0000,0.0000,44.0000,1.0000,1.7500
40.4665,90.0000,39.0000,39.0000,1.0000,0.0000,0.0000,39.0000,1.0000,1.7500
40.4665,120.0000,42.0000,42.0000,1.0000,0.0000,0.0000,42.0000,1.0000,1.7500
40.4666,0.0000,14.0000,9.0000,0.6429,9.0000,0.6429,0.0000,0.0000,0.6429
40.4666,30.0000,71.0000,71.0000,1.0000,0.0000,0.0000,71.0000,1.0000,1.7500
40.4666,60.0000,41.0000,41.0000,1.0000,0.0000,0.0000,41.0000,1.0000,1.7500
40.4666,90.0000,32.0000,32.0000,1.0000,0.0000,0.0000,32.0000,1.0000,1.7500
40.4666,120.0000,45.0000,45.0000,1.0000,0.0000,0.0000,45.0000,1.0000,1.7500
40.4667,0.0000,17.0000,14.0000,0.8235,14.0000,0.8235,0.0000,0.0000,0.8725
40.4667,30.0000,61.0000,61.0000,1.0000,0.0000,0.0000,61.0000,1.0000,1.7500
40.4667,60.0000,37.0000,37.0000,1.0000,0.0000,0.0000,37.0000,1.0000,1.7500
40.4667,90.0000,28.0000,28.0000,1.0000,0.0000,0.0000,28.0000,1.0000,1.7500
40.4667,120.0000,50.0000,50.0000,1.0000,0.0000,0.0000,50.0000,1.0000,1.7500
40.4668,0.0000,16.0000,14.0000,0.8750,14.0000,0.8750,0.0000,0.0000,0.9583
40.4668,30.0000,66.0000,66.0000,1.0000,0.0000,0.0000,66.0000,1.0000,1.7500
40.4668,60.0000,34.0000,34.0000,1.0000,0.0000,0.0000,34.0000,1.0000,1.7500
40.4668,90.0000,30.0000,30.0000,1.0000,0.0000,0.0000,30.0000,1.0000,1.7500
40.4668,120.0000,46.0000,46.0000,1.0000,0.0000,0.0000,46.0000,1.0000,1.7500
40.4669,0.0000,10.0000,7.0000,0.7000,7.0000,0.7000,0.0000,0.0000,0.7000
40.4669,30.0000,57.0000,57.0000,1.0000,0.0000,0.0000,57.0000,1.0000,1.7500
40.4669,60.0000,46.0000,46.0000,1.0000,0.0000,0.0000,46.0000,1.0000,1.7500
40.4669,90.0000,36.0000,36.0000,1.0000,0.0000,0.0000,36.0000,1.0000,1.7500
40.4669,120.0000,37.0000,37.0000,1.0000,0.0000,0.0000,37.0000,1.0000,1.7500
40.4670,0.0000,16.0000,14.0000,0.8750,14.0000,0.8750,0.0000,0.0000,0.9583
40.4670,30.0000,65.0000,65.0000,1.0000,0.0000,0.0000,65.0000,1.0000,1.7500
40.4670,60.0000,35.0000,35.0000,1.0000,0.0000,0.0000,35.0000,1.0000,1.7500
40.4670,90.0000,38.0000,38.0000,1.0000,0.0000,0.0000,38.0000,1.0000,1.7500
40.4670,120.0000,41.0000,41.0000,1.0000,0.0000,0.0000,41.0000,1.0000,1.7500
40.4671,0.0000,18.0000,15.0000,0.8333,15.0000,0.8333,0.0000,0.0000,0.8889
40.4671,30.0000,68.0000,68.0000,1.0000,0.0000,0.0000,68.0000,1.0000,1.7500
40.4671,60.0000,34.0000,34.0000,1.0000,0.0000,0.0000,34.0000,1.0000,1.7500
40.4671,90.0000,41.0000,41.0000,1.0000,0.0000,0.0000,41.0000,1.0000,1.7500
40.4671,120.0000,37.0000,37.0000,1.0000,0.0000,0.0000,37.0000,1.0000,1.7500
40.4672,0.0000,13.0000,11.0000,0.8462,11.0000,0.8462,0.0000,0.0000,0.9103
40.4672,30.0000,95.0000,95.0000,1.0000,0.0000,0.0000,95.0000,1.0000,1.7500
40.4672,60.0000,38.0000,38.0000,1.0000,0.0000,0.0000,38.0000,1.0000,1.7500
40.4672,90.0000,40.0000,40.0000,1.0000,0.0000,0.0000,40.0000,1.0000,1.7500
40.4672,120.0000,39.0000,39.0000,1.0000,0.0000,0.0000,39.0000,1.0000,1.7500
40.4673,0.0000,14.0000,11.0000,0.7857,11.0000,0.7857,0.0000,0.0000,0.8095
40.4673,30.0000,73.0000,73.0000,1.0000,0.0000,0.0000,73.0000,1.0000,1.7500
40.4673,60.0000,26.0000,26.0000,1.0000,0.0000,0.0000,26.0000,1.0000,1.7500
40.4673,90.0000,38.0000,38.0000,1.0000,0.0000,0.0000,38.0000,1.0000,1.7500
40.4673,120.0000,40.0000,37.0000,0.9250,0.0000,0.0000,37.0000,0.9250,1.1250
40.4674,0.0000,16.0000,14.0000,0.8750,14.0000,0.8750,0.0000,0.0000,0.9583
40.4674,30.0000,57.0000,57.0000,1.0000,0.0000,0.0000,57.0000,1.0000,1.7500
40.4674,60.0000,34.0000,34.0000,1.0000,0.0000,0.0000,34.0000,1.0000,1.7500
40.4674,90.0000,34.0000,34.0000,1.0000,0.0000,0.0000,34.0000,1.0000,1.7500
40.4674,120.0000,37.0000,36.0000,0.9730,0.0000,0.0000,36.0000,0.9730,1.3936
40.4675,0.0000,14.0000,12.0000,0.8571,12.0000,0.8571,0.0000,0.0000,0.9286
40.4675,30.0000,59.0000,59.0000,1.0000,0.0000,0.0000,59.0000,1.0000,1.7500
40.4675,60.0000,33.0000,33.0000,1.0000,0.0000,0.0000,33.0000,1.0000,1.7500
40.4675,90.0000,33.0000,33.0000,1.0000,0.0000,0.0000,33.0000,1.0000,1.7500
40.4675,120.0000,32.0000,32.0000,1.0000,0.0000,0.0000,32.0000,1.0000,1.7500
40.4676,0.0000,14.0000,11.0000,0.7857,11.0000,0.7857,0.0000,0.0000,0.8095
40.4676,30.0000,66.0000,66.0000,1.0000,0.0000,0.0000,66.0000,1.0000,1.7500
40.4676,60.0000,36.0000,36.0000,1.0000,0.0000,0.0000,36.0000,1.0000,1.7500
40.4676,90.0000,43.0000,43.0000,1.0000,0.0000,0.0000,43.0000,1.0000,1.7500
40.4676,120.0000,27.0000,27.0000,1.0000,0.0000,0.0000,27.0000,1.0000,1.7500
40.4677,0.0000,13.0000,10.0000,0.7692,10.0000,0.7692,0.0000,0.0000,0.7821
40.4677,30.0000,61.0000,61.0000,1.0000,0.0000,0.0000,61.0000,1.0000,1.7500
40.4677,60.0000,37.0000,37.0000,1.0000,0.0000,0.0000,37.0000,1.0000,1.7500
40.4677,90.0000,43.0000,43.0000,1.0000,0.0000,0.0000,43.0000,1.0000,1.7500
40.4677,120.0000,30.0000,30.0000,1.0000,0.0000,0.0000,30.0000,1.0000,1.7500
40.4678,0.0000,17.0000,14.0000,0.8235,14.0000,0.8235,0.0000,0.0000,0.8725
40.4678,30.0000,60.0000,60.0000,1.0000,0.0000,0.0000,60.0000,1.0000,1.7500
40.4678,60.0000,31.0000,31.0000,1.0000,0.0000,0.0000,31.0000,1.0000,1.7500
40.4678,90.0000,37.0000,37.0000,1.0000,0.0000,0.0000,37.0000,1.0000,1.7500
40.4678,120.0000,31.0000,31.0000,1.0000,0.0000,0.0000,31.0000,1.0000,1.7500
40.4679,0.0000,16.0000,11.0000,0.6875,11.0000,0.6875,0.0000,0.0000,0.6875
40.4679,30.0000,64.0000,64.0000,1.0000,0.0000,0.0000,64.0000,1.0000,1.7500
40.4679,60.0000,33.0000,33.0000,1.0000,0.0000,0.0000,33.0000,1.0000,1.7500
40.4679,90.0000,33.0000,33.0000,1.0000,0.0000,0.0000,33.0000,1.0000,1.7500
40.4679,120.0000,29.0000,29.0000,1.0000,0.0000,0.0000,29.0000,1.0000,1.7500
40.4680,0.0000,15.0000,13.0000,0.8667,13.0000,0.8667,0.0000,0.0000,0.9444
40.4680,30.0000,66.0000,66.0000,1.0000,0.0000,0.0000,66.0000,1.0000,1.7500
40.4680,60.0000,29.0000,29.0000,1.0000,0.0000,0.0000,29.0000,1.0000,1.7500
40.4680,90.0000,28.0000,28.0000,1.0000,0.0000,0.0000,28.0000,1.0000,1.7500
40.4680,120.0000,32.0000,32.0000,1.0000,0.0000,0.0000,32.0000,1.0000,1.7500
40.4681,0.0000,17.0000,14.0000,0.8235,14.0000,0.8235,0.0000,0.0000,0.8725
40.4681,30.0000,61.0000,61.0000,1.0000,0.0000,0.0000,61.0000,1.0000,1.7500
40.4681,60.0000,37.0000,37.0000,1.0000,0.0000,0.0000,37.0000,1.0000,1.7500
40.4681,90.0000,33.0000,33.0000,1.0000,0.0000,0.0000,33.0000,1.0000,1.7500
40.4681,120.0000,26.0000,26.0000,1.0000,0.0000,0.0000,26.0000,1.0000,1.7500
40.4682,0.0000,28.0000,14.0000,0.5000,14.0000,0.5000,0.0000,0.0000,0.5000
40.4682,30.0000,74.0000,69.0000,0.9324,0.0000,0.0000,69.0000,0.9324,1.1622
40.4682,60.0000,36.0000,36.0000,1.0000,0.0000,0.0000,36.0000,1.0000,1.7500
40.4682,90.0000,36.0000,36.0000,1.0000,0.0000,0.0000,36.0000,1.0000,1.7500
40.4682,120.0000,32.0000,32.0000,1.0000,0.0000,0.0000,32.0000,1.0000,1.7500
40.4683,0.0000,19.0000,14.0000,0.7368,14.0000,0.7368,0.0000,0.0000,0.7368
40.4683,30.0000,70.0000,64.0000,0.9143,0.0000,0.0000,64.0000,0.9143,1.0714
40.4683,60.0000,34.0000,34.0000,1.0000,0.0000,0.0000,34.0000,1.0000,1.7500
40.4683,90.0000,37.0000,37.0000,1.0000,0.0000,0.0000,37.0000,1.0000,1.7500
40.4683,120.0000,31.0000,31.0000,1.0000,0.0000,0.0000,31.0000,1.0000,1.7500
40.4684,0.0000,19.0000,14.0000,0.7368,14.0000,0.7368,0.0000,0.0000,0.7368
40.4684,30.0000,68.0000,65.0000,0.9559,0.0000,0.0000,65.0000,0.9559,1.2868
40.4684,60.0000,31.0000,31.0000,1.0000,0.0000,0.0000,31.0000,1.0000,1.7500
40.4684,90.0000,35.0000,35.0000,1.0000,0.0000,0.0000,35.0000,1.0000,1.7500
40.4684,120.0000,29.0000,29.0000,1.0000,0.0000,0.0000,29.0000,1.0000,1.7500
40.4685,0.0000,19.0000,15.0000,0.7895,15.0000,0.7895,0.0000,0.0000,0.8158
40.4685,30.0000,79.0000,79.0000,1.0000,0.0000,0.0000,79.0000,1.0000,1.7500
40.4685,60.0000,35.0000,34.0000,0.9714,0.0000,0.0000,34.0000,0.9714,1.3839
40.4685,90.0000,38.0000,38.0000,1.0000,0.0000,0.0000,38.0000,1.0000,1.7500
40.4685,120.0000,49.0000,49.0000,1.0000,0.0000,0.0000,49.0000,1.0000,1.7500
40.4686,0.0000,29.0000,21.0000,0.7241,21.0000,0.7241,0.0000,0.0000,0.7241
40.4686,30.0000,142.0000,142.0000,1.0000,0.0000,0.0000,142.0000,1.0000,1.7500
40.4686,60.0000,52.0000,51.0000,0.9808,0.0000,0.0000,51.0000,0.9808,1.4423
40.4686,90.0000,46.0000,45.0000,0.9783,0.0000,0.0000,45.0000,0.9783,1.4266
40.4686,120.0000,56.0000,56.0000,1.0000,0.0000,0.0000,56.0000,1.0000,1.7500
40.4687,0.0000,82.0000,59.0000,0.7195,59.0000,0.7195,0.0000,0.0000,0.7195
40.4687,30.0000,54.0000,54.0000,1.0000,0.0000,0.0000,54.0000,1.0000,1.7500
40.4687,60.0000,74.0000,74.0000,1.0000,0.0000,0.0000,74.0000,1.0000,1.7500
40.4687,90.0000,16.0000,15.0000,0.9375,0.0000,0.0000,15.0000,0.9375,1.1875
40.4687,120.0000,23.0000,22.0000,0.9565,0.0000,0.0000,22.0000,0.9565,1.2908
40.4688,0.0000,303.0000,211.0000,0.6964,211.0000,0.6964,0.0000,0.0000,0.6964
40.4689,0.0000,238.0000,181.0000,0.7605,181.0000,0.7605,0.0000,0.0000,0.7675
40.4690,0.0000,15.0000,13.0000,0.8667,13.0000,0.8667,0.0000,0.0000,0.9444
