grid_lat,grid_height,best_c1_thput,best_c2_thput,c1_sample_num,c2_sample_num,duration_ratio_best_c1,duration_ratio_best_c2
40.4631,60,43.16,None,51,0,0.5084745762711864,None
40.4631,90,58.86,None,44,0,0.0425531914893617,None
40.4631,120,61.16,33.52,38,3,0.12195121951219512,0.07317073170731707
40.4632,0,4.192,4.744,1,11,0.07692307692307693,0.8461538461538461
40.4632,30,44.292,38.536,73,3,0.07894736842105263,0.039473684210526314
40.4632,60,57.70399999999999,None,47,0,0.41509433962264153,None
40.4632,90,53.192,None,41,0,0.11363636363636365,None
40.4632,120,65.952,33.64,37,2,0.07692307692307693,0.05128205128205128
40.4633,0,3.68,4.867071428571428,1,16,0.05555555555555555,0.8888888888888888
40.4633,30,47.844,52.408,65,5,0.02857142857142857,0.07142857142857142
40.4633,60,38.728,None,47,0,0.49019607843137253,None
40.4633,90,51.028,None,46,0,0.2391304347826087,None
40.4633,120,51.068,33.44,33,2,0.05714285714285714,0.05714285714285714
40.4634,0,4.84,5.32,1,9,0.09090909090909091,0.8181818181818182
40.4634,30,45.356,50.144,71,5,0.02631578947368421,0.06578947368421052
40.4634,60,53.64,20.624,44,15,0.390625,0.234375
40.4634,90,52.04,None,56,0,0.08333333333333333,None
40.4634,120,48.332,33.696,24,3,0.07407407407407407,0.1111111111111111
40.4635,0,None,4.616,0,15,None,0.9375
40.4635,30,39.86,52.8,105,7,0.017857142857142856,0.0625
40.4635,60,54.08,22.12942857142857,48,2,0.48333333333333334,0.03333333333333333
40.4635,90,58.192,None,47,0,0.29310344827586204,None
40.4635,120,62.664,33.408,24,2,0.07692307692307693,0.07692307692307693
40.4636,0,4.44,3.884,1,12,0.07692307692307693,0.9230769230769231
40.4636,30,42.708,46.292,98,4,0.0196078431372549,0.0392156862745098
40.4636,60,54.408,29.068785714285713,54,2,0.45901639344262296,0.03278688524590164
40.4636,90,60.368,None,38,0,0.1346153846153846,None
40.4636,120,65.768,35.384,29,3,0.15625,0.09375
40.4637,0,4.768,5.424,1,13,0.06666666666666667,0.8666666666666667
40.4637,30,28.54,None,81,0,0.12345679012345678,None
40.4637,60,52.8,28.79657142857143,55,1,0.36507936507936506,0.015873015873015872
40.4637,90,55.848,None,44,0,0.13333333333333333,None
40.4637,120,66.24000000000001,37.736000000000004,36,2,0.05263157894736842,0.05263157894736842
40.4638,0,4.376,5.264,1,13,0.06666666666666667,0.8666666666666667
40.4638,30,38.384,None,102,0,0.0392156862745098,None
40.4638,60,55.968,19.082857142857144,48,2,0.3333333333333333,0.03508771929824561
40.4638,90,51.064,None,42,0,0.13725490196078433,None
40.4638,120,68.08,None,36,0,0.08333333333333333,None
40.4639,0,5.216,5.128,1,12,0.07142857142857142,0.8571428571428571
40.4639,30,41.736,None,90,0,0.05555555555555555,None
40.4639,60,56.44,28.721,68,1,0.5068493150684932,0.0136986301369863
40.4639,90,55.623999999999995,None,51,0,0.06896551724137931,None
40.4639,120,38.84,None,37,0,0.05405405405405406,None
40.464,0,4.512,4.664,1,15,0.058823529411764705,0.8823529411764706
40.464,30,42.352,None,81,0,0.037037037037037035,None
40.464,60,57.856,30.139,63,3,0.5,0.04285714285714286
40.464,90,58.92,None,55,0,0.11475409836065574,None
40.464,120,66.44800000000001,None,42,0,0.14285714285714285,None
40.4641,0,3.592,4.865,1,11,0.08333333333333333,0.9166666666666666
40.4641,30,38.824,None,83,0,0.03614457831325301,None
40.4641,60,56.468,47.019000000000005,79,2,0.5168539325842697,0.02247191011235955
40.4641,90,60.736,None,40,0,0.22448979591836735,None
40.4641,120,60.644000000000005,None,41,0,0.09523809523809523,None
40.4642,0,None,5.5205714285714285,0,14,None,0.9333333333333333
40.4642,30,40.384,None,78,0,0.02564102564102564,None
40.4642,60,56.04,65.52685714285714,113,3,0.5193798449612403,0.023255813953488372
40.4642,90,61.08,None,43,0,0.1568627450980392,None
40.4642,120,67.64,None,32,0,0.0625,None
40.4643,0,3.648,5.616,1,15,0.058823529411764705,0.8823529411764706
40.4643,30,43.6,None,68,0,0.04411764705882353,None
40.4643,60,52.92,46.826,76,3,0.5172413793103449,0.034482758620689655
40.4643,90,63.32,None,46,0,0.1320754716981132,None
40.4643,120,34.208,None,35,0,0.4857142857142857,None
40.4644,0,5.368,4.5440000000000005,1,12,0.07142857142857142,0.8571428571428571
40.4644,30,25.564,None,70,0,0.6428571428571429,None
40.4644,60,56.552,51.30235714285714,60,6,0.5138888888888888,0.08333333333333333
40.4644,90,47.12,None,44,0,0.14285714285714285,None
40.4644,120,62.296,None,36,0,0.08108108108108109,None
40.4645,0,5.008,4.848,1,9,0.09090909090909091,0.8181818181818182
40.4645,30,43.104,None,81,0,0.037037037037037035,None
40.4645,60,54.968,26.01,59,13,0.4520547945205479,0.1780821917808219
40.4645,90,63.856,None,59,0,0.23809523809523808,None
40.4645,120,61.888,None,34,0,0.14705882352941177,None
40.4646,0,4.376,4.220000000000001,1,12,0.07142857142857142,0.8571428571428571
40.4646,30,43.264,None,85,0,0.03529411764705882,None
40.4646,60,57.712,27.295,69,13,0.45121951219512196,0.15853658536585366
40.4646,90,59.448,None,41,0,0.11904761904761904,None
40.4646,120,58.336,None,38,0,0.23684210526315788,None
40.4647,0,None,3.565,0,9,None,1.0
40.4647,30,40.944,None,91,0,0.04395604395604396,None
40.4647,60,54.596000000000004,None,63,0,0.48484848484848486,None
40.4647,90,63.356,None,40,0,0.09523809523809523,None
40.4647,120,47.956,None,34,0,0.11764705882352941,None
40.4648,0,8.952,5.696,37,11,0.7551020408163265,0.22448979591836735
40.4648,30,32.036,None,95,0,0.631578947368421,None
40.4648,60,56.088,None,65,0,0.4166666666666667,None
40.4648,90,57.312,None,37,0,0.06666666666666667,None
40.4648,120,49.760000000000005,None,35,0,0.11428571428571428,None
40.4649,0,None,4.056,0,10,None,0.8333333333333334
40.4649,30,38.352,None,131,0,0.6564885496183206,None
40.4649,60,50.256,None,70,0,0.4,None
40.4649,90,63.88,None,36,0,0.0625,None
40.4649,120,57.056,None,34,0,0.08823529411764706,None
40.465,0,None,7.565142857142857,0,10,None,0.7692307692307693
40.465,30,41.32,None,191,0,0.8586387434554974,None
40.465,60,57.272,None,60,0,0.3709677419354839,None
40.465,90,62.82,None,29,0,0.12121212121212122,None
40.465,120,55.868,None,41,0,0.1951219512195122,None
40.4651,0,2.728,4.243428571428572,1,8,0.1,0.8
40.4651,30,43.012,None,80,0,0.0875,None
40.4651,60,57.968,None,58,0,0.3050847457627119,None
40.4651,90,60.356,None,35,0,0.15789473684210525,None
40.4651,120,62.448,None,45,0,0.4,None
40.4652,0,2.744,4.953,1,9,0.09090909090909091,0.8181818181818182
40.4652,30,35.196,None,64,0,0.12307692307692308,None
40.4652,60,55.696,None,58,0,0.3559322033898305,None
40.4652,90,52.12,None,36,0,0.13157894736842105,None
40.4652,120,68.192,None,104,0,0.49038461538461536,None
40.4653,0,1.784,7.370857142857142,1,27,0.014285714285714285,0.3857142857142857
40.4653,30,44.752,None,68,0,0.10294117647058823,None
40.4653,60,69.604,None,80,0,0.4337349397590361,None
40.4653,90,50.232,None,33,0,0.2,None
40.4653,120,68.428,None,85,0,0.047058823529411764,None
40.4654,0,None,4.616928571428572,0,192,None,0.3356643356643357
40.4654,30,43.144000000000005,9.801,60,4,0.09090909090909091,0.06060606060606061
40.4654,60,68.888,46.053,76,10,0.05747126436781609,0.08045977011494253
40.4654,90,59.328,None,45,0,0.19230769230769232,None
40.4654,120,45.976,None,67,0,0.7313432835820896,None
40.4655,0,0.312,5.832,1,64,0.005747126436781609,0.3045977011494253
40.4655,30,42.704,29.617,83,7,0.16666666666666666,0.07777777777777778
40.4655,60,70.412,47.344,96,4,0.24509803921568626,0.0392156862745098
40.4655,90,61.688,51.258,31,5,0.2,0.1111111111111111
40.4655,120,68.232,None,48,0,0.22916666666666666,None
40.4656,0,5.72,5.64,1,3,0.14285714285714285,0.42857142857142855
40.4656,30,43.152,None,66,0,0.08955223880597014,None
40.4656,60,72.544,None,71,0,0.04,None
40.4656,90,58.54,26.254,26,3,0.17647058823529413,0.08823529411764706
40.4656,120,67.864,None,49,0,0.2857142857142857,None
40.4657,0,8.344,6.283,1,5,0.1,0.5
40.4657,30,45.616,None,62,0,0.06451612903225806,None
40.4657,60,73.004,None,70,0,0.02702702702702703,None
40.4657,90,43.224000000000004,43.241,25,4,0.3125,0.0625
40.4657,120,67.624,None,46,0,0.2173913043478261,None
40.4658,0,8.368,9.292,1,7,0.08333333333333333,0.16666666666666666
40.4658,30,46.224000000000004,None,78,0,0.16666666666666666,None
40.4658,60,56.548,None,70,0,0.3380281690140845,None
40.4658,90,38.504,43.448,30,3,0.42105263157894735,0.07894736842105263
40.4658,120,66.68,None,35,0,0.22857142857142856,None
40.4659,0,None,7.824,0,6,None,0.2
40.4659,30,47.464,None,81,0,0.08641975308641975,None
40.4659,60,72.22399999999999,None,81,0,0.04938271604938271,None
40.4659,90,63.763999999999996,44.21,38,9,0.11538461538461539,0.17307692307692307
40.4659,120,68.744,None,39,0,0.2564102564102564,None
40.466,0,6.632,6.68,1,5,0.1,0.1
40.466,30,44.748000000000005,None,67,0,0.08955223880597014,None
40.466,60,66.536,None,73,0,0.3466666666666667,None
40.466,90,38.604,41.05142857142857,40,5,0.125,0.10416666666666667
40.466,120,69.672,None,41,0,0.24390243902439024,None
40.4661,0,None,7.648,0,5,None,0.2222222222222222
40.4661,30,38.52,None,69,0,0.08695652173913043,None
40.4661,60,70.42,None,69,0,0.2676056338028169,None
40.4661,90,35.88,42.621,37,7,0.48936170212765956,0.14893617021276595
40.4661,120,66.82400000000001,None,35,0,0.17142857142857143,None
40.4662,0,None,6.856,0,4,None,0.4444444444444444
40.4662,30,42.032,None,56,0,0.23214285714285715,None
40.4662,60,71.172,None,75,0,0.2948717948717949,None
40.4662,90,48.263999999999996,41.158,31,7,0.24,0.14
40.4662,120,62.8,None,35,0,0.2857142857142857,None
40.4663,0,None,7.316,0,3,None,0.2
40.4663,30,43.344,None,86,0,0.45348837209302323,None
40.4663,60,71.992,None,66,0,0.25,None
40.4663,90,62.088,41.421,37,5,0.3488372093023256,0.11627906976744186
40.4663,120,71.528,None,36,0,0.1388888888888889,None
40.4664,0,None,6.688000000000001,0,4,None,0.2
40.4664,30,42.888,None,67,0,0.16417910447761194,None
40.4664,60,70.648,None,60,0,0.24615384615384617,None
40.4664,90,33.116,43.65371428571428,30,7,0.5135135135135136,0.1891891891891892
40.4664,120,63.044,None,42,0,0.23809523809523808,None
40.4665,0,None,6.128,0,4,None,0.25
40.4665,30,42.344,None,83,0,0.16867469879518074,None
40.4665,60,76.98400000000001,None,59,0,0.22972972972972974,None
40.4665,90,36.616,40.416,39,6,0.13333333333333333,0.13333333333333333
40.4665,120,62.584,None,35,0,0.2857142857142857,None
40.4666,0,None,4.140499999999999,0,5,None,0.45454545454545453
40.4666,30,45.44,None,71,0,0.323943661971831,None
40.4666,60,61.507999999999996,None,58,0,0.16393442622950818,None
40.4666,90,34.056,39.957142857142856,29,4,0.2647058823529412,0.11764705882352941
40.4666,120,60.936,None,39,0,0.358974358974359,None
40.4667,0,None,5.056,0,7,None,0.5833333333333333
40.4667,30,40.096000000000004,None,61,0,0.19672131147540983,None
40.4667,60,73.536,None,55,0,0.2142857142857143,None
40.4667,90,23.84,41.900000000000006,26,4,0.37142857142857144,0.11428571428571428
40.4667,120,57.96,None,45,0,0.33333333333333337,None
40.4668,0,None,7.24,0,8,None,0.09090909090909091
40.4668,30,39.088,None,66,0,0.2727272727272727,None
40.4668,60,72.28,None,58,0,0.2,None
40.4668,90,22.612000000000002,42.821,27,6,0.36363636363636365,0.13636363636363635
40.4668,120,52.992,None,41,0,0.24390243902439024,None
40.4669,0,None,5.12,0,5,None,0.1111111111111111
40.4669,30,40.6,None,57,0,0.2982456140350877,None
40.4669,60,68.192,None,71,0,0.3472222222222222,None
40.4669,90,50.436,41.05571428571429,37,2,0.4,0.044444444444444446
40.4669,120,56.616,None,33,0,0.2727272727272727,None
40.467,0,None,7.552,0,5,None,0.2727272727272727
40.467,30,41.648,None,65,0,0.26153846153846155,None
40.467,60,75.064,None,55,0,0.05,None
40.467,90,33.712,None,38,0,0.075,None
40.467,120,58.568,None,37,0,0.32432432432432434,None
40.4671,0,None,9.456,0,7,None,0.08333333333333333
40.4671,30,42.916,None,68,0,0.2647058823529412,None
40.4671,60,62.507999999999996,None,53,0,0.1724137931034483,None
40.4671,90,38.364,None,40,0,0.7,None
40.4671,120,57.971999999999994,None,33,0,0.30303030303030304,None
40.4672,0,None,7.44,0,6,None,0.3333333333333333
40.4672,30,42.928,None,95,0,0.2631578947368421,None
40.4672,60,68.48,None,57,0,0.15,None
40.4672,90,37.408,None,39,0,0.1282051282051282,None
40.4672,120,62.432,None,36,0,0.25,None
40.4673,0,None,6.856,0,6,None,0.5454545454545454
40.4673,30,42.391999999999996,None,73,0,0.6027397260273972,None
40.4673,60,70.652,None,50,0,0.13461538461538464,None
40.4673,90,34.816,None,38,0,0.23684210526315788,None
40.4673,120,58.272000000000006,None,31,0,0.2647058823529412,None
40.4674,0,None,5.776,0,4,None,0.2222222222222222
40.4674,30,42.352000000000004,None,57,0,0.21052631578947367,None
40.4674,60,76.71600000000001,None,60,0,0.030303030303030304,None
40.4674,90,50.4,64.35300000000001,29,2,0.2727272727272727,0.06060606060606061
40.4674,120,53.396,None,32,0,0.2727272727272727,None
40.4675,0,None,9.064,0,2,None,0.125
40.4675,30,44.08,None,59,0,0.2542372881355932,None
40.4675,60,61.16,None,55,0,0.13846153846153847,None
40.4675,90,49.176,60.358,26,5,0.3235294117647059,0.14705882352941177
40.4675,120,56.472,None,29,0,0.24137931034482757,None
40.4676,0,None,9.311,0,2,None,0.2
40.4676,30,40.072,None,66,0,0.19696969696969696,None
40.4676,60,69.848,None,57,0,0.1746031746031746,None
40.4676,90,53.392,67.72114285714285,30,5,0.11363636363636363,0.11363636363636363
40.4676,120,53.16,None,24,0,0.25,None
40.4677,0,None,7.92,0,1,None,0.2
40.4677,30,36.019999999999996,None,61,0,0.26229508196721313,None
40.4677,60,71.34,None,58,0,0.1774193548387097,None
40.4677,90,43.4,67.139,25,7,0.34782608695652173,0.15217391304347827
40.4677,120,55.64,None,27,0,0.3333333333333333,None
40.4678,0,None,7.128,0,4,None,0.25
40.4678,30,41.676,None,60,0,0.21666666666666667,None
40.4678,60,60.704,None,50,0,0.13725490196078433,None
40.4678,90,32.592,56.843428571428575,36,7,0.2708333333333333,0.14583333333333334
40.4678,120,57.391999999999996,None,27,0,0.2962962962962963,None
40.4679,0,None,6.888,0,1,None,0.125
40.4679,30,43.64,None,64,0,0.140625,None
40.4679,60,74.22,None,52,0,0.03636363636363636,None
40.4679,90,37.751999999999995,41.661,34,3,0.5675675675675675,0.08108108108108109
40.4679,120,54.552,None,26,0,0.34615384615384615,None
40.468,0,None,7.416,0,2,None,0.125
40.468,30,38.988,None,66,0,0.2878787878787879,None
40.468,60,72.056,None,51,0,0.13114754098360656,None
40.468,90,39.9,26.768,28,3,0.25806451612903225,0.0967741935483871
40.468,120,53.136,None,27,0,0.25925925925925924,None
40.4681,0,None,6.402,0,3,None,0.125
40.4681,30,38.984,None,61,0,0.26229508196721313,None
40.4681,60,65.304,None,55,0,0.1935483870967742,None
40.4681,90,34.072,24.886,33,3,0.5833333333333334,0.08333333333333333
40.4681,120,57.52,None,21,0,0.3333333333333333,None
40.4682,0,None,7.528,0,4,None,0.1
40.4682,30,39.0,None,69,0,0.3108108108108108,None
40.4682,60,69.176,None,59,0,0.1639344262295082,None
40.4682,90,34.2,22.9325,37,2,0.275,0.05
40.4682,120,53.304,None,26,0,0.19230769230769232,None
40.4683,0,None,7.872,0,4,None,0.16666666666666666
40.4683,30,37.92400000000001,None,64,0,0.2571428571428571,None
40.4683,60,71.992,None,56,0,0.15254237288135594,None
40.4683,90,37.42,20.2575,39,4,0.23255813953488372,0.09302325581395349
40.4683,120,54.647999999999996,None,25,0,0.16,None
40.4684,0,None,8.616,0,5,None,0.2222222222222222
40.4684,30,36.54,None,65,0,0.411764705882353,None
40.4684,60,68.928,None,55,0,0.18181818181818182,None
40.4684,90,34.988,None,39,0,0.5128205128205128,None
40.4684,120,54.952,None,23,0,0.17391304347826086,None
40.4685,0,None,6.843999999999999,0,4,None,0.2222222222222222
40.4685,30,35.78,None,79,0,0.3924050632911392,None
40.4685,60,58.976,None,59,0,0.21666666666666667,None
40.4685,90,29.304,None,43,0,1.0,None
40.4685,120,57.976,None,35,0,0.08571428571428572,None
