-2.684,-2.0
7.188,-1.0
-12.86,0.0
2.684,2.0
9.872,1.0
-10.176,2.0
-7.188,1.0
-9.872,-1.0
-20.048,1.0
12.86,0.0
10.176,-2.0
20.048,-1.0
-3.244,2.0
23.252,-2.0
3.244,-2.0
26.496,-4.0
-23.252,2.0
-26.496,4.0
-40.608,1.0
40.608,-1.0
-5.592,5.0
26.264,1.0
5.592,-5.0
31.856,-4.0
-26.264,-1.0
-31.856,4.0
33.8,-4.0
-33.8,4.0
24.38,-5.0
-24.38,5.0
-41.184,4.0
41.184,-4.0
-21.756,3.0
21.756,-3.0
-39.848,5.0
39.848,-5.0
38.636,-4.0
27.7,-3.0
-38.636,4.0
-10.936,1.0
-27.7,3.0
10.936,-1.0
37.368,-3.0
26.4,-3.0
-37.368,3.0
-10.968,0.0
-26.4,3.0
10.968,0.0
26.216,-3.0
-26.216,3.0
-25.3,5.0
25.3,-5.0
33.064,-4.0
25.984,-2.0
-33.064,4.0
-7.08,2.0
-25.984,2.0
7.08,-2.0
-27.38,6.0
27.38,-6.0
-15.124,6.0
-15.34,5.0
15.124,-6.0
-0.216,-1.0
15.34,-5.0
0.216,1.0
-9.8,7.0
-18.668,7.0
9.8,-7.0
-8.868,0.0
18.668,-7.0
8.868,0.0
31.392,-6.0
-31.392,6.0
42.584,-3.0
-42.584,3.0
31.344,1.0
-31.344,-1.0
44.984,-3.0
43.8,-3.0
31.128,-2.0
-44.984,3.0
-1.184,0.0
-13.856,1.0
-43.8,3.0
1.184,0.0
-12.672,1.0
-31.128,2.0
13.856,-1.0
12.672,-1.0
31.06,-2.0
14.492,-1.0
-31.06,2.0
-16.568,1.0
-14.492,1.0
16.568,-1.0
23.224,-2.0
46.152,-1.0
31.064,0.0
-23.224,2.0
22.928,1.0
7.84,2.0
-46.152,1.0
-22.928,-1.0
-15.088,1.0
-31.064,0.0
-7.84,-2.0
15.088,-1.0
45.488,0.5
-45.488,-0.5
6.176,3.0
-6.176,-3.0
5.872,-3.0
-5.872,3.0
-38.512,2.0
38.512,-2.0
-27.04,-8.0
-2.8,-5.0
-40.748,0.0
-40.732,0.0
27.04,8.0
24.24,3.0
-13.708,8.0
-13.692,8.0
2.8,5.0
-24.24,-3.0
-37.948,5.0
-37.932,5.0
40.748,0.0
13.708,-8.0
37.948,-5.0
0.016,0.0
40.732,0.0
13.692,-8.0
37.932,-5.0
-0.016,0.0
10.9851,-11.0
-3.3589,-10.0
