grid_lon,height,thput_0,thput_1,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_99,thput_100,median,upper_bound,lower_bound,variation,under_utilization,rbs_mean,rbs_10,rbs_25,rbs_50,rbs_75,rbs_90
40.4608,120.0000,1.9360,1.9780,2.1460,2.3560,2.9860,4.0360,5.0860,5.7160,5.9260,6.0940,6.1360,4.0360,5.7160,2.3560,3.3600,1.6800,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000
40.4609,120.0000,13.5840,13.6595,13.9616,14.3392,15.4720,17.3600,19.2480,20.3808,20.7584,21.0605,21.1360,17.3600,20.3808,14.3392,6.0416,3.0208,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000
40.4610,120.0000,23.1520,23.1816,23.3000,23.4480,23.8920,24.6320,25.3720,25.8160,25.9640,26.0824,26.1120,24.6320,25.8160,23.4480,2.3680,1.1840,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000
40.4611,120.0000,26.3440,26.3522,26.3848,26.4256,26.5480,26.7520,27.7880,28.4096,28.6168,28.7826,28.8240,26.7520,28.4096,26.4256,1.9840,1.6576,91.0000,89.6000,90.5000,92.0000,92.0000,92.0000
40.4612,120.0000,8.1040,8.1858,8.5128,8.9216,10.1480,12.1920,12.4560,12.6144,12.6672,12.7094,12.7200,12.1920,12.6144,8.9216,3.6928,0.4224,32.6667,3.0000,3.0000,3.0000,47.5000,74.2000
40.4613,120.0000,25.8800,25.8888,25.9240,25.9680,26.1000,26.3200,26.5400,26.6720,26.7160,26.7512,26.7600,26.3200,26.6720,25.9680,0.7040,0.3520,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000
40.4614,120.0000,25.2400,25.2760,25.4200,25.6000,26.1400,27.1720,29.5000,32.3728,33.3304,34.0965,34.2880,27.1720,32.3728,25.6000,6.7728,5.2008,91.2500,89.9000,91.2500,92.0000,92.0000,92.0000
40.4615,120.0000,22.0400,22.0781,22.2304,22.4208,22.9920,32.3680,33.0000,33.2880,33.3840,33.4608,33.4800,32.3680,33.2880,22.4208,10.8672,0.9200,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000
40.4616,120.0000,4.5360,5.4716,9.2140,13.8920,23.5900,26.6120,30.2700,31.3760,31.6520,31.8728,31.9280,26.6120,31.3760,13.8920,17.4840,4.7640,91.5000,90.5000,92.0000,92.0000,92.0000,92.0000
40.4617,120.0000,8.8560,9.7858,13.5048,18.1536,24.8520,26.4160,32.0560,37.8384,40.1832,42.0590,42.5280,26.4160,37.8384,18.1536,19.6848,11.4224,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000
40.4618,120.0000,25.2880,25.4985,26.3404,27.3928,30.5500,32.4440,32.7520,33.0544,33.1552,33.2358,33.2560,32.4440,33.0544,27.3928,5.6616,0.6104,69.7500,29.7000,69.7500,92.0000,92.0000,92.0000
40.4619,120.0000,23.9760,24.0240,24.2160,24.4560,25.2840,32.8560,34.2200,39.9504,43.8552,46.9790,47.7600,32.8560,39.9504,24.4560,15.4944,7.0944,79.2857,56.4000,92.0000,92.0000,92.0000,92.0000
40.4620,120.0000,7.5520,8.1747,10.6656,13.7792,18.9620,27.0680,30.5480,31.8080,32.6480,33.3200,33.4880,27.0680,31.8080,13.7792,18.0288,4.7400,92.0000,92.0000,92.0000,92.0000,92.0000,92.0000
40.4621,120.0000,2.8160,3.6925,7.1984,11.5808,24.7280,25.0000,34.1200,34.2640,34.3120,34.3504,34.3600,25.0000,34.2640,11.5808,22.6832,9.2640,87.4000,78.2000,92.0000,92.0000,92.0000,92.0000
40.4622,120.0000,13.2400,13.7013,15.5464,17.8528,21.9360,24.3600,29.8280,31.8176,32.6048,33.2346,33.3920,24.3600,31.8176,17.8528,13.9648,7.4576,78.8571,54.6000,90.5000,92.0000,92.0000,92.0000
40.4623,120.0000,23.6320,23.7028,23.9860,24.3400,26.5120,31.5080,32.2560,32.8760,33.1620,33.3908,33.4480,31.5080,32.8760,24.3400,8.5360,1.3680,91.5000,90.5000,92.0000,92.0000,92.0000,92.0000
40.4624,120.0000,21.6240,21.6744,21.8760,22.1280,23.1660,26.5520,30.6820,32.5120,33.0360,33.4552,33.5600,26.5520,32.5120,22.1280,10.3840,5.9600,90.6667,88.0000,92.0000,92.0000,92.0000,92.0000
40.4625,120.0000,15.1920,15.4352,16.4080,17.6240,20.4280,25.3480,29.2300,30.2360,30.7260,31.1180,31.2160,25.3480,30.2360,17.6240,12.6120,4.8880,88.1667,80.5000,92.0000,92.0000,92.0000,92.0000
40.4626,120.0000,18.3840,18.5015,18.9716,19.4392,23.5040,32.7960,35.3820,36.2656,39.0064,42.7005,43.6240,32.7960,36.2656,19.4392,16.8264,3.4696,78.7143,27.3000,92.0000,92.0000,92.0000,92.0000
40.4627,120.0000,17.1760,17.2136,17.3640,17.5520,18.3740,20.2680,31.2880,36.5320,37.4100,38.1124,38.2880,20.2680,36.5320,17.5520,18.9800,16.2640,84.3333,69.0000,74.7500,92.0000,92.0000,92.0000
