grid_lon,height,thput_0,thput_1,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_99,thput_100,median,upper_bound,lower_bound,variation,under_utilization,rbs_mean,rbs_10,rbs_25,rbs_50,rbs_75,rbs_90
40.4618,120.0000,51.4080,51.4326,51.5312,51.6544,53.0260,60.8000,66.8800,67.6120,67.6820,67.7380,67.7520,60.8000,67.6120,51.6544,15.9576,6.8120,219.6250,174.5000,250.2500,251.0000,251.0000,251.0000
40.4619,120.0000,45.0560,45.5296,47.4240,49.7920,52.9520,63.4640,65.6880,66.9216,69.1328,70.9018,71.3440,63.4640,66.9216,49.7920,17.1296,3.4576,250.5556,250.2000,251.0000,251.0000,251.0000,251.0000
40.4620,120.0000,23.7760,24.9056,29.4240,35.0720,50.1740,62.1360,65.7640,67.1040,67.2600,67.3848,67.4160,62.1360,67.1040,35.0720,32.0320,4.9680,209.0000,125.0000,248.0000,251.0000,251.0000,251.0000
40.4621,120.0000,29.1920,29.6222,31.3432,33.4944,39.9480,50.7040,59.1800,64.2656,65.9608,67.3170,67.6560,50.7040,64.2656,33.4944,30.7712,13.5616,168.3333,52.6000,127.0000,251.0000,251.0000,251.0000
40.4622,120.0000,61.2960,61.3467,61.5496,61.8032,62.5640,63.8320,65.1000,65.8608,66.1144,66.3173,66.3680,63.8320,65.8608,61.8032,4.0576,2.0288,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000
40.4623,120.0000,60.8800,60.9258,61.1092,61.3384,62.0260,63.1720,64.3180,65.0056,65.2348,65.4182,65.4640,63.1720,65.0056,61.3384,3.6672,1.8336,235.0000,222.2000,227.0000,235.0000,243.0000,247.8000
40.4624,120.0000,61.5200,61.5290,61.5648,61.6096,61.7440,61.9680,62.1920,62.3264,62.3712,62.4070,62.4160,61.9680,62.3264,61.6096,0.7168,0.3584,127.0000,27.8000,65.0000,127.0000,189.0000,226.2000
40.4625,120.0000,11.2080,11.7553,13.9444,16.6808,24.8900,38.5720,52.2540,60.4632,63.1996,65.3887,65.9360,38.5720,60.4632,16.6808,43.7824,21.8912,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000
40.4626,120.0000,63.3440,63.3545,63.3964,63.4488,63.6060,63.8680,64.1300,64.2872,64.3396,64.3815,64.3920,63.8680,64.2872,63.4488,0.8384,0.4192,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000
40.4627,120.0000,61.5040,61.5492,61.7300,61.9560,62.6340,63.7640,64.8940,65.5720,65.7980,65.9788,66.0240,63.7640,65.5720,61.9560,3.6160,1.8080,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000
40.4628,120.0000,34.0400,34.1055,34.3676,34.6952,35.6780,49.3520,62.5260,62.6088,62.6364,62.6585,62.6640,49.3520,62.6088,34.6952,27.9136,13.2568,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000
40.4629,120.0000,51.4640,51.4640,51.4640,51.4640,51.4640,51.4640,51.4640,51.4640,51.4640,51.4640,51.4640,51.4640,51.4640,51.4640,0.0000,0.0000,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000
40.4630,120.0000,64.7120,64.7689,64.9964,65.2808,66.1340,67.5560,68.9780,69.8312,70.1156,70.3431,70.4000,67.5560,69.8312,65.2808,4.5504,2.2752,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000
40.4631,120.0000,14.6080,16.4490,23.8128,33.0176,60.6320,61.1600,62.2000,62.4832,62.5776,62.6531,62.6720,61.1600,62.4832,33.0176,29.4656,1.3232,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000
40.4632,120.0000,63.9520,63.9920,64.1520,64.3520,64.9520,65.9520,66.0080,66.0416,66.0528,66.0618,66.0640,65.9520,66.0416,64.3520,1.6896,0.0896,250.0000,248.6000,249.5000,251.0000,251.0000,251.0000
40.4633,120.0000,38.4320,38.6847,39.6956,40.9592,44.7500,51.0680,57.3860,61.1768,62.4404,63.4513,63.7040,51.0680,61.1768,40.9592,20.2176,10.1088,127.0000,27.8000,65.0000,127.0000,189.0000,226.2000
40.4634,120.0000,34.5600,34.8354,35.9372,37.3144,41.4460,48.3320,55.2180,59.3496,60.7268,61.8286,62.1040,48.3320,59.3496,37.3144,22.0352,11.0176,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000
40.4635,120.0000,62.4160,62.4210,62.4408,62.4656,62.5400,62.6640,62.7880,62.8624,62.8872,62.9070,62.9120,62.6640,62.8624,62.4656,0.3968,0.1984,251.0000,251.0000,251.0000,251.0000,251.0000,251.0000
