grid_lon,height,thput_0,thput_1,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_99,thput_100,median,upper_bound,lower_bound,variation,under_utilization,rbs_mean,rbs_10,rbs_25,rbs_50,rbs_75,rbs_90
40.4620,120.0000,1.0160,1.7067,4.4696,7.9232,12.5320,15.7840,16.1440,16.2496,16.3048,16.3490,16.3600,15.7840,16.2496,7.9232,8.3264,0.4656,66.6000,3.0000,3.0000,3.0000,3.0000,193.8000
40.4621,120.0000,9.3680,9.6651,10.8536,12.3392,14.3640,15.6080,15.9920,17.1328,17.7424,18.2301,18.3520,15.6080,17.1328,12.3392,4.7936,1.5248,30.1429,3.0000,3.0000,3.0000,3.0000,79.0000
40.4622,120.0000,3.8080,4.0228,4.8820,5.9560,9.1980,13.5000,14.5380,16.9160,18.1020,19.0508,19.2880,13.5000,16.9160,5.9560,10.9600,3.4160,69.1667,3.0000,3.0000,3.0000,3.0000,201.5000
40.4623,120.0000,12.1680,12.3072,12.8640,13.5600,15.0680,15.8240,16.1160,17.0960,17.7920,18.3488,18.4880,15.8240,17.0960,13.5600,3.5360,1.2720,81.1429,3.0000,3.0000,3.0000,133.5000,274.0000
40.4624,120.0000,5.5360,5.6172,5.9420,6.3480,8.8860,14.8600,16.3120,16.8400,17.4280,17.8984,18.0160,14.8600,16.8400,6.3480,10.4920,1.9800,106.2500,3.0000,3.0000,3.0000,98.2500,403.2000
40.4625,120.0000,11.0720,11.2238,11.8308,12.5896,14.3380,15.7520,15.9760,16.8640,17.5360,18.0736,18.2080,15.7520,16.8640,12.5896,4.2744,1.1120,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
40.4626,120.0000,14.2880,14.2989,14.3424,14.3968,14.5600,15.1920,16.3200,18.3024,18.8752,19.3334,19.4480,15.1920,18.3024,14.3968,3.9056,3.1104,101.7778,3.0000,3.0000,3.0000,129.0000,327.2000
40.4627,120.0000,14.4400,14.5430,14.9552,15.4704,15.9760,16.1440,16.4240,18.2624,18.3072,18.3430,18.3520,16.1440,18.2624,15.4704,2.7920,2.1184,43.5556,3.0000,3.0000,3.0000,32.0000,100.6000
40.4628,120.0000,8.3680,8.4078,8.5668,8.7656,13.0400,15.8680,16.4460,17.6016,17.9488,18.2266,18.2960,15.8680,17.6016,8.7656,8.8360,1.7336,30.1429,3.0000,3.0000,3.0000,3.0000,79.0000
40.4629,120.0000,0.3200,1.4475,5.9576,11.5952,14.1360,15.2360,16.2920,16.8664,18.0292,18.9594,19.1920,15.2360,16.8664,11.5952,5.2712,1.6304,4.5000,3.0000,3.0000,3.0000,3.0000,4.5000
40.4630,120.0000,14.1920,14.3094,14.7788,15.3656,15.8460,16.1080,16.2220,16.7896,17.0308,17.2238,17.2720,16.1080,16.7896,15.3656,1.4240,0.6816,13.8750,3.0000,3.0000,3.0000,32.0000,32.0000
40.4631,120.0000,14.1840,14.2095,14.3116,14.5120,15.6280,15.9680,17.4660,18.2952,18.8032,19.2678,19.3840,15.9680,18.2952,14.5120,3.7832,2.3272,12.3333,3.0000,3.0000,3.0000,4.2500,29.6000
40.4632,120.0000,10.8640,11.0543,11.8156,12.5032,14.2860,15.7720,16.2260,16.3624,16.9972,17.9082,18.1360,15.7720,16.3624,12.5032,3.8592,0.5904,60.8571,3.0000,3.0000,3.0000,3.0000,232.3000
40.4633,120.0000,2.4400,2.9109,4.7944,7.1488,12.0420,13.1720,15.1780,16.5024,17.0352,17.4614,17.5680,13.1720,16.5024,7.1488,9.3536,3.3304,4.5000,3.0000,3.0000,3.0000,3.0000,4.5000
40.4634,120.0000,0.6880,1.3893,4.1944,7.7008,11.2940,13.5600,14.3940,15.4648,15.5044,15.5361,15.5440,13.5600,15.4648,7.7008,7.7640,1.9048,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
40.4635,120.0000,14.2560,14.2668,14.3100,14.3640,14.4480,15.6840,15.9660,16.1640,16.2180,16.2612,16.2720,15.6840,16.1640,14.3640,1.8000,0.4800,7.8889,3.0000,3.0000,3.0000,3.0000,20.8000
