grid_lon,height,thput_0,thput_1,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_99,thput_100,median,upper_bound,lower_bound,variation,under_utilization
40.4620,90.0000,0.2760,0.3089,3.5560,7.5566,16.8040,24.9920,53.2960,63.4215,67.4308,71.4989,72.5480,24.9920,63.4215,7.5566,55.8649,38.4295
40.4621,90.0000,0.1510,0.2476,1.8999,8.6296,21.0960,26.0320,48.9280,61.0526,63.1712,66.2905,66.3660,26.0320,61.0526,8.6296,52.4230,35.0206
40.4622,90.0000,0.8640,1.5867,7.2217,15.7280,19.9040,27.0640,51.4480,61.0880,65.6720,70.5475,71.8937,27.0640,61.0880,15.7280,45.3600,34.0240
40.4623,90.0000,0.1220,0.6226,7.5217,12.5296,20.2520,25.5360,35.5200,52.7118,58.1920,68.7549,75.0171,25.5360,52.7118,12.5296,40.1822,27.1758
40.4624,90.0000,0.1070,0.1110,0.1507,2.7027,24.5500,29.0360,51.1720,64.5008,67.4356,73.4655,73.9310,29.0360,64.5008,2.7027,61.7981,35.4648
40.4625,90.0000,0.1230,0.4574,3.8144,8.4886,16.3380,25.7560,39.8640,57.0728,62.9396,69.4025,72.9160,25.7560,57.0728,8.4886,48.5842,31.3168
40.4626,90.0000,0.2217,0.2802,1.7352,5.6072,18.0000,25.6960,46.5255,61.6960,67.6539,73.4803,74.6230,25.6960,61.6960,5.6072,56.0888,36.0000
40.4627,90.0000,0.3371,0.5708,1.1635,9.2624,23.3500,31.7400,59.8573,69.8435,74.5365,79.6704,80.9200,31.7400,69.8435,9.2624,60.5811,38.1035
40.4628,90.0000,0.1160,0.2097,7.7141,10.7128,18.4040,27.9480,41.4080,56.7912,70.7357,75.7805,78.1040,27.9480,56.7912,10.7128,46.0784,28.8432
40.4629,90.0000,1.6480,2.7402,8.2048,9.7610,11.4262,28.1920,43.4320,48.1000,48.6080,51.3372,61.8320,28.1920,48.1000,9.7610,38.3390,19.9080
40.4630,90.0000,0.9200,1.7288,6.2011,8.7661,16.8040,28.7840,39.6020,46.8168,47.3516,54.8601,62.2080,28.7840,46.8168,8.7661,38.0507,18.0328
40.4631,90.0000,0.1463,0.3633,5.6485,7.3194,13.3600,25.4240,36.0760,43.0192,48.8576,59.2917,64.2560,25.4240,43.0192,7.3194,35.6998,17.5952
40.4632,90.0000,3.1620,3.6393,5.2421,8.4898,14.9228,26.3120,39.0060,44.9216,48.4068,51.8607,53.1920,26.3120,44.9216,8.4898,36.4318,18.6096
40.4633,90.0000,6.9520,7.0883,8.1271,9.3350,20.8920,28.7360,39.3240,47.2192,51.3748,56.2281,56.8560,28.7360,47.2192,9.3350,37.8842,18.4832
40.4634,90.0000,0.1314,0.1358,1.4024,3.7416,18.1700,28.4520,39.0180,45.2240,51.7648,57.7861,65.2720,28.4520,45.2240,3.7416,41.4824,16.7720
40.4635,90.0000,0.1040,0.1156,2.1540,6.4290,16.1760,26.3040,47.2760,58.8096,60.1720,61.7158,61.9200,26.3040,58.8096,6.4290,52.3806,32.5056
40.4636,90.0000,0.1040,0.1976,2.1982,3.5230,15.7170,23.2000,32.1600,53.0944,60.4832,61.8000,61.9040,23.2000,53.0944,3.5230,49.5714,29.8944
40.4637,90.0000,0.1300,1.0528,2.2590,3.3715,13.9120,20.9960,31.1040,44.9608,56.3116,61.1702,61.6800,20.9960,44.9608,3.3715,41.5893,23.9648
40.4638,90.0000,0.1040,0.8375,1.9830,3.8490,12.8960,26.6000,35.8760,41.6400,54.4240,59.6160,61.1200,26.6000,41.6400,3.8490,37.7910,15.0400
40.4639,90.0000,0.1040,0.9157,3.1601,4.0693,23.0920,26.7040,39.4360,52.2016,55.0532,57.3962,59.0880,26.7040,52.2016,4.0693,48.1323,25.4976
40.4640,90.0000,0.1120,0.2800,4.1520,5.7230,22.9600,26.4880,33.7280,49.2720,58.9200,62.4672,64.2720,26.4880,49.2720,5.7230,43.5490,22.7840
40.4641,90.0000,0.1164,2.0057,4.4962,5.0880,21.0900,29.2840,45.1940,61.0264,64.3804,67.8291,70.0400,29.2840,61.0264,5.0880,55.9384,31.7424
40.4642,90.0000,1.2103,2.7094,4.8885,5.8515,16.2802,26.6160,38.3840,54.0280,62.9900,69.6312,70.5200,26.6160,54.0280,5.8515,48.1765,27.4120
40.4643,90.0000,1.7520,2.6376,9.8000,13.6864,17.4865,27.2560,38.5960,55.0800,63.8456,71.4186,72.2480,27.2560,55.0800,13.6864,41.3936,27.8240
40.4644,90.0000,1.8813,2.4490,4.8805,8.1904,16.7200,21.4240,41.6640,52.6992,58.3760,65.6259,69.2240,21.4240,52.6992,8.1904,44.5088,31.2752
40.4645,90.0000,0.1300,0.2102,2.9430,7.3440,21.8320,32.6960,48.5600,64.1568,66.2384,68.2397,68.4480,32.6960,64.1568,7.3440,56.8128,31.4608
40.4646,90.0000,0.1020,0.2533,10.4908,11.9040,25.1180,31.8000,41.3040,45.2192,58.8652,64.5472,66.3840,31.8000,45.2192,11.9040,33.3152,13.4192
40.4647,90.0000,0.4320,0.5472,1.7514,6.5990,14.2240,25.2240,36.8800,49.3392,62.1600,64.2973,64.7760,25.2240,49.3392,6.5990,42.7402,24.1152
40.4648,90.0000,0.1013,0.1061,0.1313,1.3940,10.2280,21.8160,26.4400,46.2880,53.1840,62.0160,66.7200,21.8160,46.2880,1.3940,44.8940,24.4720
40.4649,90.0000,0.1040,0.2128,0.8555,3.3840,5.5240,23.0400,27.7640,48.3920,57.3000,64.7840,65.6880,23.0400,48.3920,3.3840,45.0080,25.3520
40.4650,90.0000,0.3680,0.7648,1.8480,8.9840,19.2057,25.2800,41.8240,48.4768,62.6192,65.6627,66.5280,25.2800,48.4768,8.9840,39.4928,23.1968
40.4651,90.0000,0.1020,0.1050,0.1171,2.7956,19.7860,27.1440,43.9200,54.8120,61.9224,63.3970,63.6160,27.1440,54.8120,2.7956,52.0164,27.6680
40.4652,90.0000,0.1070,0.1976,6.8664,12.8992,20.7860,26.5120,40.3580,48.1640,52.6708,59.9399,62.3760,26.5120,48.1640,12.8992,35.2648,21.6520
40.4653,90.0000,0.1200,0.2439,1.7628,4.0507,13.3735,25.5120,42.2120,53.5648,59.4672,62.2782,63.4240,25.5120,53.5648,4.0507,49.5141,28.0528
40.4654,90.0000,0.1074,0.1336,0.3013,2.1440,6.1540,19.4450,33.7280,54.5040,59.7600,67.0976,68.6000,19.4450,54.5040,2.1440,52.3600,35.0590
40.4655,90.0000,0.9636,1.2520,3.0805,4.8414,14.2240,27.3520,44.6310,58.4002,63.0992,63.8970,64.1680,27.3520,58.4002,4.8414,53.5588,31.0482
40.4656,90.0000,0.1080,0.1143,0.1320,0.6020,11.3060,26.3470,44.4380,56.4280,61.1440,68.3204,71.9520,26.3470,56.4280,0.6020,55.8260,30.0810
40.4657,90.0000,0.4926,0.6467,2.6202,8.3152,20.6000,27.8280,43.6740,49.8600,59.7528,65.6138,67.1440,27.8280,49.8600,8.3152,41.5448,22.0320
40.4658,90.0000,0.1020,0.1038,0.1135,2.2728,20.3220,29.3600,43.3240,52.7320,55.4932,66.4791,67.3760,29.3600,52.7320,2.2728,50.4592,23.3720
40.4659,90.0000,0.4610,1.2867,4.4127,14.6451,25.3440,35.6640,45.8570,54.6488,63.5660,66.3664,66.8560,35.6640,54.6488,14.6451,40.0037,18.9848
40.4660,90.0000,0.1218,1.0309,14.6350,17.6269,22.0840,28.7720,41.6713,49.9224,58.9116,65.3638,66.9280,28.7720,49.9224,17.6269,32.2955,21.1504
40.4661,90.0000,0.4663,1.6474,4.2425,8.6293,17.9350,33.8960,43.2001,52.8128,62.0328,65.8411,66.1760,33.8960,52.8128,8.6293,44.1835,18.9168
40.4662,90.0000,0.1400,0.9517,2.0062,3.1808,18.5531,29.6400,41.6210,57.1456,61.2672,64.9869,67.0720,29.6400,57.1456,3.1808,53.9648,27.5056
40.4663,90.0000,0.4850,0.7042,5.1936,10.9280,26.9600,33.3680,53.1360,63.3936,69.4408,70.2752,70.5440,33.3680,63.3936,10.9280,52.4656,30.0256
40.4664,90.0000,1.2240,4.1810,17.6444,21.1326,24.7760,28.6320,43.6580,53.0480,59.4224,65.2733,66.6960,28.6320,53.0480,21.1326,31.9154,24.4160
40.4665,90.0000,1.1920,6.7923,14.1520,16.7952,22.3360,28.8400,42.3200,52.5968,54.7040,60.5002,64.0800,28.8400,52.5968,16.7952,35.8016,23.7568
40.4666,90.0000,2.0320,2.2887,2.7762,4.2624,15.7120,26.9280,42.1920,53.0960,58.9360,61.2720,61.4160,26.9280,53.0960,4.2624,48.8336,26.1680
40.4667,90.0000,0.1680,0.8913,2.1788,4.8852,14.9564,19.5350,37.8750,54.2864,56.9784,62.2962,62.7120,19.5350,54.2864,4.8852,49.4012,34.7514
40.4668,90.0000,0.9280,1.1376,1.5096,2.2039,12.4343,17.5280,31.0918,46.8648,56.3524,63.7182,63.8160,17.5280,46.8648,2.2039,44.6609,29.3368
40.4669,90.0000,0.1977,1.4871,3.3765,4.9214,12.9395,21.7430,47.4800,54.7800,55.7548,60.8890,63.6000,21.7430,54.7800,4.9214,49.8586,33.0370
40.4670,90.0000,0.8080,1.7790,3.9775,7.3568,12.9295,23.5280,38.3320,54.8032,57.9112,65.7326,66.4080,23.5280,54.8032,7.3568,47.4464,31.2752
40.4671,90.0000,2.0126,2.4303,5.4080,7.0648,15.3560,26.9320,50.6580,55.9280,56.5916,59.3701,60.1200,26.9320,55.9280,7.0648,48.8632,28.9960
40.4672,90.0000,1.5170,2.4780,5.0250,6.0064,13.6720,24.3240,37.8160,52.3312,55.4628,64.8693,67.0640,24.3240,52.3312,6.0064,46.3248,28.0072
40.4673,90.0000,0.1040,0.4849,3.3615,7.4741,16.1800,25.9120,37.3540,53.3040,59.0516,66.9446,67.1840,25.9120,53.3040,7.4741,45.8299,27.3920
40.4674,90.0000,3.1920,3.7768,5.2886,8.3736,14.4240,24.6360,43.4797,56.4800,61.6199,65.4186,67.1440,24.6360,56.4800,8.3736,48.1064,31.8440
40.4675,90.0000,0.1980,1.7365,11.0168,12.7624,21.0880,27.2050,37.7200,59.8448,67.2062,68.8115,68.8720,27.2050,59.8448,12.7624,47.0824,32.6398
40.4676,90.0000,0.8343,1.4714,2.3574,5.6388,22.9600,27.4880,38.9040,61.3268,66.1834,68.5897,69.2970,27.4880,61.3268,5.6388,55.6880,33.8388
40.4677,90.0000,0.9690,2.7374,6.0763,12.5947,18.5720,25.5240,37.9620,59.9600,67.1840,69.3658,69.4400,25.5240,59.9600,12.5947,47.3653,34.4360
40.4678,90.0000,4.0080,6.7049,12.5497,14.6225,19.2197,25.5400,41.9040,56.9933,59.1675,63.3106,65.0160,25.5400,56.9933,14.6225,42.3708,31.4533
40.4679,90.0000,3.8240,4.1447,5.8371,6.6096,19.1080,30.0880,38.7240,54.1600,57.3947,63.8539,65.7680,30.0880,54.1600,6.6096,47.5504,24.0720
40.4680,90.0000,1.0206,1.2626,2.1604,7.4016,20.0320,26.8240,40.7680,53.7424,59.9568,68.0858,70.5920,26.8240,53.7424,7.4016,46.3408,26.9184
40.4681,90.0000,0.4020,1.3411,4.0574,5.0155,19.9080,24.7895,37.3660,56.3064,63.1988,65.7109,67.0400,24.7895,56.3064,5.0155,51.2909,31.5169
40.4682,90.0000,0.1040,1.6491,5.5466,8.5760,18.4400,25.3840,33.9080,51.1568,60.2176,64.8224,66.0320,25.3840,51.1568,8.5760,42.5808,25.7728
40.4683,90.0000,0.7150,1.1876,2.5372,15.9032,21.3840,25.0040,30.3540,41.8496,53.9452,63.3624,67.1120,25.0040,41.8496,15.9032,25.9464,16.8456
40.4684,90.0000,0.4100,0.7532,2.2468,3.5425,10.3293,25.1640,29.0160,49.1832,57.1484,65.4235,66.2960,25.1640,49.1832,3.5425,45.6407,24.0192
40.4685,90.0000,2.0960,2.7386,8.0491,9.5424,13.8815,25.2480,29.6600,53.4496,60.3312,64.8395,66.5360,25.2480,53.4496,9.5424,43.9072,28.2016
40.4686,90.0000,1.0720,1.8555,3.4964,6.9281,12.0817,24.2080,41.1920,53.5168,57.6888,64.2288,66.4000,24.2080,53.5168,6.9281,46.5887,29.3088
40.4687,90.0000,0.3200,2.7092,12.2660,17.9160,24.6400,26.8680,28.7240,33.8080,38.6100,38.9796,39.0720,26.8680,33.8080,17.9160,15.8920,6.9400
