grid_lon,height,thput_0,thput_1,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_99,thput_100,median,upper_bound,lower_bound,variation,under_utilization,rbs_mean,rbs_10,rbs_25,rbs_50,rbs_75,rbs_90
40.4616,90.0000,14.5120,14.5320,14.6120,14.7120,15.0120,15.5120,15.9960,16.2864,16.3832,16.4606,16.4800,15.5120,16.2864,14.7120,1.5744,0.7744,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
40.4617,90.0000,14.8240,14.8487,14.9476,15.0712,15.4420,16.0600,16.6780,17.0488,17.1724,17.2713,17.2960,16.0600,17.0488,15.0712,1.9776,0.9888,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
40.4618,90.0000,15.7920,15.7983,15.8236,15.8552,15.9500,16.1080,16.2660,16.3608,16.3924,16.4177,16.4240,16.1080,16.3608,15.8552,0.5056,0.2528,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
40.4619,90.0000,3.0560,3.3227,4.3896,5.7232,9.7240,16.3920,17.2680,17.7936,17.9688,18.1090,18.1440,16.3920,17.7936,5.7232,12.0704,1.4016,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
40.4620,90.0000,16.2160,16.2271,16.2716,16.3272,16.4940,16.7720,17.0500,17.2168,17.2724,17.3169,17.3280,16.7720,17.2168,16.3272,0.8896,0.4448,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
40.4621,90.0000,16.1040,16.1225,16.1964,16.2888,16.5660,17.0280,17.4900,17.7672,17.8596,17.9335,17.9520,17.0280,17.7672,16.2888,1.4784,0.7392,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
40.4622,90.0000,15.7280,15.7408,15.7920,15.8560,16.0480,16.3680,17.4400,18.0832,18.2976,18.4691,18.5120,16.3680,18.0832,15.8560,2.2272,1.7152,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
40.4623,90.0000,16.6720,16.6798,16.7108,16.7496,16.8660,17.0600,17.2540,17.3704,17.4092,17.4402,17.4480,17.0600,17.3704,16.7496,0.6208,0.3104,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
40.4624,90.0000,15.6240,15.6302,15.6548,15.6856,15.7780,15.9320,16.0860,16.1784,16.2092,16.2338,16.2400,15.9320,16.1784,15.6856,0.4928,0.2464,3.0000,3.0000,3.0000,3.0000,3.0000,3.0000
40.4625,90.0000,18.5600,18.6474,18.9968,19.4336,20.7440,22.9280,25.1120,26.4224,26.8592,27.2086,27.2960,22.9280,26.4224,19.4336,6.9888,3.4944,39.0000,10.2000,21.0000,39.0000,57.0000,67.8000
40.4626,90.0000,16.3360,16.4525,16.9184,17.5008,18.2080,24.9200,25.6240,26.7360,26.7360,26.7360,26.7360,24.9200,26.7360,17.5008,9.2352,1.8160,53.1111,3.0000,3.0000,81.0000,81.0000,81.0000
40.4627,90.0000,3.4960,4.6594,9.3128,14.2672,16.2400,17.2880,24.8920,25.3240,26.2564,27.1329,27.3520,17.2880,25.3240,14.2672,11.0568,8.0360,35.7500,3.0000,3.0000,3.0000,81.0000,81.0000
40.4628,90.0000,0.3520,3.6381,16.0020,16.1016,17.0920,18.2280,25.3960,30.4048,30.7324,31.1531,31.2640,18.2280,30.4048,16.1016,14.3032,12.1768,43.2381,3.0000,3.0000,42.0000,82.0000,84.0000
40.4629,90.0000,16.2160,16.2955,16.6136,17.0112,23.6820,26.8800,27.7060,28.8856,29.1068,29.2838,29.3280,26.8800,28.8856,17.0112,11.8744,2.0056,58.7500,3.0000,51.0000,74.0000,81.7500,84.0000
