grid_lon,height,thput_0,thput_1,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_99,thput_100,median,upper_bound,lower_bound,variation,under_utilization
40.4628,30.0000,0.1600,0.2765,2.6496,5.4240,12.2880,21.4880,37.4720,47.1264,52.9648,58.1002,61.3280,21.4880,47.1264,5.4240,41.7024,25.6384
40.4629,30.0000,0.2160,0.8270,3.4284,6.4376,12.5980,28.8680,44.3160,49.9440,53.7488,61.7216,68.1440,28.8680,49.9440,6.4376,43.5064,21.0760
40.4630,30.0000,0.3200,0.4877,3.5600,7.2864,17.1520,31.4720,39.3680,47.6432,52.1168,61.6630,66.2080,31.4720,47.6432,7.2864,40.3568,16.1712
40.4631,30.0000,0.2480,0.4909,2.9296,5.9040,14.2240,25.9520,45.4800,52.8656,55.8672,60.2186,65.9520,25.9520,52.8656,5.9040,46.9616,26.9136
40.4632,30.0000,0.5440,0.6820,4.2180,7.7520,17.6640,22.0320,43.2980,48.6080,51.5140,53.9300,57.6320,22.0320,48.6080,7.7520,40.8560,26.5760
40.4633,30.0000,0.2480,0.8386,1.7400,4.4464,14.0220,21.4400,41.1400,48.0832,52.0768,55.2044,56.8880,21.4400,48.0832,4.4464,43.6368,26.6432
40.4634,30.0000,0.3600,0.5640,4.3780,7.5480,14.3340,21.3000,39.2320,47.4760,49.5140,56.6200,58.1440,21.3000,47.4760,7.5480,39.9280,26.1760
40.4635,30.0000,0.2160,0.2666,2.0900,8.4832,17.3980,24.0400,40.5800,47.2296,49.6196,53.2818,54.4640,24.0400,47.2296,8.4832,38.7464,23.1896
40.4636,30.0000,0.1040,0.3331,5.6208,8.3856,16.4760,24.1240,37.5320,47.1336,50.1852,54.3270,55.0640,24.1240,47.1336,8.3856,38.7480,23.0096
40.4637,30.0000,0.1600,0.3520,0.7040,6.0880,14.1680,20.2640,33.0320,49.5760,53.0800,57.9520,58.4960,20.2640,49.5760,6.0880,43.4880,29.3120
40.4638,30.0000,0.5440,0.7362,4.7872,13.9984,19.3720,23.1800,32.0620,38.0576,50.4080,59.5852,62.5680,23.1800,38.0576,13.9984,24.0592,14.8776
40.4639,30.0000,0.7440,0.7654,1.4260,5.5136,18.1240,23.6520,36.6840,44.4232,47.4672,53.3433,55.3440,23.6520,44.4232,5.5136,38.9096,20.7712
40.4640,30.0000,2.5520,2.7248,4.4000,5.5920,16.9920,22.7840,38.0240,43.5440,47.5360,53.6736,54.4480,22.7840,43.5440,5.5920,37.9520,20.7600
40.4641,30.0000,1.6400,2.5059,5.0192,6.6928,17.7840,22.0320,39.8400,49.1744,50.9144,53.4586,56.5680,22.0320,49.1744,6.6928,42.4816,27.1424
40.4642,30.0000,0.6400,0.8584,3.5144,5.6240,19.5040,22.5680,38.2400,50.9376,55.1288,58.7285,59.1840,22.5680,50.9376,5.6240,45.3136,28.3696
40.4643,30.0000,0.4480,0.5105,1.7572,8.6368,16.3780,21.4640,42.7580,48.6944,53.0432,59.6858,62.1680,21.4640,48.6944,8.6368,40.0576,27.2304
40.4644,30.0000,0.9200,1.0237,1.9776,3.9808,14.6400,21.1120,43.4080,47.5312,52.1184,57.1101,57.4960,21.1120,47.5312,3.9808,43.5504,26.4192
40.4645,30.0000,0.6960,1.2976,3.3680,4.8480,16.1440,31.8080,43.1040,52.5280,53.7920,57.9168,58.4160,31.8080,52.5280,4.8480,47.6800,20.7200
40.4646,30.0000,0.2400,0.4483,1.4128,5.4800,15.8560,31.7600,42.1440,47.6832,49.7648,52.9165,53.6960,31.7600,47.6832,5.4800,42.2032,15.9232
40.4647,30.0000,0.2480,0.3062,2.4176,6.6000,14.9860,20.2240,38.2100,46.7728,55.5464,57.8898,59.7680,20.2240,46.7728,6.6000,40.1728,26.5488
40.4648,30.0000,1.0320,1.0546,3.4560,6.7280,14.2440,21.9200,38.8120,47.3024,49.6400,52.2707,54.6320,21.9200,47.3024,6.7280,40.5744,25.3824
40.4649,30.0000,0.3760,0.7352,3.2680,5.6720,18.0800,29.8080,39.8840,45.6640,48.3280,55.4512,56.1280,29.8080,45.6640,5.6720,39.9920,15.8560
40.4650,30.0000,0.1920,0.8685,5.3524,8.2944,19.8100,37.0080,41.3420,46.9640,49.5276,56.3952,58.0240,37.0080,46.9640,8.2944,38.6696,9.9560
40.4651,30.0000,0.3200,0.7606,2.1820,7.8304,12.9260,20.0840,40.4000,45.3272,50.7724,54.3319,59.9760,20.0840,45.3272,7.8304,37.4968,25.2432
40.4652,30.0000,0.5760,0.5918,2.7336,5.4384,8.5960,19.2560,38.2480,48.5312,50.7384,52.8333,54.2800,19.2560,48.5312,5.4384,43.0928,29.2752
40.4653,30.0000,0.3360,0.3864,1.6360,2.9440,8.8680,19.9520,41.8240,47.7440,51.2160,53.8232,54.2880,19.9520,47.7440,2.9440,44.8000,27.7920
40.4654,30.0000,0.1200,0.5230,1.2228,2.4024,9.5650,19.4560,39.8060,46.5728,51.2772,55.7149,56.1120,19.4560,46.5728,2.4024,44.1704,27.1168
40.4655,30.0000,1.5040,1.7942,2.6096,5.1056,16.7540,30.2350,43.7860,51.9768,53.4760,55.9051,56.6640,30.2350,51.9768,5.1056,46.8712,21.7418
40.4656,30.0000,0.9680,2.0504,3.0304,4.2000,14.9600,21.9040,43.2080,46.9536,48.1648,52.3064,53.0720,21.9040,46.9536,4.2000,42.7536,25.0496
40.4657,30.0000,0.6480,1.5459,4.3580,4.9784,11.3500,20.8080,42.9160,46.4360,48.2240,53.2094,53.2240,20.8080,46.4360,4.9784,41.4576,25.6280
40.4658,30.0000,0.1040,1.1697,2.2212,3.3368,7.1680,21.4440,45.7560,50.5152,53.5124,57.9397,57.9520,21.4440,50.5152,3.3368,47.1784,29.0712
40.4659,30.0000,1.9360,2.3712,2.8320,3.7760,9.4160,24.7280,43.2400,49.6400,53.1280,54.6880,57.4400,24.7280,49.6400,3.7760,45.8640,24.9120
40.4660,30.0000,1.9040,2.1469,3.6152,5.1776,9.2800,19.6640,37.6160,44.7424,49.3536,54.1197,55.9360,19.6640,44.7424,5.1776,39.5648,25.0784
40.4661,30.0000,0.3840,0.8083,4.1216,5.5856,10.1040,22.7840,38.3120,49.5536,53.0320,58.3037,59.1360,22.7840,49.5536,5.5856,43.9680,26.7696
40.4662,30.0000,0.8160,1.2384,4.7520,6.2240,11.3300,19.4000,38.2720,45.4800,47.4880,50.5884,53.4880,19.4000,45.4800,6.2240,39.2560,26.0800
40.4663,30.0000,3.7680,3.9788,5.3480,8.3040,15.5740,36.6520,43.2820,46.0920,48.7000,50.8016,50.9920,36.6520,46.0920,8.3040,37.7880,9.4400
40.4664,30.0000,0.7040,1.8022,3.3752,6.5584,12.5040,19.8720,37.6160,44.2432,47.0832,48.1930,48.8160,19.8720,44.2432,6.5584,37.6848,24.3712
40.4665,30.0000,1.4160,1.8883,4.1712,6.5024,14.2680,23.5200,40.9560,44.9696,47.4640,54.1611,58.5760,23.5200,44.9696,6.5024,38.4672,21.4496
40.4666,30.0000,0.1040,1.9856,3.4800,5.8080,14.3440,22.8560,44.8920,48.1360,49.9640,51.6400,53.3760,22.8560,48.1360,5.8080,42.3280,25.2800
40.4667,30.0000,0.9920,1.2992,2.2000,3.1840,8.5680,17.9360,37.5120,45.1760,46.9280,47.9360,48.5600,17.9360,45.1760,3.1840,41.9920,27.2400
40.4668,30.0000,0.6560,0.9004,1.7040,2.9680,7.8100,20.7040,39.2140,43.4000,43.9120,48.1684,50.8880,20.7040,43.4000,2.9680,40.4320,22.6960
40.4669,30.0000,0.5680,0.8323,1.3552,4.8704,12.3520,22.8240,41.2240,43.7776,44.4720,47.7584,49.0800,22.8240,43.7776,4.8704,38.9072,20.9536
40.4670,30.0000,0.3280,1.1677,2.1696,3.5184,14.0640,23.2800,43.3920,46.0496,48.8224,52.2090,53.3200,23.2800,46.0496,3.5184,42.5312,22.7696
40.4671,30.0000,0.7600,0.9262,2.1180,3.6768,12.8580,21.4040,42.7240,47.9256,49.4956,53.1986,53.4880,21.4040,47.9256,3.6768,44.2488,26.5216
40.4672,30.0000,0.8000,0.9579,1.7976,4.5872,9.0000,38.3360,45.1240,47.5232,47.9792,51.5013,52.7120,38.3360,47.5232,4.5872,42.9360,9.1872
40.4673,30.0000,0.6960,0.7478,1.6768,3.8992,8.9360,29.5680,44.1760,48.4624,49.8928,53.5274,55.4800,29.5680,48.4624,3.8992,44.5632,18.8944
40.4674,30.0000,0.1600,0.3302,0.6256,1.4352,8.2720,14.1120,38.5680,45.8608,47.7104,49.7293,51.3600,14.1120,45.8608,1.4352,44.4256,31.7488
40.4675,30.0000,0.1520,0.9547,4.0328,5.6880,9.9320,19.2400,36.0000,48.0368,49.2792,51.0637,51.7040,19.2400,48.0368,5.6880,42.3488,28.7968
40.4676,30.0000,0.3680,0.5136,0.8500,5.9760,10.6240,21.1400,38.9380,48.4840,51.7300,55.1800,58.9760,21.1400,48.4840,5.9760,42.5080,27.3440
40.4677,30.0000,0.3360,0.3840,0.6080,1.1760,8.5600,19.0400,35.0240,46.9280,52.2720,54.4144,56.0800,19.0400,46.9280,1.1760,45.7520,27.8880
40.4678,30.0000,0.3920,0.4770,0.5836,2.6288,7.3140,14.3880,30.4120,42.8624,47.3136,52.4084,53.3760,14.3880,42.8624,2.6288,40.2336,28.4744
40.4679,30.0000,0.9040,1.0552,1.3580,3.5768,6.1780,17.9680,31.4660,44.3120,48.3420,53.5058,54.5440,17.9680,44.3120,3.5768,40.7352,26.3440
40.4680,30.0000,0.7520,1.4592,4.4940,5.8000,9.6540,18.3720,36.4660,48.1960,51.1020,52.6260,52.9120,18.3720,48.1960,5.8000,42.3960,29.8240
40.4681,30.0000,2.9200,2.9584,4.3280,5.3120,7.9840,19.0480,33.7200,42.0960,46.9920,50.4832,52.6240,19.0480,42.0960,5.3120,36.7840,23.0480
40.4682,30.0000,2.7440,2.9542,4.3532,6.3856,12.6000,21.5000,36.6360,43.5568,44.9156,47.9531,52.5200,21.5000,43.5568,6.3856,37.1712,22.0568
40.4683,30.0000,3.4000,3.4331,4.7916,5.3936,12.6920,21.5680,37.8160,42.4664,52.3128,52.9420,53.0800,21.5680,42.4664,5.3936,37.0728,20.8984
40.4684,30.0000,1.1760,1.3368,2.7992,5.0096,11.4560,21.5160,37.9240,45.8016,46.9428,48.0729,48.4320,21.5160,45.8016,5.0096,40.7920,24.2856
40.4685,30.0000,2.2400,2.7454,5.7272,7.9104,14.4520,27.5520,39.1160,46.5488,49.6360,54.7966,58.1600,27.5520,46.5488,7.9104,38.6384,18.9968
40.4686,30.0000,0.5440,1.0328,5.0768,8.1352,15.2960,24.9720,31.3220,39.1000,47.8912,52.0294,57.5920,24.9720,39.1000,8.1352,30.9648,14.1280
40.4687,30.0000,1.1360,2.1409,3.6008,7.8944,15.6640,31.1720,38.5060,41.7024,43.4536,45.3200,47.0160,31.1720,41.7024,7.8944,33.8080,10.5304
