grid_lon,height,thput_0,thput_1,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_99,thput_100,median,upper_bound,lower_bound,variation,under_utilization,rbs_mean,rbs_10,rbs_25,rbs_50,rbs_75,rbs_90
40.4629,90.0000,19.8560,20.0328,20.7400,21.6240,24.2440,31.2560,40.1040,42.3920,43.1440,43.7456,43.8960,31.2560,42.3920,21.6240,20.7680,11.1360,153.8182,3.0000,77.5000,198.0000,228.5000,250.0000
40.4630,90.0000,22.9360,23.0932,23.7220,24.1880,28.2200,34.5400,40.5800,42.9760,44.0660,46.0292,46.5200,34.5400,42.9760,24.1880,18.7880,8.4360,128.8000,3.0000,3.0000,158.0000,201.5000,230.2000
40.4631,90.0000,0.6180,3.4721,14.8884,22.0560,24.7040,25.8160,35.0160,41.1200,42.1728,43.3146,43.6000,25.8160,41.1200,22.0560,19.0640,15.3040,105.2500,3.0000,3.0000,82.5000,215.5000,233.0000
40.4632,90.0000,11.3280,11.9587,14.4816,18.3344,25.6480,37.1040,40.7680,44.6192,46.9712,49.4710,50.0960,37.1040,44.6192,18.3344,26.2848,7.5152,174.5455,3.0000,91.5000,184.0000,235.5000,237.0000
40.4633,90.0000,6.9520,9.1344,17.8640,22.1856,24.8240,25.0400,37.6800,44.0224,45.3376,46.6739,47.0080,25.0400,44.0224,22.1856,21.8368,18.9824,125.7059,3.0000,3.0000,151.0000,177.0000,238.2000
40.4634,90.0000,4.9120,6.7943,14.8336,24.7664,26.7000,37.7360,41.5100,43.6232,45.1560,46.1670,46.4080,37.7360,43.6232,24.7664,18.8568,5.8872,164.1250,3.0000,96.7500,191.0000,210.0000,239.1000
40.4635,90.0000,21.0320,21.0976,21.3600,21.6880,22.2120,25.3680,36.5920,41.4560,41.5560,41.6360,41.6560,25.3680,41.4560,21.6880,19.7680,16.0880,206.4444,77.4000,176.0000,212.0000,237.0000,288.0000
40.4636,90.0000,15.1520,15.2254,15.5192,18.2907,25.3920,25.8160,30.5640,32.7200,33.3604,33.9553,34.1040,25.8160,32.7200,18.2907,14.4293,6.9040,265.5000,38.4000,189.7500,234.0000,444.7500,480.0000
40.4637,90.0000,4.9200,7.0344,15.4920,21.7120,24.9440,25.4160,32.3820,37.6120,41.1820,43.3852,43.9360,25.4160,37.6120,21.7120,15.9000,12.1960,112.9333,3.0000,3.0000,18.0000,220.5000,234.6000
40.4638,90.0000,12.9200,14.7166,21.9028,24.6864,26.3660,29.2320,35.4620,37.9424,38.2724,39.6161,39.9520,29.2320,37.9424,24.6864,13.2560,8.7104,109.0000,3.0000,3.0000,169.5000,194.0000,197.0000
40.4639,90.0000,1.5280,3.4954,14.0216,22.7784,24.9840,26.2720,44.7520,49.7008,52.5096,54.0523,54.4560,26.2720,49.7008,22.7784,26.9224,23.4288,128.9000,3.0000,3.0000,167.0000,195.7500,225.6000
40.4640,90.0000,4.1520,9.9072,23.4480,23.6000,25.0840,26.4880,31.5920,48.2160,49.2400,50.9632,51.6880,26.4880,48.2160,23.6000,24.6160,21.7280,119.3871,3.0000,3.0000,96.0000,224.0000,240.0000
40.4641,90.0000,8.5920,10.1203,16.2336,21.8624,24.3680,27.1760,48.3680,50.9472,51.5104,51.6909,51.7360,27.1760,50.9472,21.8624,29.0848,23.7712,151.6667,3.0000,3.0000,175.5000,232.5000,312.6000
40.4642,90.0000,3.9360,6.7461,17.9864,25.8400,26.8260,34.4840,39.4060,50.4224,51.3984,52.2637,52.4800,34.4840,50.4224,25.8400,24.5824,15.9384,186.5714,11.7000,134.2500,214.0000,233.2500,239.1000
40.4643,90.0000,26.3840,26.4131,26.5296,26.7376,27.2760,36.6680,50.7640,53.1312,53.4348,53.5222,53.5440,36.6680,53.1312,26.7376,26.3936,16.4632,163.9286,3.0000,22.5000,203.5000,236.2500,240.0000
