grid_lon,height,thput_0,thput_1,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_99,thput_100,median,upper_bound,lower_bound,variation,under_utilization,rbs_mean,rbs_10,rbs_25,rbs_50,rbs_75,rbs_90
40.4616,90,6.896,7.7075,10.9536,15.0112,27.184,47.472,48.768,49.5456,49.8048,50.0122,50.064,47.472,49.5456,15.0112,34.5344,2.0736,249.3333,246,247.5,250,251.5,252.4
40.4617,90,48.048,48.1155,48.3856,48.7232,49.736,51.424,53.112,54.1248,54.4624,54.7325,54.8,51.424,54.1248,48.7232,5.4016,2.7008,237.5,235.5,236.25,237.5,238.75,239.5
40.4618,90,49.12,49.1517,49.2784,49.4368,49.912,50.704,51.208,51.5104,51.6112,51.6918,51.712,50.704,51.5104,49.4368,2.0736,0.8064,242,232.6,238,247,248.5,249.4
40.4619,90,43.768,44.0227,45.0416,46.3152,50.136,56.504,58.032,58.9488,59.2544,59.4989,59.56,56.504,58.9488,46.3152,12.6336,2.4448,247.3333,243,244.5,247,250,251.8
40.462,90,7.544,8.0012,9.83,12.116,18.974,30.404,41.834,48.692,50.978,52.8068,53.264,30.404,48.692,12.116,36.576,18.288,253,253,253,253,253,253
40.4621,90,46.264,46.4427,47.1576,48.0512,50.732,55.2,55.556,55.7696,55.8408,55.8978,55.912,55.2,55.7696,48.0512,7.7184,0.5696,167,51.4,124,245,249,251.4
40.4622,90,41.672,41.9199,42.9116,44.1512,47.87,51.116,54.494,58.4504,59.7692,60.8242,61.088,51.116,58.4504,44.1512,14.2992,7.3344,248.25,242.5,244.75,249.5,253,253
40.4623,90,15.496,16.124,18.636,21.776,31.196,46.896,48.032,48.7136,48.9408,49.1226,49.168,46.896,48.7136,21.776,26.9376,1.8176,126.3333,27.6,64.5,126,188,225.2
40.4624,90,47.024,47.1376,47.592,48.16,49.864,50.872,52.072,52.3504,52.4432,52.5174,52.536,50.872,52.3504,48.16,4.1904,1.4784,235.2,202.6,247,250,253,253
40.4625,90,12.264,12.8972,15.43,18.596,25.118,34.712,46.766,48.488,48.844,49.1288,49.2,34.712,48.488,18.596,29.892,13.776,174,51,123,238,253,253
40.4628,90,2.712,6.3048,15.864,18.856,24.92,37.344,43.38,51.512,57.044,59.4312,60.072,37.344,51.512,18.856,32.656,14.168,186.5862,18.2,212,227,240,244.2
40.4629,90,1.648,2.754,9.6504,21.5512,41.32,43.848,47.978,48.608,49.012,50.8814,51.368,43.848,48.608,21.5512,27.0568,4.76,197.6125,120,201,227,230,230
40.463,90,43.192,43.2086,43.2748,43.3576,43.606,45.344,47.12,47.4368,47.5424,47.6269,47.648,45.344,47.4368,43.3576,4.0792,2.0928,228.5,227,227,228.5,230,230
40.4631,90,6.856,7.7644,11.398,15.94,29.566,37.268,40.628,46.4384,48.3752,49.9246,50.312,37.268,46.4384,15.94,30.4984,9.1704,173.25,71.1,173.25,230,230,230
40.4632,90,38.84,38.9751,39.5156,40.1912,42.218,43.38,44.676,46.944,47.7,48.3048,48.456,43.38,46.944,40.1912,6.7528,3.564,213,185.7,212.25,227,227.75,229.1
40.4633,90,16.504,17.5117,21.5424,26.5808,41.696,43.264,43.84,46.1632,46.9376,47.5571,47.712,43.264,46.1632,26.5808,19.5824,2.8992,229.4,228.2,230,230,230,230
40.4634,90,4.224,4.536,5.784,7.344,12.024,19.824,24.404,27.152,28.068,28.8008,28.984,19.824,27.152,7.344,19.808,7.328,113.5,25.1,58.25,113.5,168.75,201.9
