grid_lon,height,thput_0,thput_1,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_99,thput_100,median,upper_bound,lower_bound,variation,under_utilization
40.4624,60.0000,7.6400,8.0470,10.0248,14.9664,33.4640,40.4760,60.4040,68.0544,69.6136,70.6795,71.1120,40.4760,68.0544,14.9664,53.0880,27.5784
40.4625,60.0000,0.1040,0.6354,14.1088,22.7600,34.7160,43.1920,62.4640,68.3520,69.9648,73.7349,75.8560,43.1920,68.3520,22.7600,45.5920,25.1600
40.4626,60.0000,2.3600,5.0326,8.2880,9.1344,27.7320,42.9680,61.1040,67.4400,69.4232,75.3006,78.3120,42.9680,67.4400,9.1344,58.3056,24.4720
40.4627,60.0000,0.4800,0.8998,3.0404,6.8120,23.6840,36.8520,61.7100,66.9136,69.3952,73.4906,77.1200,36.8520,66.9136,6.8120,60.1016,30.0616
40.4628,60.0000,0.1200,0.3979,5.5264,11.6186,25.0640,37.9120,56.7200,64.0448,66.9088,73.1674,76.8880,37.9120,64.0448,11.6186,52.4262,26.1328
40.4629,60.0000,0.1040,2.4070,5.3904,7.1104,19.8320,28.3040,33.6240,47.4832,59.2752,70.6982,78.3920,28.3040,47.4832,7.1104,40.3728,19.1792
40.4630,60.0000,0.1680,1.9190,4.9104,7.9632,26.8880,35.7600,47.3760,55.8624,61.9232,68.1322,71.3360,35.7600,55.8624,7.9632,47.8992,20.1024
40.4631,60.0000,2.2640,2.7422,5.2916,7.3376,13.4580,33.3120,53.3620,63.9816,67.6660,69.6840,69.9280,33.3120,63.9816,7.3376,56.6440,30.6696
40.4632,60.0000,3.3440,3.5296,4.6144,7.3696,14.2400,32.6640,57.9960,63.6496,66.3904,69.3667,70.3040,32.6640,63.6496,7.3696,56.2800,30.9856
40.4633,60.0000,3.3840,3.4704,4.5608,10.9152,14.8640,33.9440,47.6600,58.9712,61.2520,64.0643,64.8160,33.9440,58.9712,10.9152,48.0560,25.0272
40.4634,60.0000,0.1040,2.3597,6.0060,7.8328,19.7340,36.2760,55.1700,65.4280,67.0000,69.4842,71.6720,36.2760,65.4280,7.8328,57.5952,29.1520
40.4635,60.0000,1.6080,1.8818,3.0588,5.1808,12.2220,33.2640,55.7500,61.9056,65.1288,67.7122,67.8160,33.2640,61.9056,5.1808,56.7248,28.6416
40.4636,60.0000,0.4480,1.7181,8.4664,10.8560,23.7080,38.3480,53.2000,62.5152,66.8100,68.0464,68.7520,38.3480,62.5152,10.8560,51.6592,24.1672
40.4637,60.0000,5.4800,9.2572,12.3964,14.0528,24.2760,33.9800,53.1380,59.4656,62.3892,67.4629,72.7680,33.9800,59.4656,14.0528,45.4128,25.4856
40.4638,60.0000,0.8400,2.7482,10.6640,10.9472,23.0780,34.4000,56.1080,61.1280,62.6444,63.0416,63.2560,34.4000,61.1280,10.9472,50.1808,26.7280
40.4639,60.0000,0.7760,2.6122,10.7104,11.8208,26.6720,47.4160,57.8320,62.7520,63.9120,68.8048,69.2000,47.4160,62.7520,11.8208,50.9312,15.3360
40.4640,60.0000,3.0320,3.5792,10.6240,12.2016,24.6800,46.6960,57.8560,63.0576,64.4608,68.2598,68.3520,46.6960,63.0576,12.2016,50.8560,16.3616
40.4641,60.0000,0.1600,0.8584,3.2844,7.0904,18.6640,43.5640,57.2240,61.5360,63.5916,66.6565,66.6720,43.5640,61.5360,7.0904,54.4456,17.9720
40.4642,60.0000,1.5360,1.7536,9.7568,11.6192,27.9280,41.4480,57.2080,61.1216,62.3024,63.2080,63.9520,41.4480,61.1216,11.6192,49.5024,19.6736
40.4643,60.0000,0.8160,1.3738,5.5072,10.4144,16.5960,38.2200,54.1480,61.4624,62.5172,68.4121,69.0960,38.2200,61.4624,10.4144,51.0480,23.2424
40.4644,60.0000,0.1040,0.2594,5.1628,10.8728,19.4420,42.3760,56.9140,60.3904,61.5908,62.5518,62.5840,42.3760,60.3904,10.8728,49.5176,18.0144
40.4645,60.0000,0.3440,0.3879,4.4188,10.5968,24.8600,38.5400,56.6000,62.6400,63.2628,66.8272,68.5840,38.5400,62.6400,10.5968,52.0432,24.1000
40.4646,60.0000,0.3040,0.3544,2.7760,9.1760,23.7920,39.4960,57.8360,60.7440,62.1000,64.2608,65.8400,39.4960,60.7440,9.1760,51.5680,21.2480
40.4647,60.0000,0.1040,0.2089,0.8908,5.5528,11.1320,39.6480,54.4800,58.0816,60.9048,62.7100,63.4000,39.6480,58.0816,5.5528,52.5288,18.4336
40.4648,60.0000,0.3360,0.4780,3.2776,8.7016,10.9720,34.0760,55.5560,57.9904,60.9772,63.5646,67.1600,34.0760,57.9904,8.7016,49.2888,23.9144
40.4649,60.0000,0.7280,1.9148,4.3136,10.3216,18.8900,33.1680,47.0260,56.8608,58.6152,61.7290,61.8560,33.1680,56.8608,10.3216,46.5392,23.6928
40.4650,60.0000,0.1040,0.1040,3.9200,10.6560,23.7120,37.6080,49.1520,57.8400,60.6528,63.0262,63.7840,37.6080,57.8400,10.6560,47.1840,20.2320
40.4651,60.0000,0.1600,0.3113,1.4252,9.5104,25.7420,38.4360,55.5140,58.1632,58.6716,61.9718,63.5920,38.4360,58.1632,9.5104,48.6528,19.7272
40.4652,60.0000,0.1120,1.2677,3.9360,8.8560,14.0720,29.5440,49.4920,56.9648,61.0480,62.1997,62.6560,29.5440,56.9648,8.8560,48.1088,27.4208
40.4653,60.0000,0.3600,0.5043,4.8920,10.9088,29.1640,40.2800,57.8000,66.3840,71.0368,73.2869,73.7920,40.2800,66.3840,10.9088,55.4752,26.1040
40.4654,60.0000,0.1520,1.0183,5.4108,7.4848,16.9084,37.2240,49.6260,57.4256,61.9140,71.8298,71.8880,37.2240,57.4256,7.4848,49.9408,20.2016
40.4655,60.0000,0.1040,0.1466,1.7036,8.7624,24.2560,37.9040,47.0360,58.0456,63.6948,73.4343,74.0800,37.9040,58.0456,8.7624,49.2832,20.1416
40.4656,60.0000,2.1120,2.9526,7.1264,9.1136,21.5760,37.2320,54.4960,58.1088,61.3248,73.7733,77.2720,37.2320,58.1088,9.1136,48.9952,20.8768
40.4657,60.0000,0.8960,1.1646,6.5184,9.0656,17.4820,33.5200,50.5220,57.9216,61.9464,71.1695,76.9920,33.5200,57.9216,9.0656,48.8560,24.4016
40.4658,60.0000,0.3520,0.8462,2.0480,4.2192,19.0560,33.9400,47.8960,62.0296,63.3132,67.5188,67.8880,33.9400,62.0296,4.2192,57.8104,28.0896
40.4659,60.0000,0.7520,1.3984,5.3840,8.0720,22.7440,29.2080,48.4400,64.2400,67.4640,72.7168,74.6240,29.2080,64.2400,8.0720,56.1680,35.0320
40.4660,60.0000,0.1040,0.2960,2.1580,6.3960,18.6480,33.5160,42.5960,63.8040,66.5080,73.3940,76.3520,33.5160,63.8040,6.3960,57.4080,30.2880
40.4661,60.0000,0.1120,1.2400,3.8620,7.1560,19.1060,30.9280,44.2800,63.3200,67.5760,71.9160,72.5520,30.9280,63.3200,7.1560,56.1640,32.3920
40.4662,60.0000,0.1040,0.2725,4.1604,5.8064,14.3780,30.9480,54.1240,67.2120,68.9668,74.0323,74.7840,30.9480,67.2120,5.8064,61.4056,36.2640
40.4663,60.0000,0.1040,0.1040,5.5572,7.0272,10.7080,31.3480,47.4080,64.9288,65.9720,73.5179,76.6160,31.3480,64.9288,7.0272,57.9016,33.5808
40.4664,60.0000,0.3840,0.8141,4.8144,5.4896,16.6000,28.8240,48.6480,63.6480,68.5424,76.3242,76.7440,28.8240,63.6480,5.4896,58.1584,34.8240
40.4665,60.0000,0.1040,0.1040,3.3792,7.1840,13.5520,22.3320,42.2600,66.0024,72.9164,78.0769,78.9120,22.3320,66.0024,7.1840,58.8184,43.6704
40.4666,60.0000,0.1040,0.2502,5.7504,9.5168,16.2960,24.8400,43.3700,59.8776,64.7200,69.8808,71.0400,24.8400,59.8776,9.5168,50.3608,35.0376
40.4667,60.0000,0.1040,4.1037,7.1344,8.2352,15.6320,24.7040,43.1520,62.7424,67.0248,73.2749,75.1680,24.7040,62.7424,8.2352,54.5072,38.0384
40.4668,60.0000,0.1040,0.3680,5.3600,6.4560,8.4400,20.9280,43.5680,61.4400,65.7440,73.7008,75.8320,20.9280,61.4400,6.4560,54.9840,40.5120
40.4669,60.0000,0.1040,0.3255,5.0824,5.9776,12.7000,35.8440,62.0280,68.4944,71.2516,74.3274,78.4000,35.8440,68.4944,5.9776,62.5168,32.6504
40.4670,60.0000,0.1040,0.1229,1.7644,4.4416,7.1920,17.8760,43.1380,62.9792,68.9824,75.4740,76.0640,17.8760,62.9792,4.4416,58.5376,45.1032
40.4671,60.0000,0.3600,0.6333,5.2588,10.3224,14.9140,23.1880,43.0760,61.6104,64.1304,71.3854,73.6400,23.1880,61.6104,10.3224,51.2880,38.4224
40.4672,60.0000,0.1040,0.1040,2.8952,8.9616,15.5320,23.3200,43.8420,54.8200,66.7172,68.7582,69.2320,23.3200,54.8200,8.9616,45.8584,31.5000
40.4673,60.0000,0.1040,0.1040,3.5444,4.8848,14.4140,20.1040,37.7480,59.2616,62.6032,70.6444,71.0320,20.1040,59.2616,4.8848,54.3768,39.1576
40.4674,60.0000,0.1040,0.1040,0.8880,3.2000,13.5680,20.7760,38.6280,48.1520,61.6880,76.6644,76.8880,20.7760,48.1520,3.2000,44.9520,27.3760
40.4675,60.0000,0.1040,0.1040,5.8784,8.5152,14.4000,21.4880,38.2800,60.0576,63.4320,71.4368,78.2720,21.4880,60.0576,8.5152,51.5424,38.5696
40.4676,60.0000,0.4320,1.4786,5.0464,6.9280,16.3960,23.1200,39.6560,60.3648,62.2576,69.2797,72.2160,23.1200,60.3648,6.9280,53.4368,37.2448
40.4677,60.0000,0.1120,1.1954,5.8588,9.0056,16.0540,23.0880,36.5980,60.3472,64.9324,70.3782,75.7120,23.0880,60.3472,9.0056,51.3416,37.2592
40.4678,60.0000,0.2720,1.1080,3.1800,6.4400,11.9040,23.4400,43.5280,59.8560,61.0960,62.7840,63.0160,23.4400,59.8560,6.4400,53.4160,36.4160
40.4679,60.0000,0.1040,0.1040,2.7008,4.7696,17.2080,25.1360,42.8240,53.3344,61.7720,73.7800,79.7200,25.1360,53.3344,4.7696,48.5648,28.1984
40.4680,60.0000,0.1040,0.1136,4.5120,7.1680,14.6720,19.8560,32.8480,56.9440,62.2480,71.9216,72.7280,19.8560,56.9440,7.1680,49.7760,37.0880
40.4681,60.0000,0.1520,0.1618,2.3248,4.6224,14.2940,20.7800,37.6720,58.8968,65.1176,74.2364,76.4080,20.7800,58.8968,4.6224,54.2744,38.1168
40.4682,60.0000,0.1200,0.1296,3.4720,5.8880,16.3040,23.7760,38.2400,57.5680,61.1440,70.0720,71.4160,23.7760,57.5680,5.8880,51.6800,33.7920
40.4683,60.0000,0.1120,0.1352,0.3136,1.2256,15.3040,23.2880,39.9160,58.6544,61.6536,74.6901,78.4160,23.2880,58.6544,1.2256,57.4288,35.3664
40.4684,60.0000,2.6080,2.9018,5.1656,6.2448,15.2080,19.5280,37.8120,59.5072,67.4440,70.7106,72.0800,19.5280,59.5072,6.2448,53.2624,39.9792
40.4685,60.0000,0.7600,1.6143,4.2984,5.3736,14.3780,23.6120,42.8940,59.5432,62.8680,70.2183,74.7920,23.6120,59.5432,5.3736,54.1696,35.9312
40.4686,60.0000,0.1280,1.5853,5.1392,9.0256,14.7120,23.6560,42.7360,61.6464,65.0992,74.3994,77.5200,23.6560,61.6464,9.0256,52.6208,37.9904
40.4687,60.0000,3.8240,3.8437,6.1880,7.2784,14.9880,21.6400,37.7960,60.3904,72.2936,73.2539,74.5200,21.6400,60.3904,7.2784,53.1120,38.7504
