grid_lon,height,thput_0,thput_1,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_99,thput_100,median,upper_bound,lower_bound,variation,under_utilization,rbs_mean,rbs_10,rbs_25,rbs_50,rbs_75,rbs_90
40.4629,90.0000,1.9840,2.9285,8.6000,9.6037,10.5817,11.7030,27.9140,36.3048,39.5356,44.0428,57.4149,11.7030,36.3048,9.6037,26.7011,24.6018,132.8750,3.0000,84.2500,159.5000,193.7500,209.7000
40.4630,90.0000,0.9200,1.1947,2.2934,11.6348,18.5480,28.5840,32.0520,35.6160,40.5464,45.8629,47.1920,28.5840,35.6160,11.6348,23.9812,7.0320,116.8750,3.0000,6.7500,156.5000,203.5000,215.0000
40.4631,90.0000,15.7920,16.2090,17.8772,19.0936,20.0380,30.6120,33.8960,42.4832,43.6232,45.0958,45.4640,30.6120,42.4832,19.0936,23.3896,11.8712,129.5714,3.0000,22.7500,183.5000,203.7500,214.8000
40.4632,90.0000,7.4430,8.7494,13.9750,17.8064,19.9600,28.3040,32.8400,40.9184,45.5744,47.6173,48.1280,28.3040,40.9184,17.8064,23.1120,12.6144,96.9375,3.0000,3.0000,108.5000,160.5000,209.0000
40.4633,90.0000,9.8560,10.9491,15.3216,18.4608,20.6160,28.8560,31.5320,33.5824,35.3736,38.6395,39.4560,28.8560,33.5824,18.4608,15.1216,4.7264,92.5333,3.0000,3.0000,95.0000,176.0000,204.4000
40.4634,90.0000,1.3920,4.3483,16.1736,17.9888,18.8520,27.9360,29.0400,34.0608,35.9304,37.5029,37.8960,27.9360,34.0608,17.9888,16.0720,6.1248,67.4444,3.0000,3.0000,61.5000,108.5000,163.2000
40.4635,90.0000,12.6080,12.9349,14.2424,15.6144,17.0720,26.3040,31.4560,38.6704,39.7664,42.8653,43.6400,26.3040,38.6704,15.6144,23.0560,12.3664,81.5263,3.0000,3.0000,48.0000,158.0000,182.6000
40.4636,90.0000,1.4560,2.3992,6.1720,11.9520,19.1620,20.7800,31.3440,37.1440,39.3800,40.6184,40.9280,20.7800,37.1440,11.9520,25.1920,16.3640,131.6250,3.0000,3.0000,172.0000,200.7500,211.0000
40.4637,90.0000,3.8100,5.7324,13.4221,13.9856,14.6920,20.9880,29.2940,33.7936,34.8932,40.4442,41.8320,20.9880,33.7936,13.9856,19.8080,12.8056,96.7778,3.0000,3.0000,102.0000,176.2500,196.3000
40.4638,90.0000,12.0960,12.1272,12.2520,12.5320,15.3560,27.3840,35.0360,40.6760,41.4240,41.5968,41.6400,27.3840,40.6760,12.5320,28.1440,13.2920,102.3750,3.0000,24.7500,117.0000,175.2500,184.5000
40.4639,90.0000,6.5600,6.6291,6.9056,10.3520,23.9200,28.8720,36.3520,38.9008,39.5984,40.9245,41.2560,28.8720,38.9008,10.3520,28.5488,10.0288,126.4375,23.5000,71.0000,111.5000,190.5000,198.5000
40.4640,90.0000,5.6880,6.7850,11.1728,12.8896,15.4480,26.7120,33.6400,40.4960,43.3008,44.1354,44.3440,26.7120,40.4960,12.8896,27.6064,13.7840,126.1176,3.0000,95.0000,142.0000,173.0000,185.6000
40.4641,90.0000,12.6240,12.6336,12.6720,16.8920,26.9840,33.2640,37.7120,41.5080,43.4000,43.6688,43.7360,33.2640,41.5080,16.8920,24.6160,8.2440,131.4375,3.0000,101.7500,155.5000,182.0000,211.0000
40.4642,90.0000,6.2800,6.4580,7.1700,14.9280,16.7040,25.6960,33.8160,37.1120,38.1440,41.3696,42.1760,25.6960,37.1120,14.9280,22.1840,11.4160,94.3500,3.0000,13.7500,86.0000,177.2500,185.6000
40.4643,90.0000,1.7520,2.1456,5.2320,12.7861,16.2080,22.0560,37.0560,38.1904,38.7184,41.9920,43.0000,22.0560,38.1904,12.7861,25.4043,16.1344,114.0870,12.4000,57.5000,133.0000,176.5000,190.8000
