height,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,ratio_8,ratio_9
90,0,0.012345679012345678,0.09876543209876543,0.24691358024691357,0.18518518518518517,0.1728395061728395,0.1111111111111111,0.1111111111111111,0.06172839506172839
