height,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,ratio_8,ratio_9
0,0.16049382716049382,0.6666666666666674,0.14814814814814814,0.024691358024691357,0,0,0,0,0
