height,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,ratio_8,ratio_9
60,0,0.012345679012345678,0,0.06172839506172839,0.2222222222222222,0.3333333333333333,0.18518518518518517,0.13580246913580246,0.04938271604938271
