height,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,ratio_8,ratio_9
30,0,0.024691358024691357,0.08641975308641975,0.2839506172839506,0.5308641975308643,0.06172839506172839,0.012345679012345678,0,0
