rsrp_50_gap,predicted_ratio
0.0,1.0
0.20040080160320642,0.9569403324742171
0.40080160320641284,0.9155313619406351
0.6012024048096193,0.8757176852799274
0.8016032064128257,0.8374454918825971
1.0020040080160322,0.800662525626038
1.2024048096192386,0.7653180475724579
1.402805611222445,0.7313627993776023
1.6032064128256514,0.6987489674002576
1.8036072144288577,0.6674301475026543
2.0040080160320644,0.6373613105319285
2.2044088176352705,0.6084987684729394
2.404809619238477,0.5808001412627839
2.6052104208416833,0.5542243242574798
2.80561122244489,0.5287314563413379
3.006012024048096,0.5042828886696676
3.2064128256513027,0.4808411540355242
3.4068136272545093,0.45836993685129473
3.6072144288577155,0.43683404373602785
3.807615230460922,0.4161993746994661
4.008016032064129,0.39643289491385963
4.208416833667335,0.3775026070646955
4.408817635270541,0.35937752427159014
4.609218436873747,0.34202764357065135
4.809619238476954,0.3254239199497244
5.01002004008016,0.309538240928006
5.210420841683367,0.29434340167159595
5.410821643286574,0.2798130806366504
5.61122244488978,0.2659218157318692
5.811623246492986,0.25264498099214244
6.012024048096192,0.23995876375526393
6.212424849699399,0.22784014233369643
6.412825651302605,0.21626686417345664
6.613226452905812,0.20521742449227562
6.813627254509019,0.19467104538926375
7.014028056112225,0.18460765541839277
7.214428857715431,0.17500786961818954
7.414829659318637,0.16585296999011556
7.615230460921844,0.1571248864181848
7.81563126252505,0.14880617802245158
8.016032064128257,0.14088001493908076
8.216432865731463,0.13333016051979146
8.41683366733467,0.12614095394354177
8.617234468937877,0.11929729323339887
8.817635270541082,0.11278461867162297
9.01803607214429,0.10658889660606027
9.218436873747494,0.10069660364102816
9.418837675350701,0.09509471120594157
9.619238476953909,0.08977067049501465
9.819639278557114,0.08471239777144147
10.02004008016032,0.07990826002953581
10.220440881763528,0.07534706100838891
10.420841683366733,0.07101802755067173
10.62124248496994,0.0669107963002899
10.821643286573147,0.06301540073266625
11.022044088176353,0.059322258511505625
11.22244488977956,0.05582215916596378
11.422845691382767,0.05250625208222036
11.623246492985972,0.04936603480352291
11.823647294589179,0.046393341632845475
12.024048096192384,0.04358033253237361
12.224448897795591,0.04091948231409944
12.424849699398798,0.038403570115883016
12.625250501002004,0.03602566915740314
12.82565130260521,0.033779136770494676
13.026052104208418,0.031657604698435156
13.226452905811623,0.029654969658816276
13.42685370741483,0.027765384164701378
13.627254509018037,0.025983247598841453
13.827655310621243,0.024303197535787573
14.02805611222445,0.022720101306807544
14.228456913827655,0.0212290478025805
14.428857715430862,0.019825339508710082
14.629258517034069,0.01850448476916453
14.829659318637274,0.01726219027281631
15.030060120240481,0.016094353758321557
15.230460921843688,0.014997056932643043
15.430861723446894,0.0139665585985872
15.6312625250501,0.012999287986788429
15.831663326653308,0.012091838287639831
16.032064128256515,0.011240960378731651
16.23246492985972,0.010443556743423569
16.432865731462925,0.009696675576238567
16.633266533066134,0.008997505070829902
16.83366733466934,0.008343367886334043
17.034068136272545,0.0077317157879844564
17.234468937875754,0.007160124457922867
17.43486973947896,0.006626288472204977
17.635270541082164,0.006128016440058695
17.835671342685373,0.005663226301513001
18.03607214428858,0.005229940779575241
18.236472945891784,0.00482628298319405
18.43687374749499,0.004450472157304289
18.637274549098198,0.004100819576308706
18.837675350701403,0.003775724577409289
19.03807615230461,0.0034736707302590922
19.238476953907817,0.00319322213946267
19.438877755511022,0.002933019876510148
19.639278557114228,0.002691778537786488
19.839679358717436,0.002468282925353786
20.04008016032064,0.0022613848472600156
20.240480961923847,0.002070000034182975
20.440881763527056,0.001893105169273144
20.64128256513026,0.0017297350281136694
20.841683366733466,0.0015789797257696149
21.042084168336675,0.001439982067952494
21.24248496993988,0.0013119350033791843
21.442885771543086,0.0011940791744571848
21.643286573146295,0.0010857005634806699
21.8436873747495,0.0009861282315736582
22.044088176352705,0.0008947321476682783
22.244488977955914,0.0008109211048572376
22.44488977955912,0.0007341407215103186
22.645290581162325,0.0006638715245950171
22.845691382765533,0.0005996271126913749
23.04609218436874,0.0005409523962404523
23.246492985971944,0.00048742191261493944
23.44689378757515,0.00043863821364901036
23.647294589178358,0.000394230323312695
23.847695390781563,0.00035385226326377486
24.04809619238477,0.00031718164405751645
24.248496993987978,0.00028391831984145977
24.448897795591183,0.00025378310440889423
24.649298597194388,0.0002265165465306728
24.849699398797597,0.00020187776253059313
25.050100200400802,0.00017964332411470976
25.250501002004007,0.00015960619950962035
25.450901803607216,0.00014157474600905016
25.65130260521042,0.0001253717520718537
25.851703406813627,0.00011083352715792703
26.052104208416836,9.78090375314622e-05
26.25250501002004,8.615908630343825e-05
26.452905811623246,7.575553602729005e-05
26.653306613226455,6.648057220327673e-05
26.85370741482966,5.822600608820352e-05
27.054108216432866,5.089261524783362e-05
27.254509018036075,4.43895203295605e-05
27.45490981963928,3.863359657267849e-05
27.655310621242485,3.354891861291004e-05
27.855711422845694,2.9066237176706927e-05
28.0561122244489,2.5122486299242592e-05
28.256513026052104,2.1660319737946344e-05
28.45691382765531,1.8627675290909518e-05
28.65731462925852,1.5977365766497883e-05
28.857715430861724,1.3666695387048944e-05
29.05811623246493,1.165710044560408e-05
29.258517034068138,9.913813070228364e-06
29.458917835671343,8.405546985600275e-06
29.65931863727455,7.104204196206595e-06
29.859719438877757,5.984601549657689e-06
30.060120240480963,5.024216172335726e-06
30.260521042084168,4.202948802806884e-06
30.460921843687377,3.5029040811641497e-06
30.661322645290582,2.9081868847158316e-06
30.861723446893787,2.404713832197758e-06
31.062124248496996,1.9800391099588582e-06
31.2625250501002,1.6231938043494843e-06
31.462925851703407,1.3245379548267457e-06
31.663326653306616,1.0756245720789673e-06
31.86372745490982,8.690748947587721e-07
32.06412825651303,6.984641871995528e-07
32.26452905811623,5.582174087699572e-07
32.46492985971944,4.435141132925893e-07
32.66533066132265,3.5020196421395584e-07
32.86573146292585,2.7471827795912406e-07
33.06613226452906,2.1401903413429755e-07
33.26653306613227,1.6551481694971434e-07
33.46693386773547,1.2701317742088605e-07
33.66733466933868,9.666693056501522e-08
33.86773547094189,7.292792593758345e-08
34.06813627254509,5.4505853448173445e-08
34.2685370741483,4.033166945075762e-08
34.46893787575151,2.952525061798548e-08
34.66933867735471,2.1366905077355216e-08
34.86973947895792,1.5272391705383368e-08
35.07014028056113,1.0771119339477331e-08
35.27054108216433,7.487217971608011e-09
35.47094188376754,5.123193728239301e-09
35.671342685370746,3.445898612236585e-09
35.87174348697395,2.274564579355297e-09
36.07214428857716,1.4706695388482915e-09
36.27254509018036,9.294202988537922e-10
36.47294589178357,5.726543163601106e-10
36.673346693386776,3.429783521507142e-10
36.87374749498998,1.9897776627142325e-10
37.07414829659319,1.11345211857872e-10
37.274549098196395,5.979188673766019e-11
37.4749498997996,3.061827464374776e-11
37.675350701402806,1.4834442071474248e-11
37.875751503006015,6.73244297795659e-12
38.07615230460922,2.8252110132496244e-12
38.276553106212425,1.0774761542730795e-12
38.476953907815634,3.64716686131742e-13
38.677354709418836,1.0593424478467594e-13
38.877755511022045,2.510320136031848e-14
39.078156312625254,4.4780178907023376e-15
39.278557114228455,5.226304709414528e-16
39.478957915831664,3.017843976140954e-17
39.67935871743487,4.2849239879552485e-19
39.879759519038075,7.926600283205631e-23
40.08016032064128,0.0
40.28056112224449,0.0
40.480961923847694,0.0
40.6813627254509,0.0
40.88176352705411,0.0
41.08216432865731,0.0
41.28256513026052,0.0
41.48296593186373,0.0
41.68336673346693,0.0
41.88376753507014,0.0
42.08416833667335,0.0
42.28456913827655,0.0
42.48496993987976,0.0
42.68537074148297,0.0
42.88577154308617,0.0
43.08617234468938,0.0
43.28657314629259,0.0
43.48697394789579,0.0
43.687374749499,0.0
43.88777555110221,0.0
44.08817635270541,0.0
44.28857715430862,0.0
44.48897795591183,0.0
44.68937875751503,0.0
44.88977955911824,0.0
45.09018036072145,0.0
45.29058116232465,0.0
45.49098196392786,0.0
45.69138276553107,0.0
45.89178356713427,0.0
46.09218436873748,0.0
46.29258517034068,0.0
46.49298597194389,0.0
46.6933867735471,0.0
46.8937875751503,0.0
47.09418837675351,0.0
47.294589178356716,0.0
47.49498997995992,0.0
47.69539078156313,0.0
47.895791583166336,0.0
48.09619238476954,0.0
48.296593186372746,0.0
48.496993987975955,0.0
48.69739478957916,0.0
48.897795591182366,0.0
49.098196392785574,0.0
49.298597194388776,0.0
49.498997995991985,0.0
49.699398797595194,0.0
49.899799599198396,0.0
50.100200400801604,0.0
50.30060120240481,0.0
50.501002004008015,0.0
50.701402805611224,0.0
50.90180360721443,0.0
51.102204408817634,0.0
51.30260521042084,0.0
51.50300601202405,0.0
51.703406813627254,0.0
51.90380761523046,0.0
52.10420841683367,0.0
52.30460921843687,0.0
52.50501002004008,0.0
52.70541082164329,0.0
52.90581162324649,0.0
53.1062124248497,0.0
53.30661322645291,0.0
53.50701402805611,0.0
53.70741482965932,0.0
53.90781563126253,0.0
54.10821643286573,0.0
54.30861723446894,0.0
54.50901803607215,0.0
54.70941883767535,0.0
54.90981963927856,0.0
55.11022044088177,0.0
55.31062124248497,0.0
55.51102204408818,0.0
55.71142284569139,0.0
55.91182364729459,0.0
56.1122244488978,0.0
56.31262525050101,0.0
56.51302605210421,0.0
56.71342685370742,0.0
56.91382765531062,0.0
57.11422845691383,0.0
57.31462925851704,0.0
57.51503006012024,0.0
