parent_grid_lat,parent_grid_lon,parent_lat_index,parent_lon_index,sub_grid_lat,sub_grid_lon,sub_lat_index,sub_lon_index,lat_index,lon_index,rsrp_50_273_387410,rsrp_50_371_387410,rsrp_50_gap_273_371_387410,rsrp_50_gap_target_other_pcells,target_pcell_usage,target_scell_usage
40.42825,-86.91885,3,3,40.42825,-86.91875,2,3,3.4,3.6,-83.41285714,-82.52428571,1.311428571,23.72785714,1,1
40.42825,-86.91885,3,3,40.42825,-86.91865,2,4,3.4,3.8,-83.80125,-83.82625,1.42625,27.82666667,1,1
40.42825,-86.91885,3,3,40.42835,-86.91905,3,0,3.6,3,-82.12111111,-82.27833333,1.641666667,5.933333333,0.996503755,0.996503755
40.42825,-86.91885,3,3,40.42835,-86.91895,3,1,3.6,3.2,-81.31777778,-81.40944444,1.882777778,12.11666667,0.898134328,0.898134328
40.42825,-86.91885,3,3,40.42835,-86.91885,3,2,3.6,3.4,-81.26857143,-81.345,2.060714286,18.05714286,0.714285714,0.714285714
40.42825,-86.91885,3,3,40.42835,-86.91875,3,3,3.6,3.6,-81.31583333,-82.60583333,3.003333333,23.675,0.647619048,0.647619048
40.42825,-86.91885,3,3,40.42835,-86.91865,3,4,3.6,3.8,-79.985,-83.09444444,3.873888889,22.08,0.876190476,0.876190476
40.42825,-86.91885,3,3,40.42845,-86.91905,4,0,3.8,3,-81.818,-82.416,1.954,4.586,1,1
40.42825,-86.91885,3,3,40.42845,-86.91895,4,1,3.8,3.2,-80.264,-81.054,2.078,11.369,0.833333333,0.833333333
40.42825,-86.91885,3,3,40.42845,-86.91885,4,2,3.8,3.4,-80.0825,-81.6475,2.175,17.65625,0.5,0.5
40.42825,-86.91885,3,3,40.42845,-86.91875,4,3,3.8,3.6,-80.81833333,-84.645,3.826666667,15.955,0.295238095,0.295238095
40.42825,-86.91885,3,3,40.42845,-86.91865,4,4,3.8,3.8,-75.46357143,-82.10214286,6.638571429,13.18,0.840816327,0.840816327
40.42875,-86.91935,4,3,40.42855,-86.91945,0,1,4,3.2,-81.4225,-85.84125,4.41875,6.211875,0.864721053,0.739721053
40.42875,-86.91935,4,3,40.42855,-86.91935,0,2,4,3.4,-83.25642857,-87.63964286,4.383214286,6.915714286,0.888228711,0.816800139
40.42875,-86.91935,4,3,40.42855,-86.91925,0,3,4,3.6,-84.07541667,-88.13625,4.060833333,7.922916667,0.909085193,0.909085193
40.42875,-86.91935,4,3,40.42855,-86.91915,0,4,4,3.8,-82.44916667,-86.235,3.785833333,7.991666667,0.898598131,0.898598131
40.42875,-86.91935,4,3,40.42865,-86.91955,1,0,4.2,3,-86.8775,-93.855,6.9775,4.425,1,1
40.42875,-86.91935,4,3,40.42865,-86.91945,1,1,4.2,3.2,-81.715625,-91.01375,9.298125,6.28625,1,1
40.42875,-86.91935,4,3,40.42865,-86.91935,1,2,4.2,3.4,-81.17875,-89.38541667,8.206666667,6.608333333,1,1
40.42875,-86.91935,4,3,40.42865,-86.91925,1,3,4.2,3.6,-82.32,-88.27642857,5.956428571,7.7185,1,1
