grid_lat,grid_lon,cellset_length,target_pcell_usage,target_scell_usage,rsrp_25_max_target_pcells,rsrp_25_max_other_pcells,rsrp_25_gap_target_other_pcells,rsrp_50_max_target_pcells,rsrp_50_max_other_pcells,rsrp_50_gap_target_other_pcells,rsrp_75_max_target_pcells,rsrp_75_max_other_pcells,rsrp_75_gap_target_other_pcells,rsrp_25_gap_273_371_387410,rsrp_50_gap_273_371_387410,rsrp_75_gap_273_371_387410
40.4254,-86.9243,2305,0.0,0.0,-94.98,-89.8825,-5.097500000000011,-93.695,-88.4,-5.2949999999999875,-92.23,-86.75,-5.480000000000004,32.185,23.664999999999992,17.572500000000005
40.4254,-86.92425,1029,0.0,0.0,-94.81,-89.99,-4.820000000000007,-93.48,-88.64,-4.840000000000003,-92.05,-87.06,-4.989999999999995,32.13500000000005,22.179999999999993,15.629999999999995
40.425450000000005,-86.9243,1455,0.0,0.0,-94.6825,-89.41499999999999,-5.2675000000000125,-93.33,-88.32,-5.010000000000005,-90.99,-86.95,-4.039999999999992,32.422499999999985,21.235,15.144999999999996
40.425450000000005,-86.92425,1577,0.0,0.0,-94.275,-89.7,-4.575000000000003,-92.42,-87.61,-4.810000000000002,-90.66,-84.95,-5.709999999999994,27.210000000000008,16.450000000000003,10.090000000000003
40.425450000000005,-86.9242,884,0.0,0.0,-94.36,-89.5,-4.859999999999999,-92.68,-87.66,-5.02000000000001,-90.5,-86.12,-4.3799999999999955,27.08999999999999,21.595,16.35000000000001
40.42555,-86.9243,701,0.2410841654778887,0.2410841654778887,-93.35,-89.15,-4.199999999999989,-92.18,-88.13,-4.050000000000011,-90.83,-87.03,-3.799999999999997,25.332499999999996,19.25,14.174999999999997
40.4256,-86.9243,4096,0.209228515625,0.209228515625,-93.02,-91.77,-1.25,-91.47,-89.46,-2.010000000000005,-90.26,-87.85,-2.410000000000011,12.489999999999995,8.585000000000008,8.379999999999995
40.4256,-86.92425,1463,0.137388926862611,0.137388926862611,-94.65,-92.9375,-1.7125000000000057,-92.23,-90.28,-1.9500000000000028,-90.345,-87.8725,-2.4724999999999966,16.584999999999994,11.289999999999992,9.700000000000003
40.4256,-86.9242,992,0.0413306451612902,0.0413306451612902,-96.3975,-93.9125,-2.4849999999999994,-94.09,-91.33,-2.760000000000005,-91.1875,-89.5525,-1.6350000000000051,9.667500000000004,8.125,16.135000000000005
40.425650000000005,-86.9243,502,0.4860557768924301,0.4860557768924301,-88.20750000000001,-89.8025,1.5949999999999847,-86.6,-88.42,1.8200000000000074,-85.13499999999999,-86.6275,1.4925000000000068,24.265,16.16000000000001,11.072500000000005
40.42575,-86.9186,1320,1.0,1.0,-80.78,-90.66,9.879999999999995,-78.98,-89.22,10.239999999999995,-77.24,-87.8,10.560000000000002,79.35000000000001,71.51,59.254999999999995
40.42575,-86.91855000000001,353,0.9999999999999999,0.9999999999999999,-81.31,-92.5825,11.272499999999994,-79.35499999999999,-90.23,10.875000000000014,-77.13,-88.59,11.460000000000008,76.595,65.52999999999999,46.974999999999994
40.42575,-86.91850000000001,400,1.0,1.0,-77.86250000000001,-89.45,11.587499999999991,-76.73,-88.035,11.304999999999993,-75.57249999999999,-86.85,11.277500000000003,73.54249999999999,55.75999999999999,36.37249999999999
40.42575,-86.9179,86,1.0,1.0,-79.5275,-92.0975,12.569999999999993,-78.1,-90.565,12.465000000000003,-76.395,-88.94,12.545000000000002,66.87,49.85000000000001,29.174999999999997
40.42575,-86.91785,229,0.9999999999999999,0.9999999999999999,-79.0625,-91.64,12.5775,-76.875,-89.035,12.159999999999997,-75.44500000000001,-86.9175,11.472499999999997,71.2525,63.5,56.77999999999999
40.42575,-86.91680000000001,1554,0.9999999999999997,0.9999999999999997,-79.285,-93.77,14.485,-77.695,-92.17,14.475000000000009,-76.23,-90.34,14.11,0.605000000000004,1.4699999999999989,1.2549999999999955
40.42575,-86.91675000000001,808,0.9999999999999999,0.9999999999999999,-78.91,-88.27,9.36,-78.39,-87.505,9.114999999999995,-77.39,-86.48,9.090000000000003,2.799999999999997,1.7600000000000051,1.6799999999999926
40.4258,-86.91785,2053,0.9999999999999999,0.9999999999999999,-77.01,-90.27,13.259999999999991,-74.975,-88.29,13.315000000000012,-72.05,-84.66,12.61,63.17,44.61,24.150000000000006
40.4258,-86.91675000000001,248,0.9999999999999999,0.9999999999999999,-80.0275,-89.865,9.837499999999991,-79.065,-89.28999999999999,10.224999999999994,-77.88,-88.71000000000001,10.830000000000013,5.795000000000002,5.280000000000001,4.829999999999998
40.4258,-86.9167,1251,0.9999999999999998,0.9999999999999998,-79.34,-88.84,9.5,-78.8,-87.78,8.980000000000004,-78.13,-87.05,8.920000000000002,5.090000000000003,3.964999999999989,3.969999999999999
40.4258,-86.91665,1300,0.9953846153846153,0.9953846153846153,-77.42,-92.9025,15.482500000000002,-75.705,-90.885,15.180000000000007,-74.96,-87.98,13.02000000000001,2.8100000000000023,1.904999999999987,1.9300000000000068
40.4258,-86.91585,83,1.0,1.0,-83.42,-88.71000000000001,5.290000000000006,-81.35,-87.43,6.0800000000000125,-79.425,-85.57,6.144999999999996,6.724999999999994,6.280000000000001,5.780000000000015
40.42585,-86.91665,110,0.9272727272727271,0.9272727272727271,-65.41,-86.685,21.275000000000006,-64.28,-78.34,14.060000000000002,-63.34,-76.485,13.144999999999996,79.53500000000001,20.52499999999999,18.817499999999995
40.42585,-86.91585,45,1.0,1.0,-84.05,-87.56,3.510000000000005,-81.91,-86.11,4.200000000000003,-78.495,-85.09,6.594999999999999,12.139999999999986,10.280000000000001,8.649999999999991
40.42595,-86.91725000000001,942,1.0,1.0,-86.9325,-105.2675,18.334999999999994,-85.35499999999999,-102.09,16.735000000000014,-83.36749999999999,-100.02,16.652500000000003,22.849999999999994,15.040000000000006,12.777500000000003
40.42595,-86.91720000000001,230,1.0,1.0,-87.785,-101.06,13.275000000000006,-84.875,-99.27,14.394999999999996,-81.6775,-97.3,15.622500000000002,26.677499999999995,16.64,25.584999999999994
40.42595,-86.9166,18011,0.9717394925323387,0.9717394925323387,-78.99,-104.88,25.89,-73.79,-94.8,21.00999999999999,-63.58,-90.53,26.950000000000003,0.8050000000000068,0.8700000000000045,4.050000000000011
40.42595,-86.9154,2405,0.0,0.0,-94.01,-79.255,-14.75500000000001,-91.355,-75.8,-15.555000000000007,-88.1175,-71.09,-17.027500000000003,22.465000000000003,18.779999999999987,12.037500000000009
40.426,-86.9173,1876,1.0,1.0,-86.62,-102.2925,15.6725,-85.315,-98.51,13.195000000000007,-83.1325,-95.72,12.587500000000006,23.88499999999999,15.920000000000002,14.850000000000009
40.426,-86.91725000000001,5544,1.0,1.0,-86.55,-103.09,16.540000000000006,-85.44,-99.915,14.475000000000009,-84.0925,-98.1325,14.039999999999992,21.860000000000014,15.320000000000007,13.700000000000003
40.426,-86.91720000000001,500,1.0,1.0,-87.02,-104.96,17.939999999999998,-85.72,-101.0,15.280000000000001,-84.52,-99.33,14.810000000000002,17.81750000000001,13.585000000000008,11.38000000000001
40.426,-86.91555000000001,503,0.0,0.0,-91.73,-86.18,-5.549999999999997,-90.73,-83.7,-7.030000000000001,-87.13,-78.58,-8.549999999999997,0.45999999999999375,0.44000000000001194,0.01999999999999602
40.42605,-86.91625,150,1.0,1.0,-71.84,-92.52,20.679999999999993,-70.68,-89.69,19.00999999999999,-69.045,-87.78,18.735,6.454999999999998,5.730000000000004,6.820000000000007
40.42605,-86.91615,557,0.9999999999999998,0.9999999999999998,-70.56,-98.485,27.924999999999997,-67.62,-90.11,22.489999999999995,-65.43,-86.67,21.239999999999995,9.909999999999997,7.920000000000002,5.8300000000000125
40.42605,-86.91565,606,0.1914191419141914,0.1914191419141914,-90.065,-90.31,0.24500000000000455,-87.32,-86.32,-1.0,-84.13499999999999,-82.54,-1.5949999999999847,0.15749999999999886,3.280000000000001,6.842500000000015
40.42605,-86.9156,847,0.1995277449822902,0.1995277449822902,-91.0175,-87.24000000000001,-3.777499999999989,-86.59,-84.5,-2.0900000000000034,-84.74,-82.35,-2.3900000000000006,3.0900000000000034,2.569999999999993,4.469999999999999
40.42605,-86.91555000000001,607,0.0181219110378912,0.0181219110378912,-92.73,-85.7,-7.030000000000001,-89.56,-84.24,-5.320000000000007,-88.37,-82.38,-5.990000000000009,1.2824999999999989,0.024999999999991473,1.2049999999999983
40.42605,-86.91550000000001,178,0.0,0.0,-89.9025,-84.455,-5.447500000000005,-88.505,-83.58,-4.924999999999997,-87.65,-82.61500000000001,-5.034999999999997,0.14750000000000796,0.10000000000000853,1.0700000000000074
40.426100000000005,-86.9184,0,0.0,0.0,-77.9125,-98.8875,20.97500000000001,-76.205,-95.715,19.510000000000005,-74.20750000000001,-93.4675,19.25999999999999,56.327499999999986,45.665000000000006,28.090000000000003
40.426100000000005,-86.91625,159,1.0,1.0,-71.495,-91.48,19.985,-69.965,-88.38,18.414999999999992,-69.145,-85.58,16.435000000000002,2.322499999999991,2.2950000000000017,3.0449999999999875
40.426100000000005,-86.9162,360,0.9999999999999999,0.9999999999999999,-69.5825,-101.6025,32.02000000000001,-66.07,-91.45,25.38000000000001,-64.35249999999999,-88.3,23.947500000000005,1.8924999999999983,0.3050000000000068,1.5625
40.426100000000005,-86.91615,1767,0.9999999999999999,0.9999999999999999,-69.13,-93.1,23.97,-67.22,-89.1,21.879999999999995,-65.23,-87.61,22.379999999999995,5.684999999999988,4.760000000000005,2.259999999999991
40.426100000000005,-86.9161,391,0.9897698209718669,0.9897698209718669,-71.69500000000001,-89.91499999999999,18.219999999999985,-70.305,-88.435,18.129999999999995,-68.34,-86.915,18.575000000000003,9.879999999999995,7.63000000000001,6.800000000000011
40.426100000000005,-86.9156,583,0.8216123499142365,0.8216123499142365,-86.565,-88.5,1.9350000000000023,-85.34,-86.66,1.3199999999999932,-83.47,-83.71000000000001,0.2400000000000091,9.019999999999996,7.840000000000003,8.252500000000012
40.426100000000005,-86.91555000000001,230,0.243478260869565,0.243478260869565,-88.305,-84.52,-3.785000000000011,-84.73,-81.72,-3.010000000000005,-82.17,-78.82,-3.3500000000000085,3.269999999999996,4.134999999999991,3.8274999999999864
40.42615,-86.91625,1278,0.9663536776212829,0.9663536776212829,-71.92,-98.05,26.129999999999995,-70.38,-90.21,19.83,-68.57,-87.77,19.200000000000003,3.530000000000001,3.674999999999997,4.540000000000006
40.42615,-86.9162,1956,0.9907975460122695,0.9907975460122695,-68.56,-93.7625,25.2025,-66.555,-89.255,22.69999999999999,-63.95,-87.10749999999999,23.157499999999985,1.855000000000004,1.8700000000000045,2.019999999999996
40.42615,-86.91615,2254,0.9982253771073644,0.9982253771073644,-67.8,-91.23,23.430000000000007,-65.74,-87.66,21.92,-64.01,-84.95,20.939999999999998,1.6524999999999892,2.5349999999999966,2.167500000000004
40.42615,-86.9161,180,0.9777777777777776,0.9777777777777776,-74.365,-95.93,21.565000000000012,-72.65,-93.06,20.409999999999997,-68.98249999999999,-90.3,21.31750000000001,0.394999999999996,3.6000000000000085,3.825000000000003
40.42615,-86.91565,624,0.75801282051282,0.75801282051282,-87.48,-90.48,3.0,-85.195,-88.285,3.0900000000000034,-83.47,-85.66,2.1899999999999977,8.652500000000003,5.674999999999997,5.210000000000008
40.42615,-86.9156,909,0.31907894736842024,0.31907894736842024,-89.05,-86.505,-2.5450000000000017,-86.81,-84.55,-2.260000000000005,-84.2225,-82.16,-2.0625,5.422499999999999,2.9549999999999983,3.0849999999999937
40.42615,-86.91555000000001,530,0.09433962264150911,0.09433962264150911,-88.22749999999999,-83.02,-5.207499999999996,-85.11,-81.17,-3.9399999999999977,-80.995,-78.355,-2.6400000000000006,9.302499999999995,3.719999999999999,1.042500000000004
40.42615,-86.91545,1688,0.0,0.0,-95.13,-71.09,-24.039999999999992,-91.55,-69.29,-22.25999999999999,-86.47,-68.11,-18.36,18.667500000000004,16.02000000000001,8.987499999999997
40.42615,-86.9154,4825,0.0,0.0,-95.33,-73.7,-21.629999999999995,-90.78,-69.72,-21.060000000000002,-87.19,-67.19,-20.0,22.515,5.189999999999998,6.575000000000003
40.4262,-86.91795,8735,1.0,1.0,-69.05,-94.5825,25.5325,-66.72,-91.11,24.39,-62.77,-88.7775,26.0075,65.17000000000002,41.735,23.362499999999997
40.4262,-86.9173,10650,0.9999999999999999,0.9999999999999999,-74.13,-124.0075,49.8775,-71.3,-108.665,37.36500000000001,-68.72,-101.8275,33.1075,79.8925,81.31499999999998,73.0025
40.4262,-86.91680000000001,50,1.0,1.0,-68.89,-117.235,48.345,-64.23,-106.34,42.11,-58.855,-97.675,38.82,31.182500000000005,18.135000000000005,12.097499999999997
40.4262,-86.91565,213,0.5694444444444441,0.5694444444444441,-89.3125,-85.9375,-3.375,-85.84,-83.045,-2.7950000000000017,-82.26,-81.87,-0.39000000000000057,7.230000000000004,5.159999999999997,4.1875
40.4262,-86.9156,1340,0.37611940298507374,0.37611940298507374,-88.84,-86.995,-1.8449999999999989,-86.1,-85.44,-0.6599999999999966,-83.3075,-84.06,0.7524999999999977,2.3200000000000074,2.2800000000000153,3.594999999999999
40.4262,-86.91555000000001,673,0.0564635958395244,0.0564635958395244,-87.38749999999999,-86.98,-0.40749999999998465,-85.09,-85.22,0.12999999999999545,-82.905,-83.38,0.4749999999999943,6.640000000000001,3.914999999999992,5.355000000000004
40.4262,-86.91550000000001,298,0.0,0.0,-97.2475,-82.535,-14.712500000000006,-92.805,-74.06,-18.745000000000005,-87.06,-66.485,-20.575000000000003,3.1300000000000097,3.4299999999999926,2.470000000000013
40.42625,-86.91565,390,0.3794871794871792,0.3794871794871792,-89.91,-86.75,-3.1599999999999966,-87.23,-85.38,-1.8500000000000085,-83.3,-84.3,1.0,4.6499999999999915,4.410000000000011,5.114999999999995
40.42625,-86.9156,614,0.0602605863192181,0.0602605863192181,-91.825,-87.69,-4.135000000000005,-90.22,-86.53,-3.6899999999999977,-88.32,-85.04,-3.279999999999987,1.6700000000000017,0.0,1.2000000000000028
40.42625,-86.91555000000001,722,0.0,0.0,-90.335,-86.6,-3.7349999999999994,-88.59,-85.015,-3.575000000000003,-86.2825,-81.975,-4.3075000000000045,0.6799999999999926,0.13500000000000512,0.8599999999999994
40.42635,-86.9163,8211,0.9166971136280596,0.9166971136280596,-74.32,-101.25,26.930000000000007,-72.78,-94.02,21.239999999999995,-71.21,-90.91,19.700000000000003,12.200000000000003,12.819999999999993,11.36999999999999
40.42645,-86.91935000000001,325,0.9999999999999999,0.9999999999999999,-78.2475,-86.6275,8.379999999999995,-77.2,-85.15,7.950000000000003,-76.07,-83.17,7.1000000000000085,58.307500000000005,42.68000000000001,30.927499999999995
40.42645,-86.9193,1995,1.0,1.0,-79.1,-87.7,8.600000000000009,-77.32,-85.95,8.63000000000001,-75.84,-83.74,7.8999999999999915,55.602500000000006,39.685,25.810000000000002
40.42645,-86.91925,666,1.0,1.0,-81.41,-87.92,6.510000000000005,-78.52,-86.34,7.820000000000007,-75.89,-84.05,8.159999999999997,54.63000000000001,41.34,31.439999999999998
40.42645,-86.9187,563,1.0,1.0,-86.5225,-98.2625,11.740000000000009,-84.965,-97.165,12.200000000000003,-83.74,-95.62,11.88000000000001,34.0775,19.00999999999999,16.095
40.42645,-86.91865,4145,1.0,1.0,-86.63,-98.8175,12.1875,-85.71,-97.575,11.865000000000009,-85.0,-96.2125,11.212500000000006,15.814999999999998,13.5,12.060000000000002
