thput,cdf
0.0,0.005376344086021506
0.0,0.010752688172043012
0.0,0.016129032258064516
0.0,0.021505376344086023
0.0,0.02688172043010753
0.0,0.03225806451612904
0.0,0.037634408602150546
0.0,0.04301075268817205
0.0,0.04838709677419356
0.0,0.05376344086021507
0.0,0.059139784946236576
0.0,0.06451612903225808
0.0,0.06989247311827958
0.0,0.07526881720430108
0.0,0.08064516129032258
0.0,0.08602150537634408
0.0,0.09139784946236558
0.0,0.09677419354838708
0.0,0.10215053763440858
0.0,0.10752688172043008
0.0,0.11290322580645158
0.0,0.11827956989247308
0.0,0.12365591397849458
0.0,0.1290322580645161
0.0,0.1344086021505376
0.0,0.1397849462365591
0.0,0.1451612903225806
0.0,0.1505376344086021
7.105427357601002e-15,0.1559139784946236
0.0079999999999991,0.1612903225806451
0.096,0.1666666666666666
0.1560000000000059,0.1720430107526881
0.2079999999999984,0.1774193548387096
0.3320000000000007,0.1827956989247311
0.3439999999999976,0.1881720430107526
0.411999999999999,0.1935483870967741
0.5040000000000049,0.1989247311827956
0.5240000000000009,0.2043010752688171
0.5679999999999978,0.2096774193548386
0.6239999999999952,0.2150537634408601
0.6560000000000059,0.2204301075268816
0.6720000000000041,0.2258064516129031
0.6999999999999993,0.2311827956989246
0.740000000000002,0.2365591397849461
0.7480000000000011,0.2419354838709676
0.9920000000000044,0.2473118279569891
1.0760000000000003,0.25268817204301064
1.16,0.25806451612903214
1.2679999999999971,0.26344086021505364
1.2880000000000038,0.26881720430107514
1.3120000000000047,0.27419354838709664
1.4080000000000013,0.27956989247311814
1.4399999999999975,0.28494623655913964
1.4559999999999995,0.29032258064516114
1.4640000000000022,0.29569892473118264
1.4720000000000013,0.30107526881720414
1.5279999999999987,0.30645161290322565
1.5280000000000022,0.31182795698924715
1.5559999999999974,0.31720430107526865
1.6159999999999997,0.32258064516129015
1.7920000000000016,0.32795698924731165
1.8160000000000025,0.33333333333333315
1.9320000000000024,0.33870967741935465
1.975999999999999,0.34408602150537615
2.0279999999999987,0.34946236559139765
2.0680000000000014,0.35483870967741915
2.084,0.36021505376344065
2.103999999999999,0.36559139784946215
2.112000000000002,0.37096774193548365
2.244,0.37634408602150515
2.296,0.38172043010752665
2.344000000000001,0.38709677419354815
2.347999999999999,0.39247311827956965
2.379999999999999,0.39784946236559116
2.455999999999996,0.40322580645161266
2.556000000000001,0.40860215053763416
2.9239999999999995,0.41397849462365566
2.9439999999999955,0.41935483870967716
2.9959999999999987,0.42473118279569866
3.007999999999996,0.43010752688172016
3.251999999999999,0.43548387096774166
3.2879999999999967,0.44086021505376316
3.3999999999999986,0.44623655913978466
3.5159999999999982,0.45161290322580616
3.7080000000000055,0.45698924731182766
3.908000000000001,0.46236559139784916
