timestamp,lat,lon,DL_Throughput,UL_Throughput,RTT,dst_pcell_cid,dst_pcell_freq,dst_nrcell_cid,dst_nrcell_freq,dst_scell1_cid,dst_scell1_freq,dst_scell2_cid,dst_scell2_freq,dst_scell3_cid,dst_scell3_freq,dst_nr_scell1_cid,dst_nr_scell1_freq,dst_nr_scell2_cid,dst_nr_scell2_freq,dst_nr_scell3_cid,dst_nr_scell3_freq,time_delta
1741290217,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
1741290217,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2
1741290217,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3
1741290217,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
1741290217,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
1741290218,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
1741290218,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7
1741290218,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8
1741290218,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
1741290218,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1741290218,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1
1741290218,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
1741290218,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
1741290218,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
1741290218,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
1741290219,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
1741290219,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
1741290219,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8
1741290219,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
1741290219,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1741290219,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
1741290219,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
1741290219,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3
1741290219,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4
1741290219,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
1741290220,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
1741290220,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
1741290220,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8
1741290220,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
1741290220,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1741290220,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1
1741290220,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2
1741290220,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3
1741290220,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4
1741290220,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
1741290221,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6
1741290221,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7
1741290221,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8
1741290221,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9
1741290221,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1741290221,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1
1741290221,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
1741290221,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3
1741290221,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4
1741290221,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5
1741290222,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
1741290222,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7
1741290222,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8
1741290222,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9
1741290222,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1741290222,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1
1741290222,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2
1741290222,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3
1741290222,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4
1741290222,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5
1741290223,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6
1741290223,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7
1741290223,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8
1741290223,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9
1741290223,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1741290223,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1
1741290223,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2
1741290223,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3
1741290223,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4
1741290223,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5
1741290224,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6
1741290224,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7
1741290224,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8
1741290224,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9
1741290224,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1741290224,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1
1741290224,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2
1741290224,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3
1741290224,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4
1741290224,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5
1741290225,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6
1741290225,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7
1741290225,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8
1741290225,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9
1741290225,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1741290225,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1
1741290225,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2
1741290225,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3
1741290225,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4
1741290225,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
1741290226,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6
1741290226,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7
1741290226,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8
1741290226,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9
1741290226,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1741290226,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1
1741290226,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2
1741290226,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3
1741290226,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4
1741290226,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5
1741290227,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6
1741290227,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7
1741290227,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8
1741290227,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9
1741290227,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1741290227,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1
1741290227,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2
1741290227,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3
1741290227,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4
1741290227,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5
1741290228,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6
1741290228,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7
1741290228,40.42745,-86.91734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8
1741290228,40.42745,-86.91734,0,0,0,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,15.9
1741290228,40.42745,-86.91734,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,16
1741290228,40.427445,-86.917346,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,16.1
1741290228,40.427445,-86.917346,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,16.2
1741290228,40.427435,-86.917358,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,16.3
1741290228,40.427435,-86.917358,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,16.4
1741290228,40.427425,-86.91737,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,16.5
1741290229,40.427425,-86.91737,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,16.6
1741290229,40.427415,-86.917382,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,16.7
1741290229,40.427415,-86.917382,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,16.8
1741290229,40.427405,-86.917394,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,16.9
1741290229,40.427405,-86.917394,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,17
1741290229,40.4274,-86.9174,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,17.1
1741290229,40.4274,-86.9174,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,17.2
1741290229,40.4274,-86.9174,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,17.3
1741290229,40.4274,-86.9174,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,17.4
1741290229,40.4274,-86.9174,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,17.5
1741290230,40.4274,-86.9174,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,17.6
1741290230,40.4274,-86.9174,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,17.7
1741290230,40.4274,-86.9174,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,17.8
1741290230,40.4274,-86.9174,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,17.9
1741290230,40.4274,-86.9174,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,18
1741290230,40.427402,-86.917395,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,18.1
1741290230,40.427402,-86.917395,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,18.2
1741290230,40.427406,-86.917385,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,18.3
1741290230,40.427406,-86.917385,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,18.4
1741290230,40.42741,-86.917375,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,18.5
1741290231,40.427412,-86.91737,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,393,501390,18.6
1741290231,40.427412,-86.91737,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,393,501390,18.7
1741290231,40.427416,-86.91736,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,393,501390,18.8
1741290231,40.427416,-86.91736,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,393,501390,18.9
1741290231,40.42742,-86.91735,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,393,501390,19
1741290231,40.42743,-86.91738,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,393,501390,19.1
1741290231,40.42743,-86.91738,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,19.2
1741290231,40.4274322,-86.91738,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,19.3
1741290231,40.4274322,-86.91738,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,19.4
1741290231,40.4274344,-86.91738,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,19.5
1741290232,40.4274344,-86.91738,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,19.6
1741290232,40.4274367,-86.91738,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,19.7
1741290232,40.4274367,-86.91738,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,19.8
1741290232,40.4274367,-86.91738,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,19.9
1741290232,40.42744,-86.91738,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,20
1741290232,40.42744,-86.91738,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,20.1
1741290232,40.4274411,-86.9173789,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,20.2
1741290232,40.4274411,-86.9173789,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,20.3
1741290232,40.4274433,-86.9173767,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,20.4
1741290232,40.4274433,-86.9173767,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,20.5
1741290233,40.4274456,-86.9173744,0,0.01, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,20.6
1741290233,40.4274456,-86.9173744,0,0.01, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,20.7
1741290233,40.4274478,-86.9173722,0,0.01, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,20.8
1741290233,40.4274489,-86.9173711,12.56,3.95, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,20.9
1741290233,40.4274489,-86.9173711,12.56,3.95, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,21
1741290233,40.42745,-86.91737,105.86,47.3, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,21.1
1741290233,40.42745,-86.91737,105.86,47.3, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,21.2
1741290233,40.42745,-86.9173678,204.71,48.49, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,21.3
1741290233,40.42745,-86.9173678,204.71,48.49, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,21.4
1741290233,40.42745,-86.9173656,167.63,59.62, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,21.5
1741290234,40.42745,-86.9173656,167.63,59.62, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,21.6
1741290234,40.42745,-86.9173633,170,45.35, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,21.7
1741290234,40.42745,-86.9173633,170,45.35, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,21.8
1741290234,40.42745,-86.9173611,161.4,15.47, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,21.9
1741290234,40.42745,-86.9173611,161.4,15.47, N/A,0,0,393,521310,0,0,0,0,0,0,273,398410,393,501390,371,387410,22
