timestamp,lat,lon,DL_Throughput,UL_Throughput,RTT,dst_pcell_cid,dst_pcell_freq,dst_nrcell_cid,dst_nrcell_freq,dst_scell1_cid,dst_scell1_freq,dst_scell2_cid,dst_scell2_freq,dst_scell3_cid,dst_scell3_freq,dst_nr_scell1_cid,dst_nr_scell1_freq,dst_nr_scell2_cid,dst_nr_scell2_freq,dst_nr_scell3_cid,dst_nr_scell3_freq,time_delta
1741290212,40.42727,-86.91735,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,0
1741290212,40.42727,-86.91735,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,0.1
1741290212,40.4272656,-86.91735,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,0.2
1741290212,40.4272656,-86.91735,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,0.3
1741290212,40.4272611,-86.91735,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,0.4
1741290212,40.4272611,-86.91735,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1741290213,40.4272611,-86.91735,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,0.6
1741290213,40.4272544,-86.91735,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,0.7
1741290213,40.4272544,-86.91735,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,0.8
1741290213,40.42725,-86.91735,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,0.9
1741290213,40.42725,-86.91735,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,1
1741290213,40.4272489,-86.9173578,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,1.1
1741290213,40.4272489,-86.9173578,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,1.2
1741290213,40.4272467,-86.9173733,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,1.3
1741290213,40.4272467,-86.9173733,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,1.4
1741290213,40.4272444,-86.9173889,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,1.5
1741290214,40.4272444,-86.9173889,0,0, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,1.6
1741290214,40.4272422,-86.9174044,214.49,77.89, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,1.7
1741290214,40.4272422,-86.9174044,335.85,62.03, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,1.8
1741290214,40.42724,-86.91742,278.04,54.73, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,1.9
1741290214,40.42724,-86.91742,278.04,54.73, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,2
1741290214,40.4272389,-86.91742,225.79,61.81, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,2.1
1741290214,40.4272389,-86.91742,225.79,61.81, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,2.2
1741290214,40.4272367,-86.91742,306.88,73.53, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,2.3
1741290214,40.4272356,-86.91742,306.88,73.53, N/A,0,0,393,521310,0,0,0,0,0,0,0,0,0,0,0,0,2.4
1741290214,40.4272356,-86.91742,306.88,73.53, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,393,501390,2.5
1741290215,40.4272333,-86.91742,202.53,59.27, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,393,501390,2.6
1741290215,40.4272322,-86.91742,202.53,59.27, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,393,501390,2.7
1741290215,40.4272322,-86.91742,160.92,64.64, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,393,501390,2.8
1741290215,40.42723,-86.91742,160.92,64.64, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,393,501390,2.9
1741290215,40.42723,-86.91742,155.28,62.75, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,393,501390,3
1741290215,40.42723,-86.917419,155.28,62.75, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,3.1
1741290215,40.42723,-86.917418,136.28,63.95, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,3.2
1741290215,40.42723,-86.917418,136.28,63.95, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,3.3
1741290215,40.42723,-86.917416,156.68,84.99, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,3.4
1741290215,40.42723,-86.917416,156.68,84.99, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,3.5
1741290216,40.42723,-86.917414,155.1,78.64, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,3.6
1741290216,40.42723,-86.917413,163.61,82.48, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,3.7
1741290216,40.42723,-86.917413,163.61,82.48, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,3.8
1741290216,40.42723,-86.917411,124.26,66.69, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,3.9
1741290216,40.42723,-86.917411,124.26,66.69, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,4
1741290216,40.4272311,-86.9174078,163.66,72.99, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,4.1
1741290216,40.4272311,-86.9174078,163.66,72.99, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,4.2
1741290216,40.4272333,-86.9174033,186.8,83.75, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,4.3
1741290216,40.4272333,-86.9174033,186.8,83.75, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,4.4
1741290216,40.4272356,-86.9173989,159.64,30.63, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,4.5
1741290217,40.4272356,-86.9173989,159.64,30.63, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,4.6
1741290217,40.4272378,-86.9173944,132.58,3.21, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,4.7
1741290217,40.4272378,-86.9173944,132.58,3.21, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,4.8
1741290217,40.42724,-86.91739,208.98,80.37, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,4.9
1741290217,40.42724,-86.91739,150.04,76.61, N/A,0,0,393,521310,0,0,0,0,0,0,273,387410,273,398410,104,501390,5
