grid_lon,height,thput_0,thput_1,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_99,thput_100,total_sample
40.4677,60.0000,-94.7500,-92.8312,-92.2500,-91.8125,-91.0625,-88.9062,-87.0310,-84.7500,-84.2600,-83.6044,-83.3980,636.0000
40.4677,90.0000,-100.1250,-99.8213,-98.3750,-97.7313,-96.3125,-92.1020,-88.0000,-85.0117,-84.1757,-82.9300,-81.1800,694.0000
40.4677,120.0000,-96.9375,-96.5156,-96.1875,-95.8750,-94.0000,-89.7500,-88.6133,-85.1520,-84.5000,-83.7640,-83.6880,476.0000
40.4678,0.0000,-117.2580,-117.1430,-116.9580,-116.2753,-112.1250,-108.5625,-104.3750,-102.9750,-102.0875,-99.4150,-98.4375,93.0000
40.4678,30.0000,-93.4375,-92.8419,-91.6198,-91.0000,-89.7950,-88.6250,-85.8750,-84.2062,-83.4375,-82.3456,-81.0000,954.0000
40.4678,60.0000,-94.8750,-93.4800,-92.5000,-92.1875,-91.1875,-88.9375,-86.7340,-84.8984,-84.3122,-83.8280,-83.6720,517.0000
40.4678,90.0000,-99.9375,-99.7500,-99.0625,-98.0000,-95.1094,-93.0000,-89.3125,-84.7030,-84.2340,-83.2190,-82.8830,742.0000
40.4678,120.0000,-99.8750,-97.2350,-96.2594,-95.8937,-94.0625,-89.9375,-87.9380,-85.3569,-85.0089,-83.9696,-83.7580,478.0000
40.4679,0.0000,-135.8830,-123.7477,-117.9574,-117.0000,-113.7188,-111.0470,-105.8750,-102.9125,-101.6688,-101.0850,-100.4375,75.0000
40.4679,30.0000,-93.1875,-92.4795,-91.5519,-91.0000,-89.3910,-88.1915,-85.9026,-84.3125,-83.7156,-82.3750,-81.3750,990.0000
40.4679,60.0000,-92.8750,-92.6250,-92.0625,-91.6875,-90.5000,-89.2500,-86.7480,-85.0095,-84.0940,-83.8864,-83.5620,572.0000
40.4679,90.0000,-97.5625,-97.0625,-96.1875,-95.4250,-94.3438,-92.5625,-88.9375,-85.0050,-84.0963,-82.8314,-82.5940,643.0000
40.4679,120.0000,-97.2500,-96.9675,-96.2500,-95.9375,-94.5000,-89.6020,-87.8980,-85.6424,-85.3980,-84.7072,-84.3670,453.0000
40.4680,0.0000,-118.2110,-117.8606,-117.0936,-115.3623,-111.5000,-107.8360,-105.2500,-104.1750,-103.9375,-103.1275,-102.9375,77.0000
40.4680,30.0000,-93.8125,-92.8266,-91.9351,-91.3750,-89.5547,-88.2270,-86.5625,-84.5625,-83.8750,-82.9138,-81.7500,1063.0000
40.4680,60.0000,-95.3125,-93.9737,-92.9375,-92.5625,-90.9844,-88.6875,-86.2730,-84.2754,-83.9458,-83.1332,-82.7580,522.0000
40.4680,90.0000,-99.1875,-98.0794,-96.2719,-95.5625,-94.4375,-91.3438,-86.8452,-84.7500,-83.9651,-83.1698,-82.9610,574.0000
40.4680,120.0000,-99.8125,-98.2812,-96.3438,-95.7500,-94.6875,-90.4375,-87.4650,-85.5390,-84.4530,-84.1015,-83.8910,451.0000
40.4681,0.0000,-117.4380,-117.2829,-116.5498,-115.3250,-113.0938,-106.5860,-104.8865,-104.4750,-104.2062,-103.5350,-102.8750,67.0000
40.4681,30.0000,-93.6875,-93.3125,-92.1436,-91.3750,-89.7500,-88.5000,-86.4375,-85.0000,-84.5000,-83.5625,-82.6875,989.0000
40.4681,60.0000,-93.5625,-93.2738,-92.5000,-91.4313,-90.1875,-88.4530,-86.4491,-84.3606,-83.7272,-82.2049,-82.0470,632.0000
40.4681,90.0000,-99.2500,-98.3269,-97.5094,-96.9375,-95.0000,-91.9375,-88.9531,-83.9047,-83.2270,-82.9573,-82.7810,678.0000
40.4681,120.0000,-98.8750,-96.1562,-95.6875,-95.2500,-93.9375,-89.6250,-87.4805,-85.4530,-85.1405,-84.7695,-84.2890,451.0000
40.4682,0.0000,-116.5230,-116.1693,-115.4235,-114.6000,-109.2500,-108.0625,-106.5000,-105.2875,-104.6188,-103.3363,-103.1875,139.0000
40.4682,30.0000,-93.9375,-93.0269,-92.3125,-91.7580,-90.5625,-89.0700,-86.8281,-85.0625,-84.2406,-80.7231,-79.5000,1158.0000
40.4682,60.0000,-94.1250,-93.7500,-93.1875,-92.3750,-90.5625,-88.3750,-86.0235,-84.4140,-83.5700,-82.7605,-82.5780,591.0000
40.4682,90.0000,-98.1875,-97.8750,-97.1000,-96.3875,-94.1875,-92.2500,-86.3910,-84.1250,-83.4722,-83.0854,-82.6090,749.0000
40.4682,120.0000,-99.9375,-99.3525,-96.7500,-96.1625,-94.5000,-90.6250,-87.6020,-85.4952,-85.0246,-84.0457,-83.9300,385.0000
40.4683,0.0000,-116.9375,-116.6856,-116.3697,-115.1635,-113.1250,-110.2575,-106.9688,-104.8688,-104.5625,-103.8769,-102.8750,104.0000
40.4683,30.0000,-94.2810,-93.6250,-92.5000,-91.8125,-90.3750,-88.9300,-86.7969,-84.7062,-83.6344,-82.5625,-81.8750,1104.0000
40.4683,60.0000,-93.7500,-93.5281,-93.0312,-92.1250,-90.8125,-88.4375,-85.4590,-84.3945,-83.6680,-82.8761,-82.6560,656.0000
40.4683,90.0000,-99.1875,-97.9919,-97.0219,-96.4375,-94.0000,-91.8790,-88.1250,-84.9084,-84.4300,-83.8450,-83.0940,814.0000
40.4683,120.0000,-97.8750,-96.1181,-95.1531,-94.4375,-93.6250,-89.9062,-87.6250,-85.0819,-84.8120,-83.4719,-83.2030,412.0000
40.4684,0.0000,-117.1170,-116.9368,-116.3875,-115.8924,-114.8066,-110.2070,-107.4375,-105.4813,-105.0625,-104.7119,-104.3750,78.0000
40.4684,30.0000,-94.0625,-93.4437,-91.8790,-91.3360,-90.4805,-89.0780,-87.2540,-85.5625,-84.0625,-82.7500,-81.0625,1091.0000
40.4684,60.0000,-95.0625,-94.6425,-93.6875,-92.8750,-91.7812,-88.3750,-85.6095,-84.3846,-83.5964,-82.5682,-82.3670,587.0000
40.4684,90.0000,-100.4375,-99.9019,-98.5094,-96.9375,-94.0000,-92.3750,-88.0625,-84.5780,-84.1148,-83.6307,-83.4220,758.0000
40.4684,120.0000,-98.9375,-97.4313,-95.8750,-95.5000,-93.9062,-89.9690,-87.5900,-85.2030,-84.9387,-84.5928,-84.2730,423.0000
40.4685,0.0000,-117.9375,-117.7969,-117.2812,-116.7812,-115.1520,-111.8595,-105.7344,-104.2188,-103.8125,-103.5156,-103.1875,76.0000
40.4685,30.0000,-97.0860,-95.7626,-92.8822,-92.1394,-91.1875,-88.9140,-87.6250,-85.0110,-84.0016,-82.9013,-82.0000,1243.0000
40.4685,60.0000,-98.1250,-97.9506,-94.0788,-92.9375,-90.7656,-87.8750,-85.4203,-83.7333,-83.3512,-82.3830,-82.2580,580.0000
40.4685,90.0000,-100.6250,-98.6044,-97.4406,-96.8750,-94.2500,-92.2188,-88.1250,-84.2022,-83.7496,-83.0384,-82.6800,720.0000
40.4685,120.0000,-106.4375,-106.0275,-95.9437,-95.3875,-93.3438,-89.9375,-88.5000,-86.7468,-85.9754,-85.3313,-84.7270,679.0000
40.4686,0.0000,-121.4375,-120.7040,-119.7375,-118.1875,-116.3906,-113.8125,-110.9316,-107.5348,-106.3219,-103.7825,-102.6250,264.0000
40.4686,30.0000,-100.6410,-95.1337,-93.9052,-93.3105,-91.8630,-90.0000,-88.3181,-85.1875,-84.1374,-82.6069,-78.1875,2472.0000
40.4686,60.0000,-102.6875,-98.0000,-96.5531,-92.7938,-90.7656,-88.5507,-85.8260,-84.0571,-83.3750,-82.5523,-82.0780,784.0000
40.4686,90.0000,-105.4375,-104.5206,-100.3750,-99.8125,-95.7656,-91.3125,-87.5000,-84.2420,-83.4300,-82.2970,-82.1800,968.0000
40.4686,120.0000,-107.7500,-102.5463,-97.1875,-96.7500,-93.5000,-90.0625,-87.8790,-86.2688,-84.8510,-83.5700,-83.1880,427.0000
40.4687,0.0000,-121.6250,-120.4762,-119.7539,-118.5625,-115.9180,-112.3980,-109.0312,-107.1875,-106.0000,-105.1488,-104.8125,339.0000
40.4687,30.0000,-102.0390,-98.5400,-94.6030,-93.9315,-92.1330,-89.4375,-87.3280,-85.4328,-84.9375,-84.1330,-83.5625,909.0000
40.4687,60.0000,-98.9060,-95.7163,-93.4375,-92.6875,-91.1875,-89.2500,-87.4375,-84.3200,-83.4803,-81.3395,-80.0700,1355.0000
40.4687,90.0000,-102.7810,-100.2500,-99.1188,-98.3063,-94.4240,-91.7500,-86.7518,-83.6726,-83.1883,-82.8756,-82.7580,282.0000
40.4687,120.0000,-102.7500,-102.3450,-97.9875,-95.9125,-93.4375,-90.2500,-88.4375,-86.7330,-84.6262,-84.0713,-82.0470,325.0000
40.4688,0.0000,-138.2810,-123.1297,-119.1813,-117.6172,-114.7500,-111.8125,-109.2500,-107.1875,-106.3750,-103.8150,-98.5625,3803.0000
40.4688,90.0000,-97.1875,-97.1356,-96.7500,-94.9625,-90.8594,-89.4688,-86.6875,-85.4478,-85.3016,-84.7464,-83.5080,84.0000
40.4689,0.0000,-137.9300,-123.8409,-120.5000,-119.0625,-117.6250,-114.5040,-110.1819,-107.3750,-105.8926,-102.4681,-97.1875,3350.0000
40.4689,30.0000,-96.6250,-96.4525,-96.2375,-96.1125,-95.5000,-94.5625,-84.6250,-82.7000,-81.5625,-80.7450,-80.6875,93.0000
40.4689,60.0000,-93.2500,-92.8750,-92.6250,-92.3563,-91.7656,-90.3750,-89.5625,-88.1599,-84.2149,-80.7150,-80.2500,212.0000
40.4689,90.0000,-97.6875,-97.6875,-97.4938,-97.3375,-92.1875,-91.5312,-90.9688,-90.5000,-85.0071,-84.6345,-84.5000,42.0000
40.4689,120.0000,-100.3125,-100.0675,-99.1500,-98.7625,-97.9375,-96.8750,-89.0000,-85.6250,-84.6750,-84.0613,-84.0000,99.0000
40.4690,30.0000,-96.9220,-96.6143,-96.2369,-94.9967,-94.1370,-92.0000,-85.5665,-82.4125,-77.2500,-75.0837,-75.0000,235.0000
40.4690,60.0000,-94.2500,-93.7709,-92.2000,-91.4500,-89.5664,-88.7968,-81.5625,-80.8063,-80.3719,-79.1844,-78.5080,160.0000
40.4690,90.0000,-96.1875,-96.0469,-95.8281,-95.4688,-94.1875,-93.0625,-90.9219,-90.1875,-89.9375,-89.7500,-89.7500,76.0000
40.4690,120.0000,-101.7500,-100.2031,-92.8438,-91.0625,-90.7031,-89.3125,-88.6875,-87.6875,-87.0938,-83.9755,-80.5080,56.0000
