grid_lon,height,thput_0,thput_1,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_99,thput_100,total_sample
40.4643,30.0000,-92.1950,-91.9418,-91.2142,-90.2532,-88.3050,-86.4690,-83.7812,-80.4750,-79.5625,-78.0000,-77.5000,1147.0000
40.4643,60.0000,-97.1875,-95.3825,-93.8750,-92.3750,-89.9375,-88.1875,-85.6875,-82.4468,-81.7970,-81.3572,-81.1410,1289.0000
40.4643,90.0000,-98.8750,-98.0356,-96.8750,-95.4313,-94.3750,-91.0000,-85.2850,-83.3838,-83.2580,-82.7940,-82.2420,882.0000
40.4643,120.0000,-101.5000,-100.6363,-98.9125,-96.6875,-95.3125,-93.0000,-87.2695,-83.3830,-83.1170,-82.1701,-81.6720,583.0000
40.4644,0.0000,-113.2500,-111.9488,-110.8125,-110.0608,-108.3125,-103.8280,-100.3750,-95.4405,-94.6000,-92.3050,-91.1250,225.0000
40.4644,30.0000,-93.3200,-92.1192,-91.3882,-90.7842,-88.5350,-86.3750,-83.9375,-80.4375,-79.8531,-78.2788,-77.9375,1174.0000
40.4644,60.0000,-97.2500,-95.3750,-94.6875,-94.1937,-90.1250,-88.5625,-85.7500,-82.4300,-81.8520,-81.1437,-80.8120,1140.0000
40.4644,90.0000,-98.2500,-97.9587,-97.3125,-96.0000,-94.3750,-91.6250,-85.5780,-83.5230,-83.1845,-82.6872,-82.2730,867.0000
40.4644,120.0000,-99.6250,-98.9175,-96.7938,-96.4000,-95.1250,-93.1250,-86.8320,-83.8060,-83.4546,-81.3643,-81.2340,667.0000
40.4645,0.0000,-114.0000,-113.9363,-112.2247,-111.3300,-107.6875,-104.9375,-100.4490,-96.0094,-95.2884,-94.0075,-93.8125,203.0000
40.4645,30.0000,-93.9530,-93.0940,-91.7102,-90.5597,-88.0940,-86.6995,-83.7500,-80.4437,-79.8125,-78.9256,-78.1250,1382.0000
40.4645,60.0000,-97.1480,-96.1538,-94.6250,-94.1875,-92.0625,-88.9375,-86.3125,-82.7660,-82.0032,-81.4450,-81.0780,1155.0000
40.4645,90.0000,-99.1875,-98.0469,-97.4375,-94.9375,-94.2500,-88.3125,-85.1898,-83.7660,-83.2580,-82.0680,-81.4690,1126.0000
40.4645,120.0000,-97.4375,-96.9375,-96.6437,-95.1250,-94.0312,-90.8750,-85.0390,-83.6656,-83.4220,-83.0409,-82.7270,595.0000
40.4646,0.0000,-114.2030,-114.0206,-111.9031,-111.2995,-108.9940,-105.9768,-103.2125,-99.8986,-97.0687,-95.0456,-94.6250,192.0000
40.4646,30.0000,-93.9450,-93.3560,-91.2782,-89.8750,-87.9688,-86.4338,-82.6875,-80.7500,-79.6875,-78.1875,-77.5000,1444.0000
40.4646,60.0000,-98.0625,-96.3356,-95.0000,-94.3125,-92.5000,-89.3125,-86.8750,-82.5494,-82.0952,-81.4890,-81.1720,1164.0000
40.4646,90.0000,-98.5000,-98.2875,-97.7500,-97.2500,-94.3125,-90.8125,-85.6250,-83.7580,-83.2340,-82.4090,-81.9140,921.0000
40.4646,120.0000,-100.2500,-98.3325,-96.8125,-96.4375,-95.2500,-91.5000,-85.6800,-84.0048,-83.7190,-83.3134,-83.1090,657.0000
40.4647,0.0000,-115.7730,-114.2329,-113.1132,-111.9062,-110.6347,-107.9297,-105.1759,-102.2210,-100.2894,-95.2019,-93.2500,188.0000
40.4647,30.0000,-94.3050,-93.0000,-91.9450,-89.5000,-87.8910,-86.4375,-84.3125,-81.1812,-80.4375,-78.7500,-77.6875,1430.0000
40.4647,60.0000,-97.0000,-94.5200,-92.0375,-91.3125,-90.1250,-88.5000,-84.8220,-82.1950,-81.8750,-81.6344,-81.3910,918.0000
40.4647,90.0000,-99.5000,-99.0413,-98.3500,-96.9750,-94.6562,-92.4375,-85.9300,-84.2660,-83.7222,-83.0310,-82.7110,935.0000
40.4647,120.0000,-98.3125,-98.0425,-96.9000,-96.4375,-95.3750,-90.8125,-88.1250,-83.8968,-83.4578,-82.8002,-82.4920,617.0000
40.4648,0.0000,-116.7730,-114.4662,-113.2406,-109.2610,-106.5620,-104.5000,-97.5625,-96.3750,-95.8750,-93.2500,-92.3750,685.0000
40.4648,30.0000,-123.0000,-98.0000,-93.0782,-90.4028,-88.3830,-86.9220,-83.9375,-81.1250,-80.4375,-79.4550,-78.3750,1565.0000
40.4648,60.0000,-96.6250,-92.8875,-91.7500,-90.7500,-89.8125,-88.5625,-85.8750,-82.4060,-81.9690,-81.4284,-81.0700,941.0000
40.4648,90.0000,-100.0625,-98.8750,-97.7719,-96.1875,-94.4375,-93.0000,-86.0160,-84.1880,-83.4996,-82.3528,-82.1410,774.0000
40.4648,120.0000,-102.4375,-99.8725,-98.0000,-96.6813,-95.5000,-91.1562,-88.4338,-83.8838,-83.5087,-82.9531,-82.7660,602.0000
40.4649,0.0000,-118.5860,-118.1357,-116.5515,-114.8629,-111.4828,-106.9688,-103.4160,-95.8125,-95.0625,-94.6244,-93.8750,200.0000
40.4649,30.0000,-96.2970,-93.8582,-91.3551,-89.7707,-87.9375,-86.6250,-84.5741,-82.0062,-81.0000,-80.2500,-76.4375,2012.0000
40.4649,60.0000,-93.1875,-92.7500,-91.8125,-91.5000,-90.5625,-89.4375,-84.9062,-82.2738,-81.7074,-81.2349,-80.9920,812.0000
40.4649,90.0000,-99.4375,-99.1250,-96.9375,-95.1875,-93.3125,-88.8750,-85.6950,-84.1880,-83.2580,-82.2890,-81.5000,801.0000
40.4649,120.0000,-101.3750,-98.0169,-96.8125,-96.4375,-94.7500,-91.4688,-88.3417,-84.3931,-83.7287,-82.8237,-82.6330,574.0000
40.4650,0.0000,-117.5390,-116.9676,-115.8886,-114.8382,-111.8828,-108.2580,-105.4724,-97.8750,-96.4250,-95.3769,-95.0625,204.0000
40.4650,30.0000,-96.4610,-93.9403,-90.6050,-88.9920,-87.3360,-85.8125,-84.1875,-82.3750,-81.5000,-80.3125,-79.1875,2937.0000
40.4650,60.0000,-93.4375,-93.1400,-92.3500,-91.8750,-90.6250,-89.2500,-84.6880,-82.0502,-81.7372,-81.1630,-80.9920,689.0000
40.4650,90.0000,-99.5000,-99.0625,-98.4375,-96.1875,-93.5000,-89.8750,-85.6370,-83.9805,-83.0822,-82.1420,-80.5080,616.0000
40.4650,120.0000,-99.6250,-99.2550,-97.8125,-97.1125,-93.7500,-90.1875,-87.8280,-84.3908,-83.5234,-82.8860,-82.5470,793.0000
40.4651,0.0000,-119.4300,-118.5072,-115.9844,-114.3050,-110.0390,-107.4375,-104.6875,-100.2750,-96.3250,-95.5100,-95.2500,205.0000
40.4651,30.0000,-94.9690,-94.3274,-91.6382,-90.3590,-88.7500,-87.6055,-85.8125,-82.8125,-81.6469,-80.5000,-79.4375,1408.0000
40.4651,60.0000,-94.3750,-93.3125,-92.7500,-92.1875,-90.6250,-89.3750,-83.1955,-82.1784,-81.6170,-81.3643,-81.1560,667.0000
40.4651,90.0000,-99.6250,-99.5000,-96.4969,-94.6875,-93.5000,-88.8750,-86.2498,-84.1496,-83.2190,-82.6806,-82.5000,802.0000
40.4651,120.0000,-102.0000,-99.4444,-98.4437,-96.8812,-93.0469,-89.6250,-87.1565,-84.5605,-83.7730,-83.3476,-82.8440,790.0000
40.4652,0.0000,-118.9140,-117.9934,-115.6156,-114.6158,-111.8200,-108.2420,-105.6250,-98.7500,-97.5375,-96.8200,-96.1875,213.0000
40.4652,30.0000,-94.2970,-93.5888,-91.5335,-90.0860,-88.7500,-87.5625,-86.0625,-83.4375,-82.4375,-81.6250,-81.0625,1166.0000
40.4652,60.0000,-94.3750,-93.6250,-92.5781,-91.8125,-90.6875,-89.6875,-84.7047,-82.2810,-81.9570,-81.2733,-81.0620,676.0000
40.4652,90.0000,-100.4375,-99.9625,-98.3750,-95.9375,-93.9375,-89.3750,-85.8750,-84.3050,-83.3590,-82.7766,-82.0000,761.0000
40.4652,120.0000,-99.7500,-98.7744,-97.0000,-94.7875,-91.0625,-90.1250,-88.4470,-84.0628,-83.4840,-83.1139,-82.5780,1762.0000
40.4653,0.0000,-119.5000,-117.9390,-114.5318,-112.6250,-109.5920,-107.6365,-105.3144,-99.9375,-99.2156,-90.7044,-89.8125,910.0000
40.4653,30.0000,-97.3360,-92.8584,-91.7280,-89.6050,-88.7420,-87.9375,-85.8125,-83.0000,-82.0875,-80.8750,-80.0625,1109.0000
40.4653,60.0000,-93.8750,-93.1250,-92.0438,-91.5000,-90.5000,-89.2500,-87.3750,-82.3280,-81.9300,-81.3477,-81.0080,1147.0000
40.4653,90.0000,-100.8125,-100.0656,-98.3781,-95.8125,-94.1406,-89.6875,-86.7032,-84.7079,-83.7262,-83.3183,-82.9770,780.0000
40.4653,120.0000,-101.8125,-100.1100,-98.3750,-97.6188,-93.1250,-92.1250,-88.9375,-84.2340,-83.9530,-83.2795,-82.8980,1382.0000
40.4654,0.0000,-123.5860,-117.3284,-116.1480,-115.2730,-108.6875,-107.7500,-104.1875,-102.5625,-100.8750,-94.5594,-90.8750,7196.0000
40.4654,30.0000,-93.3980,-92.2121,-90.5000,-89.9450,-88.5470,-87.8125,-85.9375,-82.8750,-81.8312,-81.0000,-80.6250,1087.0000
40.4654,60.0000,-94.1875,-92.8025,-92.0000,-91.5625,-90.6875,-88.9530,-86.7500,-82.4140,-81.4364,-80.9153,-80.7190,1017.0000
40.4654,90.0000,-102.0625,-101.7000,-98.8750,-97.6250,-94.8750,-89.3125,-87.2188,-84.3830,-83.3440,-82.9517,-82.1480,971.0000
40.4654,120.0000,-101.8750,-99.8050,-97.8125,-96.9375,-92.8125,-89.5000,-88.0625,-84.5988,-83.9791,-83.5310,-83.2660,1207.0000
40.4655,0.0000,-120.2500,-118.0293,-112.2026,-107.8250,-101.0000,-100.0000,-98.9375,-95.6250,-94.7500,-81.8056,-81.3125,1090.0000
40.4655,30.0000,-93.3440,-91.8606,-90.1640,-89.5080,-88.4375,-87.5740,-83.7344,-82.8750,-82.5625,-81.6875,-80.6875,1396.0000
40.4655,60.0000,-93.6875,-93.1250,-91.8125,-91.2562,-90.1250,-88.7380,-85.0620,-82.6720,-81.9690,-81.0108,-80.6720,1320.0000
40.4655,90.0000,-98.6250,-98.0625,-97.7500,-97.3750,-95.1875,-91.8438,-86.2990,-83.8224,-83.1736,-82.4775,-82.0700,602.0000
40.4655,120.0000,-99.0000,-98.2500,-97.6875,-97.1750,-93.9375,-89.5625,-88.3750,-84.0796,-83.7516,-83.3736,-83.2190,883.0000
40.4656,0.0000,-120.0000,-119.2180,-118.0000,-116.9354,-112.3870,-109.3007,-106.7656,-101.8937,-100.1625,-98.0763,-97.0625,138.0000
40.4656,30.0000,-100.7810,-93.8016,-90.0772,-89.4905,-88.7130,-88.0550,-84.3750,-82.6875,-81.3125,-79.9694,-77.1875,1152.0000
40.4656,60.0000,-94.6250,-93.6250,-93.2500,-92.7500,-91.0000,-89.3125,-85.4450,-83.2730,-82.2158,-80.9435,-80.6800,913.0000
40.4656,90.0000,-100.1875,-99.1300,-98.0000,-97.2125,-95.0625,-91.5625,-86.7930,-84.4800,-82.9530,-82.5897,-82.4840,547.0000
40.4656,120.0000,-99.5000,-98.8588,-97.7313,-97.1875,-93.0000,-89.6250,-88.3205,-84.0860,-83.6194,-83.2152,-82.6720,827.0000
40.4657,0.0000,-119.0000,-118.5901,-116.0785,-115.1893,-113.0530,-107.0000,-101.7656,-98.8187,-97.8750,-97.0425,-96.3125,118.0000
40.4657,30.0000,-95.3200,-94.6784,-90.3092,-89.5186,-88.5625,-87.8200,-84.8125,-83.1875,-82.6875,-81.8175,-81.0625,1005.0000
40.4657,60.0000,-93.6875,-93.3125,-92.5625,-91.8750,-91.1250,-90.0940,-87.2500,-82.9028,-81.6936,-81.0230,-80.8590,877.0000
40.4657,90.0000,-100.1875,-99.6250,-98.4375,-97.6688,-95.0625,-92.2500,-87.0310,-84.6057,-83.2524,-82.6151,-82.0000,614.0000
40.4657,120.0000,-101.6250,-99.3575,-98.1250,-97.6250,-93.6250,-89.6250,-88.3520,-84.1330,-83.5780,-82.9502,-82.7730,789.0000
40.4658,0.0000,-122.7190,-122.6408,-119.0799,-115.4454,-111.1305,-106.2500,-100.9062,-96.9688,-95.8750,-95.5669,-95.3125,108.0000
40.4658,30.0000,-95.2730,-94.0700,-90.5160,-89.4530,-88.2500,-87.3050,-84.1250,-83.0000,-82.5000,-80.9375,-80.6250,1281.0000
40.4658,60.0000,-94.8750,-94.1250,-92.8750,-92.1875,-91.1875,-89.8750,-86.4415,-83.3328,-82.2929,-80.6021,-80.3670,827.0000
40.4658,90.0000,-99.6250,-98.8919,-97.8125,-97.0000,-94.3750,-90.2930,-86.8770,-83.6431,-83.0752,-82.1794,-81.5000,674.0000
40.4658,120.0000,-98.6875,-98.3475,-97.9250,-97.4375,-95.1875,-89.7500,-88.5000,-83.8392,-83.4752,-82.8941,-82.3440,645.0000
40.4659,0.0000,-137.3980,-127.1410,-119.0112,-116.2539,-113.7758,-106.1250,-101.5625,-99.0500,-96.6875,-96.0206,-95.8125,120.0000
40.4659,30.0000,-95.0620,-94.3269,-91.2030,-90.2330,-88.5000,-87.5700,-84.2500,-83.1875,-82.7500,-82.1875,-81.9375,1237.0000
40.4659,60.0000,-93.8750,-93.7500,-92.5000,-92.0000,-91.0625,-89.6562,-86.8750,-83.3312,-82.9758,-81.9048,-80.5940,998.0000
40.4659,90.0000,-99.3125,-98.5000,-97.5000,-96.6250,-93.8125,-88.6250,-86.9450,-84.5642,-83.3470,-82.7346,-82.5000,805.0000
40.4659,120.0000,-99.1250,-98.9537,-98.3750,-98.0000,-95.6875,-90.5625,-88.1250,-83.7922,-83.4461,-82.9349,-82.4300,675.0000
40.4660,0.0000,-121.0230,-121.0000,-116.6084,-115.6548,-112.8220,-106.4688,-99.7656,-90.1875,-89.5469,-89.1875,-89.1250,112.0000
40.4660,30.0000,-95.9530,-94.9935,-91.2597,-90.5115,-89.0621,-88.1330,-85.2969,-83.7500,-83.3125,-82.5000,-82.1250,1096.0000
40.4660,60.0000,-94.0000,-93.4600,-92.5500,-92.1250,-91.2500,-89.6250,-86.3125,-83.2298,-82.8312,-82.0595,-81.7270,865.0000
40.4660,90.0000,-99.3125,-99.0500,-97.1250,-95.8750,-93.9375,-90.7730,-87.2970,-85.1640,-83.5000,-83.0636,-82.9450,821.0000
40.4660,120.0000,-100.2500,-99.0625,-98.1906,-97.2500,-94.6250,-90.1953,-86.2518,-84.0613,-83.7258,-83.3923,-83.1250,720.0000
40.4661,0.0000,-138.2340,-127.5230,-118.7110,-116.1950,-114.1020,-107.1875,-103.3125,-101.4375,-99.5000,-98.5750,-98.0625,121.0000
40.4661,30.0000,-97.1880,-95.5427,-91.5451,-90.5700,-89.5625,-88.2500,-84.9375,-84.0625,-83.6250,-82.8125,-82.2500,1055.0000
40.4661,60.0000,-94.2500,-93.0625,-92.2500,-91.6875,-91.0625,-89.7500,-86.2130,-83.2787,-82.6278,-82.3200,-82.0550,830.0000
40.4661,90.0000,-98.5000,-98.2500,-97.4375,-96.9375,-94.8281,-91.2500,-87.6250,-84.9578,-83.6255,-82.8202,-82.6560,704.0000
40.4661,120.0000,-99.1250,-98.5031,-97.6250,-96.7500,-93.6719,-89.7615,-87.7656,-84.0390,-83.5628,-83.0695,-82.7500,566.0000
40.4662,0.0000,-137.0310,-122.0000,-120.5138,-118.1525,-113.0625,-107.3438,-103.2812,-100.9375,-99.8906,-98.5438,-97.7500,106.0000
40.4662,30.0000,-97.5940,-94.9456,-90.9798,-90.6154,-90.0550,-89.0470,-85.3750,-84.1875,-83.7500,-83.1250,-82.3125,893.0000
40.4662,60.0000,-95.0000,-93.2500,-92.0625,-91.4375,-90.6875,-89.3125,-86.2970,-82.9404,-82.3734,-81.4892,-81.3120,889.0000
40.4662,90.0000,-99.2500,-98.7738,-97.8125,-97.0625,-94.1875,-90.7970,-87.2070,-83.9122,-83.4770,-83.2500,-82.0000,663.0000
40.4662,120.0000,-99.0625,-98.1550,-97.4375,-96.9500,-96.0938,-91.5625,-87.2420,-84.0764,-83.5439,-82.8769,-82.6640,639.0000
40.4663,0.0000,-138.2110,-127.5535,-117.5484,-115.1796,-113.6405,-108.3750,-105.1250,-102.7875,-101.3500,-100.2400,-99.7500,99.0000
40.4663,30.0000,-94.3830,-93.7847,-91.7312,-91.3064,-90.2270,-87.6875,-85.1250,-84.3750,-84.0000,-83.3750,-82.8125,1289.0000
40.4663,60.0000,-92.7500,-92.4869,-91.8750,-91.5625,-90.7500,-89.1875,-86.4060,-83.6098,-82.9068,-82.3120,-81.9450,822.0000
40.4663,90.0000,-99.1250,-98.3125,-97.6250,-97.0625,-93.7500,-89.1875,-86.7500,-83.6078,-83.3050,-82.9581,-82.0000,737.0000
40.4663,120.0000,-101.8750,-98.5775,-97.5000,-97.1875,-93.8125,-90.1020,-85.7890,-84.3050,-83.9522,-83.6164,-83.3520,599.0000
40.4664,0.0000,-120.0000,-120.0000,-119.3398,-118.1348,-113.6388,-110.8750,-105.7188,-103.3000,-101.1188,-99.7425,-99.0000,100.0000
40.4664,30.0000,-93.8910,-93.1950,-91.5148,-91.0676,-89.9710,-88.4920,-85.1875,-84.1875,-83.8125,-83.3519,-82.2500,1064.0000
40.4664,60.0000,-93.3125,-92.9375,-92.5000,-92.1250,-90.9531,-89.1875,-87.1720,-84.4196,-83.7556,-82.8889,-82.4140,688.0000
40.4664,90.0000,-99.7500,-99.5031,-97.5625,-96.8187,-94.8906,-91.1407,-86.8241,-84.1944,-83.3670,-82.5074,-81.8590,620.0000
40.4664,120.0000,-99.2500,-98.2913,-97.1969,-96.7500,-94.1250,-90.0900,-88.2656,-84.3280,-83.8268,-83.0874,-82.7890,718.0000
40.4665,0.0000,-123.5780,-123.3724,-120.0188,-115.8628,-112.0000,-110.1875,-106.2500,-104.1750,-103.4000,-99.8175,-99.1250,109.0000
40.4665,30.0000,-94.5000,-93.9178,-92.5132,-91.5599,-89.9610,-87.8125,-85.5000,-84.4375,-84.0000,-82.7500,-81.5000,1354.0000
40.4665,60.0000,-94.3750,-93.0625,-92.3125,-91.7500,-90.6663,-88.5743,-86.5430,-84.4020,-83.6917,-82.8163,-82.4140,766.0000
40.4665,90.0000,-100.2500,-99.2913,-97.9375,-97.0625,-94.7500,-91.7695,-86.6820,-85.0550,-84.1869,-82.5624,-81.8440,818.0000
40.4665,120.0000,-98.1875,-97.7512,-97.2844,-96.5625,-93.6719,-89.5000,-88.2500,-84.5113,-83.7962,-83.4259,-83.2890,650.0000
40.4666,0.0000,-137.4380,-124.6509,-116.8486,-114.2748,-113.3438,-110.6875,-107.4062,-104.0750,-101.9188,-101.1200,-100.8125,83.0000
40.4666,30.0000,-93.8360,-93.2974,-91.1620,-90.5160,-89.5644,-88.2190,-85.8125,-84.4375,-83.9375,-83.1250,-82.1250,1196.0000
40.4666,60.0000,-93.5625,-92.9375,-92.3125,-91.8125,-90.8594,-88.4530,-86.6875,-84.0868,-83.2344,-82.6317,-82.2270,682.0000
40.4666,90.0000,-100.0625,-99.8125,-98.3750,-97.6250,-95.3125,-91.9375,-87.0235,-85.2500,-84.5804,-84.0592,-83.5080,643.0000
40.4666,120.0000,-98.8750,-98.5000,-97.5281,-96.9375,-95.0625,-91.4688,-87.7969,-84.7420,-84.5126,-84.0595,-83.7890,692.0000
40.4667,0.0000,-135.8440,-119.4380,-117.0890,-114.4750,-112.8125,-109.9375,-106.5000,-104.5250,-103.9750,-101.8750,-101.2500,113.0000
40.4667,30.0000,-95.9610,-94.5479,-91.9736,-90.4018,-89.5160,-88.3910,-85.8125,-85.0000,-84.5000,-83.5575,-82.5000,897.0000
40.4667,60.0000,-94.5000,-93.7319,-92.4375,-92.0000,-91.0625,-89.1250,-86.3635,-84.1170,-83.6772,-82.5776,-82.2270,630.0000
40.4667,90.0000,-100.6250,-99.8969,-99.4375,-98.8438,-97.1875,-94.1250,-86.7520,-85.1955,-84.4237,-83.9582,-82.7110,566.0000
40.4667,120.0000,-98.5000,-98.2500,-96.6875,-95.8125,-93.8125,-89.8120,-88.3750,-84.7110,-84.2874,-83.8091,-83.2420,759.0000
40.4668,0.0000,-137.1020,-119.5000,-115.9154,-114.9766,-113.7810,-110.4375,-107.3438,-104.7500,-102.4313,-101.7675,-101.3750,139.0000
40.4668,30.0000,-96.6330,-92.1338,-91.6950,-90.2970,-89.4020,-88.2890,-85.8750,-84.3125,-83.6250,-82.6437,-81.5625,1031.0000
40.4668,60.0000,-95.9375,-93.9881,-92.3781,-91.8750,-91.2500,-88.9765,-86.5430,-83.3806,-83.0620,-82.3547,-82.0860,540.0000
40.4668,90.0000,-101.3750,-100.5387,-99.1594,-98.1875,-96.9375,-94.0000,-86.9160,-84.6943,-84.4160,-83.8044,-83.4220,570.0000
40.4668,120.0000,-100.5625,-98.9725,-97.8125,-96.8750,-94.1875,-90.2660,-88.0000,-84.4466,-84.1998,-83.7225,-83.0940,773.0000
40.4669,0.0000,-137.0310,-123.5078,-116.7248,-115.3750,-114.3125,-111.5938,-109.7344,-105.1875,-104.7812,-103.8125,-103.8125,76.0000
40.4669,30.0000,-93.1410,-92.5626,-91.8750,-90.6250,-89.5606,-87.6480,-86.2500,-84.8750,-84.0000,-82.4956,-81.9375,994.0000
40.4669,60.0000,-94.3125,-93.7200,-92.6250,-91.6875,-90.6875,-89.2420,-87.9257,-83.9140,-83.4036,-82.8962,-82.2340,875.0000
40.4669,90.0000,-100.5625,-99.9375,-99.1250,-98.0375,-94.4375,-89.5000,-86.6800,-84.5892,-84.3846,-83.6950,-83.0080,725.0000
40.4669,120.0000,-101.9375,-99.0900,-97.2500,-96.6875,-95.4375,-89.8125,-88.5000,-84.2628,-83.9172,-83.3011,-82.6410,629.0000
40.4670,0.0000,-136.7500,-134.2642,-116.3757,-115.7133,-114.1759,-110.9062,-107.0469,-103.0687,-102.2625,-100.0062,-99.8125,112.0000
40.4670,30.0000,-92.8750,-92.2666,-91.6908,-90.8185,-89.2810,-87.9380,-86.1250,-84.5000,-83.7250,-82.8750,-82.3125,1093.0000
40.4670,60.0000,-93.2500,-92.5625,-92.0625,-91.8125,-90.7812,-89.0000,-86.9060,-83.7762,-83.5230,-82.5246,-82.1640,575.0000
40.4670,90.0000,-99.5625,-98.0675,-96.7500,-95.5125,-93.8125,-91.7500,-86.2110,-84.9690,-84.5342,-84.1952,-83.5080,749.0000
40.4670,120.0000,-99.0000,-98.4350,-97.2125,-96.6875,-95.8750,-90.6875,-88.0940,-84.5652,-84.2248,-83.9022,-83.7580,653.0000
40.4671,0.0000,-117.1640,-116.6496,-115.7750,-114.1266,-112.9375,-109.9770,-105.8750,-102.0000,-100.8000,-100.1400,-99.0000,109.0000
40.4671,30.0000,-92.9300,-92.5916,-91.2148,-90.5625,-89.2790,-87.8830,-85.6250,-84.5312,-83.8125,-82.6875,-82.0000,1116.0000
40.4671,60.0000,-95.1875,-92.5625,-92.2500,-92.0000,-91.0625,-89.3750,-87.2110,-83.9594,-83.6720,-83.1226,-82.8830,529.0000
40.4671,90.0000,-99.5625,-99.0000,-97.3906,-96.4375,-92.8750,-90.3005,-86.2632,-85.2230,-84.7500,-84.0092,-83.5080,816.0000
40.4671,120.0000,-97.8750,-97.7500,-97.1688,-96.6250,-95.8750,-89.9375,-88.5505,-84.7702,-84.5908,-84.2409,-84.0620,587.0000
40.4672,0.0000,-136.5390,-135.2269,-115.5626,-115.2972,-111.4960,-108.8050,-104.2812,-101.6875,-101.1000,-100.0662,-100.0625,107.0000
40.4672,30.0000,-93.2500,-92.1875,-91.3125,-90.8750,-89.5820,-88.3830,-86.7500,-85.1250,-84.5312,-82.3563,-81.6250,1571.0000
40.4672,60.0000,-94.4375,-93.1450,-92.3750,-91.9375,-91.0000,-89.3750,-86.3980,-83.7810,-83.6282,-83.4300,-82.9380,569.0000
40.4672,90.0000,-99.9375,-99.5337,-98.4188,-97.0625,-94.1875,-90.1250,-86.7615,-85.1372,-84.5515,-82.5817,-82.1090,747.0000
40.4672,120.0000,-100.1250,-98.3650,-97.2625,-96.4625,-95.2500,-90.9375,-88.6020,-84.9936,-84.7262,-83.9362,-83.6560,617.0000
40.4673,0.0000,-119.8050,-119.6402,-117.1254,-114.4439,-111.7502,-107.8125,-106.3948,-101.3500,-100.8875,-100.5050,-99.5000,103.0000
40.4673,30.0000,-92.4375,-91.9244,-91.0625,-90.6250,-89.8320,-88.2500,-86.7440,-84.9856,-84.0000,-82.4769,-81.1875,1322.0000
40.4673,60.0000,-93.5625,-93.1875,-92.6250,-92.0687,-90.6250,-88.5625,-86.2560,-84.1162,-83.7886,-83.0080,-82.9060,540.0000
40.4673,90.0000,-99.5625,-99.3750,-98.8750,-97.6875,-94.3125,-91.9688,-86.8555,-85.0223,-84.4333,-83.1900,-82.7110,780.0000
40.4673,120.0000,-99.6250,-98.8125,-97.6594,-95.5000,-94.4375,-90.5625,-88.9375,-84.9132,-84.3081,-83.8120,-83.4920,570.0000
40.4674,0.0000,-120.0000,-119.8186,-116.1414,-115.2030,-110.9453,-107.7970,-103.6562,-100.8875,-100.0563,-99.5625,-98.1250,107.0000
40.4674,30.0000,-93.0625,-92.1250,-90.7500,-90.4252,-89.1405,-88.0000,-85.9375,-84.4125,-83.7688,-82.9537,-82.4375,927.0000
40.4674,60.0000,-93.3750,-93.1331,-92.7500,-92.3937,-91.3125,-88.9180,-86.8942,-84.4172,-84.0185,-83.7055,-82.9450,588.0000
40.4674,90.0000,-100.9375,-100.5000,-99.6250,-98.8750,-96.7500,-91.4375,-87.4770,-85.7030,-84.7110,-82.6020,-82.3980,601.0000
40.4674,120.0000,-117.8125,-115.5575,-97.6875,-96.8750,-94.3438,-89.6250,-88.6250,-85.0988,-84.3662,-83.8045,-83.4060,619.0000
40.4675,0.0000,-115.8750,-115.8219,-115.5075,-114.7500,-112.9375,-107.8125,-103.7969,-101.5625,-100.3438,-99.5438,-99.4375,86.0000
40.4675,30.0000,-92.5000,-91.7500,-91.1808,-90.5016,-89.0820,-87.8440,-85.4375,-84.2500,-83.6875,-82.9375,-82.4375,999.0000
40.4675,60.0000,-93.6250,-93.2687,-92.5625,-92.0000,-91.0000,-87.9920,-85.9998,-84.7695,-84.4530,-83.9162,-83.2890,486.0000
40.4675,90.0000,-101.1250,-100.3750,-99.5000,-99.0000,-97.4375,-91.2810,-88.6875,-85.5828,-84.5195,-82.8365,-82.7030,604.0000
40.4675,120.0000,-100.8750,-99.4900,-98.3125,-97.3750,-95.5625,-89.7500,-88.1915,-84.6004,-84.2492,-83.5986,-83.1560,559.0000
40.4676,0.0000,-117.8440,-117.3629,-116.8055,-116.5152,-113.8750,-108.4963,-101.2344,-98.8812,-98.0187,-97.5269,-97.3750,82.0000
40.4676,30.0000,-92.1250,-91.5625,-91.0625,-90.5344,-89.3750,-88.1950,-86.0000,-84.2500,-83.6875,-82.9375,-82.3750,1093.0000
40.4676,60.0000,-94.5625,-93.0625,-92.5625,-92.0625,-90.8750,-89.2500,-86.7340,-84.6906,-84.2468,-83.6861,-83.4610,597.0000
40.4676,90.0000,-100.5625,-100.0000,-99.2500,-98.7625,-96.9375,-93.3750,-88.5625,-85.4206,-84.8622,-82.9220,-81.3280,729.0000
40.4676,120.0000,-99.4375,-99.3125,-97.1875,-96.4375,-93.4375,-90.2500,-88.3125,-84.5264,-84.2596,-83.9493,-83.7500,385.0000
40.4677,0.0000,-113.0625,-112.9975,-112.5000,-112.1250,-110.4375,-106.7730,-102.5625,-100.2750,-99.7500,-98.1625,-98.0000,53.0000
40.4677,30.0000,-93.8125,-92.4262,-91.3750,-90.8750,-89.4100,-88.2340,-86.5155,-84.2500,-83.5625,-82.5625,-81.6250,1007.0000
