value,value_log,value_divide_100,value_divide_1000,cdf
0.118,-0.9281178803751114,0.00118,0.000118,0.01
0.293,-0.5331324050901195,0.00293,0.000293,0.02
0.346,-0.46092425553091126,0.00346,0.000346,0.03
0.448,-0.3487222615026062,0.00448,0.000448,0.04
0.486,-0.31336367619608135,0.00486,0.000486,0.05
0.523,-0.28149830954888067,0.00523,0.000523,0.06
0.596,-0.2247539459577082,0.00596,0.000596,0.07
0.707,-0.15058057565832156,0.00707,0.000707,0.08
1.749,0.242789886677761,0.01749,0.001749,0.09
2.604,0.4156409554019042,0.02604,0.002604,0.1
4.992,0.6982745648929332,0.04992,0.004992,0.11
8.979,0.9532279529244932,0.08979,0.008979,0.12
9.835,0.9927743554117506,0.09835,0.009835,0.13
10.018,1.000781032810789,0.10018,0.010018,0.14
10.108,1.0046652349688279,0.10108,0.010108,0.15
10.171,1.0073636544751632,0.10171,0.010171,0.16
10.212,1.0091108117291787,0.10212,0.010212,0.17
10.257,1.0110203441291565,0.10257,0.010257,0.18
10.323,1.0138059254147547,0.10323,0.010323,0.19
10.341,1.01456254149196,0.10341,0.010341,0.2
10.377,1.0160718206454817,0.10377,0.010377,0.21
10.403,1.0171585933917402,0.10403,0.010403,0.22
10.42,1.0178677122063238,0.1042,0.01042,0.23
10.463,1.0196562277736048,0.10463,0.010463,0.24
10.5,1.021189299069938,0.105,0.0105,0.25
10.514,1.0217679701612696,0.10514,0.010514,0.26
10.535,1.0226345434824005,0.10535,0.010535,0.27
10.565,1.0238695037404884,0.10565,0.010565,0.28
10.588,1.024813925275231,0.10588,0.010588,0.29
10.608,1.025633512700533,0.10608,0.010608,0.3
10.618,1.0260427222533597,0.10618,0.010618,0.31
10.633,1.0266558096702385,0.10633,0.010633,0.32
10.657,1.0276349684203077,0.10657,0.010657,0.33
10.669,1.0281237114797168,0.10669,0.010669,0.34
10.689,1.028937072653426,0.10689,0.010689,0.35
10.71,1.0297894627107675,0.1071,0.01071,0.36
10.726,1.0304377954844972,0.10726,0.010726,0.37
10.743,1.031125567326999,0.10743,0.010743,0.38
10.759,1.0317719196786506,0.10759,0.010759,0.39
10.779,1.0325784736918295,0.10779,0.010779,0.4
10.791,1.0330616976813036,0.10791,0.010791,0.41
10.81,1.0338257012329906,0.1081,0.01081,0.42
10.824,1.0343877788447622,0.10824,0.010824,0.43
10.833,1.0347487313707986,0.10833,0.010833,0.44
10.857,1.0357098327922933,0.10857,0.010857,0.45
10.873,1.0363493747757844,0.10873,0.010873,0.46
10.893,1.0371474991459386,0.10893,0.010893,0.47
10.913,1.03794417843002,0.10913,0.010913,0.48
10.919,1.0381828624250868,0.10919,0.010919,0.49
10.94,1.0390173337336461,0.1094,0.01094,0.5
10.956,1.0396520365863384,0.10956,0.010956,0.51
10.974,1.040364954954264,0.10974,0.010974,0.52
10.987,1.0408791334876415,0.10987,0.010987,0.53
10.997,1.0412742242256532,0.10997,0.010997,0.54
11.026,1.0424179984356576,0.11026,0.011026,0.55
11.037,1.0428510402241717,0.11037,0.011037,0.56
11.051,1.0434015929278597,0.11051,0.011051,0.57
11.06,1.043755124721796,0.1106,0.01106,0.58
11.072,1.0442260688082246,0.11072,0.011072,0.59
11.085,1.044735698945051,0.11085,0.011085,0.6
11.095,1.0451273076879248,0.11095,0.011095,0.61
11.113,1.0458313017506773,0.11113,0.011113,0.62
11.127,1.046378091696084,0.11127,0.011127,0.63
11.147,1.0471579947375147,0.11147,0.011147,0.64
11.163,1.047780919621048,0.11163,0.011163,0.65
11.181,1.0484806472512453,0.11181,0.011181,0.66
11.197,1.0491016884917388,0.11197,0.011197,0.67
11.215,1.049799274595242,0.11215,0.011215,0.68
11.227,1.0502637133492585,0.11227,0.011227,0.69
11.258,1.0514612495482836,0.11258,0.011258,0.7
11.271,1.0519624462553345,0.11271,0.011271,0.71
11.292,1.0527708624325778,0.11292,0.011292,0.72
11.308,1.0533858031871446,0.11308,0.011308,0.73
11.323,1.053961514703306,0.11323,0.011323,0.74
11.345,1.0548045013161742,0.11345,0.011345,0.75
11.357,1.0552636209703101,0.11357,0.011357,0.76
11.375,1.05595140532915,0.11375,0.011375,0.77
11.399,1.0568667509695695,0.11399,0.011399,0.78
11.417,1.0575520031586036,0.11417,0.011417,0.79
11.438,1.0583500908346553,0.11438,0.011438,0.8
11.467,1.0594498037671856,0.11467,0.011467,0.81
11.491,1.0603578312806137,0.11491,0.011491,0.82
11.513,1.0611885050937662,0.11513,0.011513,0.83
11.54,1.0622057894388832,0.1154,0.01154,0.84
11.576,1.0635585261254343,0.11576,0.011576,0.85
11.612,1.0649070267316214,0.11612,0.011612,0.86
11.634,1.065729061811978,0.11634,0.011634,0.87
11.683,1.0675543710922257,0.11683,0.011683,0.88
11.723,1.069038766823239,0.11723,0.011723,0.89
11.761,1.0704442557483724,0.11761,0.011761,0.9
11.815,1.072433719307927,0.11815,0.011815,0.91
11.86,1.0740846851868184,0.1186,0.01186,0.92
11.909,1.0758753010330406,0.11909,0.011909,0.93
11.953,1.077476930661751,0.11953,0.011953,0.94
12.061,1.0813833127920367,0.12061,0.012061,0.95
12.237,1.087674959630603,0.12237,0.012237,0.96
13.455,1.1288837073327598,0.13455,0.013455,0.97
17.231,1.2363104750771166,0.17231,0.017231,0.98
19.93,1.2995073001551931,0.1993,0.01993,0.99
21.599,1.3344336439992643,0.21599,0.021599,1.0
