value,value_log,value_divide_100,value_divide_1000,cdf
1.023,0.009875533305968394,0.01023,0.001023,0.01
1.052,0.022015660289719047,0.01052,0.001052,0.02
1.523,0.18269983589314678,0.01523,0.001523,0.03
1.836,0.26387272514057797,0.01836,0.001836,0.04
1.91,0.2810333867638498,0.0191,0.00191,0.05
2.191,0.3406423745361467,0.02191,0.002191,0.06
2.367,0.37419827682682344,0.02367,0.002367,0.07
2.395,0.379305514291914,0.02395,0.002395,0.08
2.606,0.41597440247640177,0.02606,0.002606,0.09
2.638,0.42127479309438964,0.02638,0.002638,0.1
2.778,0.4437322595907289,0.02778,0.002778,0.11
2.918,0.46508524951800956,0.02918,0.002918,0.12
2.963,0.4717316252009437,0.02963,0.002963,0.13
3.079,0.48840968836513315,0.03079,0.003079,0.14
3.182,0.5027001646372784,0.03182,0.003182,0.15
3.192,0.5040628707413027,0.03192,0.003192,0.16
3.49,0.5428254281459292,0.0349,0.00349,0.17
3.546,0.549738760932291,0.03546,0.003546,0.18
4.148,0.6178387479167022,0.04148,0.004148,0.19
4.327,0.6361869093651148,0.04327,0.004327,0.2
4.701,0.6721902488975564,0.04701,0.004701,0.21
4.784,0.6797911637080422,0.04784,0.004784,0.22
4.831,0.6840370455454095,0.04831,0.004831,0.23
4.885,0.6888645672069403,0.04885,0.004885,0.24
5.189,0.7150836615956775,0.05189,0.005189,0.25
5.486,0.7392558081003063,0.05486,0.005486,0.26
6.357,0.8032522191184714,0.06357,0.006357,0.27
6.415,0.8071966742693031,0.06415,0.006415,0.28
6.514,0.8138477342639928,0.06514,0.006514,0.29
6.574,0.8178297076838641,0.06574,0.006574,0.3
6.747,0.829110693458135,0.06747,0.006747,0.31
7.628,0.8824106991426797,0.07628,0.007628,0.32
9.349,0.9707651697929252,0.09349,0.009349,0.33
9.652,0.9846173002776722,0.09652,0.009652,0.34
10.7,1.0293837892976063,0.107,0.0107,0.35
12.182,1.0857185838777432,0.12182,0.012182,0.36
13.359,1.125773948796767,0.13359,0.013359,0.37
13.481,1.1297221146561214,0.13481,0.013481,0.38
14.636,1.1654224054555087,0.14636,0.014636,0.39
15.19,1.181557775498766,0.1519,0.01519,0.4
15.785,1.1982445885897055,0.15785,0.015785,0.41
16.192,1.2093004992011902,0.16192,0.016192,0.42
18.606,1.2696530209394719,0.18606,0.018606,0.43
18.943,1.2774487610573575,0.18943,0.018943,0.44
21.567,1.3337897413654503,0.21567,0.021567,0.45
21.87,1.3398487854995857,0.2187,0.02187,0.46
22.599,1.3540892171306054,0.22599,0.022599,0.47
24.435,1.388012346584708,0.24435,0.024435,0.48
24.958,1.3972097835650004,0.24958,0.024958,0.49
25.745,1.4106928942327404,0.25745,0.025745,0.5
27.586,1.440688727578162,0.27586,0.027586,0.51
28.617,1.4566241014518895,0.28617,0.028617,0.52
32.216,1.5080716112511938,0.32216,0.032216,0.53
32.297,1.5091621825856452,0.32297,0.032297,0.54
34.188,1.533873694826745,0.34188,0.034188,0.55
34.688,1.5401792600685533,0.34688,0.034688,0.56
35.584,1.551254766916112,0.35584,0.035584,0.57
35.639,1.5519255088585862,0.35639,0.035639,0.58
36.794,1.5657770029593872,0.36794,0.036794,0.59
37.218,1.5707530335739726,0.37218,0.037218,0.6
37.649,1.575753444523457,0.37649,0.037649,0.61
39.327,1.5946908171092686,0.39327,0.039327,0.62
40.56,1.608097945712594,0.4056,0.04056,0.63
40.913,1.611861327018808,0.40913,0.040913,0.64
42.536,1.6287566474424409,0.42536,0.042536,0.65
42.652,1.629939402457864,0.42652,0.042652,0.66
43.626,1.639745396679426,0.43626,0.043626,0.67
46.232,1.6649426825154452,0.46232,0.046232,0.68
47.709,1.6786003125024591,0.47709,0.047709,0.69
55.29,1.742646591511839,0.5529,0.05529,0.7
56.185,1.7496203847576346,0.56185,0.056185,0.71
57.45,1.75929003338477,0.5745,0.05745,0.72
58.889,1.7700341791341199,0.58889,0.058889,0.73
60.548,1.7820998029528643,0.60548,0.060548,0.74
62.53,1.7960884301378668,0.6253,0.06253,0.75
66.625,1.8236372220346286,0.66625,0.066625,0.76
69.688,1.8431580005054513,0.69688,0.069688,0.77
70.112,1.8457923572865584,0.70112,0.070112,0.78
72.1,1.857935265581098,0.721,0.0721,0.79
72.968,1.8631324423328086,0.72968,0.072968,0.8
77.616,1.8899512569297983,0.77616,0.077616,0.81
79.538,1.9005746656411384,0.79538,0.079538,0.82
85.379,1.9313510635694626,0.85379,0.085379,0.83
86.533,1.937181760430015,0.86533,0.086533,0.84
90.18,1.955110230143854,0.9018,0.09018,0.85
90.299,1.9556829397967506,0.90299,0.090299,0.86
92.644,1.9668172970318742,0.92644,0.092644,0.87
92.808,1.9675854130795627,0.92808,0.092808,0.88
96.945,1.986525414679295,0.96945,0.096945,0.89
102.963,2.0126811872238553,1.02963,0.102963,0.9
114.31,2.0580842254393454,1.1431,0.11431,0.91
115.278,2.061746432678297,1.15278,0.115278,0.92
122.99,2.0898698015432275,1.2299,0.12299,0.93
135.497,2.1319296788965705,1.35497,0.135497,0.94
144.402,2.1595732089188995,1.44402,0.144402,0.95
147.585,2.1690422190367937,1.47585,0.147585,0.96
165.02,2.2175365827289397,1.6502,0.16502,0.97
169.937,2.230287947215817,1.69937,0.169937,0.98
180.261,2.2559017752188377,1.80261,0.180261,0.99
196.106,2.2924908807677054,1.96106,0.196106,1.0
