value,value_log,value_divide_100,value_divide_1000,cdf
2.191,0.3406423745361467,0.02191,0.002191,0.0625
2.604,0.41564095540190404,0.02604,0.002604,0.125
2.606,0.41597440247640177,0.02606,0.002606,0.1875
2.96,0.4712917516369411,0.0296,0.00296,0.25
2.963,0.4717316252009437,0.02963,0.002963,0.3125
3.114,0.4933186529215551,0.03114,0.003114,0.375
4.701,0.6721902488975564,0.04701,0.004701,0.4375
5.189,0.7150836615956775,0.05189,0.005189,0.5
6.47,0.8109042985928326,0.0647,0.00647,0.5625
10.245,1.0105119578859636,0.10245,0.010245,0.625
18.606,1.2696530209394719,0.18606,0.018606,0.6875
27.586,1.440688727578162,0.27586,0.027586,0.75
46.232,1.6649426825154452,0.46232,0.046232,0.8125
70.112,1.8457923572865584,0.70112,0.070112,0.875
114.31,2.0580842254393454,1.1431,0.11431,0.9375
147.585,2.1690422190367937,1.47585,0.147585,1.0
