value,value_log,value_divide_100,value_divide_1000,cdf
0.788,-0.10347372364286589,0.00788,0.000788,0.014492753623188406
1.006,0.002597895908616426,0.01006,0.001006,0.028985507246376812
1.078,0.03261869246181119,0.01078,0.001078,0.043478260869565216
1.191,0.07591175591870702,0.01191,0.001191,0.057971014492753624
1.948,0.2895889954909774,0.01948,0.001948,0.07246376811594203
2.019,0.305136330431419,0.02019,0.002019,0.08695652173913043
2.086,0.3193142473051819,0.02086,0.002086,0.10144927536231885
2.141,0.33061662550933285,0.02141,0.002141,0.11594202898550725
2.219,0.34615732201686694,0.02219,0.002219,0.13043478260869565
2.401,0.38039212107174386,0.02401,0.002401,0.14492753623188406
2.402,0.38057303720791325,0.02402,0.002402,0.15942028985507245
2.46,0.39093511383793994,0.0246,0.00246,0.17391304347826086
2.481,0.3946267966583609,0.02481,0.002481,0.18840579710144928
2.561,0.40840955647394767,0.02561,0.002561,0.2028985507246377
3.134,0.4960989678159495,0.03134,0.003134,0.21739130434782608
3.997,0.6017341459804298,0.03997,0.003997,0.2318840579710145
4.666,0.6689447463521863,0.04666,0.004666,0.2463768115942029
4.754,0.6770591726876017,0.04754,0.004754,0.2608695652173913
4.949,0.6945174434337544,0.04949,0.004949,0.2753623188405797
5.459,0.7371130841393526,0.05459,0.005459,0.2898550724637681
7.361,0.8669368213326761,0.07361,0.007361,0.30434782608695654
9.018,0.9551102370330008,0.09018,0.009018,0.3188405797101449
10.334,1.0142684518390683,0.10334,0.010334,0.3333333333333333
11.554,1.0627323594773126,0.11554,0.011554,0.34782608695652173
12.404,1.0935617507536313,0.12404,0.012404,0.36231884057971014
12.656,1.1022964626846852,0.12656,0.012656,0.37681159420289856
13.62,1.1341771115299832,0.1362,0.01362,0.391304347826087
13.953,1.1446675963683992,0.13953,0.013953,0.4057971014492754
14.325,1.1560946320850662,0.14325,0.014325,0.42028985507246375
18.259,1.2614769901184761,0.18259,0.018259,0.43478260869565216
18.477,1.2666314587650853,0.18477,0.018477,0.4492753623188406
20.155,1.3043828018725845,0.20155,0.020155,0.463768115942029
20.431,1.310289623674468,0.20431,0.020431,0.4782608695652174
22.039,1.3431918902761606,0.22039,0.022039,0.4927536231884058
22.344,1.3491609246577985,0.22344,0.022344,0.5072463768115942
28.917,1.4611532358215715,0.28917,0.028917,0.5217391304347826
30.677,1.4868128869826867,0.30677,0.030677,0.5362318840579711
31.579,1.4993983732018858,0.31579,0.031579,0.5507246376811594
40.678,1.6093595942417402,0.40678,0.040678,0.5652173913043478
46.863,1.6708300885467742,0.46863,0.046863,0.5797101449275363
47.595,1.6775613292416358,0.47595,0.047595,0.5942028985507246
49.202,1.691982755797154,0.49202,0.049202,0.6086956521739131
51.999,1.7159949923428777,0.51999,0.051999,0.6231884057971014
56.781,1.754203037895682,0.56781,0.056781,0.6376811594202898
59.838,1.7769770698530698,0.59838,0.059838,0.6521739130434783
60.158,1.7792933893070628,0.60158,0.060158,0.6666666666666666
67.04,1.8263340053750987,0.6704,0.06704,0.6811594202898551
69.279,1.8406016105542682,0.69279,0.069279,0.6956521739130435
76.038,1.8810306858630803,0.76038,0.076038,0.7101449275362319
76.093,1.8813447049582117,0.76093,0.076093,0.7246376811594203
77.797,1.8909628497096376,0.77797,0.077797,0.7391304347826086
80.048,1.9033504873606133,0.80048,0.080048,0.7536231884057971
86.217,1.9355929071423248,0.86217,0.086217,0.7681159420289855
86.424,1.936634363207493,0.86424,0.086424,0.782608695652174
93.255,1.9696721258464651,0.93255,0.093255,0.7971014492753623
93.873,1.972540697972166,0.93873,0.093873,0.8115942028985508
95.853,1.9816057096058608,0.95853,0.095853,0.8260869565217391
107.183,2.030125909890426,1.07183,0.107183,0.8405797101449275
114.252,2.0578638106535534,1.14252,0.114252,0.855072463768116
117.864,2.071381176145415,1.17864,0.117864,0.8695652173913043
124.158,2.093974707274144,1.24158,0.124158,0.8840579710144928
134.532,2.128825598826272,1.34532,0.134532,0.8985507246376812
146.326,2.1653215007153443,1.46326,0.146326,0.9130434782608695
147.189,2.1678753543966787,1.47189,0.147189,0.927536231884058
175.441,2.2441310940833823,1.75441,0.175441,0.9420289855072463
207.206,2.3164023266743263,2.07206,0.207206,0.9565217391304348
222.444,2.347220695993037,2.22444,0.222444,0.9710144927536232
236.593,2.3740018910336262,2.36593,0.236593,0.9855072463768116
247.199,2.3930467093507657,2.47199,0.247199,1.0
