value,value_log,value_divide_100,value_divide_1000,cdf
0.052,-1.28399627404953,0.00052,5.2e-05,0.015151515151515152
0.053,-1.2757223955543844,0.00053,5.3e-05,0.030303030303030304
0.298,-0.5257839416216895,0.00298,0.000298,0.045454545454545456
0.306,-0.5142785816395081,0.00306,0.000306,0.06060606060606061
0.309,-0.5100414991291857,0.00309,0.000309,0.07575757575757576
0.321,-0.49349483340744993,0.00321,0.000321,0.09090909090909091
0.333,-0.47755552768985793,0.00333,0.000333,0.10606060606060606
0.516,-0.2873502710821562,0.00516,0.000516,0.12121212121212122
0.524,-0.28066877150670955,0.00524,0.000524,0.13636363636363635
0.63,-0.20065937165585535,0.0063,0.00063,0.15151515151515152
0.691,-0.1605219622159723,0.00691,0.000691,0.16666666666666666
0.691,-0.1605218123695791,0.00691,0.000691,0.18181818181818182
0.701,-0.1542819973950575,0.00701,0.000701,0.19696969696969696
0.702,-0.15366294804954406,0.00702,0.000702,0.21212121212121213
0.727,-0.13846559028037206,0.00727,0.000727,0.22727272727272727
0.82,-0.08618618297272929,0.0082,0.00082,0.24242424242424243
0.853,-0.06905088531761416,0.00853,0.000853,0.25757575757575757
0.868,-0.061480378844554553,0.00868,0.000868,0.2727272727272727
0.87,-0.06048068549309381,0.0087,0.00087,0.2878787878787879
0.875,-0.057991946977686754,0.00875,0.000875,0.30303030303030304
0.889,-0.05109803590214538,0.00889,0.000889,0.3181818181818182
0.906,-0.04287185078080809,0.00906,0.000906,0.3333333333333333
0.922,-0.03526911128979432,0.00922,0.000922,0.3484848484848485
0.925,-0.033858177709518704,0.00925,0.000925,0.36363636363636365
0.983,-0.0074465698062278225,0.00983,0.000983,0.3787878787878788
0.996,-0.0017406391210039792,0.00996,0.000996,0.3939393939393939
1.002,0.0008677620394069879,0.01002,0.001002,0.4090909090909091
1.034,0.014520505111170536,0.01034,0.001034,0.42424242424242425
1.035,0.014940285765802462,0.01035,0.001035,0.4393939393939394
1.047,0.019946653196859062,0.01047,0.001047,0.45454545454545453
1.048,0.02036122415727167,0.01048,0.001048,0.4696969696969697
1.102,0.04218168772403419,0.01102,0.001102,0.48484848484848486
1.117,0.04805321316122338,0.01117,0.001117,0.5
1.132,0.05384632367424649,0.01132,0.001132,0.5151515151515151
1.156,0.06295788567730218,0.01156,0.001156,0.5303030303030303
1.158,0.06370855653010145,0.01158,0.001158,0.5454545454545454
1.162,0.06520610595544685,0.01162,0.001162,0.5606060606060606
1.182,0.07261753541281535,0.01182,0.001182,0.5757575757575758
1.186,0.07408464153425548,0.01186,0.001186,0.5909090909090909
1.197,0.07809424659753376,0.01197,0.001197,0.6060606060606061
1.202,0.07990443252037953,0.01202,0.001202,0.6212121212121212
1.223,0.08742638998252097,0.01223,0.001223,0.6363636363636364
1.223,0.08742638998252097,0.01223,0.001223,0.6515151515151515
1.223,0.08742647464636331,0.01223,0.001223,0.6666666666666666
1.236,0.09201849219877672,0.01236,0.001236,0.6818181818181818
1.278,0.10653097438048939,0.01278,0.001278,0.696969696969697
1.305,0.1156105338906091,0.01305,0.001305,0.7121212121212122
1.327,0.12287096905732905,0.01327,0.001327,0.7272727272727273
1.356,0.13225967242645165,0.01356,0.001356,0.7424242424242424
1.713,0.23375737795610016,0.01713,0.001713,0.7575757575757576
1.719,0.23527584199172175,0.01719,0.001719,0.7727272727272727
1.745,0.24179546215067846,0.01745,0.001745,0.7878787878787878
1.83,0.2624510716243967,0.0183,0.00183,0.803030303030303
1.97,0.29446628502917177,0.0197,0.00197,0.8181818181818182
2.054,0.31260041829034785,0.02054,0.002054,0.8333333333333334
2.585,0.41246051378320814,0.02585,0.002585,0.8484848484848485
2.586,0.4126285147785911,0.02586,0.002586,0.8636363636363636
2.717,0.43408963963739905,0.02717,0.002717,0.8787878787878788
2.854,0.4554539464299851,0.02854,0.002854,0.8939393939393939
3.233,0.5096056779649414,0.03233,0.003233,0.9090909090909091
3.275,0.5152112853579316,0.03275,0.003275,0.9242424242424242
3.544,0.5494936730128753,0.03544,0.003544,0.9393939393939394
5.385,0.7311857068648723,0.05385,0.005385,0.9545454545454546
6.51,0.8135809879319776,0.0651,0.00651,0.9696969696969697
6.761,0.8300109306678006,0.06761,0.006761,0.9848484848484849
10.87,1.03622953951398,0.1087,0.01087,1.0
