value,value_log,value_divide_100,value_divide_1000,cdf
23.581,1.372562219936511,0.23581,0.023581,0.02
27.76,1.4434194616336187,0.2776,0.02776,0.04
29.973,1.4767302109550589,0.29973,0.029973,0.06
32.998,1.5184876169725114,0.32998,0.032998,0.08
36.239,1.5591762031217569,0.36239,0.036239,0.1
36.27,1.5595475553520497,0.3627,0.03627,0.12
37.957,1.579291880059879,0.37957,0.037957,0.14
39.456,1.5961130559023695,0.39456,0.039456,0.16
41.612,1.619218589696338,0.41612,0.041612,0.18
41.959,1.6228251278733332,0.41959,0.041959,0.2
43.136,1.6348398696934676,0.43136,0.043136,0.22
44.717,1.6504726597299901,0.44717,0.044717,0.24
45.115,1.654320961795483,0.45115,0.045115,0.26
46.402,1.6665367015085009,0.46402,0.046402,0.28
46.477,1.6672380851767437,0.46477,0.046477,0.3
47.169,1.673656670511703,0.47169,0.047169,0.32
51.444,1.7113347316193128,0.51444,0.051444,0.34
51.806,1.7143800591655667,0.51806,0.051806,0.36
52.359,1.718991347091482,0.52359,0.052359,0.38
53.018,1.7244233398772508,0.53018,0.053018,0.4
56.278,1.7503386541960082,0.56278,0.056278,0.42
57.939,1.7629709943981786,0.57939,0.057939,0.44
58.804,1.7694068681810924,0.58804,0.058804,0.46
60.41,1.781108836346513,0.6041,0.06041,0.48
64.632,1.810447593316001,0.64632,0.064632,0.5
65.401,1.8155843890138958,0.65401,0.065401,0.52
69.516,1.8420847747492535,0.69516,0.069516,0.54
74.289,1.8709245139692487,0.74289,0.074289,0.56
76.217,1.882051851780343,0.76217,0.076217,0.58
83.364,1.9209785441071825,0.83364,0.083364,0.6
85.71,1.933031495295697,0.8571,0.08571,0.62
86.442,1.9367248049172514,0.86442,0.086442,0.64
86.804,1.9385397389825811,0.86804,0.086804,0.66
89.125,1.949999542859922,0.89125,0.089125,0.68
90.497,1.9566341835079017,0.90497,0.090497,0.7
91.666,1.9622082811992454,0.91666,0.091666,0.72
97.069,1.9870805555926616,0.97069,0.097069,0.74
103.413,2.0145751365938387,1.03413,0.103413,0.76
106.248,2.026320762333882,1.06248,0.106248,0.78
110.75,2.044343734895107,1.1075,0.11075,0.8
128.193,2.1078643105653367,1.28193,0.128193,0.82
140.906,2.1489294861364043,1.40906,0.140906,0.84
153.294,2.185525156440675,1.53294,0.153294,0.86
179.876,2.2549732217624006,1.79876,0.179876,0.88
185.659,2.2687160067310908,1.85659,0.185659,0.9
217.808,2.338073826873435,2.17808,0.217808,0.92
288.549,2.460219573586751,2.88549,0.288549,0.94
302.116,2.480173726279273,3.02116,0.302116,0.96
321.397,2.507041818733423,3.21397,0.321397,0.98
399.156,2.60114266173786,3.99156,0.399156,1.0
