value,value_log,value_divide_100,value_divide_1000,cdf
0.299,-0.5243287756603116,0.00299,0.000299,0.01694915254237288
0.306,-0.5142785816395081,0.00306,0.000306,0.03389830508474576
0.31,-0.5086383863287334,0.0031,0.00031,0.05084745762711865
0.358,-0.44611721399446763,0.00358,0.000358,0.06779661016949153
1.238,0.09272061524351384,0.01238,0.001238,0.0847457627118644
1.386,0.1417632045765863,0.01386,0.001386,0.1016949152542373
2.1,0.3222192750112763,0.021,0.0021,0.11864406779661017
2.154,0.3332457078069361,0.02154,0.002154,0.13559322033898305
2.417,0.38327661750665837,0.02417,0.002417,0.15254237288135594
2.849,0.45469244575045903,0.02849,0.002849,0.1694915254237288
3.205,0.5058280558235826,0.03205,0.003205,0.1864406779661017
3.762,0.5754187733790513,0.03762,0.003762,0.2033898305084746
9.888,0.9951084582473808,0.09888,0.009888,0.22033898305084745
13.7,1.1367205686679962,0.137,0.0137,0.23728813559322035
16.297,1.2121076700713895,0.16297,0.016297,0.2542372881355932
18.197,1.2599997957191853,0.18197,0.018197,0.2711864406779661
18.46,1.2662316919782546,0.1846,0.01846,0.288135593220339
19.23,1.2839792846692395,0.1923,0.01923,0.3050847457627119
24.177,1.383402415596845,0.24177,0.024177,0.3220338983050847
30.335,1.4819439998262025,0.30335,0.030335,0.3389830508474576
30.588,1.4855510789712865,0.30588,0.030588,0.3559322033898305
30.589,1.4855652759082942,0.30589,0.030589,0.3728813559322034
30.6,1.485721428511852,0.306,0.0306,0.3898305084745763
30.614,1.4859200756449544,0.30614,0.030614,0.4067796610169492
30.627,1.4861044598604094,0.30627,0.030627,0.423728813559322
30.628,1.4861186353387086,0.30628,0.030628,0.4406779661016949
30.635,1.4862178845327758,0.30635,0.030635,0.4576271186440678
30.635,1.4862178845327758,0.30635,0.030635,0.4745762711864407
30.637,1.4862462343830098,0.30637,0.030637,0.4915254237288136
30.641,1.4863029319114809,0.30641,0.030641,0.5084745762711864
30.644,1.4863454544245176,0.30644,0.030644,0.5254237288135594
30.646,1.486373795948746,0.30646,0.030646,0.5423728813559322
30.647,1.4863879660173156,0.30647,0.030647,0.559322033898305
30.65,1.4864304768274739,0.3065,0.03065,0.576271186440678
30.669,1.4866996108685895,0.30669,0.030669,0.5932203389830508
30.671,1.486727936043085,0.30671,0.030671,0.6101694915254238
30.866,1.489480350964945,0.30866,0.030866,0.6271186440677966
30.946,1.490604519247194,0.30946,0.030946,0.6440677966101694
31.045,1.4919916652492926,0.31045,0.031045,0.6610169491525424
31.047,1.4920196373702999,0.31047,0.031047,0.6779661016949152
31.056,1.492145514630167,0.31056,0.031056,0.6949152542372882
31.056,1.4921455179642693,0.31056,0.031056,0.711864406779661
31.155,1.4935277551919595,0.31155,0.031155,0.7288135593220338
31.298,1.49551658425516,0.31298,0.031298,0.7457627118644068
31.46,1.497758718813874,0.3146,0.03146,0.7627118644067796
31.564,1.4991920364946172,0.31564,0.031564,0.7796610169491526
31.799,1.50241346304916,0.31799,0.031799,0.7966101694915254
32.053,1.5058686831801498,0.32053,0.032053,0.8135593220338984
32.473,1.5115224131962481,0.32473,0.032473,0.8305084745762712
33.901,1.530212509354009,0.33901,0.033901,0.847457627118644
48.205,1.6830920886577625,0.48205,0.048205,0.864406779661017
60.14,1.779163424522053,0.6014,0.06014,0.8813559322033898
60.887,1.7845245767956375,0.60887,0.060887,0.8983050847457628
60.9,1.7846172916127387,0.609,0.0609,0.9152542372881356
60.923,1.784781279924537,0.60923,0.060923,0.9322033898305084
64.509,1.8096203084564817,0.64509,0.064509,0.9491525423728814
91.15,1.9597566723094118,0.9115,0.09115,0.9661016949152542
91.551,1.9616630929683239,0.91551,0.091551,0.9830508474576272
91.938,1.9634950529208801,0.91938,0.091938,1.0
