value,value_log,value_divide_100,value_divide_1000,cdf
0.529,-0.2765442919495555,0.00529,0.000529,0.01
2.773,0.4429498698765818,0.02773,0.002773,0.02
7.531,0.8768526555207792,0.07531,0.007531,0.03
10.456,1.0193655683931289,0.10456,0.010456,0.04
10.92,1.0382226414029712,0.1092,0.01092,0.05
11.245,1.0509594553518147,0.11245,0.011245,0.06
11.55,1.0625819824351956,0.1155,0.01155,0.07
11.843,1.073461735644771,0.11843,0.011843,0.08
12.969,1.1129064856545579,0.12969,0.012969,0.09
13.848,1.1413870564225892,0.13848,0.013848,0.1
14.14,1.1504494126828966,0.1414,0.01414,0.11
14.72,1.1679078108455876,0.1472,0.01472,0.12
15.007,1.176293874755899,0.15007,0.015007,0.13
15.631,1.1939867642515654,0.15631,0.015631,0.14
16.083,1.2063670668894257,0.16083,0.016083,0.15
16.677,1.2221179237415258,0.16677,0.016677,0.16
17.151,1.2342894475135053,0.17151,0.017151,0.17
17.948,1.2540160597533687,0.17948,0.017948,0.18
18.042,1.256284685554666,0.18042,0.018042,0.19
18.886,1.276139994429283,0.18886,0.018886,0.2
19.035,1.2795528776690055,0.19035,0.019035,0.21
19.92,1.2992893357510353,0.1992,0.01992,0.22
20.148,1.304231942226787,0.20148,0.020148,0.23
20.95,1.3211840282907998,0.2095,0.02095,0.24
21.124,1.324776155404862,0.21124,0.021124,0.25
21.866,1.339769342518589,0.21866,0.021866,0.26
22.013,1.3426792338132574,0.22013,0.022013,0.27
22.325,1.3487914638501652,0.22325,0.022325,0.28
22.906,1.359949258986606,0.22906,0.022906,0.29
23.062,1.3628969729747993,0.23062,0.023062,0.3
23.559,1.3721568524532708,0.23559,0.023559,0.31
24.192,1.3836717722460403,0.24192,0.024192,0.32
25.012,1.3981484297453648,0.25012,0.025012,0.33
25.863,1.412678898403426,0.25863,0.025863,0.34
26.27,1.4194600724707482,0.2627,0.02627,0.35
27.05,1.4321672686770144,0.2705,0.02705,0.36
28.008,1.4472820998568376,0.28008,0.028008,0.37
28.971,1.4619634818932603,0.28971,0.028971,0.38
29.28,1.4665710754983285,0.2928,0.02928,0.39
29.906,1.4757583275078547,0.29906,0.029906,0.4
30.934,1.4904360780601824,0.30934,0.030934,0.41
31.061,1.4922154351241985,0.31061,0.031061,0.42
33.023,1.5188165245624945,0.33023,0.033023,0.43
34.77,1.5412046904450212,0.3477,0.03477,0.44
35.069,1.5449233821293291,0.35069,0.035069,0.45
35.671,1.5523152845570531,0.35671,0.035671,0.46
36.95,1.5676144432912986,0.3695,0.03695,0.47
38.421,1.5845686642863914,0.38421,0.038421,0.48
40.089,1.6030252229829465,0.40089,0.040089,0.49
41.012,1.6129109495905871,0.41012,0.041012,0.5
42.28,1.6261349807905119,0.4228,0.04228,0.51
42.972,1.6331855658836596,0.42972,0.042972,0.52
44.04,1.6438473122746655,0.4404,0.04404,0.53
45.037,1.6535694576555109,0.45037,0.045037,0.54
46.613,1.6685070541248856,0.46613,0.046613,0.55
47.208,1.6740156011220846,0.47208,0.047208,0.56
48.128,1.682397812613428,0.48128,0.048128,0.57
50.073,1.6996036093936866,0.50073,0.050073,0.58
51.013,1.707680862573858,0.51013,0.051013,0.59
52.023,1.716195394961827,0.52023,0.052023,0.6
53.085,1.724971820054751,0.53085,0.053085,0.61
54.194,1.7339512089536628,0.54194,0.054194,0.62
55.815,1.7467509295224457,0.55815,0.055815,0.63
57.759,1.7616196660209773,0.57759,0.057759,0.64
58.987,1.7707563072541435,0.58987,0.058987,0.65
60.744,1.783503388274446,0.60744,0.060744,0.66
61.939,1.791964188666805,0.61939,0.061939,0.67
64.524,1.8097212820497426,0.64524,0.064524,0.68
66.362,1.82191946612425,0.66362,0.066362,0.69
69.002,1.8388616778883127,0.69002,0.069002,0.7
69.793,1.843811867927978,0.69793,0.069793,0.71
70.911,1.850713610000373,0.70911,0.070911,0.72
74.535,1.8723602563013253,0.74535,0.074535,0.73
76.779,1.8852424502950225,0.76779,0.076779,0.74
79.376,1.8996892106000238,0.79376,0.079376,0.75
82.066,1.9141632657993866,0.82066,0.082066,0.76
84.08,1.9246927026261083,0.8408,0.08408,0.77
85.983,1.934412594050481,0.85983,0.085983,0.78
89.353,1.9511091380310184,0.89353,0.089353,0.79
94.992,1.9776870320528752,0.94992,0.094992,0.8
97.938,1.9909512319057494,0.97938,0.097938,0.81
101.998,2.008591656717569,1.01998,0.101998,0.82
106.998,2.029375660543848,1.06998,0.106998,0.83
114.074,2.057186669881747,1.14074,0.114074,0.84
117.739,2.0709203440533366,1.17739,0.117739,0.85
119.918,2.0788843766475757,1.19918,0.119918,0.86
123.802,2.0927276600175864,1.23802,0.123802,0.87
128.081,2.10748471000836,1.28081,0.128081,0.88
137.791,2.1392208523866976,1.37791,0.137791,0.89
144.064,2.158555468656664,1.44064,0.144064,0.9
152.06,2.182014985987309,1.5206,0.15206,0.91
162.733,2.2114756308843657,1.62733,0.162733,0.92
174.533,2.241877553106594,1.74533,0.174533,0.93
182.147,2.2604220228913094,1.82147,0.182147,0.94
194.871,2.2897472144324618,1.94871,0.194871,0.95
207.742,2.3175243081164756,2.07742,0.207742,0.96
222.062,2.346474247504036,2.22062,0.222062,0.97
230.941,2.363501041548259,2.30941,0.230941,0.98
243.064,2.38572064042981,2.43064,0.243064,0.99
263.963,2.421543055279484,2.63963,0.263963,1.0
