height,thput_10,thput_25,thput_50,thput_75,thput_90
0.0000,3.6312,4.4940,5.6280,8.3500,12.9792
30.0000,35.3712,38.4860,41.6620,43.1460,44.6112
60.0000,52.8840,56.3520,61.9980,70.4140,72.3592
90.0000,34.9364,47.9780,55.6400,59.3580,62.9700
120.0000,49.4600,54.1520,58.2720,63.4120,67.6400
