height,index,thput
0.0000,1.0000,3.6800
60.0000,3.0000,76.9840
60.0000,3.0000,69.1760
90.0000,4.0000,52.0400
90.0000,4.0000,63.3560
120.0000,5.0000,57.3640
120.0000,5.0000,49.3520
120.0000,5.0000,66.4480
120.0000,5.0000,68.4280
120.0000,5.0000,62.5840
120.0000,5.0000,55.6400
