taskround,dataset_flag,static_flag,location,fine_grained_analysis_flag,date,file_path,min_ts,max_ts,max_lat,min_lat,max_lon,min_lon,static_flag_new
a-ap1-dl-3,new,static,AP4,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap1-dl-3.csv,1743532833.6,1743533146.1,40.42728,40.42715,-86.91583,-86.9165878,static
a-ap4-dl-1,new,static,AP5,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap4-dl-1.csv,1743533652.7,1743533924.0,40.42445,40.42412,-86.91927,-86.91996,static
a-ap4-dl-2,new,static,AP5,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap4-dl-2.csv,1743533966.6,1743534234.6,40.42431,40.42428,-86.91944000000002,-86.91974,static
a-ap4-dl-3,new,static,AP5,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap4-dl-3.csv,1743534266.1,1743534650.4,40.42438,40.42422,-86.91951,-86.92011,static
a-ap4-dl-4,new,static,AP5,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap4-dl-4.csv,1743534631.8,1743534967.9,40.42431,40.42425,-86.919612,-86.92,static
a-ap4-dl-5,new,static,AP5,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap4-dl-5.csv,1743535008.7,1743535302.3,40.42442,40.42417,-86.91956,-86.92008,static
a-dr-dl-2,new,static,AP5,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-2.csv,1743535948.5,1743536294.6,40.4266778,40.42066,-86.91790999999998,-86.9258,driving
a-ap5-dl-1,new,static,AP7,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap5-dl-1.csv,1743536343.5,1743536685.7,40.42133,40.42107,-86.92557,-86.9258,static
a-ap5-dl-2,new,static,AP7,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap5-dl-2.csv,1743536711.0,1743536989.0,40.42135,40.42104000000001,-86.92559,-86.92565,static
a-ap5-dl-3,new,static,AP7,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap5-dl-3.csv,1743537029.6,1743537315.0,40.42136,40.42121,-86.9255789,-86.92564,static
a-ap5-dl-4,new,static,AP7,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap5-dl-4.csv,1743537348.9,1743537635.0,40.42148,40.42119,-86.9256,-86.92565,static
a-ap5-dl-5,new,static,AP7,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap5-dl-5.csv,1743537688.7,1743537944.3,40.42145,40.42123,-86.92559,-86.92579,static
a-dr-dl-3,new,static,AP8,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-3.csv,1743538036.9,1743538336.6,40.42139,40.42018,-86.91598,-86.92579,driving
a-ap3-dl-1,new,static,AP8,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap3-dl-1.csv,1743538817.5,1743539160.3,40.4206,40.42021,-86.91582,-86.91668,static
a-ap3-dl-2,new,static,AP8,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap3-dl-2.csv,1743539192.3,1743539522.7,40.42057,40.42028,-86.91586,-86.91703000000003,driving
a-ap3-dl-3,new,static,AP8,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap3-dl-3.csv,1743539548.2,1743539861.4,40.42074,40.42031,-86.91619,-86.91696999999998,static
a-ap3-dl-4,new,static,AP8,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap3-dl-4.csv,1743539937.7,1743540235.7,40.42063220000001,40.42058,-86.91664,-86.91691999999998,static
a-ap3-dl-5,new,static,AP8,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap3-dl-5.csv,1743540306.3,1743540632.3,40.42063,40.4206,-86.91689000000002,-86.91694,static
a-ap2-dl-1,new,static,AP6,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap2-dl-1.csv,1743541389.9,1743541641.1,40.42417,40.4239,-86.9115067,-86.91235999999998,static
a-ap2-dl-2,new,static,AP6,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap2-dl-2.csv,1743541664.6,1743541944.9,40.42394,40.42389,-86.91133,-86.91174000000002,static
a-ap2-dl-3,new,static,AP6,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap2-dl-3.csv,1743542079.4,1743542393.5,40.42397,40.42391,-86.91141,-86.91173,static
a-ap2-dl-4,new,static,AP6,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap2-dl-4.csv,1743542438.1,1743542659.1,40.42394,40.42391,-86.91145,-86.91163890000001,static
a-ap2-dl-5,new,static,AP6,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap2-dl-5.csv,1743542689.0,1743542986.8,40.42397,40.42332,-86.91152,-86.91248440000003,static
a-ap6-dl-1,new,driving,,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap6-dl-1.csv,1743548420.9,1743548777.3,40.42837,40.42622,-86.91855,-86.91935,driving
a-ap6-dl-2,new,static,,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap6-dl-2.csv,1743548811.4,1743549067.5,40.42683,40.4263,-86.91901,-86.91934,static
a-ap6-dl-3,new,static,,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap6-dl-3.csv,1743549097.4,1743549368.8,40.42675,40.42636,-86.91924,-86.91938,static
a-ap6-dl-4,new,static,,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap6-dl-4.csv,1743549402.5,1743549668.6,40.42669,40.42642,-86.91928,-86.91935,static
a-ap6-dl-5,new,static,,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap6-dl-5.csv,1743549693.3,1743550039.4,40.4267378,40.42631,-86.91908000000002,-86.91939,static
a-ap6-dl-6,new,static,,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-ap6-dl-6.csv,1743550078.8,1743550379.9,40.42685,40.4263,-86.91901999999997,-86.91939,static
a-dr-dl-4,new,driving,,,20250401-a,20250401-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-4.csv,1743550434.3,1743550866.6,40.43148,40.42658,-86.91906999999998,-86.92233,driving
a-dr-dl-1,new,driving,,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-1.csv,1743703326.7,1743703931.0,40.43145,40.42033,-86.91025,-86.91391999999998,driving
a-ap8-dl-1,new,static,,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap8-dl-1.csv,1743704481.2,1743704774.4,40.42065,40.42015,-86.91176999999998,-86.91224,static
a-ap8-dl-2,new,static,,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap8-dl-2.csv,1743704795.7,1743705072.4,40.4203,40.42017,-86.9117,-86.91209,static
a-ap8-dl-3,new,static,,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap8-dl-3.csv,1743705092.6,1743705364.0,40.42033,40.42022,-86.91159,-86.91209,static
a-ap8-dl-4,new,static,,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap8-dl-4.csv,1743705386.5,1743705664.6,40.42028,40.42024,-86.91134,-86.91178000000002,static
a-ap8-dl-5,new,static,,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap8-dl-5.csv,1743705700.3,1743706011.1,40.42027,40.4202011,-86.91148000000003,-86.91187,static
a-ap10-dl-1,new,static,,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap10-dl-1.csv,1743706827.2,1743707141.9,40.42391,40.42322,-86.93038,-86.93070999999998,static
a-ap10-dl-2,new,static,,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap10-dl-2.csv,1743707166.3,1743707494.5,40.424,40.42353,-86.93039,-86.93046,static
a-ap10-dl-3,new,static,,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap10-dl-3.csv,1743707518.5,1743707837.3,40.4240089,40.42355,-86.93038,-86.9304467,static
a-ap10-dl-4,new,static,,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap10-dl-4.csv,1743707861.5,1743708235.2,40.42394,40.42347,-86.93036,-86.93048,static
a-ap10-dl-5,new,static,,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap10-dl-5.csv,1743708256.3,1743708585.1,40.424,40.4232,-86.93039,-86.93053,static
a-dr-dl-2,new,static,AP1,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-2.csv,1743708657.1,1743709137.3,40.43154000000001,40.42324,-86.92353,-86.93176,driving
a-ap7-dl-1,new,static,AP1,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap7-dl-1.csv,1743709172.6,1743709530.1,40.42971,40.42966,-86.92434,-86.92471,static
a-ap7-dl-2,new,static,AP1,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap7-dl-2.csv,1743709557.9,1743709845.6,40.42971,40.42964,-86.92436,-86.92468000000002,static
a-ap7-dl-3,new,static,AP1,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap7-dl-3.csv,1743709867.0,1743710230.3,40.42974,40.42964,-86.92436,-86.9248,static
a-ap7-dl-4,new,static,AP1,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap7-dl-4.csv,1743710267.3,1743710587.3,40.42968,40.42965,-86.92435,-86.92474,static
a-ap7-dl-5,new,static,AP1,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap7-dl-5.csv,1743710611.1,1743710876.3,40.4299,40.42964,-86.92437,-86.92477,static
a-dr-dl-3,new,static,AP4,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-3.csv,1743711212.6,1743711479.5,40.43143,40.42706,-86.91667,-86.9186333,driving
a-ap9-dl-1,new,static,AP2,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap9-dl-1.csv,1743722678.8,1743722938.1,40.43037,40.4299589,-86.91405999999998,-86.91436,static
a-ap9-dl-2,new,static,AP2,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap9-dl-2.csv,1743722970.8,1743723330.3,40.43038,40.43002,-86.91394,-86.91431999999998,static
a-ap9-dl-3,new,static,AP2,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap9-dl-3.csv,1743723354.5,1743723757.0,40.43034,40.42996,-86.9139889,-86.91436,static
a-ap9-dl-4,new,static,AP2,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap9-dl-4.csv,1743723785.1,1743724042.5,40.43031,40.43001,-86.91403000000003,-86.91433,static
a-ap9-dl-5,new,static,AP2,,20250403-a,20250403-a/gps_cellset_thput_0.1/gct_trace_a-ap9-dl-5.csv,1743724070.1,1743724348.5,40.43026,40.43004000000001,-86.91405999999998,-86.91431999999998,static
a-r3-dl-1,new,driving,,,20250407-a,20250407-a/gps_cellset_thput_0.1/gct_trace_a-r3-dl-1.csv,1744071271.5,1744071557.0,40.46092,40.4445589,-86.89934000000002,-86.91294,driving
a-r3-dl-2,new,static,AP9,,20250407-a,20250407-a/gps_cellset_thput_0.1/gct_trace_a-r3-dl-2.csv,1744072049.3,1744073817.5,40.46076,40.45285,-86.90227,-86.92482,driving
a-r3-dl-3,new,driving,,,20250407-a,20250407-a/gps_cellset_thput_0.1/gct_trace_a-r3-dl-3.csv,1744073956.2,1744075250.4,40.45637,40.44534,-86.90346,-86.92509,driving
a-r3-dl-4,new,driving,,,20250407-a,20250407-a/gps_cellset_thput_0.1/gct_trace_a-r3-dl-4.csv,1744076420.7,1744077360.4,40.46179,40.4457,-86.91423,-86.94198890000001,driving
a-explore-dl-1,new,static,,,20250417-a,20250417-a/gps_cellset_thput_0.1/gct_trace_a-explore-dl-1.csv,1744666668.1,1744666869.1,40.42318,40.42315,-86.92698,-86.92705,static
a-dr-dl-1,new,driving,,,20250417-a,20250417-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-1.csv,1744911293.9,1744911744.9,40.4365126,40.424,-86.89076999999997,-86.9237768,driving
a-vp16-dl-1,new,static,,,20250417-a,20250417-a/gps_cellset_thput_0.1/gct_trace_a-vp16-dl-1.csv,1744912341.2,1744912588.3,40.42511,40.42451,-86.8905111,-86.89106,static
a-dr-dl-2,new,driving,,,20250417-a,20250417-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-2.csv,1744912752.7,1744913216.2,40.42564,40.42423,-86.8655,-86.89102,driving
a-dr-dl-6,new,driving,,,20250417-a,20250417-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-6.csv,1744913874.2,1744914726.4,40.42562,40.41702,-86.85821999999997,-86.87739,driving
a-dr-dl-3,new,driving,,,20250417-a,20250417-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-3.csv,1744917028.6,1744917409.3,40.41934000000001,40.41719000000001,-86.8721233,-86.89546999999997,driving
a-dr-dl-4,new,driving,,,20250417-a,20250417-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-4.csv,1744921430.5,1744923628.0,40.43213,40.417311100000006,-86.86052,-86.8955378,driving
a-ptmp1-dl-1,new,static,,,20250417-a,20250417-a/gps_cellset_thput_0.1/gct_trace_a-ptmp1-dl-1.csv,1744923784.9,1744923843.9,40.41735,40.41731,-86.86978,-86.86981,static
a-dr-dl-5,new,static,AP15,,20250417-a,20250417-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-5.csv,1744924266.5,1744925140.8,40.41797,40.41005,-86.8605,-86.87725,driving
a-dr-dl-7,new,static,,,20250417-a,20250417-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-7.csv,1744925452.9,1744925536.8,40.41723,40.41708,-86.87200000000001,-86.8722,static
a-dr-dl-3,new,static,AP18,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-3.csv,1744990672.3,1744991172.8,40.41743,40.4122,-86.86809000000002,-86.8721567,driving
a-dr-dl-4,new,driving,,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-4.csv,1744991918.9,1744992173.5,40.41772,40.4142183,-86.86873,-86.87031,driving
a-ptmp1-dl-1,new,static,AP14,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-ptmp1-dl-1.csv,1745014642.8,1745014837.0,40.41754,40.41751,-86.87859,-86.87864,static
a-ptmp1-dl-2,new,static,AP14,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-ptmp1-dl-2.csv,1745014893.9,1745015110.9,40.41752,40.41751,-86.87862,-86.87864,static
a-ptmp1-dl-3,new,static,AP14,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-ptmp1-dl-3.csv,1745015150.5,1745015378.1,40.41755,40.41752,-86.8786,-86.87864,static
a-ptmp1-dl-4,new,static,AP14,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-ptmp1-dl-4.csv,1745015400.3,1745015627.0,40.41753,40.41751,-86.8785911,-86.87864,static
a-ptmp1-dl-5,new,static,AP14,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-ptmp1-dl-5.csv,1745015646.4,1745015883.1,40.41753,40.4175,-86.8786,-86.87865,static
a-dr-dl-11,new,static,AP17,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-11.csv,1745016007.0,1745016657.0,40.41923,40.41753,-86.87353,-86.87905,driving
a-dr-dl-12,new,static,AP16,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-12.csv,1745016824.4,1745017935.7,40.42529,40.41739000000001,-86.86059,-86.87593000000003,driving
a-ptmp2-dl-1,new,static,AP16,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-ptmp2-dl-1.csv,1745017988.3,1745018182.5,40.41783,40.41782,-86.8759,-86.87592,static
a-ptmp2-dl-2,new,static,AP16,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-ptmp2-dl-2.csv,1745018211.4,1745018437.8,40.41783,40.41781,-86.8758844,-86.87593000000003,static
a-ptmp2-dl-3,new,static,AP16,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-ptmp2-dl-3.csv,1745018460.2,1745018493.4,40.4178278,40.41781,-86.87591,-86.87592,static
a-ptmp2-dl-4,new,static,AP16,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-ptmp2-dl-4.csv,1745018686.2,1745018883.6,40.41784000000001,40.41781,-86.87588000000002,-86.87592,static
a-ptmp2-dl-5,new,static,AP16,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-ptmp2-dl-5.csv,1745018909.6,1745019113.6,40.41784000000001,40.4178,-86.87589,-86.8759333,static
a-dr-dl-13,new,driving,,,20250418-a,20250418-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-13.csv,1745019279.7,1745019508.4,40.42008,40.41935,-86.88667,-86.89555,driving
a-dr-dl-1,new,driving,,,20250419-a,20250419-a/gps_cellset_thput_0.1/gct_trace_a-dr-dl-1.csv,1745089395.7,1745090221.0,40.46181,40.42694,-86.90589,-86.94275,driving
