taskround,dataset_flag,static_flag,location,fine_grained_analysis_flag,date,file_path,min_ts,max_ts,max_lat,min_lat,max_lon,min_lon,static_flag_new
t-uldl-home-lwsn-2,old,static,TP29,,20250118,20250118/gps_cellset_thput_0.1/gct_trace_t-uldl-home-lwsn-2.csv,1737222654.4,1737224027.1,40.42784,40.42389,-86.90686,-86.91755,driving
t-uldl-r6-1,old,static,TP34,,20250124,20250124/gps_cellset_thput_0.1/gct_trace_t-uldl-r6-1.csv,1737742925.9,1737743474.7,40.46893,40.4545322,-86.91554,-86.91978,driving
t-uldl-r6-2,old,static,TP34,,20250124,20250124/gps_cellset_thput_0.1/gct_trace_t-uldl-r6-2.csv,1737743746.6,1737744462.3,40.46893,40.4418889,-86.91095,-86.9197589,driving
t-uldl-r6-lwsn-1,old,static,TP13,,20250124,20250124/gps_cellset_thput_0.1/gct_trace_t-uldl-r6-lwsn-1.csv,1737744612.4,1737745949.7,40.4418889,40.42398,-86.90563,-86.91723,driving
t-uldl-loc4-repeated-1-v1,old,static,TP27,,20250129,20250129/gps_cellset_thput_0.1/gct_trace_t-uldl-loc4-repeated-1-v1.csv,1738167521.5,1738168042.6,40.43224,40.43145,-86.91047,-86.91073,static
t-uldl-loc4-repeated-1,old,static,TP27,,20250129,20250129/gps_cellset_thput_0.1/gct_trace_t-uldl-loc4-repeated-1.csv,1738167572.2,1738168042.6,40.43224,40.43145,-86.91047,-86.91073,static
t-dl-loc1-1,old,static,TP6,se3,20250130,20250130/gps_cellset_thput_0.1/gct_trace_t-dl-loc1-1.csv,1738294581.0,1738294902.0,40.42764,40.42727,-86.91709,-86.9176,static
t-uldl-loc1-1,old,static,TP6,,20250130,20250130/gps_cellset_thput_0.1/gct_trace_t-uldl-loc1-1.csv,1738294986.9,1738295508.7,40.42775,40.42427,-86.91627,-86.91771,driving
t-uldl-scan-1,old,driving,,,20250131,20250131/gps_cellset_thput_0.1/gct_trace_t-uldl-scan-1.csv,1738346680.8,1738347216.1,40.46919,40.44558,-86.91163,-86.91695,driving
t-uldl-loc10-1,old,driving,,,20250131,20250131/gps_cellset_thput_0.1/gct_trace_t-uldl-loc10-1.csv,1738347281.1,1738347715.5,40.46919,40.4384367,-86.91173,-86.9169933,driving
t-uldl-scan-2,old,static,TP6,,20250131,20250131/gps_cellset_thput_0.1/gct_trace_t-uldl-scan-2.csv,1738350366.5,1738350789.0,40.4384367,40.42702,-86.9145,-86.9175,driving
t-uldl-loc4-1,old,static,TP6,se3,20250203,20250203/gps_cellset_thput_0.1/gct_trace_t-uldl-loc4-1.csv,1738605553.3,1738605778.7,40.42767,40.42735,-86.91701,-86.91766,static
t-uldl-loc7-1,old,static,TP6,,20250203,20250203/gps_cellset_thput_0.1/gct_trace_t-uldl-loc7-1.csv,1738640679.5,1738641391.1,40.4317,40.42733,-86.91459,-86.9179,driving
t-uldl-loc7-2,old,static,,,20250203,20250203/gps_cellset_thput_0.1/gct_trace_t-uldl-loc7-2.csv,1738641493.0,1738641770.6,40.43169,40.43144,-86.91452,-86.91522,static
t-uldl-loc16-1,old,driving,,,20250204,20250204/gps_cellset_thput_0.1/gct_trace_t-uldl-loc16-1.csv,1738705058.2,1738705521.7,40.4679,40.4608,-86.90663,-86.919,driving
t-uldl-loc14-1,old,driving,,,20250204,20250204/gps_cellset_thput_0.1/gct_trace_t-uldl-loc14-1.csv,1738707524.0,1738707854.9,40.46084,40.46063,-86.90662,-86.91687,driving
t-uldl-loc15-1,old,static,TP32,,20250204,20250204/gps_cellset_thput_0.1/gct_trace_t-uldl-loc15-1.csv,1738707962.5,1738708143.8,40.46064,40.46063,-86.9168611,-86.91687,static
nsg-t-dl-rw1-0,new,driving,,,20250208,20250208/gps_cellset_thput_0.1/gct_trace_nsg-t-dl-rw1-0.csv,1739039353.2,1739039906.0,40.4393689,40.42424000000001,-86.9192,-86.9376,driving
nsg-t-dl-rw1-1,new,driving,,,20250208,20250208/gps_cellset_thput_0.1/gct_trace_nsg-t-dl-rw1-1.csv,1739039975.0,1739040587.1,40.4394,40.42425,-86.92541999999997,-86.9376,driving
nsg-t-dl-rw1-2,new,driving,,,20250208,20250208/gps_cellset_thput_0.1/gct_trace_nsg-t-dl-rw1-2.csv,1739040631.8,1739041186.3,40.43938,40.42445,-86.92635,-86.93767,driving
nsg-t-rscanwllf-0,new,static,TP29,,20250208,20250208/gps_cellset_thput_0.1/gct_trace_nsg-t-rscanwllf-0.csv,1739041527.7,1739042447.0,40.42481,40.41631,-86.86180999999998,-86.91692440000001,driving
nsg-t-rscanwllf-1,new,driving,,,20250208,20250208/gps_cellset_thput_0.1/gct_trace_nsg-t-rscanwllf-1.csv,1739042495.3,1739043218.5,40.43222,40.42288,-86.83906,-86.87786,driving
nsg-t-dl-rscanlf-0,new,driving,,,20250208,20250208/gps_cellset_thput_0.1/gct_trace_nsg-t-dl-rscanlf-0.csv,1739043355.5,1739044383.0,40.42808,40.4141,-86.8694311,-86.87801999999998,driving
nsg-t-dl-rmeijer-0,new,driving,,,20250208,20250208/gps_cellset_thput_0.1/gct_trace_nsg-t-dl-rmeijer-0.csv,1739046443.3,1739047253.3,40.49001,40.46761,-86.89195,-86.96273000000002,driving
nsg-t-dl-rmeijer-1,new,driving,,,20250208,20250208/gps_cellset_thput_0.1/gct_trace_nsg-t-dl-rmeijer-1.csv,1739047298.0,1739048435.1,40.50765,40.4676,-86.89193,-86.96273000000002,driving
nsg-t-dl-rmeijer-1,new,driving,,,20250209,20250209/gps_cellset_thput_0.1/gct_trace_nsg-t-dl-rmeijer-1.csv,1739124900.0,1739125652.4,40.5044,40.48522,-86.89208,-86.93434,driving
nsg-t-dl-rmeijer-2,new,driving,,,20250209,20250209/gps_cellset_thput_0.1/gct_trace_nsg-t-dl-rmeijer-2.csv,1739125725.3,1739126958.1,40.5042,40.46877,-86.89206999999998,-86.96276,driving
nsg-t-uldl-l1p5-1,new,static,TP6,se3,20250222,20250222/gps_cellset_thput_0.1/gct_trace_nsg-t-uldl-l1p5-1.csv,1740261213.2,1740261357.0,40.4275489,40.42732,-86.91688,-86.91745999999998,static
nsg-t-uldl-l1p5-2,new,static,TP6,se3,20250222,20250222/gps_cellset_thput_0.1/gct_trace_nsg-t-uldl-l1p5-2.csv,1740261470.8,1740261600.6,40.42752,40.42735,-86.91726440000002,-86.91734,static
nsg-t-uldl-l1p2-1,new,driving,,,20250222,20250222/gps_cellset_thput_0.1/gct_trace_nsg-t-uldl-l1p2-1.csv,1740262915.6,1740263271.3,40.42931,40.42827,-86.9185,-86.9192,driving
nsg-t-uldl-l1p2-2,new,driving,,,20250222,20250222/gps_cellset_thput_0.1/gct_trace_nsg-t-uldl-l1p2-2.csv,1740263379.3,1740263517.1,40.42931,40.42816,-86.91854000000002,-86.9192,driving
nsg-t-uldl-l1p4-0,new,static,TP6,,20250222,20250222/gps_cellset_thput_0.1/gct_trace_nsg-t-uldl-l1p4-0.csv,1740264458.6,1740264778.3,40.42816,40.4273508,-86.91771,-86.91873000000002,driving
nsg-t-uldl-l1p6-0,new,driving,,,20250222,20250222/gps_cellset_thput_0.1/gct_trace_nsg-t-uldl-l1p6-0.csv,1740265012.6,1740265093.4,40.4277,40.42721,-86.91436,-86.91669,driving
nsg-t-uldl-l1p6-1,new,driving,,,20250222,20250222/gps_cellset_thput_0.1/gct_trace_nsg-t-uldl-l1p6-1.csv,1740265513.6,1740265640.6,40.42766,40.42596,-86.91566999999998,-86.91672,driving
nsg-t-uldl-l1p9-0,new,static,TP11,se1,20250222,20250222/gps_cellset_thput_0.1/gct_trace_nsg-t-uldl-l1p9-0.csv,1740265756.6,1740266076.7,40.4262,40.42576,-86.91537,-86.91615,static
nsg-t-uldl-l1p8-0,new,static,,se1,20250222,20250222/gps_cellset_thput_0.1/gct_trace_nsg-t-uldl-l1p8-0.csv,1740266305.6,1740266620.6,40.42646,40.42581,-86.91672,-86.91758,static
nsg-t-uldl-l1p7-0,new,driving,,,20250222,20250222/gps_cellset_thput_0.1/gct_trace_nsg-t-uldl-l1p7-0.csv,1740266790.5,1740267015.4,40.42645,40.4252,-86.91792,-86.91923,driving
nsg-t-uldl-l1p7-1,new,static,,se1,20250222,20250222/gps_cellset_thput_0.1/gct_trace_nsg-t-uldl-l1p7-1.csv,1740267339.8,1740267339.8,40.4263,40.4263,-86.91865,-86.91865,static
nsg-t-uldl-l1p3-0,new,static,TP5,,20250222,20250222/gps_cellset_thput_0.1/gct_trace_nsg-t-uldl-l1p3-0.csv,1740267900.0,1740268027.1,40.4292,40.42848,-86.91525,-86.91653000000002,driving
nsg-dr-t-onoff-scan-0,new,driving,,,20250303,20250303/gps_cellset_thput_0.1/gct_trace_nsg-dr-t-onoff-scan-0.csv,1741041469.9,1741042505.1,40.44157,40.42395,-86.90241999999998,-86.9171,driving
nsg-dr-t-onoff-scan-1,new,static,TP29,,20250303,20250303/gps_cellset_thput_0.1/gct_trace_nsg-dr-t-onoff-scan-1.csv,1741042564.1,1741043832.3,40.43135,40.42393,-86.90796999999998,-86.91797,driving
nsg-dr-t-onoff-scan-2,new,driving,,,20250303,20250303/gps_cellset_thput_0.1/gct_trace_nsg-dr-t-onoff-scan-2.csv,1741043889.1,1741044257.7,40.43136,40.42665,-86.90563,-86.91666,driving
nsg-wl-t-onoff-grant-0,new,static,TP27,,20250303,20250303/gps_cellset_thput_0.1/gct_trace_nsg-wl-t-onoff-grant-0.csv,1741044392.4,1741044816.7,40.43214,40.42983,-86.91003,-86.91038,driving
nsg-wl-t-onoff-grant-1,new,static,TP27,,20250303,20250303/gps_cellset_thput_0.1/gct_trace_nsg-wl-t-onoff-grant-1.csv,1741044931.7,1741045195.1,40.43213,40.43082,-86.91011,-86.91038,driving
nsg-wl-t-onoff-grant-2,new,static,TP27,,20250303,20250303/gps_cellset_thput_0.1/gct_trace_nsg-wl-t-onoff-grant-2.csv,1741045284.9,1741045583.2,40.4322,40.43082,-86.9101,-86.91045,driving
nsg-dr-t-onoff-scan-4,new,driving,,,20250303,20250303/gps_cellset_thput_0.1/gct_trace_nsg-dr-t-onoff-scan-4.csv,1741045656.7,1741046354.1,40.4618,40.43082,-86.90989,-86.94196,driving
t-loc8-uldl-1,new,static,TP6,se3,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc8-uldl-1.csv,1741288871.9,1741289189.0,40.42758,40.42725,-86.91705,-86.91751,static
t-loc8-uldl-2,new,static,TP6,se3,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc8-uldl-2.csv,1741289370.6,1741289690.9,40.42754,40.42727,-86.91722,-86.91752,static
t-loc8-uldl-3,new,static,TP6,se3,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc8-uldl-3.csv,1741289801.2,1741290125.4,40.42756,40.4272709,-86.91721,-86.9175,static
t-loc8-uldl-4,new,static,TP6,se3,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc8-uldl-4.csv,1741290189.0,1741290497.8,40.42759,40.4272,-86.91722,-86.9175,static
t-loc8-uldl-5,new,static,TP6,se3,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc8-uldl-5.csv,1741290545.1,1741290873.2,40.42758,40.4272311,-86.91724,-86.91749,static
t-loc8-uldl-6,new,static,TP6,se3,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc8-uldl-6.csv,1741290952.7,1741291271.1,40.42754,40.42726,-86.91721,-86.91776,static
t-loc8-uldl-7,new,static,TP6,se3,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc8-uldl-7.csv,1741291326.4,1741291609.0,40.42757,40.427241,-86.91721,-86.91751,static
t-loc8-uldl-8,new,static,TP6,se3,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc8-uldl-8.csv,1741291695.9,1741292008.8,40.42753,40.42735,-86.91721,-86.91745,static
t-loc8-dl-9,new,static,TP6,se3,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc8-dl-9.csv,1741292119.8,1741292593.7,40.42755,40.427316,-86.91721,-86.91743000000002,static
t-loc8-dl-10,new,static,TP6,se3,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc8-dl-10.csv,1741292663.8,1741293009.7,40.42752,40.42734,-86.91719,-86.91738199999998,static
t-loc8-loc1-dl-1,new,driving,,,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc8-loc1-dl-1.csv,1741294344.2,1741294680.9,40.43137,40.42617,-86.90815,-86.91798,driving
t-loc1-dl-1,new,static,TP27,,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc1-dl-1.csv,1741294883.6,1741295211.1,40.43211,40.43147,-86.91038,-86.9105891,static
t-loc1-uldl-2,new,static,TP27,,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc1-uldl-2.csv,1741295266.0,1741295575.9,40.43214,40.43161,-86.910365,-86.91058000000002,static
t-loc1-uldl-3,new,static,TP27,,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc1-uldl-3.csv,1741295675.2,1741296002.7,40.43209,40.43164,-86.91033,-86.91074,static
t-loc1-uldl-4,new,static,TP27,,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc1-uldl-4.csv,1741296080.1,1741296394.8,40.43202,40.4317,-86.91049,-86.91058000000002,static
t-loc1-uldl-5,new,static,TP27,,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc1-uldl-5.csv,1741296445.1,1741296759.7,40.43199,40.4317,-86.91048,-86.91069,static
t-loc1-uldl-7,new,static,TP27,,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc1-uldl-7.csv,1741296830.2,1741297146.1,40.43206,40.43169,-86.91051,-86.91058000000002,static
t-loc1-uldl-8,new,static,TP27,,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc1-uldl-8.csv,1741297207.6,1741297523.2,40.432,40.4317,-86.91046,-86.9106,static
t-loc1-uldl-9,new,static,TP27,,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc1-uldl-9.csv,1741297592.9,1741297947.5,40.43198,40.431588,-86.91041,-86.91060999999998,static
t-loc1-uldl-10,new,static,TP27,,20250306,20250306/gps_cellset_thput_0.1/gct_trace_t-loc1-uldl-10.csv,1741298002.8,1741298311.8,40.43221,40.43166,-86.91051,-86.91059,static
t-l8-dl-1,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8-dl-1.csv,1741540879.2,1741541223.3,40.42762000000001,40.42715,-86.91716,-86.91743000000002,static
t-l8p1-dl-1,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p1-dl-1.csv,1741541291.2,1741541620.5,40.42795,40.4275811,-86.91713,-86.91741,static
t-l8p1-dl-2,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p1-dl-2.csv,1741541708.0,1741542030.8,40.42781,40.42766,-86.91721,-86.91736999999998,static
t-l8p1-dl-3,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p1-dl-3.csv,1741542122.3,1741542449.9,40.42776,40.42765,-86.91718,-86.91738000000002,static
t-l8p1-dl-4,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p1-dl-4.csv,1741542527.8,1741542866.1,40.42774,40.42764,-86.91719,-86.91736999999998,static
t-l8p1-dl-5,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p1-dl-5.csv,1741542929.1,1741543249.7,40.42776,40.42744,-86.91723,-86.91769000000002,static
t-l8p2-dl-1,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p2-dl-1.csv,1741543317.7,1741543968.1,40.42771,40.42738,-86.91736999999998,-86.91799,static
t-l8p2-dl-2,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p2-dl-2.csv,1741544026.5,1741544339.7,40.42763,40.42741,-86.91774000000002,-86.91793,static
t-l8p2-dl-3,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p2-dl-3.csv,1741544415.9,1741544727.7,40.42764,40.42742,-86.91775,-86.91793890000002,static
t-l8p2-dl-4,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p2-dl-4.csv,1741544805.1,1741545141.3,40.42763,40.42736,-86.91763,-86.91799999999998,static
t-l8p2-dl-5,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p2-dl-5.csv,1741545216.8,1741545821.4,40.42764,40.4272,-86.91764559999999,-86.91797,static
t-l8p3-dl-1,new,static,TP6,,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p3-dl-1.csv,1741545872.7,1741546211.0,40.42727,40.4269578,-86.91686999999997,-86.9179833,driving
t-l8p3-dl-2,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p3-dl-2.csv,1741546319.3,1741546670.4,40.4274078,40.42679,-86.9173,-86.91808,static
t-l8p3-dl-3,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p3-dl-3.csv,1741546720.6,1741547038.7,40.42734,40.42695,-86.91731999999998,-86.91802,static
t-l8p3-dl-4,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p3-dl-4.csv,1741547376.1,1741547699.0,40.4273,40.4270733,-86.9173,-86.91799,static
t-l8p3-dl-5,new,static,TP6,,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p3-dl-5.csv,1741547757.8,1741548124.9,40.4276,40.42664,-86.91649,-86.91848,driving
t-l8p4-dl-1,new,static,TP6,,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p4-dl-1.csv,1741548224.8,1741548569.6,40.42834000000001,40.42722,-86.91651,-86.91675,driving
t-l8p4-dl-2,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p4-dl-2.csv,1741548656.0,1741549266.8,40.42748,40.42743,-86.9166,-86.91667,static
t-l8p4-dl-3,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p4-dl-3.csv,1741549328.7,1741549660.0,40.42747,40.42737,-86.9166,-86.91666,static
t-l8p4-dl-4,new,static,TP6,se3,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p4-dl-4.csv,1741549733.2,1741550093.1,40.42748,40.42746,-86.91664109999998,-86.91667,static
t-l8p4-dl-5,new,static,TP6,,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l8p4-dl-5.csv,1741550141.4,1741550459.3,40.43176,40.42746,-86.91051,-86.91672,driving
t-l1-dl-1,new,static,TP27,,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l1-dl-1.csv,1741551731.1,1741552090.5,40.43238,40.43162,-86.9104,-86.91053000000002,static
t-l1p1-dl-1,new,static,TP27,,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l1p1-dl-1.csv,1741552159.7,1741552485.7,40.43266,40.43234,-86.91048,-86.9107,static
t-l1p1-dl-2,new,static,TP27,,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l1p1-dl-2.csv,1741552601.9,1741552920.5,40.4324,40.43236,-86.91049,-86.91056999999998,static
t-l1p1-dl-3,new,static,TP27,,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l1p1-dl-3.csv,1741552983.0,1741553306.8,40.43242,40.43236,-86.9105,-86.91055,static
t-l1p1-dl-4,new,static,TP27,,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l1p1-dl-4.csv,1741553365.0,1741553683.8,40.4325,40.43236,-86.91048,-86.91053000000002,static
t-l1p1-dl-5,new,static,TP27,,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l1p1-dl-5.csv,1741553743.3,1741554072.8,40.4324,40.43184,-86.91048,-86.91053000000002,static
t-l1p2-dl-1,new,static,TP27,,20250309,20250309/gps_cellset_thput_0.1/gct_trace_t-l1p2-dl-1.csv,1741554138.6,1741554823.1,40.43188,40.43171,-86.9098,-86.91115,driving
nsg-t-l1area-dl-0,new,static,TP27,,20250311,20250311/gps_cellset_thput_0.1/gct_trace_nsg-t-l1area-dl-0.csv,1741698345.7,1741698860.0,40.43331,40.43181,-86.90824,-86.91474000000002,driving
nsg-t-l1area-dl-1,new,static,TP27,,20250311,20250311/gps_cellset_thput_0.1/gct_trace_nsg-t-l1area-dl-1.csv,1741698922.4,1741699573.0,40.43328,40.43124,-86.90809,-86.91286,driving
nsg-t-l1area-dl-2,new,static,TP27,,20250311,20250311/gps_cellset_thput_0.1/gct_trace_nsg-t-l1area-dl-2.csv,1741699621.0,1741700062.2,40.4333,40.43135,-86.90811,-86.91285,driving
