thput,thput_divide_10,cdf
0.104,0.0104,0.0005058168942842691
0.134,0.0134,0.010116337885685382
0.36,0.036,0.02023267577137078
1.528,0.1528,0.030349013657056195
2.447,0.2447,0.04046535154274161
3.303,0.3303,0.05007587253414276
3.871,0.3871,0.060192210419828175
4.853714285714285,0.4853714285714285,0.07030854830551349
5.984,0.5984,0.08042488619119877
7.242,0.7242,0.09003540718259978
7.7862857142857145,0.7786285714285714,0.10015174506828506
8.621,0.8621000000000001,0.11026808295397034
9.288,0.9288000000000001,0.12038442083965561
9.86742857142857,0.986742857142857,0.13050075872534103
10.435,1.0435,0.1401112797167423
11.011,1.1011,0.15022761760242787
11.586,1.1586,0.16034395548811342
12.041142857142857,1.2041142857142857,0.17046029337379898
12.624,1.2624,0.18007081436520025
13.418,1.3417999999999999,0.1901871522508858
14.824,1.4824,0.20030349013657137
15.728,1.5728,0.21041982802225692
16.208,1.6207999999999998,0.2200303490136582
16.584,1.6583999999999999,0.23014668689934376
17.032,1.7032,0.2402630247850293
17.664,1.7664000000000002,0.25037936267071487
17.96,1.796,0.26049570055639987
18.24,1.8239999999999998,0.2701062215478006
18.601,1.8600999999999999,0.2802225594334856
19.296,1.9296,0.2903388973191706
19.552,1.9552,0.3004552352048556
19.845,1.9845,0.31006575619625637
20.136,2.0136,0.32018209408194137
21.096,2.1096,0.33029843196762637
21.664,2.1664000000000003,0.34041476985331137
22.102,2.2102,0.3500252908447121
22.976,2.2976,0.3601416287303971
23.344,2.3344,0.3702579666160821
23.656,2.3655999999999997,0.3803743045017671
24.08,2.408,0.3904906423874521
24.424,2.4424,0.4001011633788529
24.816,2.4816,0.4102175012645379
24.944,2.4943999999999997,0.4203338391502229
25.176,2.5176,0.4304501770359079
25.32,2.532,0.4400606980273086
25.52,2.552,0.45017703591299363
25.72,2.572,0.46029337379867863
26.04,2.604,0.47040971168436363
26.488,2.6488,0.4800202326757644
26.776,2.6776,0.4901365705614494
27.152,2.7152000000000003,0.5002529084471344
27.376,2.7376,0.5103692463328205
27.936,2.7936,0.5204855842185067
28.432,2.8432,0.5300961052099085
28.888,2.8888000000000003,0.5402124430955946
29.344,2.9344,0.5503287809812807
30.848,3.0848,0.5604451188669668
31.344,3.1344000000000003,0.5700556398583686
31.904,3.1904,0.5801719777440547
32.368,3.2368,0.5902883156297408
33.136,3.3136,0.6004046535154269
33.64,3.364,0.6100151745068287
34.12,3.412,0.6201315123925148
34.976,3.4976,0.630247850278201
35.92,3.592,0.6403641881638871
36.672,3.6672,0.6504805260495732
37.128,3.7128,0.660091047040975
37.696,3.7695999999999996,0.6702073849266611
38.248,3.8247999999999998,0.6803237228123472
38.88,3.8880000000000003,0.6904400606980333
39.392,3.9392000000000005,0.7000505816894351
39.888,3.9888,0.7101669195751212
40.832,4.0832,0.7202832574608073
41.6,4.16,0.7303995953464935
42.176,4.2176,0.7400101163378953
42.816,4.2816,0.7501264542235814
43.424,4.3424,0.7602427921092675
43.84,4.384,0.7703591299949536
45.128,4.5128,0.7804754678806397
46.637,4.6637,0.7900859888720415
47.192,4.7192,0.8002023267577276
48.008,4.800800000000001,0.8103186646434137
48.456,4.8456,0.8204350025290998
49.2,4.92,0.8300455235205016
50.102,5.010199999999999,0.8401618614061878
51.368,5.1368,0.8502781992918739
52.111,5.2111,0.86039453717756
53.063,5.3063,0.8700050581689618
53.946285714285715,5.394628571428571,0.8801213960546479
55.2,5.5200000000000005,0.890237733940334
56.176,5.6176,0.9003540718260201
57.784,5.7783999999999995,0.9104704097117062
59.656,5.9656,0.920080930703108
60.77688888888889,6.077688888888889,0.9301972685887941
61.92,6.192,0.9403136064744803
63.034666666666666,6.303466666666667,0.9504299443601664
64.76,6.476000000000001,0.9600404653515682
67.19,6.718999999999999,0.9701568032372543
70.81257142857143,7.081257142857143,0.9802731411229404
73.394,7.3394,0.9903894790086265
80.92,8.092,1.0000000000000282
