thput,thput_divide_10,cdf
2.056,0.2056,0.008620689655172414
2.583,0.25830000000000003,0.017241379310344827
2.632,0.2632,0.02586206896551724
2.693,0.2693,0.034482758620689655
2.7055,0.27054999999999996,0.04310344827586207
2.7815,0.27815,0.05172413793103449
2.816,0.28159999999999996,0.060344827586206906
2.856,0.28559999999999997,0.07758620689655174
2.992,0.2992,0.08620689655172416
3.1315,0.31315,0.09482758620689657
3.392,0.3392,0.10344827586206899
3.4124285714285714,0.3412428571428571,0.11206896551724141
3.4429999999999996,0.34429999999999994,0.12068965517241383
3.5534999999999997,0.35534999999999994,0.13793103448275865
3.556,0.3556,0.14655172413793105
3.5595,0.35595,0.15517241379310345
3.565,0.3565,0.16379310344827586
3.5686428571428577,0.35686428571428574,0.17241379310344826
3.779,0.3779,0.18103448275862066
3.936,0.3936,0.19827586206896547
4.007,0.40069999999999995,0.20689655172413787
4.009142857142857,0.40091428571428567,0.21551724137931028
4.049,0.40490000000000004,0.22413793103448268
4.056,0.4056,0.23275862068965508
4.135,0.4135,0.24137931034482749
4.154857142857143,0.4154857142857143,0.2586206896551723
4.256,0.42560000000000003,0.26724137931034475
4.300000000000001,0.43000000000000005,0.2758620689655172
4.496,0.44960000000000006,0.2844827586206896
4.4990000000000006,0.4499000000000001,0.29310344827586204
4.6,0.45999999999999996,0.3017241379310345
4.6325,0.46325000000000005,0.3103448275862069
4.744,0.4744,0.32758620689655177
4.834,0.48339999999999994,0.3362068965517242
4.8365,0.48365,0.34482758620689663
4.8629999999999995,0.48629999999999995,0.35344827586206906
4.865142857142857,0.4865142857142857,0.3620689655172415
4.867071428571428,0.48670714285714284,0.3706896551724139
4.993142857142857,0.4993142857142857,0.3879310344827588
5.0120000000000005,0.5012000000000001,0.3965517241379312
5.024,0.5024,0.40517241379310365
5.143,0.5143,0.4137931034482761
5.1905,0.51905,0.4224137931034485
5.264,0.5264,0.43103448275862094
5.352,0.5352,0.4482758620689658
5.368,0.5368,0.45689655172413823
5.381388888888889,0.5381388888888889,0.46551724137931066
5.384,0.5384,0.4741379310344831
5.388,0.5388,0.4827586206896555
5.424,0.5424,0.49137931034482796
5.5175,0.55175,0.5000000000000003
5.616,0.5616,0.5172413793103451
5.643,0.5643,0.5258620689655175
5.646,0.5646,0.5344827586206898
5.713142857142857,0.5713142857142857,0.5431034482758622
5.724,0.5724,0.5517241379310346
5.766,0.5766,0.560344827586207
5.832,0.5831999999999999,0.5775862068965517
5.856,0.5856,0.5862068965517241
5.856,0.5856,0.5948275862068965
5.879,0.5879,0.6034482758620688
5.97,0.597,0.6120689655172412
6.049,0.6049,0.6206896551724136
6.105142857142857,0.6105142857142857,0.6379310344827583
6.176,0.6176,0.6465517241379307
6.272,0.6272,0.6551724137931031
6.488,0.6488,0.6637931034482755
6.557499999999999,0.6557499999999999,0.6724137931034478
6.634,0.6634,0.6810344827586202
6.783,0.6783,0.698275862068965
6.928,0.6928,0.7068965517241373
6.9285,0.69285,0.7155172413793097
7.003,0.7003,0.7241379310344821
7.24,0.724,0.7327586206896545
7.384,0.7384000000000001,0.7413793103448268
7.625714285714286,0.7625714285714287,0.7586206896551716
7.925000000000001,0.7925000000000001,0.767241379310344
8.326,0.8326,0.7758620689655163
8.704,0.8704000000000001,0.7844827586206887
8.92,0.892,0.7931034482758611
8.930285714285715,0.8930285714285715,0.8017241379310335
8.986785714285716,0.8986785714285717,0.8103448275862059
9.239999999999998,0.9239999999999998,0.8275862068965506
9.24,0.924,0.836206896551723
9.76,0.976,0.8448275862068954
10.536,1.0535999999999999,0.8534482758620677
10.568,1.0568,0.8620689655172401
10.608,1.0608,0.8706896551724125
10.664,1.0664,0.8879310344827572
10.689142857142858,1.068914285714286,0.8965517241379296
10.744,1.0744,0.905172413793102
11.152999999999999,1.1153,0.9137931034482744
11.672,1.1672,0.9224137931034467
12.472,1.2471999999999999,0.9310344827586191
14.336,1.4336,0.9482758620689639
14.56,1.456,0.9568965517241362
15.068642857142857,1.5068642857142858,0.9655172413793086
17.896,1.7896,0.974137931034481
19.352,1.9352,0.9827586206896534
20.06,2.006,0.9913793103448257
