thput,thput_divide_10,cdf
1.648,0.1648,0.006024096385542169
2.712,0.2712,0.012048192771084338
4.224,0.4224,0.024096385542168676
6.048,0.6048,0.030120481927710843
6.896,0.6896,0.04216867469879518
7.544,0.7544,0.05421686746987951
9.24,0.924,0.06024096385542168
10.192,1.0192,0.07228915662650602
12.4,1.24,0.08433734939759037
14.688,1.4688,0.09036144578313254
16.504,1.6504,0.10240963855421689
18.856,1.8856000000000002,0.11445783132530124
19.744,1.9744,0.12048192771084341
21.384,2.1384,0.13253012048192775
21.832,2.1832000000000003,0.14457831325301207
22.576,2.2576,0.15060240963855423
24.576,2.4576000000000002,0.16265060240963855
25.352,2.5352,0.17469879518072287
25.688,2.5688,0.18072289156626503
26.544,2.6544,0.19277108433734935
27.496,2.7496,0.20481927710843367
27.824,2.7824,0.21084337349397583
28.984,2.8984,0.22289156626506015
32.048,3.2048,0.23493975903614447
32.056,3.2055999999999996,0.24096385542168663
36.672,3.6672,0.25301204819277096
37.344,3.7344,0.26506024096385533
37.4,3.7399999999999998,0.2710843373493975
38.84,3.8840000000000003,0.2831325301204819
40.056,4.005599999999999,0.29518072289156627
40.08,4.008,0.30120481927710846
41.056,4.1056,0.31325301204819284
41.328,4.1328000000000005,0.3253012048192772
41.672,4.167199999999999,0.3313253012048194
42.128,4.2128,0.3433734939759038
42.272,4.2272,0.35542168674698815
42.312,4.231199999999999,0.36144578313253034
42.424,4.2424,0.3734939759036147
42.48,4.247999999999999,0.3855421686746991
42.648,4.2648,0.3915662650602413
42.984,4.2984,0.40361445783132566
43.144,4.3144,0.41566265060241003
43.168,4.3168,0.4216867469879522
43.224,4.3224,0.4337349397590366
43.344,4.3344000000000005,0.445783132530121
43.408,4.3408,0.45180722891566316
43.44,4.343999999999999,0.46385542168674754
43.488,4.3488,0.4759036144578319
43.568,4.3568,0.4819277108433741
43.648,4.364800000000001,0.4939759036144585
43.688,4.3688,0.5000000000000007
43.736,4.3736,0.5120481927710849
43.76,4.3759999999999994,0.5240963855421692
43.768,4.3768,0.5301204819277113
43.84,4.384,0.5421686746987956
44.168,4.4168,0.5542168674698799
44.2,4.42,0.560240963855422
45.944,4.5944,0.5722891566265063
46.32,4.632,0.5843373493975905
46.456,4.6456,0.5903614457831327
46.832,4.6832,0.6024096385542169
46.944,4.6944,0.6144578313253012
46.968,4.6968000000000005,0.6204819277108433
47.16,4.715999999999999,0.6325301204819276
47.4,4.74,0.6445783132530118
47.408,4.7408,0.650602409638554
47.496,4.7496,0.6626506024096382
47.648,4.7648,0.6746987951807225
47.712,4.7712,0.6807228915662646
47.76,4.776,0.6927710843373489
47.88,4.788,0.7048192771084332
47.904,4.7904,0.7108433734939753
48.008,4.800800000000001,0.7228915662650596
48.048,4.8048,0.7349397590361438
48.176,4.8176000000000005,0.740963855421686
48.328,4.832800000000001,0.7530120481927702
48.448,4.8448,0.7650602409638545
48.448,4.8448,0.7710843373493966
48.456,4.8456,0.7831325301204809
48.512,4.8512,0.7951807228915652
48.568,4.8568,0.8012048192771073
48.608,4.860799999999999,0.8132530120481916
48.72,4.872,0.8253012048192758
49.008,4.9008,0.831325301204818
49.12,4.912,0.8433734939759022
49.2,4.92,0.8554216867469865
49.208,4.9208,0.8614457831325286
49.936,4.9936,0.8734939759036129
50.312,5.0312,0.8855421686746971
50.704,5.0704,0.8915662650602393
50.872,5.0872,0.9036144578313235
51.512,5.1512,0.9156626506024078
51.712,5.171200000000001,0.92168674698795
52.296,5.2296,0.9337349397590342
53.264,5.3264000000000005,0.9457831325301185
54.8,5.4799999999999995,0.9518072289156606
55.912,5.5912,0.9638554216867449
56.504,5.650399999999999,0.9759036144578291
57.936,5.7936,0.9819277108433713
60.072,6.0072,0.9939759036144555
