thput,thput_divide_10,cdf
10.435,1.0435,0.005376344086021506
10.688,1.0688,0.010752688172043012
11.456,1.1456,0.021505376344086023
11.6,1.16,0.03225806451612904
13.12,1.3119999999999998,0.04301075268817205
15.823,1.5823,0.05376344086021507
16.837,1.6837,0.06451612903225808
19.0,1.9,0.07526881720430108
21.088,2.1088,0.08064516129032258
22.2,2.2199999999999998,0.09139784946236558
22.544,2.2544,0.10215053763440858
28.616,2.8616,0.11290322580645158
30.696,3.0696000000000003,0.12365591397849458
32.088,3.2088,0.1344086021505376
33.68,3.368,0.1451612903225806
33.688,3.3688000000000002,0.1505376344086021
37.12,3.7119999999999997,0.1612903225806451
41.2,4.12,0.1720430107526881
42.056,4.2056,0.1827956989247311
44.376,4.4376,0.1935483870967741
45.488,4.5488,0.2043010752688171
46.744,4.6744,0.2150537634408601
46.792,4.6792,0.2204301075268816
46.984,4.6984,0.2311827956989246
48.344,4.8344000000000005,0.2419354838709676
49.0,4.9,0.25268817204301064
49.656,4.9656,0.26344086021505364
49.952,4.9952,0.27419354838709664
50.416,5.0416,0.28494623655913964
50.584,5.058400000000001,0.29032258064516114
50.912,5.0912,0.30107526881720414
51.416,5.1415999999999995,0.31182795698924715
51.456,5.1456,0.32258064516129015
51.712,5.171200000000001,0.33333333333333315
51.8,5.18,0.34408602150537615
52.04,5.204,0.35483870967741915
52.056,5.2056,0.36021505376344065
52.184,5.2184,0.37096774193548365
52.352,5.2352,0.38172043010752665
52.832,5.2832,0.39247311827956965
52.968,5.2968,0.40322580645161266
53.12,5.311999999999999,0.41397849462365566
53.272,5.3271999999999995,0.42473118279569866
53.304,5.3304,0.43010752688172016
53.448,5.3448,0.44086021505376316
54.032,5.4032,0.45161290322580616
54.184,5.4184,0.46236559139784916
54.392,5.4392000000000005,0.47311827956989216
54.576,5.4576,0.48387096774193517
55.128,5.5128,0.49462365591397817
55.288,5.5287999999999995,0.5053763440860212
55.448,5.5448,0.5107526881720427
55.52,5.5520000000000005,0.5215053763440857
55.576,5.5576,0.5322580645161287
55.808,5.5808,0.5430107526881717
56.048,5.6048,0.5537634408602147
56.12,5.612,0.5645161290322577
56.136,5.6136,0.5752688172043007
56.176,5.6176,0.5806451612903222
56.608,5.6608,0.5913978494623652
56.672,5.667199999999999,0.6021505376344082
57.0,5.7,0.6129032258064512
57.248,5.7248,0.6236559139784942
57.448,5.7448,0.6344086021505372
57.512,5.7512,0.6451612903225802
57.688,5.768800000000001,0.6505376344086017
57.784,5.7783999999999995,0.6612903225806447
58.112,5.8112,0.6720430107526877
58.192,5.8192,0.6827956989247307
58.568,5.8568,0.6935483870967737
58.64,5.864,0.7043010752688167
58.888,5.8888,0.7150537634408597
58.92,5.892,0.7204301075268812
59.088,5.9088,0.7311827956989242
59.656,5.9656,0.7419354838709672
59.776,5.977600000000001,0.7526881720430102
59.912,5.9912,0.7634408602150532
60.112,6.0112000000000005,0.7741935483870962
60.216,6.0216,0.7849462365591392
60.368,6.0368,0.7903225806451607
60.712,6.0712,0.8010752688172037
60.816,6.0816,0.8118279569892467
61.096,6.1095999999999995,0.8225806451612897
61.264,6.1264,0.8333333333333327
61.616,6.1616,0.8440860215053757
61.704,6.1704,0.8548387096774187
61.832,6.1832,0.8602150537634402
61.92,6.192,0.8709677419354832
61.976,6.1975999999999996,0.8817204301075262
62.176,6.2176,0.8924731182795692
62.32,6.232,0.9032258064516122
63.32,6.332,0.9139784946236552
63.848,6.3848,0.9247311827956982
64.256,6.4256,0.9301075268817197
64.816,6.4816,0.9408602150537627
65.072,6.5072,0.9516129032258057
65.528,6.5528,0.9623655913978487
66.112,6.611199999999999,0.9731182795698917
70.04,7.0040000000000004,0.9838709677419347
70.712,7.0712,0.9946236559139777
