thput,thput_divide_10,cdf
10.16,1.016,0.006993006993006993
11.208,1.1208,0.013986013986013986
13.2,1.3199999999999998,0.02097902097902098
16.888,1.6888,0.03496503496503497
17.416,1.7416,0.04195804195804196
23.776,2.3776,0.055944055944055944
27.432,2.7432,0.06293706293706294
29.192,2.9192,0.07692307692307693
31.408,3.1408,0.08391608391608392
33.416,3.3415999999999997,0.09090909090909091
34.056,3.4055999999999997,0.1048951048951049
34.56,3.4560000000000004,0.11188811188811189
36.224,3.6224,0.1258741258741259
36.6,3.66,0.1328671328671329
41.008,4.1008000000000004,0.1468531468531469
41.344,4.1344,0.1538461538461539
41.384,4.1384,0.16083916083916092
43.112,4.3112,0.17482517482517493
45.056,4.505599999999999,0.18181818181818193
46.368,4.6368,0.19580419580419595
48.816,4.881600000000001,0.20279720279720295
49.864,4.9864,0.21678321678321696
50.448,5.0448,0.22377622377622397
50.704,5.0704,0.23076923076923098
51.408,5.1408000000000005,0.244755244755245
51.464,5.1464,0.251748251748252
51.76,5.176,0.26573426573426595
52.208,5.2208,0.27272727272727293
52.952,5.2951999999999995,0.2867132867132869
53.448,5.3448,0.29370629370629386
53.56,5.356,0.30069930069930084
53.648,5.364800000000001,0.3146853146853148
53.672,5.3671999999999995,0.3216783216783218
53.976,5.3976,0.33566433566433573
54.08,5.4079999999999995,0.3426573426573427
55.104,5.5104,0.35664335664335667
55.136,5.5136,0.36363636363636365
55.36,5.536,0.3706293706293706
55.88,5.588,0.3846153846153846
56.952,5.6952,0.39160839160839156
57.064,5.7064,0.4055944055944055
57.68,5.768,0.4125874125874125
57.72,5.772,0.42657342657342645
58.0,5.8,0.43356643356643343
58.024,5.8024000000000004,0.4405594405594404
58.256,5.8256,0.45454545454545436
58.544,5.8544,0.46153846153846134
60.272,6.0272,0.4755244755244753
60.52,6.0520000000000005,0.4825174825174823
60.648,6.0648,0.49650349650349623
60.656,6.0656,0.5034965034965032
60.88,6.088,0.5104895104895102
61.128,6.1128,0.5244755244755241
61.16,6.116,0.5314685314685311
61.296,6.1296,0.5454545454545451
61.408,6.1408000000000005,0.5524475524475521
61.52,6.152,0.566433566433566
61.528,6.1528,0.573426573426573
61.592,6.1592,0.58041958041958
61.728,6.1728000000000005,0.5944055944055939
61.928,6.1928,0.6013986013986009
62.104,6.2104,0.6153846153846149
62.2,6.220000000000001,0.6223776223776218
62.416,6.2416,0.6363636363636358
62.416,6.2416,0.6433566433566428
62.48,6.247999999999999,0.6503496503496498
62.664,6.2664,0.6643356643356637
62.672,6.2672,0.6713286713286707
62.68,6.268,0.6853146853146846
62.736,6.2736,0.6923076923076916
63.072,6.3072,0.7062937062937056
63.144,6.3144,0.7132867132867126
63.24,6.324,0.7202797202797195
63.36,6.336,0.7342657342657335
63.464,6.3464,0.7412587412587405
63.952,6.3952,0.7552447552447544
64.312,6.4312,0.7622377622377614
64.552,6.4552000000000005,0.7762237762237754
64.568,6.456799999999999,0.7832167832167823
64.648,6.464799999999999,0.7902097902097893
64.72,6.4719999999999995,0.8041958041958033
65.12,6.5120000000000005,0.8111888111888103
65.464,6.5464,0.8251748251748242
65.688,6.5688,0.8321678321678312
65.816,6.5816,0.8461538461538451
65.936,6.5936,0.8531468531468521
65.952,6.5952,0.8601398601398591
66.064,6.606399999999999,0.8741258741258731
66.368,6.636799999999999,0.88111888111888
66.792,6.6792,0.895104895104894
66.872,6.6872,0.902097902097901
67.28,6.728,0.9160839160839149
67.416,6.7416,0.9230769230769219
67.488,6.7488,0.9300699300699289
67.656,6.765600000000001,0.9440559440559428
67.752,6.7752,0.9510489510489498
67.864,6.7864,0.9650349650349638
67.872,6.7872,0.9720279720279708
70.4,7.040000000000001,0.9860139860139847
71.344,7.134399999999999,0.9930069930069917
