thput,thput_divide_10,cdf
1.936,0.1936,0.009523809523809525
2.816,0.28159999999999996,0.01904761904761905
4.536,0.45359999999999995,0.028571428571428574
6.136,0.6136,0.0380952380952381
7.552,0.7552,0.04761904761904762
8.104,0.8103999999999999,0.05714285714285715
8.856,0.8855999999999999,0.06666666666666668
12.192,1.2192,0.0761904761904762
12.72,1.272,0.08571428571428572
13.24,1.324,0.09523809523809523
13.584,1.3584,0.10476190476190475
15.192,1.5192,0.11428571428571427
16.448,1.6448,0.12380952380952379
17.176,1.7175999999999998,0.1333333333333333
17.928,1.7928000000000002,0.14285714285714282
18.384,1.8384,0.15238095238095234
19.288,1.9288,0.16190476190476186
19.712,1.9712,0.17142857142857137
19.792,1.9792,0.1809523809523809
19.8,1.98,0.1904761904761904
20.584,2.0584,0.20952380952380945
20.824,2.0824000000000003,0.21904761904761896
20.928,2.0928,0.22857142857142848
21.136,2.1136,0.238095238095238
21.544,2.1544,0.24761904761904752
21.624,2.1624,0.25714285714285706
22.04,2.2039999999999997,0.2666666666666666
22.632,2.2632000000000003,0.27619047619047615
22.944,2.2944,0.2857142857142857
22.992,2.2992,0.29523809523809524
23.152,2.3152,0.3047619047619048
23.248,2.3248,0.31428571428571433
23.632,2.3632,0.3238095238095239
23.976,2.3975999999999997,0.3333333333333334
24.352,2.4352,0.34285714285714297
24.36,2.436,0.3523809523809525
24.616,2.4616,0.36190476190476206
24.728,2.4728000000000003,0.3714285714285716
24.768,2.4768,0.38095238095238115
24.776,2.4776,0.3904761904761907
25.0,2.5,0.40000000000000024
25.24,2.524,0.41904761904761934
25.288,2.5288,0.4285714285714289
25.352,2.5352,0.4380952380952384
25.552,2.5552,0.44761904761904797
25.792,2.5792,0.4571428571428575
25.88,2.588,0.46666666666666706
26.112,2.6111999999999997,0.4761904761904766
26.344,2.6344000000000003,0.48571428571428615
26.416,2.6416,0.4952380952380957
26.44,2.644,0.5047619047619052
26.752,2.6752,0.5142857142857147
26.76,2.676,0.5238095238095242
27.904,2.7904,0.5333333333333337
28.336,2.8335999999999997,0.5428571428571431
28.584,2.8584,0.5523809523809526
28.608,2.8608000000000002,0.5619047619047621
28.824,2.8824,0.5714285714285716
28.888,2.8888000000000003,0.5809523809523811
29.152,2.9152,0.5904761904761906
29.4,2.94,0.6095238095238096
30.368,3.0368,0.6190476190476191
30.768,3.0768,0.6285714285714286
30.824,3.0824000000000003,0.638095238095238
30.904,3.0904,0.6476190476190475
31.088,3.1088,0.657142857142857
31.216,3.1216,0.6666666666666665
31.464,3.1464,0.676190476190476
31.928,3.1928,0.6857142857142855
32.112,3.2112000000000003,0.695238095238095
32.264,3.2264000000000004,0.7047619047619045
32.304,3.2304000000000004,0.714285714285714
32.304,3.2304000000000004,0.7238095238095235
32.304,3.2304000000000004,0.733333333333333
32.344,3.2344,0.7428571428571424
32.368,3.2368,0.7523809523809519
32.584,3.2584000000000004,0.7619047619047614
32.856,3.2856,0.7714285714285709
33.0,3.3,0.7809523809523804
33.248,3.3247999999999998,0.7904761904761899
33.392,3.3392000000000004,0.8095238095238089
33.448,3.3448,0.8190476190476184
33.48,3.348,0.8285714285714278
33.488,3.3487999999999998,0.8380952380952373
33.56,3.3560000000000003,0.8476190476190468
33.696,3.3695999999999997,0.8571428571428563
34.056,3.4055999999999997,0.8666666666666658
34.12,3.412,0.8761904761904753
34.288,3.4288,0.8857142857142848
34.36,3.436,0.8952380952380943
34.584,3.4584,0.9047619047619038
34.712,3.4712000000000005,0.9142857142857133
34.744,3.4744,0.9238095238095227
34.776,3.4776000000000002,0.9333333333333322
35.648,3.5648000000000004,0.9428571428571417
35.672,3.5671999999999997,0.9523809523809512
36.52,3.652,0.9619047619047607
38.288,3.8287999999999998,0.9714285714285702
42.528,4.2528,0.9809523809523797
43.624,4.3624,0.9904761904761892
