index,channel,N1E1,N1E2,N2E1,N2E2,all,Usage,Usage_normalized,N2E2_normalized
1,174770,0,0,0,0.542857143,0.2375,0.361706161,0.489984592,0.542857143
2,632736,0,0,0,0.157142857,0.06875,0.17971564,0.243451464,0.157142857
3,658080,0,0,0,0.3,0.13125,0.196777251,0.266563944,0.3
4,648672,0,0,0,0.983050847,0.423357664,0.691730408,0.911389998,0.983050847
5,653952,0,0,0,0.016949153,0.00729927,0.067253572,0.088610002,0.016949153
