timestamp,src_pcell_cid,src_pcell_freq,src_nrcell_cid,src_nrcell_freq,src_scell1_cid,src_scell1_freq,src_scell2_cid,src_scell2_freq,src_scell3_cid,src_scell3_freq,src_nr_scell1_cid,src_nr_scell1_freq,src_nr_scell2_cid,src_nr_scell2_freq,src_nr_scell3_cid,src_nr_scell3_freq,dst_pcell_cid,dst_pcell_freq,dst_nrcell_cid,dst_nrcell_freq,dst_scell1_cid,dst_scell1_freq,dst_scell2_cid,dst_scell2_freq,dst_scell3_cid,dst_scell3_freq,dst_nr_scell1_cid,dst_nr_scell1_freq,dst_nr_scell2_cid,dst_nr_scell2_freq,dst_nr_scell3_cid,dst_nr_scell3_freq,nr_release_flag,rrc_release_flag,nr_off_event_flag,nr_onoff_event_type,last_nr_scell_modification_ts,seconds_since_last_scell_modification,serving_cell_meas_result,serving_cell_min_meas_result,serving_cell_min_meas_result_num,nr_pcell_handover_flag,nr_scell_modification_flag,removed_scell_cid,removed_scell_freq,added_scell_cid,added_scell_freq,removed_scell_rsrp,removed_scell_rsrq,removed_scell_snr,added_scell_rsrp,added_scell_rsrq,added_scell_snr,scell_modification_flag,scell_modification_success_flag,scell_modification_failure_ts,timestamp_gap_flag,timestamp_gap_offset,timestamp_fixed_flag,timestamp_after_fix,timestamp_ms,lat,lon,dst_is_5g,dst_rat,dst_cell_num_5g_4g,dst_channel_count,src_is_5g,src_rat,src_cell_num_5g_4g,src_channel_count,5g_recovery_timestamp,is_5g_sequence,rat_sequence,cell_num_sequence,channel_count_sequence,onoff_type,file_path,location
1746504748,,,104,501390,,,,,,,273,387410,371,398410,104,521310,,,,,,,,,,,,,,,,,1,0,1,type1,1746504748,0.013999939,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746504748,1.7465E+12,40.4289033,-86.921,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,501390:1|387410:1|398410:1|521310:1,1746504760,True->False->True,5G SA->IDLE->5G SA,4/0->0/0->1/0,501390:1|387410:1|398410:1|521310:1->->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p1-4.csv,Point 1
1746499079,,,104,501390,,,,,,,371,387410,371,398410,104,521310,,,,,,,,,,,,,,,,,1,0,1,type1,1746499079,0.019000053,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,371-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746499079,1.7465E+12,40.42741,-86.92109,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,501390:1|387410:1|398410:1|521310:1,1746499089,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,501390:1|387410:1|398410:1|521310:1->->1001:1->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p17-2.csv,Point 17
1746499194,,,104,521310,,,,,,,371,387410,371,398410,104,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1746499194,0.015000105,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,371-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746499194,1.7465E+12,40.4273933,-86.9210333,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1746499204,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,521310:1|387410:1|398410:1|501390:1->->5035:1->501390:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p17-2.csv,Point 17
1746505465,,,393,521310,,,,,,,273,387410,371,398410,104,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1746505465,0.01699996,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746505465,1.74651E+12,40.42838,-86.91929,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1746505476,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,521310:1|387410:1|398410:1|501390:1->->5035:1->387410:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p49-1.csv,
1746506292,,,393,521310,,,,,,,273,387410,273,398410,393,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1746506292,0.016000032,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746506292,1.74651E+12,40.42835,-86.9193,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1746506303,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,521310:1|387410:1|398410:1|501390:1->->5035:1->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p49-5.csv,
1746506351,,,104,521310,,,,,,,273,387410,273,398410,393,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1746506351,0.013999939,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746506351,1.74651E+12,40.42844,-86.91924,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1746506351,True->False->True,5G SA->IDLE->5G SA,4/0->0/0->1/0,521310:1|387410:1|398410:1|501390:1->->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p49-5.csv,
1746506345,,,104,521310,,,,,,,,,,,,,294,5035,,,,,,,,,,,,,,,1,0,1,type1,1746506351,-5.243000031,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,,,1,0,,,,,,,,,,,0,1,,1,-5.351000071,1,1746506361,1.74651E+12,40.42844,-86.91924,FALSE,LTE,0/1,5035:01:00,TRUE,5G SA,Jan-00,521310:1,1746506361,True->False->True,5G SA->LTE->5G SA,1/0->0/1->1/0,521310:1->5035:1->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p49-5.csv,
1746506368,,,104,521310,,,,,,,273,387410,273,398410,393,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1746506368,0.015000105,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746506368,1.74651E+12,40.42844,-86.91926,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1746506379,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,521310:1|387410:1|398410:1|501390:1->->67011:1->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p49-5.csv,
1746503834,,,393,501390,,,,,,,371,387410,273,398410,393,521310,,,,,,,,,,,,,,,,,1,0,1,type1,1746503834,0.008000135,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,371-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746503834,1.7465E+12,40.4289911,-86.92099,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,501390:1|387410:1|398410:1|521310:1,1746503844,True->False->True,5G SA->IDLE->5G SA,4/0->0/0->1/0,501390:1|387410:1|398410:1|521310:1->->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p1-2.csv,Point 1
1746503867,,,393,521310,,,,,,,273,387410,273,398410,393,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1746503867,0.010999918,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746503867,1.7465E+12,40.429,-86.92096,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1746503879,True->False->False->False->True,5G SA->IDLE->LTE->LTE->5G SA,4/0->0/0->0/1->0/1->1/0,521310:1|387410:1|398410:1|501390:1->->5035:1->66736:1->501390:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p1-2.csv,Point 1
1746503898,,,393,501390,,,,,,,273,387410,371,398410,393,521310,,,,,,,,,,,,,,,,,1,0,1,type1,1746503898,0.006999969,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746503898,1.7465E+12,40.42896,-86.92104,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,501390:1|387410:1|398410:1|521310:1,1746503909,True->False->False->False->True,5G SA->IDLE->LTE->LTE->5G SA,4/0->0/0->0/1->0/1->1/0,501390:1|387410:1|398410:1|521310:1->->5035:1->66736:1->501390:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p1-2.csv,Point 1
1746499759,,,104,521310,,,,,,,273,387410,371,398410,104,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1746499759,0.018000126,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746499759,1.7465E+12,40.42713,-86.92122,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1746499769,True->False->True,5G SA->IDLE->5G SA,4/0->0/0->1/0,521310:1|387410:1|398410:1|501390:1->->501390:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p17-5.csv,Point 25
1746499612,,,104,501390,,,,,,,273,387410,371,398410,104,521310,,,,,,,,,,,,,,,,,1,0,1,type1,1746499612,0.00999999,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746499612,1.7465E+12,40.42741,-86.92105,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,501390:1|387410:1|398410:1|521310:1,1746499623,True->False->True,5G SA->IDLE->5G SA,4/0->0/0->1/0,501390:1|387410:1|398410:1|521310:1->->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p17-4.csv,Point 17
1746503718,,,393,501390,,,,,,,273,387410,371,398410,393,521310,,,,,,,,,,,,,,,,,1,0,1,type1,1746503718,0.020000219,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746503718,1.7465E+12,40.4289778,-86.9210378,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,501390:1|387410:1|398410:1|521310:1,1746503728,True->False->True,5G SA->IDLE->5G SA,4/0->0/0->1/0,501390:1|387410:1|398410:1|521310:1->->501390:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p1-1.csv,Point 1
1746494446,,,393,521310,,,,,,,371,387410,371,398410,393,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1746494446,0.014999866,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,371-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746494446,1.74649E+12,40.42737,-86.91823,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1746494446,True->False->True,5G SA->IDLE->5G SA,4/0->0/0->1/0,521310:1|387410:1|398410:1|501390:1->->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p51-1.csv,Point 51
1746494275,,,393,521310,,,,,,,,,,,,,113,5035,,,,,,,,,,,,,,,1,0,1,type1,1746494446,-170.6950002,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,,,1,0,,,,,,,,,,,0,1,,1,-170.8999999,1,1746494457,1.74649E+12,40.42722,-86.91826,FALSE,LTE,0/1,5035:01:00,TRUE,5G SA,Jan-00,521310:1,1746494457,True->False->True,5G SA->LTE->5G SA,1/0->0/1->1/0,521310:1->5035:1->387410:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p51-1.csv,Point 51
1746494462,,,393,501390,,,,,,,371,387410,273,398410,393,521310,,,,,,,,,,,,,,,,,1,0,1,type1,1746494462,0.022000074,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,371-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746494462,1.74649E+12,40.4272985,-86.9183144,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,501390:1|387410:1|398410:1|521310:1,1746494472,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,501390:1|387410:1|398410:1|521310:1->->5035:1->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p51-1.csv,Point 51
1746494872,,,393,521310,,,,,,,273,387410,371,398410,393,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1746494872,0.019999981,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746494872,1.74649E+12,40.42737,-86.91831,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1746494882,True->False->True,5G SA->IDLE->5G SA,4/0->0/0->1/0,521310:1|387410:1|398410:1|501390:1->->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p51-3.csv,Point 51
1746494917,,,393,521310,,,,,,,273,387410,371,398410,393,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1746494917,0.020999908,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746494917,1.74649E+12,40.42737,-86.91832,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1746494928,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,521310:1|387410:1|398410:1|501390:1->->5035:1->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p51-3.csv,Point 51
1746501296,,,104,501390,,,,,,,273,387410,371,398410,104,521310,,,,,,,,,,,,,,,,,1,0,1,type1,1746501296,0.013999939,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1746501296,1.7465E+12,40.42728,-86.92167,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,501390:1|387410:1|398410:1|521310:1,1746501307,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,501390:1|387410:1|398410:1|521310:1->->5035:1->501390:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250505-yb/onoff/onoff_types_t-fd-p53-4.csv,Point 53
1746579366,,,104,501390,,,,,,,371,387410,371,398410,104,521310,,,,,,,,,,,,,,,,,1,0,1,type2,1746579128,237.5540001,pcell-104-501390-1484--70.41--10.36/scell1-371-387410-1484--68.6--10.51/scell2-371-398410-1483--70.92--10.37/scell3-104-521310-1483--67.99--10.37,371-398410,1483,1,0,,,,,,,,,,,0,1,,0,,0,1746579366,1.74658E+12,40.42619,-86.9185289,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,501390:1|387410:1|398410:1|521310:1,1746579377,True->False->True,5G SA->IDLE->5G SA,4/0->0/0->1/0,501390:1|387410:1|398410:1|521310:1->->501390:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250506-t1/onoff/onoff_types_t-wl-s1e1-4.csv,
1746579598,,,104,501390,,,,,,,371,387410,371,398410,104,521310,,,,,,,,,,,,,,,,,1,0,1,type2,1746579378,220.0580001,pcell-104-501390-1375--79.95--10.38/scell1-371-387410-1375--73.72--10.37/scell2-371-398410-1375--79.17--10.67/scell3-104-521310-1374--79.82--10.44,104-521310,1374,1,0,,,,,,,,,,,0,1,,0,,0,1746579598,1.74658E+12,40.42545,-86.91817,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,501390:1|387410:1|398410:1|521310:1,1746579609,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,501390:1|387410:1|398410:1|521310:1->->5035:1->501390:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250506-t1/onoff/onoff_types_t-wl-s1e1-4.csv,
1746579631,,,104,501390,,,,,,,371,387410,371,398410,104,521310,,,,,,,,,,,,,,,,,1,0,1,type2,1746579612,18.61800003,pcell-104-501390-116--77.55--10.41/scell1-371-387410-116--70.52--10.32/scell2-371-398410-115--70.91--10.32/scell3-104-521310-115--74.99--10.35,371-398410,115,1,0,,,,,,,,,,,0,1,,0,,0,1746579631,1.74658E+12,40.42528,-86.9181,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,501390:1|387410:1|398410:1|521310:1,1746579642,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,501390:1|387410:1|398410:1|521310:1->->5035:1->501390:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250506-t1/onoff/onoff_types_t-wl-s1e1-4.csv,
1746576876,,,104,521310,,,,,,,371,387410,371,398410,104,501390,,,,,,,,,,,,,,,,,1,0,1,type2,1746576501,374.641,pcell-104-521310-2325--105.9--19.69/scell1-371-387410-2325--118.22--26.18/scell2-371-398410-2325--116.38--25.63/scell3-104-501390-2325--102.16--16.91,371-387410,2325,1,0,,,,,,,,,,,0,1,,0,,0,1746576876,1.74658E+12,40.42371,-86.9163356,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1746576876,True->False->True,5G SA->IDLE->5G SA,4/0->0/0->1/0,521310:1|387410:1|398410:1|501390:1->->501390:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250506-t1/onoff/onoff_types_t-wl-s1e1-2.csv,
1741543140,,,393,501390,,,,,,,371,387410,273,398410,393,521310,,,,,,,,,,,,,,,,,1,0,1,type1,1741543140,0.009000063,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,371-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1741543140,1.74154E+12,40.42771,-86.91731,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,501390:1|387410:1|398410:1|521310:1,1741543151,True->False->True,5G SA->IDLE->5G SA,4/0->0/0->1/0,501390:1|387410:1|398410:1|521310:1->->501390:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250309/onoff/onoff_types_t-l8p1-dl-5.csv,Point 46
1741540890,,,393,521310,,,,,,,371,387410,273,398410,393,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1741540890,0.021999836,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,371-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1741540890,1.74154E+12,40.42753,-86.91728,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1741540901,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,521310:1|387410:1|398410:1|501390:1->->5035:1->126270:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250309/onoff/onoff_types_t-l8-dl-1.csv,
1741540998,,,393,521310,,,,,,,371,387410,273,398410,393,501390,294,5035,,,,,,,,,,,,,,,1,0,1,type3,1741540988,9.715999842,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,371-387410,0,1,0,,,,,,,,,,,0,1,,1,9.471000195,0,1741540998,1.74154E+12,40.42715,-86.91737,FALSE,LTE,0/1,5035:01:00,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1741540998,True->False->True,5G SA->LTE->5G SA,4/0->0/1->1/0,521310:1|387410:1|398410:1|501390:1->5035:1->126270:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250309/onoff/onoff_types_t-l8-dl-1.csv,
1741541066,,,393,521310,,,,,,,371,387410,273,398410,393,501390,294,5035,,,,,,,,,,,,,,,1,0,1,type3,1741541058,8.313999891,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,371-387410,0,1,0,,,,,,,,,,,0,1,,1,8.15899992,0,1741541066,1.74154E+12,40.42731,-86.9173,FALSE,LTE,0/1,5035:01:00,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1741541067,True->False->True,5G SA->LTE->5G SA,4/0->0/1->1/0,521310:1|387410:1|398410:1|501390:1->5035:1->126270:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250309/onoff/onoff_types_t-l8-dl-1.csv,Point 22
1741541134,,,393,501390,,,,,,,273,387410,273,398410,393,521310,294,5035,,,,,,,,,,,,,,,1,0,1,type3,1741541125,8.712000132,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,1,8.572000027,0,1741541134,1.74154E+12,40.42739,-86.91729,FALSE,LTE,0/1,5035:01:00,TRUE,5G SA,Apr-00,501390:1|387410:1|398410:1|521310:1,1741541134,True->False->True,5G SA->LTE->5G SA,4/0->0/1->1/0,501390:1|387410:1|398410:1|521310:1->5035:1->126270:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250309/onoff/onoff_types_t-l8-dl-1.csv,Point 22
1741545517,,,104,521310,,,,,,,371,387410,371,398410,393,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1741545517,0.020999908,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,371-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1741545517,1.74155E+12,40.4275522,-86.91778,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1741545529,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,521310:1|387410:1|398410:1|501390:1->->5035:1->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250309/onoff/onoff_types_t-l8p2-dl-5.csv,
1741545568,,,104,521310,,,,,,,273,387410,371,398410,393,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1741545568,0.009000063,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1741545568,1.74155E+12,40.42754,-86.91779,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1741545579,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,521310:1|387410:1|398410:1|501390:1->->5035:1->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250309/onoff/onoff_types_t-l8p2-dl-5.csv,
1741545599,,,393,521310,,,,,,,273,387410,371,398410,393,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1741545599,0.019999981,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,273-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1741545599,1.74155E+12,40.42752,-86.91796,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1741545610,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,521310:1|387410:1|398410:1|501390:1->->5035:1->501390:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250309/onoff/onoff_types_t-l8p2-dl-5.csv,
1741545670,,,393,501390,,,,,,,371,387410,273,398410,393,521310,,,,,,,,,,,,,,,,,1,0,1,type1,1741545670,0.006000042,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,371-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1741545670,1.74155E+12,40.4274,-86.91786,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,501390:1|387410:1|398410:1|521310:1,1741545682,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,501390:1|387410:1|398410:1|521310:1->->1001:1->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250309/onoff/onoff_types_t-l8p2-dl-5.csv,Point 21
1741545718,,,104,521310,,,,,,,371,387410,273,398410,104,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1741545718,0.00999999,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,371-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1741545718,1.74155E+12,40.42748,-86.91797,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1741545728,True->False->False->True,5G SA->IDLE->LTE->5G SA,4/0->0/0->0/1->1/0,521310:1|387410:1|398410:1|501390:1->->5035:1->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250309/onoff/onoff_types_t-l8p2-dl-5.csv,
1741545770,,,104,521310,,,,,,,371,387410,273,398410,393,501390,,,,,,,,,,,,,,,,,1,0,1,type1,1741545770,0.014000177,pcell-None-None-None-None-None/scell1-None-None-None-None-None/scell2-None-None-None-None-None/scell3-None-None-None-None-None,371-387410,0,1,0,,,,,,,,,,,0,1,,0,,0,1741545770,1.74155E+12,40.42742,-86.91781,FALSE,IDLE,0/0,,TRUE,5G SA,Apr-00,521310:1|387410:1|398410:1|501390:1,1741545781,True->False->True,5G SA->IDLE->5G SA,4/0->0/0->1/0,521310:1|387410:1|398410:1|501390:1->->521310:1,S1,/Users/yanbingliu/Dropbox/Research@Purdue/SA/nsg-log/20250309/onoff/onoff_types_t-l8p2-dl-5.csv,Point 21
