value,value_log,value_divide_100,value_divide_1000,cdf
0.0,-inf,0.0,0.0,0.015873015873015872
0.0,-inf,0.0,0.0,0.031746031746031744
0.0,-inf,0.0,0.0,0.047619047619047616
0.0,-inf,0.0,0.0,0.06349206349206349
0.0,-inf,0.0,0.0,0.07936507936507936
0.0,-inf,0.0,0.0,0.09523809523809523
0.0,-inf,0.0,0.0,0.1111111111111111
0.0,-inf,0.0,0.0,0.12698412698412698
0.0,-inf,0.0,0.0,0.14285714285714285
0.0,-inf,0.0,0.0,0.15873015873015872
0.57,-0.24412514432750865,0.0057,0.00057,0.1746031746031746
1.51,0.17897694729316943,0.0151,0.00151,0.19047619047619047
1.69,0.22788670461367352,0.0169,0.00169,0.20634920634920634
1.75,0.24303804868629444,0.0175,0.00175,0.2222222222222222
2.12,0.32633586092875144,0.0212,0.00212,0.23809523809523808
2.48,0.3944516808262163,0.0248,0.00248,0.25396825396825395
3.3,0.5185139398778874,0.033,0.0033,0.2698412698412698
3.85,0.5854607295085007,0.0385,0.00385,0.2857142857142857
4.74,0.6757783416740851,0.0474,0.00474,0.30158730158730157
5.24,0.7193312869837266,0.0524,0.00524,0.31746031746031744
5.76,0.7604224834232121,0.0576,0.00576,0.3333333333333333
6.05,0.7817553746524689,0.0605,0.00605,0.3492063492063492
6.46,0.8102325179950841,0.0646,0.00646,0.36507936507936506
6.85,0.8356905714924255,0.0685,0.00685,0.38095238095238093
7.19,0.8567288903828826,0.0719,0.00719,0.3968253968253968
10.61,1.0257153839013406,0.1061,0.01061,0.4126984126984127
14.24,1.1535099893008376,0.1424,0.01424,0.42857142857142855
19.75,1.295567099962479,0.1975,0.01975,0.4444444444444444
25.69,1.4097641042663462,0.2569,0.02569,0.4603174603174603
30.17,1.4795753101749884,0.3017,0.03017,0.47619047619047616
30.19,1.4798631130230977,0.3019,0.03019,0.49206349206349204
37.37,1.5725230978496376,0.3737,0.03737,0.5079365079365079
41.25,1.615423952885944,0.4125,0.04125,0.5238095238095238
43.72,1.6406801532776651,0.4372,0.04372,0.5396825396825397
51.77,1.714078164981856,0.5177,0.05177,0.5555555555555556
53.43,1.727785174182906,0.5343,0.05343,0.5714285714285714
58.52,1.7673043174532732,0.5852,0.05852,0.5873015873015873
58.87,1.769894035812169,0.5887,0.05887,0.6031746031746031
60.79,1.783832143384441,0.6079,0.06079,0.6190476190476191
62.95,1.7989957344438814,0.6295,0.06295,0.6349206349206349
63.27,1.8011978344591488,0.6327,0.06327,0.6507936507936508
65.16,1.8139810756364718,0.6516,0.06516,0.6666666666666666
66.18,1.8207267628238342,0.6618,0.06618,0.6825396825396826
68.39,1.83499260373303,0.6839,0.06839,0.6984126984126984
69.02,1.838974954955468,0.6902,0.06902,0.7142857142857143
70.205,1.8463680436836736,0.70205,0.070205,0.7301587301587301
73.56,1.86664172056604,0.7356,0.07356,0.746031746031746
73.755,1.8677914673458427,0.73755,0.073755,0.7619047619047619
74.15,1.8701111553644008,0.7415,0.07415,0.7777777777777778
79.335,1.8994648260746658,0.79335,0.079335,0.7936507936507936
79.73,1.9016217640933573,0.7973,0.07973,0.8095238095238095
83.69,1.9226735678585543,0.8369,0.08369,0.8253968253968254
85.23,1.9305924884425982,0.8523,0.08523,0.8412698412698413
88.8,1.948412965778601,0.888,0.0888,0.8571428571428571
95.54,1.980185236947335,0.9554,0.09554,0.873015873015873
103.66,2.015611204503512,1.0366,0.10366,0.8888888888888888
124.37,2.0947156343281867,1.2437,0.12437,0.9047619047619048
125.88,2.0999567342411827,1.2588,0.12588,0.9206349206349206
137.93,2.1396587362081774,1.3793,0.13793,0.9365079365079365
170.305,2.2312273986410096,1.70305,0.170305,0.9523809523809523
176.32,2.246301577171691,1.7632,0.17632,0.9682539682539683
189.68,2.2780215409701317,1.8968,0.18968,0.9841269841269841
232.45,2.3663295505191058,2.3245,0.23245,1.0
