value,value_log,value_divide_100,value_divide_1000,cdf
3.34,0.5237464668115644,0.0334,0.00334,0.01
17.53,1.243781916093795,0.1753,0.01753,0.02
35.31,1.5478977175630972,0.3531,0.03531,0.03
48.685,1.6873951743423221,0.48685,0.048685,0.04
60.95,1.7849737099544007,0.6095,0.06095,0.05
65.7,1.8175653695597809,0.657,0.0657,0.06
69.15,1.8397921844453293,0.6915,0.06915,0.07
75.55,1.878234468675044,0.7555,0.07555,0.08
80.97,1.9083241392761792,0.8097,0.08097,0.09
84.59,1.9273190249596561,0.8459,0.08459,0.1
88.34,1.9461573949223723,0.8834,0.08834,0.11
91.9,1.9633155113861114,0.919,0.0919,0.12
94.975,1.977609302226758,0.94975,0.094975,0.13
98.73,1.994449137014036,0.9873,0.09873,0.14
103.62,2.0154435879511023,1.0362,0.10362,0.15
106.44,2.0271048658793513,1.0644,0.10644,0.16
109.1,2.037824750588342,1.091,0.1091,0.17
111.21,2.046143840749226,1.1121,0.11121,0.18
113.84,2.056294887076228,1.1384,0.11384,0.19
116.91,2.067851660512353,1.1691,0.11691,0.2
119.23,2.076385543954533,1.1923,0.11923,0.21
121.58,2.0848621390484223,1.2158,0.12158,0.22
123.32,2.0910335160544706,1.2332,0.12332,0.23
127.39,2.105135337612572,1.2739,0.12739,0.24
128.51,2.1089369235882596,1.2851,0.12851,0.25
130.27,2.1148444131450237,1.3027,0.13027,0.26
131.58,2.1191898820611668,1.3158,0.13158,0.27
133.61,2.125838963995004,1.3361,0.13361,0.28
135.25,2.131137273778607,1.3525,0.13525,0.29
140.21,2.1467789893078333,1.4021,0.14021,0.3
141.05,2.1493730904913853,1.4105,0.14105,0.31
143.07,2.1555485771535294,1.4307,0.14307,0.32
143.94,2.158181498351474,1.4394,0.14394,0.33
147.35,2.168350140185944,1.4735,0.14735,0.34
148.42,2.1714924272529013,1.4842,0.14842,0.35
150.69,2.1780844328792117,1.5069,0.15069,0.36
151.94,2.181672122068266,1.5194,0.15194,0.37
153.68,2.1866173518536374,1.5368,0.15368,0.38
155.66,2.1921770261127524,1.5566,0.15566,0.39
158.49,2.200001865406602,1.5849,0.15849,0.4
160.49,2.205447977051677,1.6049,0.16049,0.41
162.505,2.2108667280164496,1.62505,0.162505,0.42
165.48,2.2187455122234745,1.6548,0.16548,0.43
166.96,2.2226124360573976,1.6696,0.16696,0.44
171.25,2.2336305801644634,1.7125,0.17125,0.45
174.335,2.241384586082659,1.74335,0.174335,0.46
178.11,2.2506883036457213,1.7811,0.17811,0.47
179.14,2.253192569878444,1.7914,0.17914,0.48
182.105,2.260321870246312,1.82105,0.182105,0.49
186.13,2.269816377345824,1.8613,0.18613,0.5
188.5,2.2753113545418118,1.885,0.1885,0.51
190.77,2.280510079703276,1.9077,0.19077,0.52
193.56,2.2868156134365862,1.9356,0.19356,0.53
196.39,2.2931193701342987,1.9639,0.19639,0.54
200.24,2.3015508366001667,2.0024,0.20024,0.55
203.65,2.3088844144220166,2.0365,0.20365,0.56
207.45,2.316913439164992,2.0745,0.20745,0.57
211.94,2.3262129299994303,2.1194,0.21194,0.58
213.82,2.3300483252104627,2.1382,0.21382,0.59
216.99,2.3364397198167786,2.1699,0.21699,0.6
220.61,2.343625194624513,2.2061,0.22061,0.61
221.81,2.345981121826305,2.2181,0.22181,0.62
227.74,2.3574393163138994,2.2774,0.22774,0.63
230.55,2.3627651265554266,2.3055,0.23055,0.64
234.565,2.370263210503947,2.34565,0.234565,0.65
239.19,2.3787430188130196,2.3919,0.23919,0.66
244.41,2.3881189710303055,2.4441,0.24441,0.67
249.52,2.3971053617490874,2.4952,0.24952,0.68
252.3,2.4019172505175748,2.523,0.2523,0.69
257.59,2.410928999102691,2.5759,0.25759,0.7
260.93,2.416524014268653,2.6093,0.26093,0.71
262.82,2.41965841096058,2.6282,0.26282,0.72
269.07,2.4298652787345607,2.6907,0.26907,0.73
275.56,2.44021617608011,2.7556,0.27556,0.74
282.45,2.450941579072346,2.8245,0.28245,0.75
285.38,2.4554235336209786,2.8538,0.28538,0.76
290.25,2.4627722284106115,2.9025,0.29025,0.77
293.03,2.4669120850895956,2.9303,0.29303,0.78
298.13,2.474405680088006,2.9813,0.29813,0.79
301.85,2.479791180189492,3.0185,0.30185,0.8
306.22,2.4860335521557864,3.0622,0.30622,0.81
308.88,2.4897897886159925,3.0888,0.30888,0.82
316.215,2.4999824673125626,3.16215,0.316215,0.83
323.34,2.509659433979669,3.2334,0.32334,0.84
329.935,2.51842838859961,3.29935,0.329935,0.85
334.86,2.524863272900304,3.3486,0.33486,0.86
340.79,2.532486842525011,3.4079,0.34079,0.87
346.34,2.5395026526123377,3.4634,0.34634,0.88
349.81,2.54383222047354,3.4981,0.34981,0.89
356.435,2.551980342841122,3.56435,0.356435,0.9
362.18,2.5589244643947815,3.6218,0.36218,0.91
373.38,2.572151051368114,3.7338,0.37338,0.92
384.99,2.5854494489858464,3.8499,0.38499,0.93
394.46,2.596002970384389,3.9446,0.39446,0.94
407.43,2.6100530039345773,4.0743,0.40743,0.95
423.64,2.626996959365406,4.2364,0.42364,0.96
452.72,2.6558296809272717,4.5272,0.45272,0.97
498.24,2.697438590888026,4.9824,0.49824,0.98
527.12,2.72190949453948,5.2712,0.52712,0.99
575.32,2.759909471780864,5.7532,0.57532,1.0
