value,value_log,value_divide_100,value_divide_1000,cdf
0.0,-inf,0.0,0.0,0.010869565217391304
0.0,-inf,0.0,0.0,0.021739130434782608
0.0,-inf,0.0,0.0,0.03260869565217391
0.0,-inf,0.0,0.0,0.043478260869565216
0.0,-inf,0.0,0.0,0.05434782608695652
0.0,-inf,0.0,0.0,0.06521739130434782
0.0,-inf,0.0,0.0,0.07608695652173914
0.0,-inf,0.0,0.0,0.08695652173913043
0.0,-inf,0.0,0.0,0.09782608695652174
0.0,-inf,0.0,0.0,0.10869565217391304
0.0,-inf,0.0,0.0,0.11956521739130435
0.0,-inf,0.0,0.0,0.13043478260869565
0.0,-inf,0.0,0.0,0.14130434782608695
0.0,-inf,0.0,0.0,0.15217391304347827
0.0,-inf,0.0,0.0,0.16304347826086957
0.0,-inf,0.0,0.0,0.17391304347826086
0.0,-inf,0.0,0.0,0.18478260869565216
0.0,-inf,0.0,0.0,0.1956521739130435
0.0,-inf,0.0,0.0,0.20652173913043478
0.01,-2.0,0.0001,1e-05,0.21739130434782608
0.06,-1.2218487496163564,0.0006,6e-05,0.22826086956521738
0.09,-1.0457574905606752,0.0009,9e-05,0.2391304347826087
0.37,-0.431798275933005,0.0037,0.00037,0.25
0.46,-0.3372421683184259,0.0046,0.00046,0.2608695652173913
0.49,-0.3098039199714863,0.0049,0.00049,0.2717391304347826
0.53,-0.27572413039921095,0.0053,0.00053,0.2826086956521739
1.04,0.01703333929878037,0.0104,0.00104,0.29347826086956524
1.08,0.03342375548694973,0.0108,0.00108,0.30434782608695654
1.55,0.1903316981702915,0.0155,0.00155,0.31521739130434784
1.58,0.19865708695442263,0.0158,0.00158,0.32608695652173914
1.7,0.2304489213782739,0.017,0.0017,0.33695652173913043
2.19,0.34044411484011844,0.0219,0.00219,0.34782608695652173
2.42,0.38381536598043126,0.0242,0.00242,0.358695652173913
2.72,0.43456890403419873,0.0272,0.00272,0.3695652173913043
2.73,0.436162647040756,0.0273,0.00273,0.3804347826086957
2.93,0.4668676203541095,0.0293,0.00293,0.391304347826087
3.21,0.5065050324048721,0.0321,0.00321,0.40217391304347827
3.49,0.5428254269591799,0.0349,0.00349,0.41304347826086957
3.56,0.5514499979728752,0.0356,0.00356,0.42391304347826086
3.7,0.568201724066995,0.037,0.0037,0.43478260869565216
3.85,0.5854607295085007,0.0385,0.00385,0.44565217391304346
3.9,0.5910646070264992,0.039,0.0039,0.45652173913043476
4.185,0.6216954623292789,0.04185,0.004185,0.4673913043478261
4.44,0.6473829701146199,0.0444,0.00444,0.4782608695652174
4.76,0.6776069527204931,0.0476,0.00476,0.4891304347826087
5.11,0.7084209001347127,0.0511,0.00511,0.5
5.18,0.714329759745233,0.0518,0.00518,0.5108695652173914
5.22,0.7176705030022621,0.0522,0.00522,0.5217391304347826
5.34,0.7275412570285564,0.0534,0.00534,0.532608695652174
5.59,0.7474118078864233,0.0559,0.00559,0.5434782608695652
5.6,0.7481880270062004,0.056,0.0056,0.5543478260869565
6.05,0.7817553746524689,0.0605,0.00605,0.5652173913043478
6.72,0.8273692730538252,0.0672,0.00672,0.5760869565217391
6.8,0.8325089127062363,0.068,0.0068,0.5869565217391305
7.0,0.8450980400142568,0.07,0.007,0.5978260869565217
7.01,0.8457180179666587,0.0701,0.00701,0.6086956521739131
7.41,0.8698182079793282,0.0741,0.00741,0.6195652173913043
7.79,0.8915374576725644,0.0779,0.00779,0.6304347826086957
8.06,0.9063350418050907,0.0806,0.00806,0.6413043478260869
8.58,0.9334872878487055,0.0858,0.00858,0.6521739130434783
9.74,0.9885589568786155,0.0974,0.00974,0.6630434782608695
10.09,1.0038911662369105,0.1009,0.01009,0.6739130434782609
11.11,1.0457140589408676,0.1111,0.01111,0.6847826086956522
11.22,1.0499928569201427,0.1122,0.01122,0.6956521739130435
11.37,1.0557604646877348,0.1137,0.01137,0.7065217391304348
11.54,1.0622058088197126,0.1154,0.01154,0.717391304347826
12.9,1.110589710299249,0.129,0.0129,0.7282608695652174
14.69,1.1670217957902564,0.1469,0.01469,0.7391304347826086
15.31,1.184975190698261,0.1531,0.01531,0.75
15.47,1.1894903136993675,0.1547,0.01547,0.7608695652173914
16.1,1.2068258760318498,0.161,0.0161,0.7717391304347826
16.69,1.2224563366792467,0.1669,0.01669,0.782608695652174
22.29,1.3481100684802376,0.2229,0.02229,0.7934782608695652
22.83,1.3585059114902351,0.2283,0.02283,0.8043478260869565
25.65,1.409087369447835,0.2565,0.02565,0.8152173913043478
25.8,1.4116197059632303,0.258,0.0258,0.8260869565217391
30.3,1.481442628502305,0.303,0.0303,0.8369565217391305
32.75,1.515211304327802,0.3275,0.03275,0.8478260869565217
38.77,1.58849580100721,0.3877,0.03877,0.8586956521739131
41.21,1.6150026145245884,0.4121,0.04121,0.8695652173913043
45.17,1.6548500905613943,0.4517,0.04517,0.8804347826086957
46.38,1.6663307443019686,0.4638,0.04638,0.8913043478260869
47.47,1.67641923171836,0.4747,0.04747,0.9021739130434783
49.26,1.6924944075030843,0.4926,0.04926,0.9130434782608695
55.435,1.743784051864657,0.55435,0.055435,0.9239130434782609
56.37,1.751048034820188,0.5637,0.05637,0.9347826086956522
99.59,1.9982157323709584,0.9959,0.09959,0.9456521739130435
106.43,2.0270640621510454,1.0643,0.10643,0.9565217391304348
107.34,2.0307615909510166,1.0734,0.10734,0.967391304347826
111.125,2.04581177397827,1.11125,0.111125,0.9782608695652174
111.6,2.04766419460156,1.116,0.1116,0.9891304347826086
141.9,2.151982395457474,1.419,0.1419,1.0
