value,value_log,value_divide_100,value_divide_1000,cdf
0.45,-0.34678748622465616,0.0045,0.00045,0.015873015873015872
2.26,0.35410843914740087,0.0226,0.00226,0.031746031746031744
2.28,0.35793484700045375,0.0228,0.00228,0.047619047619047616
2.3,0.36172783601759295,0.023,0.0023,0.06349206349206349
2.37,0.3747483460101021,0.0237,0.00237,0.07936507936507936
2.52,0.4014005407815441,0.0252,0.00252,0.09523809523809523
2.82,0.45024910831936116,0.0282,0.00282,0.1111111111111111
2.84,0.4533183400470375,0.0284,0.00284,0.12698412698412698
3.17,0.5010592622177514,0.0317,0.00317,0.14285714285714285
3.34,0.5237464668115644,0.0334,0.00334,0.15873015873015872
4.62,0.6646419755561255,0.0462,0.00462,0.1746031746031746
4.93,0.69284691927723,0.0493,0.00493,0.19047619047619047
5.35,0.728353782021228,0.0535,0.00535,0.20634920634920634
6.55,0.8162412999917829,0.0655,0.00655,0.2222222222222222
7.27,0.861534410859038,0.0727,0.00727,0.23809523809523808
8.85,0.9469432706978255,0.0885,0.00885,0.25396825396825395
9.02,0.9552065375419422,0.0902,0.00902,0.2698412698412698
9.12,0.9599948383284161,0.0912,0.00912,0.2857142857142857
10.77,1.0322157032979808,0.1077,0.01077,0.30158730158730157
14.61,1.1646502159342966,0.1461,0.01461,0.31746031746031744
17.37,1.2397998184470986,0.1737,0.01737,0.3333333333333333
17.93,1.2535802895621828,0.1793,0.01793,0.3492063492063492
17.99,1.2550311633455513,0.1799,0.01799,0.36507936507936506
21.055,1.323355245756284,0.21055,0.021055,0.38095238095238093
21.37,1.3298045221640695,0.2137,0.02137,0.3968253968253968
25.235,1.4020033090697046,0.25235,0.025235,0.4126984126984127
25.86,1.4126285205443754,0.2586,0.02586,0.42857142857142855
26.53,1.423737249982329,0.2653,0.02653,0.4444444444444444
27.2,1.4345689040341987,0.272,0.0272,0.4603174603174603
28.25,1.4510184521554574,0.2825,0.02825,0.47619047619047616
30.74,1.4877038631637263,0.3074,0.03074,0.49206349206349204
33.11,1.5199591807520685,0.3311,0.03311,0.5079365079365079
33.77,1.5285310606354117,0.3377,0.03377,0.5238095238095238
34.565,1.5386365612184523,0.34565,0.034565,0.5396825396825397
36.63,1.5638369186645449,0.3663,0.03663,0.5555555555555556
37.3,1.5717088318086876,0.373,0.0373,0.5714285714285714
38.01,1.5798978696031039,0.3801,0.03801,0.5873015873015873
39.1,1.5921767573958665,0.391,0.0391,0.6031746031746031
41.225,1.6151606643165566,0.41225,0.041225,0.6190476190476191
41.29,1.615844882874702,0.4129,0.04129,0.6349206349206349
44.245,1.6458641994383454,0.44245,0.044245,0.6507936507936508
46.96,1.6717280882395582,0.4696,0.04696,0.6666666666666666
51.63,1.7129021250472227,0.5163,0.05163,0.6825396825396826
61.95,1.7920413107120823,0.6195,0.06195,0.6984126984126984
63.49,1.802705327074352,0.6349,0.06349,0.7142857142857143
67.175,1.8272076751052062,0.67175,0.067175,0.7301587301587301
102.84,2.012162067970823,1.0284,0.10284,0.746031746031746
104.23,2.017992737766433,1.0423,0.10423,0.7619047619047619
109.67,2.040087843469881,1.0967,0.10967,0.7777777777777778
114.45,2.0586157970105616,1.1445,0.11445,0.7936507936507936
115.67,2.0632207355819947,1.1567,0.11567,0.8095238095238095
119.045,2.0757111593544155,1.19045,0.119045,0.8253968253968254
125.24,2.097743058944878,1.2524,0.12524,0.8412698412698413
133.98,2.127039973455082,1.3398,0.13398,0.8571428571428571
141.5,2.150756439860309,1.415,0.1415,0.873015873015873
144.48,2.1598077329694307,1.4448,0.14448,0.8888888888888888
154.47,2.1888441465468973,1.5447,0.15447,0.9047619047619048
180.68,2.2569100818893566,1.8068,0.18068,0.9206349206349206
200.84,2.3028502127023094,2.0084,0.20084,0.9365079365079365
201.76,2.3048350692290063,2.0176,0.20176,0.9523809523809523
202.34,2.306081745657977,2.0234,0.20234,0.9682539682539683
229.0,2.359835482339888,2.29,0.229,0.9841269841269841
248.81,2.3958678312339883,2.4881,0.24881,1.0
