ratio,cdf
0.0022354694485842027,0.020833333333333332
0.0033333333333333335,0.041666666666666664
0.005747126436781609,0.0625
0.006837606837606838,0.08333333333333333
0.014285714285714285,0.10416666666666666
0.014925373134328358,0.12499999999999999
0.03125,0.14583333333333331
0.043478260869565216,0.16666666666666666
0.05,0.1875
0.05,0.20833333333333334
0.05,0.22916666666666669
0.05263157894736842,0.25
0.05263157894736842,0.2708333333333333
0.05263157894736842,0.29166666666666663
0.05555555555555555,0.31249999999999994
0.05555555555555555,0.33333333333333326
0.05555555555555555,0.3541666666666666
0.058823529411764705,0.3749999999999999
0.058823529411764705,0.3958333333333332
0.058823529411764705,0.4166666666666665
0.058823529411764705,0.43749999999999983
0.058823529411764705,0.45833333333333315
0.0625,0.47916666666666646
0.0625,0.4999999999999998
0.06666666666666667,0.5208333333333331
0.06666666666666667,0.5416666666666665
0.06666666666666667,0.5624999999999999
0.07142857142857142,0.5833333333333333
0.07142857142857142,0.6041666666666666
0.07142857142857142,0.625
0.07142857142857142,0.6458333333333334
0.07142857142857142,0.6666666666666667
0.07692307692307693,0.6875000000000001
0.07692307692307693,0.7083333333333335
0.07692307692307693,0.7291666666666669
0.08333333333333333,0.7500000000000002
0.08333333333333333,0.7708333333333336
0.09090909090909091,0.791666666666667
0.09090909090909091,0.8125000000000003
0.09090909090909091,0.8333333333333337
0.1,0.8541666666666671
0.1,0.8750000000000004
0.1,0.8958333333333338
0.13333333333333333,0.9166666666666672
0.13333333333333333,0.9375000000000006
0.14285714285714285,0.9583333333333339
0.7551020408163265,0.9791666666666673
0.8584905660377359,1.0000000000000007
