ratio,cdf
0.1,0.00684931506849315
0.1,0.0136986301369863
0.1,0.02054794520547945
0.1052631578947368,0.0273972602739726
0.1052631578947368,0.03424657534246575
0.1153846153846153,0.0410958904109589
0.1176470588235294,0.04794520547945205
0.1176470588235294,0.0547945205479452
0.12,0.06164383561643835
0.1379310344827586,0.0684931506849315
0.1428571428571428,0.07534246575342465
0.1428571428571428,0.0821917808219178
0.1428571428571428,0.08904109589041095
0.1428571428571428,0.0958904109589041
0.1428571428571428,0.10273972602739725
0.15,0.1095890410958904
0.1538461538461538,0.11643835616438356
0.1621621621621621,0.1232876712328767
0.1666666666666666,0.13013698630136986
0.1666666666666666,0.136986301369863
0.1666666666666666,0.14383561643835616
0.1666666666666666,0.1506849315068493
0.1739130434782608,0.15753424657534246
0.1818181818181818,0.1643835616438356
0.1818181818181818,0.17123287671232876
0.1818181818181818,0.1780821917808219
0.1818181818181818,0.18493150684931506
0.1875,0.1917808219178082
0.1875,0.19863013698630136
0.1904761904761904,0.2054794520547945
0.2,0.21232876712328766
0.2,0.2191780821917808
0.2,0.22602739726027396
0.2,0.2328767123287671
0.2,0.23972602739726026
0.2,0.2465753424657534
0.2,0.2534246575342466
0.2,0.26027397260273977
0.2068965517241379,0.26712328767123295
0.2083333333333333,0.2739726027397261
0.2105263157894736,0.2808219178082193
0.2105263157894736,0.2876712328767125
0.2222222222222222,0.29452054794520566
0.2307692307692307,0.30136986301369884
0.2307692307692307,0.308219178082192
0.2352941176470588,0.3150684931506852
0.2352941176470588,0.32191780821917837
0.238095238095238,0.32876712328767155
0.25,0.3356164383561647
0.25,0.3424657534246579
0.25,0.3493150684931511
0.25,0.35616438356164426
0.25,0.36301369863013744
0.25,0.3698630136986306
0.25,0.3767123287671238
0.25,0.38356164383561697
0.2608695652173913,0.39041095890411015
0.2631578947368421,0.39726027397260333
0.2666666666666666,0.4041095890410965
0.2666666666666666,0.4109589041095897
0.2727272727272727,0.41780821917808286
0.2727272727272727,0.42465753424657604
0.2727272727272727,0.4315068493150692
0.2727272727272727,0.4383561643835624
0.2727272727272727,0.4452054794520556
0.2753623188405797,0.45205479452054875
0.28,0.45890410958904193
0.2857142857142857,0.4657534246575351
0.2941176470588235,0.4726027397260283
0.2962962962962963,0.47945205479452147
0.3,0.48630136986301464
0.3,0.4931506849315078
0.3125,0.500000000000001
0.3125,0.5068493150684942
0.3333333333333333,0.5136986301369874
0.3333333333333333,0.5205479452054805
0.3333333333333333,0.5273972602739737
0.3333333333333333,0.5342465753424669
0.3333333333333333,0.5410958904109601
0.3333333333333333,0.5479452054794532
0.3478260869565217,0.5547945205479464
0.3529411764705882,0.5616438356164396
0.3571428571428571,0.5684931506849328
0.3571428571428571,0.575342465753426
0.3636363636363636,0.5821917808219191
0.375,0.5890410958904123
0.3846153846153846,0.5958904109589055
0.3846153846153846,0.6027397260273987
0.3870967741935484,0.6095890410958918
0.3888888888888889,0.616438356164385
0.3888888888888889,0.6232876712328782
0.391304347826087,0.6301369863013714
0.4,0.6369863013698646
0.4,0.6438356164383577
0.4,0.6506849315068509
0.4,0.6575342465753441
0.4,0.6643835616438373
0.4081632653061224,0.6712328767123305
0.4166666666666667,0.6780821917808236
0.4285714285714285,0.6849315068493168
0.4285714285714285,0.69178082191781
0.4545454545454545,0.6986301369863032
0.4615384615384615,0.7054794520547963
0.4761904761904761,0.7123287671232895
0.5,0.7191780821917827
0.5,0.7260273972602759
0.5,0.732876712328769
0.5,0.7397260273972622
0.5,0.7465753424657554
0.5,0.7534246575342486
0.5333333333333333,0.7602739726027418
0.5454545454545454,0.7671232876712349
0.5454545454545454,0.7739726027397281
0.5454545454545454,0.7808219178082213
0.5454545454545454,0.7876712328767145
0.5833333333333334,0.7945205479452077
0.6,0.8013698630137008
0.6,0.808219178082194
0.6,0.8150684931506872
0.6190476190476191,0.8219178082191804
0.6363636363636364,0.8287671232876735
0.6666666666666666,0.8356164383561667
0.6923076923076923,0.8424657534246599
0.6923076923076923,0.8493150684931531
0.7,0.8561643835616463
0.7083333333333334,0.8630136986301394
0.7142857142857143,0.8698630136986326
0.7333333333333333,0.8767123287671258
0.7391304347826086,0.883561643835619
0.75,0.8904109589041121
0.75,0.8972602739726053
0.7619047619047619,0.9041095890410985
0.782608695652174,0.9109589041095917
0.7857142857142857,0.9178082191780849
0.7857142857142857,0.924657534246578
0.7894736842105263,0.9315068493150712
0.8,0.9383561643835644
0.8793103448275862,0.9452054794520576
1.0,0.9520547945205508
1.0,0.9589041095890439
1.0,0.9657534246575371
1.0,0.9726027397260303
1.0,0.9794520547945235
1.0,0.9863013698630166
1.0,0.9931506849315098
1.0,1.0000000000000029
