grid_lat,grid_lon,grid_height,total_thput_sample_num,max_thput_50,med_thput_50,min_thput_50,max_thput_25,med_thput_25,min_thput_25,max_med_thput_gap,max_med_thput_gap_ratio,max_min_thput_gap,max_min_thput_gap_ratio,cell_duration_ratio_1,cell_duration_ratio_2,cell_duration_ratio_3,realized_throughput,realized_throughput_ratio,missed_throughput,missed_throughput_ratio,max_mean_rbs,mean_rbs,missed_rbs,utilized_rbs_ratio,missed_rbs_ratio
-86.92,40.4605,120,26,57.41964285714286,26.98114285714286,0.31,49.43625,25.11632142857143,0.2758571428571429,30.4385,1.1281397589851112,57.10964285714286,184.2246543778802,0.6818181818181818,0.6818181818181818,0.6818181818181818,2.9050000000000002,0.050592442854921475,54.51464285714286,0.9494075571450785,92.0,39.03846153846154,52.96153846153846,0.4243311036789298,0.5756688963210702
-86.92,40.461,120,20,59.74285714285715,1.6065,0.8560714285714286,59.168,1.3745,0.8475357142857143,58.13635714285715,36.18820861678005,58.88678571428572,68.7872340425532,0.7368421052631579,0.7368421052631579,0.7368421052631579,1.7765714285714282,0.029736967957914865,57.96628571428572,0.9702630320420851,74.2,20.2,54.0,0.2722371967654986,0.7277628032345013
-86.92,40.4615,120,16,56.226,29.18857142857143,2.151142857142857,44.876,23.202339285714285,1.528678571428571,27.03742857142857,0.9263018794048551,54.07485714285714,25.137734094833313,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.5339285714285715,0.04506684756924859,53.692071428571424,0.9549331524307514,74.2,24.875,49.325,0.33524258760107817,0.6647574123989218
-86.92,40.462,120,5,57.06628571428572,57.06628571428572,57.06628571428572,56.128,56.128,56.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.06628571428572,1.0,0.0,0.0,92.0,92.0,0.0,1.0,0.0
-86.92,40.4625,120,5,24.898,24.898,24.898,22.456,22.456,22.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.898,1.0,0.0,0.0,69.6,69.6,0.0,1.0,0.0
-86.92,40.463,120,7,38.60642857142857,33.084714285714284,27.563,31.71821428571429,26.84196428571429,21.965714285714288,5.521714285714289,0.16689623606931137,11.043428571428574,0.4006613420683008,0.7142857142857143,0.0,0.0,27.563,0.7139484541804658,11.043428571428574,0.2860515458195342,92.0,59.42857142857143,32.57142857142857,0.6459627329192547,0.35403726708074534
-86.9195,40.4605,120,44,42.377,4.469,0.3171428571428571,30.207,3.140571428571429,0.2849642857142857,37.908,8.482434549116133,42.05985714285715,132.6211711711712,0.8611111111111112,0.8611111111111112,0.8611111111111112,4.202999999999999,0.0991811595912877,38.17400000000001,0.9008188404087124,74.2,25.34090909090909,48.85909090909091,0.3415216858613085,0.6584783141386915
-86.9195,40.461,120,18,48.24457142857143,24.632,2.086,39.45885714285714,20.846,1.876,23.61257142857143,0.9586136500719158,46.158571428571435,22.12779071360088,0.7777777777777778,0.7777777777777778,0.3888888888888889,20.846,0.43209006490737667,27.398571428571433,0.5679099350926233,92.0,70.5,21.5,0.7663043478260869,0.23369565217391305
-86.9195,40.4615,120,11,43.314,23.059107142857144,2.804214285714286,42.208,22.19217857142857,2.176357142857143,20.254892857142856,0.8783901619285841,40.50978571428571,14.446037851193354,0.5454545454545454,0.5454545454545454,0.5454545454545454,3.238857142857143,0.07477621884049367,40.07514285714286,0.9252237811595063,69.0,54.0,15.0,0.782608695652174,0.21739130434782608
-86.9195,40.462,120,6,48.66,37.59171428571428,26.52342857142857,48.5675,37.27469642857143,25.981892857142856,11.068285714285715,0.29443418382470304,22.136571428571425,0.8346044467425024,0.6666666666666666,0.6666666666666666,0.0,37.3945,0.7684854089601316,11.265499999999996,0.2315145910398684,92.0,67.0,25.0,0.7282608695652174,0.2717391304347826
-86.9195,40.4625,120,7,31.006500000000003,29.39525,27.784,30.99175,28.242874999999998,25.494,1.6112500000000018,0.05481327765540357,3.2225000000000037,0.11598401957961431,0.0,0.0,0.0,28.952,0.933739699740377,2.054500000000001,0.06626030025962301,92.0,88.71428571428571,3.285714285714292,0.9642857142857142,0.03571428571428578
-86.9195,40.463,120,13,30.934,12.398857142857144,9.579,26.17175,7.404428571428571,6.239,18.53514285714286,1.4949073647340767,21.355,2.229355882659985,0.6923076923076923,0.6923076923076923,0.0,18.851,0.6093941940906445,12.083000000000002,0.39060580590935545,84.0,58.61538461538461,25.384615384615387,0.6978021978021978,0.30219780219780223
-86.9195,40.468,120,14,11.428,1.0019285714285715,0.1794285714285714,11.304,0.8147500000000001,0.1692142857142857,10.42607142857143,10.406002709061097,11.248571428571429,62.69108280254778,0.6428571428571429,0.6428571428571429,0.6428571428571429,1.8769285714285715,0.16423946197309866,9.55107142857143,0.8357605380269013,0.0,0.0,0.0,0.0,0.0
-86.919,40.4605,120,135,34.315,3.7995,1.733,4.06825,2.547285714285714,1.37,30.515499999999996,8.031451506777206,32.582,18.800923254472014,0.6767676767676768,0.6767676767676768,0.6767676767676768,3.209,0.09351595512166692,31.105999999999998,0.9064840448783331,77.38095238095238,45.992592592592594,31.388359788359786,0.594365811965812,0.405634188034188
-86.919,40.461,120,51,55.40114285714286,49.87792857142857,1.418,45.12457142857143,41.869,0.6937142857142856,5.523214285714289,0.11073463641948708,53.98314285714286,38.06991738867621,0.5686274509803921,0.4117647058823529,0.4117647058823529,39.229,0.7080900858156614,16.17214285714286,0.29190991418433865,86.71428571428571,50.372549019607845,36.34173669467786,0.5809025422360048,0.41909745776399515
-86.919,40.4615,120,25,56.16557142857143,46.664,1.6915,53.82203571428572,44.316,0.66175,9.501571428571431,0.20361673728294682,54.474071428571435,32.2045944005743,0.48,0.48,0.48,11.236571428571429,0.20006155270513964,44.929,0.7999384472948603,91.57142857142856,60.72,30.851428571428556,0.6630889235569424,0.3369110764430576
-86.919,40.462,120,34,57.84,46.5265,3.596,47.132,44.06242857142857,2.292,11.313500000000005,0.24316249879101168,54.244,15.084538375973302,0.8529411764705882,0.6176470588235294,0.6176470588235294,25.892571428571426,0.44765856550088906,31.947428571428578,0.5523414344991109,84.4,56.73529411764706,27.664705882352948,0.6722191246166712,0.32778087538332873
