grid_lat,grid_lon,grid_height,thput_gain,thput_gain_ratio,max_rbs_cell,max_rbs_cell_thput,thput_cur
-86.92,40.46,60.0,0.9831000000000003,0.028991447950457105,359-125290,34.8931,33.91
-86.92,40.4605,60.0,1.3015999999999996,0.27488912354804634,359-125290,6.0366,4.735
-86.92,40.461,60.0,0,0.0,317-520110,9.172,9.677
-86.9195,40.46,60.0,1.4972999999999956,0.042196482921880156,359-125290,36.9813,35.484
-86.9195,40.4605,60.0,13.523900000000001,2.492838841680338,359-125290,18.949,5.4251
-86.9195,40.461,60.0,38.207,20.775965198477433,359-125290,40.046,1.839
-86.9195,40.4615,60.0,20.771,6.286622276029056,359-125290,24.075,3.304
-86.9195,40.462,60.0,0,0.0,700-125290,1.868,1.999
-86.9195,40.4625,60.0,0,0.0,359-125290,2.2115,3.318
-86.9195,40.463,60.0,1.1179999999999986,0.03708249029818563,359-125290,31.267,30.149
-86.9195,40.468,60.0,19.3319,8.148668015511719,359-125290,21.7043,2.3724
-86.9195,40.4685,60.0,0,0,None,None,3.6497
-86.919,40.46,60.0,18.0058,0.499411993121429,359-125290,54.0598,36.054
-86.919,40.4605,60.0,2.402,0.9234909650134564,359-125290,5.003,2.601
-86.919,40.461,60.0,37.752,31.59163179916318,359-125290,38.947,1.195
-86.919,40.4615,60.0,1.6707,2.2659704326597048,700-125290,2.408,0.7373
-86.919,40.462,60.0,41.035900000000005,113.32753383043361,359-125290,41.398,0.3621
-86.919,40.4625,60.0,14.983,8.547062179121507,359-125290,16.736,1.753
-86.919,40.463,60.0,0.5960000000000036,0.015077919449504242,359-125290,40.124,39.528
-86.919,40.4665,60.0,5.130100000000002,0.18512464094458647,452-125290,32.8417,27.7116
-86.919,40.467,60.0,0,0.0,452-125290,33.2975,34.968
-86.919,40.4675,60.0,0,0.0,210-125290,41.175,43.5587
-86.919,40.468,60.0,30.913400000000003,3.0040425242454285,210-125290,41.204,10.2906
-86.919,40.4685,60.0,2.8859999999999992,0.1607441238721176,452-125290,20.84,17.954
-86.9185,40.46,60.0,4.520500000000002,0.14351021444784842,359-125290,36.02,31.4995
-86.9185,40.4605,60.0,36.6773,20.533702832829473,359-125290,38.4635,1.7862
-86.9185,40.461,60.0,0.861,0.6289262235208181,359-125290,2.23,1.369
-86.9185,40.4615,60.0,0.3667,0.2421580928481807,452-125290,1.881,1.5143
-86.9185,40.462,60.0,44.7275,14.798180314309347,359-125290,47.75,3.0225
-86.9185,40.4625,60.0,0.0,0.0,708-125290,1.129,1.129
-86.9185,40.463,60.0,0.0,0.0,359-125290,42.069,42.069
-86.9185,40.466,60.0,14.035499999999999,0.35485208491875475,708-125290,53.5886,39.5531
-86.9185,40.4665,60.0,0,0.0,210-125290,14.6435,15.679
-86.9185,40.467,60.0,4.139999999999997,0.15677067555286264,210-125290,30.548,26.408
-86.9185,40.4675,60.0,7.034500000000001,0.24087866180423587,210-125290,36.238,29.2035
-86.9185,40.468,60.0,1.475999999999999,0.03562721764947257,210-125290,42.905,41.429
-86.9185,40.4685,60.0,10.252499999999998,0.4965852949723916,452-125290,30.8985,20.646
-86.918,40.46,60.0,30.647000000000002,0.9893469348226104,359-125290,61.624,30.977
-86.918,40.4605,60.0,46.57770000000001,3.4323264776755127,359-125290,60.148,13.5703
-86.918,40.461,60.0,30.341,5.861862442040185,359-125290,35.517,5.176
-86.918,40.4615,60.0,0,0.0,708-125290,35.618,41.383
-86.918,40.4625,60.0,5.539499999999997,0.1471529705534672,359-125290,43.184,37.6445
-86.918,40.463,60.0,20.35,0.9163777187373351,359-125290,42.557,22.207
-86.918,40.466,60.0,0,0.0,359-125290,34.694,39.208
-86.918,40.4665,60.0,0,0.0,452-125290,22.324,24.192
-86.918,40.467,60.0,0.9400000000000013,0.04566520602780726,452-125290,21.5246,20.5846
-86.918,40.4675,60.0,3.4994999999999976,0.10202326462785334,452-125290,37.8005,34.301
-86.918,40.468,60.0,0.15430000000000632,0.0037392372731438026,452-125290,41.4194,41.2651
-86.918,40.4685,60.0,1.024000000000001,0.05189092770235693,452-125290,20.7577,19.7337
-86.9175,40.46,60.0,39.6245,2.7304644432194043,359-125290,54.1365,14.512
-86.9175,40.4605,60.0,0,0.0,459-520110,0.2583,14.7777
-86.9175,40.461,60.0,7.216999999999999,0.648194718879109,359-125290,18.351,11.134
-86.9175,40.4615,60.0,31.3906,10.739539498443326,359-125290,34.3135,2.9229
-86.9175,40.462,60.0,15.4285,1.9078150117472488,452-125290,23.5155,8.087
-86.9175,40.4625,60.0,0,0.0,459-520110,0.402,0.846
-86.9175,40.463,60.0,38.0644,6.0439829149399005,359-125290,44.3623,6.2979
-86.9175,40.466,60.0,9.523,0.41973730606488013,708-125290,32.211,22.688
-86.9175,40.4665,60.0,25.661,4.170824867939862,708-125290,31.8135,6.1525
-86.9175,40.467,60.0,4.129299999999999,0.27017142109395437,452-125290,19.4133,15.284
-86.9175,40.4675,60.0,0.46999999999999886,0.020308604366781988,452-125290,23.6129,23.1429
-86.9175,40.468,60.0,6.628499999999999,0.2076370072203862,452-125290,38.552,31.9235
-86.9175,40.4685,60.0,2.113400000000002,0.1415965964289305,452-125290,17.0389,14.9255
-86.917,40.46,60.0,0,0.0,459-520110,8.8951,22.4213
-86.917,40.4605,60.0,30.294,1.114118642197786,359-125290,57.485,27.191
-86.917,40.461,60.0,0,0.0,0-520110,0.4382,0.5074
-86.917,40.4615,60.0,0,0.0,0-520110,0.3131,3.2514
-86.917,40.462,60.0,27.5678,1.726872964169381,452-125290,43.5318,15.964
-86.917,40.4625,60.0,0,0.0,459-520110,7.7164,23.614
-86.917,40.463,60.0,11.076800000000006,0.3370804296886889,452-125290,43.9378,32.861
-86.917,40.465,60.0,13.696600000000004,0.6892792978677365,708-125290,33.5675,19.8709
-86.917,40.4655,60.0,1.3073999999999941,0.03756831778762418,452-125290,36.108,34.8006
-86.917,40.466,60.0,49.153,3.923451468710089,452-125290,61.681,12.528
-86.917,40.4665,60.0,2.535399999999999,0.1951358423766643,452-125290,15.5284,12.993
-86.917,40.467,60.0,0.0,0.0,452-125290,58.9166,58.9166
-86.917,40.4675,60.0,0.0,0.0,452-125290,43.5644,43.5644
-86.917,40.468,60.0,0.0,0.0,452-125290,46.4389,46.4389
-86.917,40.4685,60.0,12.859100000000002,0.5983509299284814,452-125290,34.35,21.4909
-86.917,40.469,60.0,38.8435,3.3784300934985865,359-125290,50.341,11.4975
-86.9165,40.46,60.0,0,0.0,459-520110,33.104,41.5702
-86.9165,40.4605,60.0,25.200300000000006,0.7097876295628663,359-125290,60.7043,35.504
-86.9165,40.461,60.0,0.8191000000000024,0.04102905744869502,359-125290,20.783,19.9639
-86.9165,40.4615,60.0,0.08570000000000011,0.03898999090081898,459-520110,2.2837,2.198
-86.9165,40.462,60.0,14.1454,9.029362951614962,452-125290,15.712,1.5666
-86.9165,40.4625,60.0,59.904199999999996,133.77445288075035,708-125290,60.352,0.4478
-86.9165,40.463,60.0,0,0.0,459-520110,0.3229,22.093
-86.9165,40.4635,60.0,0,0.0,708-125290,4.22,6.2512
-86.9165,40.464,60.0,0,0.0,708-125290,10.928,11.129
-86.9165,40.4645,60.0,23.444100000000002,2.283909244123177,708-125290,33.709,10.2649
-86.9165,40.465,60.0,0.9628999999999976,0.02787774210265742,452-125290,35.503,34.5401
-86.9165,40.4655,60.0,0.9595000000000056,0.025348726619465436,452-125290,38.8115,37.852
-86.9165,40.466,60.0,0.0,0.0,708-125290,20.731,20.731
-86.9165,40.4665,60.0,0,0.0,708-125290,37.1156,40.742
-86.9165,40.467,60.0,0,0.0,452-125290,38.998,39.2795
-86.9165,40.4675,60.0,2.3565000000000005,0.08651357453604276,452-125290,29.595,27.2385
-86.9165,40.4685,60.0,10.549800000000001,0.5043359371265215,452-125290,31.468,20.9182
-86.9165,40.469,60.0,43.8999,4.221144230769231,359-125290,54.2999,10.4
-86.916,40.46,60.0,19.2855,1.567417100130039,700-125290,31.5895,12.304
-86.916,40.4605,60.0,27.894,0.7949726402188781,359-125290,62.982,35.088
-86.916,40.461,60.0,0,0.0,359-125290,22.033,23.2482
-86.916,40.4615,60.0,2.4017,0.15320872671599897,359-125290,18.0777,15.676
-86.916,40.462,60.0,0,0.0,459-520110,0.3349,17.2858
-86.916,40.4625,60.0,0,0.0,459-520110,0.2903,17.1633
-86.916,40.463,60.0,0,0.0,708-125290,8.919,18.988
-86.916,40.4635,60.0,0,0.0,359-125290,48.1665,49.298
-86.916,40.465,60.0,3.1890999999999963,0.062039919072445646,359-125290,54.5931,51.404
-86.916,40.4655,60.0,5.962800000000001,0.12204721991956038,452-125290,54.8193,48.8565
-86.916,40.466,60.0,0,0.0,708-125290,26.5509,37.48
-86.916,40.4665,60.0,0,0.0,708-125290,53.718,54.313
-86.916,40.467,60.0,0.0,0.0,708-125290,22.98,22.98
-86.916,40.4675,60.0,0.0,0.0,708-125290,15.735,15.735
-86.916,40.468,60.0,0,0.0,708-125290,22.2645,24.5737
-86.916,40.4685,60.0,3.3032999999999966,0.10859331338965766,452-125290,33.7223,30.419
-86.916,40.469,60.0,39.358399999999996,2.6846377365182867,359-125290,54.019,14.6606
-86.9155,40.46,60.0,0,0.0,700-125290,13.321,13.642
-86.9155,40.4605,60.0,19.22,0.610701576004067,459-520110,50.692,31.472
-86.9155,40.461,60.0,24.635999999999996,0.7246734909989409,459-520110,58.632,33.996
-86.9155,40.4615,60.0,21.18,0.5065531426384771,459-520110,62.992,41.812
-86.9155,40.462,60.0,26.424,0.7297834732655767,459-520110,62.632,36.208
-86.9155,40.4625,60.0,7.684000000000005,0.14285714285714296,459-520110,61.472,53.788
-86.9155,40.463,60.0,0.8000000000000043,0.018535681186283695,459-520110,43.96,43.16
-86.9155,40.4635,60.0,8.076,0.17055245818550432,459-520110,55.428,47.352
-86.9155,40.464,60.0,4.508000000000003,0.08752718235476861,459-520110,56.012,51.504
-86.9155,40.4645,60.0,5.9879999999999995,0.11995192307692307,459-520110,55.908,49.92
-86.9155,40.465,60.0,6.711999999999996,0.1357056207035988,459-520110,56.172,49.46
-86.9155,40.4655,60.0,11.375999999999998,0.26519955240581866,459-520110,54.272,42.896
-86.9155,40.466,60.0,0,0.0,452-125290,32.431,36.608
-86.9155,40.4665,60.0,40.424,1.8735632183908044,459-520110,62.0,21.576
-86.9155,40.467,60.0,38.608,1.847626339969372,452-125290,59.504,20.896
-86.9155,40.4675,60.0,40.944,1.9635526568194899,459-520110,61.796,20.852
-86.9155,40.468,60.0,39.788000000000004,2.081397781962754,459-520110,58.904,19.116
-86.9155,40.4685,60.0,19.403999999999996,0.9201441578148708,743-520110,40.492,21.088
-86.9155,40.469,60.0,0.0,0.0,359-125290,49.153,49.153
-86.915,40.46,60.0,21.954499999999996,1.4080166746833411,700-125290,37.547,15.5925
-86.915,40.4605,60.0,22.276000000000003,0.6125838741612585,459-520110,58.64,36.364
-86.915,40.461,60.0,29.759999999999998,0.9117647058823528,459-520110,62.4,32.64
-86.915,40.4615,60.0,29.112000000000002,0.8908200734394125,459-520110,61.792,32.68
-86.915,40.462,60.0,0,0.0,459-520110,34.212,34.224
-86.915,40.4625,60.0,34.104,1.1848249027237354,459-520110,62.888,28.784
-86.915,40.463,60.0,33.192,1.1072858286629303,459-520110,63.168,29.976
-86.915,40.4635,60.0,28.04,0.964767409854115,459-520110,57.104,29.064
-86.915,40.464,60.0,29.848000000000003,1.0275406224180668,459-520110,58.896,29.048
-86.915,40.4645,60.0,26.439999999999998,0.9456366237482117,459-520110,54.4,27.96
-86.915,40.465,60.0,18.160000000000004,0.5485079134952279,459-520110,51.268,33.108
-86.915,40.4655,60.0,30.904,0.9769853313100657,459-520110,62.536,31.632
-86.915,40.466,60.0,33.751999999999995,1.167727650152228,459-520110,62.656,28.904
-86.915,40.4665,60.0,37.132,1.3826333035448315,459-520110,63.988,26.856
-86.915,40.467,60.0,38.512,1.6808659217877095,459-520110,61.424,22.912
-86.915,40.4675,60.0,35.379999999999995,1.4019654461879851,459-520110,60.616,25.236
-86.915,40.468,60.0,34.756,1.438338023506042,459-520110,58.92,24.164
-86.915,40.4685,60.0,31.64,1.2039573820395737,459-520110,57.92,26.28
-86.915,40.469,60.0,0.0,0.0,359-125290,51.728,51.728
-86.9145,40.46,60.0,16.970499999999998,0.8642544306376043,700-125290,36.6065,19.636
-86.9145,40.4685,60.0,0.0,0.0,359-125290,60.468,60.468
-86.914,40.46,60.0,21.4747,1.003349997663879,700-125290,42.8777,21.403
-86.914,40.4685,60.0,20.269999999999996,0.5169731439210384,359-125290,59.479,39.209
-86.9135,40.46,60.0,24.549000000000003,1.8841814413999542,700-125290,37.578,13.029
-86.9135,40.4685,60.0,32.3222,1.9492105993173403,359-125290,48.9044,16.5822
-86.9135,40.469,60.0,2.7095000000000002,0.24308078769120356,749-520110,13.856,11.1465
-86.913,40.46,60.0,26.6452,1.778920171180975,700-125290,41.6235,14.9783
-86.913,40.4665,60.0,0,0.0,317-520110,5.638,12.722
-86.913,40.4685,60.0,0,0.0,317-520110,2.935,11.538
-86.913,40.469,60.0,0,0,None,None,16.32
-86.9125,40.46,60.0,0.8145000000000024,0.023617937453786337,700-125290,35.301,34.4865
-86.9125,40.4635,60.0,0,0,None,None,15.696
-86.9125,40.4685,60.0,0.0,0.0,359-125290,48.0025,48.0025
-86.912,40.46,60.0,0.0,0.0,700-125290,33.991,33.991
-86.912,40.4665,60.0,0.4452999999999996,0.03235556976465371,0-520110,14.208,13.7627
-86.912,40.4675,60.0,0,0,None,None,13.1493
-86.912,40.4685,60.0,0.0,0.0,359-125290,57.6945,57.6945
-86.9115,40.46,60.0,0.0,0.0,700-125290,41.1,41.1
-86.9115,40.4665,60.0,0,0.0,0-520110,13.3231,14.14
-86.9115,40.4685,60.0,0.2248000000000019,0.0034430472806359514,359-125290,65.5158,65.291
-86.9115,40.469,60.0,0,0.0,0-520110,6.3498,7.9302
-86.911,40.46,60.0,1.4215000000000018,0.053418763270137795,700-125290,28.032,26.6105
-86.911,40.4685,60.0,35.712599999999995,2.565394478805249,359-125290,49.6335,13.9209
-86.9105,40.46,60.0,10.258200000000002,0.3596402965975425,700-125290,38.7817,28.5235
-86.9105,40.4685,60.0,0,0,None,None,12.684
-86.91,40.46,60.0,7.016500000000001,0.22179197420619243,700-125290,38.652,31.6355
-86.91,40.4685,60.0,0,0.0,0-520110,5.2983,14.153
-86.9095,40.46,60.0,4.311,0.1229957203994294,700-125290,39.361,35.05
-86.9095,40.4685,60.0,0,0,None,None,11.306
