grid_lat,grid_lon,grid_height,total_thput_sample_num,max_thput_50,med_thput_50,min_thput_50,max_thput_25,med_thput_25,min_thput_25,max_med_thput_gap,max_med_thput_gap_ratio,max_min_thput_gap,max_min_thput_gap_ratio,cell_duration_ratio_1,cell_duration_ratio_2,cell_duration_ratio_3,realized_throughput,realized_throughput_ratio,missed_throughput,missed_throughput_ratio,max_mean_rbs,mean_rbs,missed_rbs,utilized_rbs_ratio,missed_rbs_ratio
-86.92,40.46,60,11,34.89314285714286,23.280857142857144,11.668571428571427,33.788,22.014642857142857,10.241285714285716,11.612285714285719,0.498791158892039,23.224571428571437,1.9903525954946142,0.2727272727272727,0.2727272727272727,0.0,33.91,0.971824181582955,0.983142857142866,0.028175818417044942,85.75,62.36363636363637,23.386363636363633,0.7272727272727273,0.2727272727272727
-86.92,40.4605,60,37,6.0365714285714285,3.1658412698412697,0.2951111111111111,5.113142857142857,2.6454603174603175,0.1777777777777777,2.870730158730159,0.9067827203080503,5.741460317460318,19.4552495697074,0.38235294117647056,0.38235294117647056,0.38235294117647056,4.735,0.7843856493752367,1.3015714285714282,0.21561435062476328,68.71428571428571,39.0,29.714285714285708,0.5675675675675677,0.4324324324324324
-86.92,40.461,60,22,10.627,9.8995,9.172,8.860928571428571,8.192464285714285,7.524,0.7275000000000009,0.07348856002828436,1.455,0.15863497601395551,0.0,0.0,0.0,9.677,0.9106050625764561,0.9500000000000011,0.0893949374235439,68.46666666666667,46.68181818181818,21.78484848484849,0.6818181818181818,0.31818181818181823
-86.92,40.468,60,1,0.216,0.216,0.216,0.216,0.216,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.9195,40.46,60,11,36.98133333333333,36.98133333333333,36.98133333333333,35.44325,35.44325,35.44325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.484,0.959511104701471,1.49733333333333,0.0404888952985289,88.875,64.63636363636364,24.23863636363636,0.7272727272727273,0.2727272727272727
-86.9195,40.4605,60,39,44.6845,29.64689285714286,0.368,39.62642857142857,23.624982142857142,0.288,15.03760714285714,0.5072237153255038,44.3165,120.42527173913044,0.625,0.625,0.40625,5.425142857142857,0.12140994879975958,39.25935714285714,0.8785900512002404,90.0,42.23076923076923,47.76923076923077,0.4692307692307693,0.5307692307692308
-86.9195,40.461,60,37,42.19085714285715,0.848,0.3045714285714286,30.432,0.4737857142857142,0.1537142857142857,41.34285714285715,48.75336927223721,41.88628571428572,137.52532833020638,0.8529411764705882,0.8529411764705882,0.8529411764705882,1.839,0.04358764254950293,40.35185714285715,0.9564123574504971,69.0,22.783783783783782,46.21621621621622,0.33019976498237363,0.6698002350176263
-86.9195,40.4615,60,37,43.465,13.410821428571428,2.52,40.361,7.609214285714285,1.906428571428572,30.054178571428576,2.241039352548449,40.945,16.248015873015873,0.84375,0.5,0.5,3.304,0.07601518463131254,40.161,0.9239848153686874,89.6,48.54054054054054,41.059459459459454,0.5417471042471043,0.45825289575289574
-86.9195,40.462,60,39,37.5635,2.324,0.4771428571428571,30.992,1.7044642857142858,0.3679642857142857,35.2395,15.16329604130809,37.08635714285714,77.72589820359282,0.8235294117647058,0.8235294117647058,0.8235294117647058,1.999,0.05321655330307347,35.564499999999995,0.9467834466969265,70.66666666666667,28.846153846153847,41.820512820512825,0.40820029027576193,0.591799709724238
-86.9195,40.4625,60,27,37.103,2.7112499999999997,0.8886428571428571,35.5725,2.207,0.5406071428571428,34.39175,12.684831719686493,36.214357142857146,40.75243147656941,0.7777777777777778,0.7777777777777778,0.7777777777777778,3.318,0.08942673099210306,33.785000000000004,0.910573269007897,85.0,45.407407407407405,39.592592592592595,0.5342047930283224,0.4657952069716776
