grid_lat,grid_lon,grid_height,total_sample,thput_mean,thput_std,thput_0,thput_25,thput_50,thput_75,thput_100,rbs_mean,rbs_std,rbs_0,rbs_25,rbs_50,rbs_75,rbs_100,rtt_mean,rtt_std,rtt_0,rtt_10,rtt_25,rtt_50,rtt_75,rtt_90,rtt_100
-86.9165,40.4625,90.0000,3.0000,0.3419,0.2011,0.1554,0.2023,0.2491,0.4351,0.6210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-86.9165,40.4625,120.0000,43.0000,28.6392,23.5464,0.1020,0.7797,32.5870,49.6855,62.8890,77.4643,30.8736,3.0000,88.5000,92.0000,92.0000,92.0000,195.1257,183.9099,51.9000,81.0600,98.9000,120.0000,162.0000,509.0000,717.0000
-86.9165,40.4630,0.0000,1099.0000,9.8631,6.0336,0.1040,4.0880,11.0850,13.8840,32.2046,12.0687,20.7834,3.0000,3.0000,4.0000,8.0000,92.0000,243.0267,146.8133,44.6000,58.2400,88.5000,246.0000,334.0000,417.0000,794.0000
-86.9165,40.4630,30.0000,26.0000,22.9744,10.2399,3.5580,15.2462,23.1965,28.3657,45.1610,51.1600,41.0216,3.0000,3.0000,72.0000,90.0000,92.0000,208.6731,95.7297,65.5000,120.0000,147.2500,185.0000,242.0000,343.0000,449.0000
-86.9165,40.4630,60.0000,163.0000,24.6161,17.9673,0.1460,11.1216,22.0930,39.6370,83.5370,63.0391,37.5752,3.0000,15.0000,87.5000,92.0000,92.0000,173.4937,109.4284,45.2000,71.6800,104.5000,143.0000,223.0000,296.2000,862.0000
-86.9165,40.4630,90.0000,3.0000,18.8658,4.6532,12.2870,17.1535,22.0200,22.1551,22.2903,90.0000,0.0000,90.0000,90.0000,90.0000,90.0000,90.0000,115.1667,23.8059,81.5000,91.6000,106.7500,132.0000,132.0000,132.0000,132.0000
-86.9165,40.4630,120.0000,5.0000,13.7306,4.6615,4.7310,14.7300,15.4010,15.5109,18.2800,3.0000,0.0000,3.0000,3.0000,3.0000,3.0000,3.0000,149.0600,45.2965,77.3000,99.1800,132.0000,147.0000,176.0000,198.2000,213.0000
-86.9165,40.4635,0.0000,259.0000,15.2336,7.4257,0.2310,10.0450,15.8560,19.9455,34.3600,19.1532,31.2264,3.0000,3.0000,3.0000,6.0000,92.0000,185.3411,85.5613,48.4000,67.2000,95.0750,189.5000,240.0000,293.3000,463.0000
-86.9165,40.4635,30.0000,8.0000,24.1314,2.0823,20.9620,22.7440,24.1200,25.8115,27.2950,86.6250,6.2637,72.0000,87.7500,90.0000,90.0000,90.0000,204.2500,36.4512,162.0000,168.3000,172.5000,197.0000,225.7500,246.9000,277.0000
-86.9165,40.4635,60.0000,16.0000,15.6314,15.3283,0.6150,4.0107,6.2512,23.1111,51.6910,35.5000,36.1386,3.0000,3.0000,10.0000,76.5000,89.0000,178.7812,160.3786,52.0000,60.5000,74.3000,122.5000,204.7500,339.5000,673.0000
-86.9165,40.4635,120.0000,9.0000,33.1329,18.8330,11.5360,15.7960,23.6090,52.3749,57.3560,52.4444,44.2245,3.0000,3.0000,92.0000,92.0000,92.0000,179.6667,62.4962,105.0000,105.8000,128.0000,194.0000,214.0000,249.6000,296.0000
-86.9165,40.4640,0.0000,193.0000,14.3723,6.7592,1.1940,8.2700,16.3380,19.4530,32.8790,6.8516,13.5112,3.0000,3.0000,4.0000,4.0000,89.0000,203.4594,110.4641,48.8000,69.1400,103.0000,198.5000,255.0000,328.7000,633.0000
-86.9165,40.4640,30.0000,24.0000,16.1801,4.5503,2.3670,13.3483,17.2990,19.0502,22.9500,18.0000,32.0611,3.0000,3.0000,3.0000,3.5000,90.0000,239.2583,71.3047,47.5000,186.7000,220.7500,235.0000,281.5000,330.4000,352.0000
-86.9165,40.4640,60.0000,15.0000,10.7288,2.0831,6.2990,10.4275,11.1290,11.3990,15.9700,9.0000,22.1841,3.0000,3.0000,3.0000,3.0000,92.0000,248.6133,155.3899,49.4000,64.0000,74.6000,330.0000,358.5000,413.2000,506.0000
-86.9165,40.4640,120.0000,5.0000,43.4114,20.9860,1.5500,51.9970,53.0760,53.8360,56.5980,74.2000,35.6000,3.0000,92.0000,92.0000,92.0000,92.0000,107.9200,19.9486,70.6000,84.3600,105.0000,118.0000,119.0000,123.8000,127.0000
-86.9165,40.4645,0.0000,236.0000,13.5027,12.0745,0.2640,4.2237,10.1330,17.0613,52.7490,33.6040,36.1490,3.0000,4.0000,8.0000,81.0000,92.0000,159.2885,105.7620,45.7000,59.4600,70.7000,123.0000,235.5000,316.6000,569.0000
-86.9165,40.4645,30.0000,38.0000,36.6176,19.7524,2.1920,20.1856,35.2475,53.9284,72.0400,47.4595,41.2668,3.0000,3.0000,20.0000,92.0000,92.0000,150.7500,82.0131,47.6000,70.2500,106.0000,125.0000,176.0000,229.6000,466.0000
-86.9165,40.4645,60.0000,26.0000,17.9683,14.6509,5.1650,8.7170,10.2649,23.1310,52.4686,25.3077,36.9821,3.0000,3.0000,3.0000,25.5000,92.0000,274.2423,144.7825,64.2000,73.3500,101.3250,309.0000,389.2500,460.0000,489.0000
-86.9165,40.4645,120.0000,6.0000,50.0488,0.8833,48.4491,49.6496,50.3317,50.4772,51.2320,92.0000,0.0000,92.0000,92.0000,92.0000,92.0000,92.0000,141.3333,18.8473,103.0000,122.5000,142.0000,142.0000,154.7500,159.5000,160.0000
-86.9165,40.4650,0.0000,704.0000,11.9521,5.7361,0.1531,8.2135,11.6340,15.0378,53.4130,15.8645,27.1954,3.0000,4.0000,4.0000,8.0000,92.0000,240.1750,134.3484,47.1000,72.7000,123.0000,236.0000,320.0000,387.8000,871.0000
-86.9165,40.4650,30.0000,115.0000,33.9873,17.6813,1.6171,21.1855,25.1380,50.5777,70.4560,58.4474,38.8486,3.0000,3.0000,84.0000,92.0000,92.0000,169.6157,90.3058,47.6000,99.9600,118.5000,150.0000,203.0000,260.0000,768.0000
-86.9165,40.4650,60.0000,74.0000,31.0792,17.7172,0.1340,17.7727,34.5401,46.3096,69.4011,57.3151,38.5927,3.0000,3.0000,81.0000,90.0000,92.0000,201.7824,187.7445,46.6000,59.7600,108.2500,142.0000,182.0000,518.0000,793.0000
-86.9165,40.4650,120.0000,5.0000,21.1793,19.8586,2.0190,3.1830,10.5337,41.5470,48.6140,62.3333,41.9550,3.0000,47.5000,92.0000,92.0000,92.0000,225.1000,192.3625,49.4000,72.3800,106.8500,151.0000,269.2500,437.1000,549.0000
-86.9165,40.4655,0.0000,82.0000,7.3196,6.5917,0.1166,3.1552,5.7074,9.4037,34.8137,11.1250,18.9271,3.0000,3.0000,4.0000,8.0000,92.0000,470.1050,296.7673,57.0000,72.1000,245.0000,424.0000,669.2500,902.9000,1149.0000
-86.9165,40.4655,30.0000,41.0000,33.1672,20.9506,0.3190,19.8820,23.6860,58.2910,66.7060,65.6842,36.0877,3.0000,52.0000,85.0000,92.0000,92.0000,189.3605,95.3707,52.0000,106.2300,117.0000,194.0000,221.2500,241.2000,487.0000
-86.9165,40.4655,60.0000,20.0000,35.0802,15.3405,0.8710,25.3043,37.8520,46.2191,61.6110,81.3158,20.7797,3.0000,78.5000,90.0000,92.0000,92.0000,177.0950,94.2998,61.8000,91.4900,115.2500,139.5000,213.5000,291.8000,407.0000
-86.9165,40.4655,120.0000,4.0000,28.4666,0.6560,27.7510,27.9309,28.3417,28.8774,29.4320,73.0000,20.0375,45.0000,58.5000,77.5000,92.0000,92.0000,173.2500,14.9227,152.0000,156.8000,164.0000,174.5000,183.7500,188.7000,192.0000
-86.9165,40.4660,0.0000,155.0000,8.7313,5.3831,0.2670,5.4015,7.5310,11.7455,32.1630,10.6596,18.1709,3.0000,4.0000,4.0000,6.0000,90.0000,481.9316,263.8707,51.1000,198.0000,293.5000,456.0000,590.0000,794.1000,1612.0000
-86.9165,40.4660,30.0000,14.0000,33.9891,15.4508,3.4830,25.1440,29.8490,47.4147,60.0860,73.5385,33.4724,3.0000,89.0000,92.0000,92.0000,92.0000,155.4357,48.7183,48.6000,99.6500,123.5000,173.0000,188.2500,204.2000,238.0000
-86.9165,40.4660,60.0000,13.0000,27.7974,18.9293,1.9430,15.8410,20.7310,44.2469,59.0411,69.4167,31.3195,3.0000,64.0000,85.5000,92.0000,92.0000,242.1538,129.9437,52.0000,107.8000,124.0000,262.0000,325.0000,429.0000,487.0000
-86.9165,40.4660,120.0000,4.0000,30.8000,16.4728,3.1810,25.8445,37.7580,42.7135,44.5030,62.3333,41.9550,3.0000,47.5000,92.0000,92.0000,92.0000,124.8667,56.9541,50.6000,67.4800,92.8000,135.0000,162.0000,178.2000,189.0000
-86.9165,40.4665,0.0000,1.0000,23.1280,0.0000,23.1280,23.1280,23.1280,23.1280,23.1280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,263.0000,0.0000,263.0000,263.0000,263.0000,263.0000,263.0000,263.0000,263.0000
-86.9165,40.4665,60.0000,12.0000,35.9850,18.2761,0.8870,27.0718,40.7420,46.1545,66.6210,78.2500,27.3713,3.0000,86.2500,92.0000,92.0000,92.0000,155.9917,135.6871,74.4000,75.4700,94.0250,100.5000,161.2500,206.7000,586.0000
-86.9165,40.4665,120.0000,5.0000,41.2724,12.9181,15.5120,46.3160,47.2280,47.9700,49.3360,92.0000,0.0000,92.0000,92.0000,92.0000,92.0000,92.0000,171.6000,66.3825,106.0000,112.0000,121.0000,136.0000,213.0000,254.4000,282.0000
-86.9165,40.4670,30.0000,7.0000,38.1747,16.0013,26.0830,27.9160,29.0110,44.5289,67.2390,90.4286,2.1285,86.0000,89.5000,92.0000,92.0000,92.0000,182.4286,35.5120,101.0000,147.8000,182.0000,185.0000,206.0000,209.6000,215.0000
-86.9165,40.4670,60.0000,16.0000,36.4768,17.4728,2.9080,27.3665,39.2795,51.5463,57.7189,87.8571,12.2408,44.0000,89.7500,92.0000,92.0000,92.0000,120.1267,83.2501,48.1000,66.7200,78.6000,105.0000,119.0000,140.2000,416.0000
-86.9165,40.4670,120.0000,6.0000,47.3018,10.8442,24.0010,47.2490,52.8110,53.9818,54.4210,88.1667,8.5716,69.0000,92.0000,92.0000,92.0000,92.0000,94.9667,12.8160,66.7000,82.4000,98.5750,100.0000,100.0000,102.5000,105.0000
-86.9165,40.4675,60.0000,8.0000,24.6172,15.9746,0.1211,19.0457,27.2385,30.7574,53.5017,77.4000,29.2000,19.0000,92.0000,92.0000,92.0000,92.0000,145.8571,26.4922,107.0000,115.4000,126.5000,151.0000,158.5000,174.4000,193.0000
-86.9165,40.4675,120.0000,1.0000,22.5680,0.0000,22.5680,22.5680,22.5680,22.5680,22.5680,87.0000,0.0000,87.0000,87.0000,87.0000,87.0000,87.0000,356.0000,0.0000,356.0000,356.0000,356.0000,356.0000,356.0000,356.0000,356.0000
-86.9165,40.4680,60.0000,4.0000,30.8883,0.6103,30.0860,30.4767,30.8686,31.2802,31.7300,74.7500,9.9593,69.0000,69.0000,69.0000,74.7500,92.0000,153.5000,14.6544,139.0000,139.6000,140.5000,150.0000,163.0000,170.2000,175.0000
-86.9165,40.4680,120.0000,7.0000,19.2214,8.6343,1.8651,16.8165,22.7950,24.1552,27.9460,84.6667,10.2902,63.0000,83.7500,89.0000,92.0000,92.0000,176.1500,60.4625,48.9000,110.4500,177.2500,197.0000,201.0000,221.0000,241.0000
-86.9165,40.4685,0.0000,34.0000,6.3341,4.7861,1.4500,3.3937,5.5275,7.2661,24.8971,14.0385,22.4508,3.0000,3.2500,4.0000,8.7500,92.0000,535.4706,294.1831,139.0000,267.7000,370.7500,435.5000,669.2500,806.2000,1477.0000
-86.9165,40.4685,30.0000,4.0000,9.5515,5.2109,2.0660,5.9938,10.7241,14.2819,14.6920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,360.2500,184.8180,201.0000,223.2000,256.5000,282.5000,386.2500,559.5000,675.0000
-86.9165,40.4685,60.0000,52.0000,23.4152,19.9218,0.1120,5.3138,20.9182,32.4668,63.9810,63.5641,37.1682,3.0000,21.0000,90.0000,92.0000,92.0000,186.0795,131.6216,48.0000,69.6400,109.2500,148.5000,213.2500,281.6000,636.0000
-86.9165,40.4685,120.0000,6.0000,16.9325,12.9758,0.8620,3.7615,19.3510,29.0852,31.1360,84.3333,10.8423,69.0000,80.5000,92.0000,92.0000,92.0000,205.7500,67.7915,153.0000,155.4000,159.0000,174.5000,221.2500,281.1000,321.0000
-86.9165,40.4690,30.0000,1.0000,0.3211,0.0000,0.3211,0.3211,0.3211,0.3211,0.3211,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-86.9165,40.4690,60.0000,15.0000,22.8695,22.4232,1.9290,5.3545,10.4000,50.3474,58.7570,69.5000,30.8747,3.0000,70.5000,81.0000,90.0000,92.0000,372.1071,280.0235,49.0000,86.0500,124.0000,391.5000,534.2500,638.0000,1061.0000
-86.9165,40.4690,90.0000,1.0000,0.9406,0.0000,0.9406,0.9406,0.9406,0.9406,0.9406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,208.0000,0.0000,208.0000,208.0000,208.0000,208.0000,208.0000,208.0000,208.0000
-86.9165,40.4690,120.0000,7.0000,20.7414,15.0164,7.2630,10.7700,15.9460,23.0405,54.3600,92.0000,0.0000,92.0000,92.0000,92.0000,92.0000,92.0000,675.6667,325.0650,123.0000,334.0000,545.0000,643.5000,918.2500,1049.5000,1122.0000
-86.9160,40.4240,0.0000,5.0000,8.9104,2.4331,5.5716,6.9840,8.9191,10.8587,12.2187,67.0000,14.0000,53.0000,60.0000,67.0000,74.0000,81.0000,443.8000,202.6646,302.0000,306.4000,313.0000,318.0000,452.0000,681.2000,834.0000
-86.9160,40.4270,0.0000,33.0000,40.8407,26.0548,0.1040,10.0697,56.8844,61.9458,65.6231,74.5517,47.3429,3.0000,82.0000,92.0000,92.0000,229.0000,166.1571,202.8111,50.2000,61.1700,93.3500,101.5000,107.5000,325.1000,887.0000
-86.9160,40.4310,0.0000,11.0000,21.9134,12.0752,7.0423,11.0411,20.9090,28.2167,44.5000,81.1000,13.7583,53.0000,73.2500,88.5000,91.2500,92.0000,217.1818,44.3741,149.0000,158.0000,184.5000,218.0000,252.5000,277.0000,277.0000
-86.9160,40.4370,0.0000,1.0000,47.4533,0.0000,47.4533,47.4533,47.4533,47.4533,47.4533,89.0000,0.0000,89.0000,89.0000,89.0000,89.0000,89.0000,176.0000,0.0000,176.0000,176.0000,176.0000,176.0000,176.0000,176.0000,176.0000
-86.9160,40.4375,0.0000,14.0000,50.6631,16.2568,5.3260,53.9889,56.7131,59.0431,63.9884,70.3077,36.9082,3.0000,86.0000,89.0000,92.0000,92.0000,114.6714,47.6192,45.0000,58.1200,99.8000,112.5000,126.7500,151.1000,248.0000
-86.9160,40.4530,0.0000,5.0000,33.5264,9.6922,24.6240,24.8560,29.5440,38.5120,50.0960,55.8000,43.1249,3.0000,3.0000,89.0000,92.0000,92.0000,63.6600,32.7362,44.0000,45.1600,46.9000,47.9000,50.5000,97.6000,129.0000
-86.9160,40.4600,0.0000,280.0000,14.3722,5.6695,0.1300,10.9345,14.3994,17.9940,33.5440,13.1111,22.9944,3.0000,3.0000,4.0000,8.0000,92.0000,279.4339,118.3788,45.8000,165.9000,206.0000,263.0000,332.2500,420.6000,800.0000
-86.9160,40.4600,30.0000,35.0000,32.3138,17.8414,4.7870,15.8180,30.7440,51.2880,55.6530,70.5263,22.9974,14.0000,73.0000,81.0000,84.0000,92.0000,183.7486,101.5600,97.3000,99.6400,113.5000,138.0000,232.0000,271.0000,616.0000
-86.9160,40.4600,60.0000,19.0000,16.4139,13.8712,0.4617,2.7731,12.3040,31.5895,37.1860,74.4545,24.0203,3.0000,73.0000,80.0000,89.0000,92.0000,614.1111,549.7908,109.0000,119.8000,146.7500,239.5000,1252.5000,1351.4000,1413.0000
-86.9160,40.4600,90.0000,5.0000,6.4986,0.7709,5.4360,5.9510,6.3630,7.3690,7.3740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,614.8000,183.8014,408.0000,418.4000,434.0000,578.0000,795.0000,833.4000,859.0000
-86.9160,40.4600,120.0000,9.0000,22.1841,14.1653,2.8434,11.1130,12.5780,38.5177,38.7610,77.8000,24.9512,28.0000,88.0000,89.0000,92.0000,92.0000,224.8556,76.0934,99.7000,150.3400,169.0000,222.0000,289.0000,328.4000,334.0000
-86.9160,40.4605,0.0000,5.0000,13.2950,3.8935,7.7610,11.8660,12.5760,14.5760,19.6960,3.0000,0.0000,3.0000,3.0000,3.0000,3.0000,3.0000,281.8000,79.2500,193.0000,199.8000,210.0000,255.0000,369.0000,376.8000,382.0000
-86.9160,40.4605,60.0000,33.0000,35.1263,16.4272,5.1751,29.2960,35.0880,44.7910,66.4130,72.6552,25.9153,3.0000,74.0000,84.0000,87.0000,92.0000,142.2065,76.3650,50.1000,109.0000,119.0000,128.0000,140.5000,169.0000,526.0000
-86.9160,40.4605,120.0000,22.0000,13.2011,22.0403,0.1380,1.0297,1.3771,2.9106,57.2400,77.1667,33.1683,3.0000,92.0000,92.0000,92.0000,92.0000,256.8400,210.8779,53.4000,101.6400,111.0000,138.0000,434.5000,585.0000,621.0000
-86.9160,40.4610,60.0000,22.0000,23.5800,13.8843,0.2149,18.5510,23.2482,36.6859,41.1590,79.1667,13.8173,42.0000,81.0000,82.5000,87.0000,90.0000,197.7650,95.3670,97.3000,109.9000,131.0000,187.5000,235.2500,272.7000,522.0000
-86.9160,40.4615,0.0000,91.0000,3.4817,2.7108,0.3413,1.5342,2.5947,4.7160,12.6720,18.5114,27.2601,3.0000,3.0000,4.5000,12.0000,92.0000,384.4473,258.5620,45.8000,51.0000,60.3500,482.0000,602.0000,699.0000,802.0000
-86.9160,40.4615,60.0000,32.0000,16.2370,15.6053,0.1200,0.4543,15.6760,33.3220,49.3190,71.4737,24.9955,3.0000,68.5000,81.0000,86.5000,90.0000,233.6391,175.8104,46.9000,107.4000,125.0000,148.0000,286.5000,484.8000,812.0000
-86.9160,40.4620,0.0000,276.0000,6.9174,7.9933,0.2347,1.7780,3.7467,7.2647,28.9964,28.2097,35.1572,3.0000,3.0000,4.0000,64.0000,92.0000,282.6083,242.9619,43.3000,49.6500,54.8000,191.0000,492.5000,644.5000,881.0000
-86.9160,40.4620,60.0000,40.0000,16.8553,12.4587,0.1600,6.0898,17.2858,28.2174,40.6760,68.2333,30.5480,3.0000,71.0000,81.0000,86.2500,90.0000,219.8353,122.6948,49.5000,118.0000,139.5000,189.5000,299.7500,350.0000,629.0000
-86.9160,40.4625,0.0000,967.0000,6.5518,4.4766,0.1611,3.7410,5.7269,8.0931,24.0617,9.4994,18.9257,3.0000,3.0000,4.0000,4.0000,92.0000,409.9751,221.8451,41.9000,65.7500,240.7500,438.0000,587.0000,687.0000,1015.0000
-86.9160,40.4625,30.0000,39.0000,24.6395,17.1657,0.2580,5.1754,27.5333,39.5166,49.7509,62.4483,29.8069,3.0000,45.0000,81.0000,84.0000,88.0000,150.4700,53.0035,46.7000,96.6000,127.0000,154.0000,169.5000,183.0000,338.0000
-86.9160,40.4625,60.0000,42.0000,24.5514,21.9791,0.1100,0.4839,17.1633,46.7707,63.0450,76.4000,28.7277,3.0000,81.0000,88.0000,92.0000,92.0000,193.2758,139.5877,46.9000,96.9600,120.0000,135.0000,263.0000,324.0000,771.0000
-86.9160,40.4625,90.0000,6.0000,36.5647,25.7600,0.3166,12.4763,52.6075,56.5080,56.9490,86.2500,9.9593,69.0000,86.2500,92.0000,92.0000,92.0000,239.0800,257.2254,92.4000,98.6400,108.0000,113.0000,129.0000,503.4000,753.0000
-86.9160,40.4625,120.0000,28.0000,33.3057,21.1305,0.1234,7.3560,41.7695,49.9796,57.9660,71.7727,37.2972,3.0000,92.0000,92.0000,92.0000,92.0000,130.7304,125.2655,50.0000,60.4800,92.6500,104.0000,129.5000,147.0000,703.0000
-86.9160,40.4630,0.0000,153.0000,3.2884,2.0808,0.2867,1.2036,3.5040,4.7680,8.1120,17.2400,28.2861,3.0000,3.0000,3.0000,8.0000,90.0000,319.0059,263.3433,44.8000,48.6400,53.2000,398.0000,561.0000,661.8000,818.0000
-86.9160,40.4630,30.0000,8.0000,36.9224,5.2200,27.6850,33.1583,38.8919,40.8505,43.1394,87.1250,5.0109,78.0000,84.0000,88.5000,92.0000,92.0000,164.5000,51.7470,84.0000,109.2000,125.2500,154.5000,218.2500,231.0000,231.0000
-86.9160,40.4630,60.0000,72.0000,23.2447,19.2516,0.1086,6.1980,18.9880,38.1400,70.1720,62.4444,38.7640,3.0000,3.0000,86.0000,92.0000,92.0000,173.3310,111.9398,52.4000,71.9700,106.2500,128.0000,214.7500,282.4000,591.0000
-86.9160,40.4630,120.0000,8.0000,7.1154,3.7270,0.8740,3.6135,9.2205,9.7323,11.1429,92.0000,0.0000,92.0000,92.0000,92.0000,92.0000,92.0000,60.9250,8.9767,49.7000,49.9100,54.7250,58.8000,68.2250,73.7000,73.7000
-86.9160,40.4635,60.0000,5.0000,54.0874,11.3284,40.5750,47.0350,49.2980,61.0640,72.4650,71.4000,27.6955,18.0000,72.0000,83.0000,92.0000,92.0000,110.0000,9.1433,100.0000,102.0000,105.0000,108.0000,110.0000,120.2000,127.0000
-86.9160,40.4645,30.0000,17.0000,37.0300,28.1665,7.0194,10.8469,18.5210,70.1900,76.8410,60.2353,42.2827,3.0000,3.0000,92.0000,92.0000,92.0000,85.1588,28.6834,47.6000,54.8000,56.0000,96.9000,107.0000,119.4000,139.0000
-86.9160,40.4645,60.0000,1.0000,45.8297,0.0000,45.8297,45.8297,45.8297,45.8297,45.8297,69.0000,0.0000,69.0000,69.0000,69.0000,69.0000,69.0000,83.5000,0.0000,83.5000,83.5000,83.5000,83.5000,83.5000,83.5000,83.5000
-86.9160,40.4650,0.0000,1.0000,6.3380,0.0000,6.3380,6.3380,6.3380,6.3380,6.3380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,70.3000,0.0000,70.3000,70.3000,70.3000,70.3000,70.3000,70.3000,70.3000
-86.9160,40.4650,30.0000,12.0000,48.9740,10.2802,29.2760,46.9490,49.7675,54.9800,64.2120,83.6667,24.4279,3.0000,91.2500,92.0000,92.0000,92.0000,118.5750,22.6933,53.9000,108.1000,110.5000,124.0000,132.7500,138.6000,144.0000
-86.9160,40.4650,60.0000,25.0000,46.1678,12.8954,9.9143,43.7990,51.4040,54.7610,59.7074,68.1200,30.8873,3.0000,56.0000,89.0000,92.0000,92.0000,109.7880,26.8795,45.4000,64.8400,100.0000,121.0000,131.0000,133.8000,139.0000
-86.9160,40.4650,90.0000,4.0000,56.5144,4.9466,50.9410,52.9738,55.4952,59.0358,64.1260,86.2500,9.9593,69.0000,86.2500,92.0000,92.0000,92.0000,193.0000,61.9960,130.0000,133.9000,139.7500,178.5000,231.7500,263.7000,285.0000
-86.9160,40.4650,120.0000,8.0000,45.2391,15.8275,15.3730,38.2300,54.1200,56.6837,58.4470,88.6250,7.4655,69.0000,90.0000,92.0000,92.0000,92.0000,154.7500,36.9112,107.0000,115.4000,121.2500,147.5000,188.7500,206.0000,206.0000
-86.9160,40.4655,60.0000,8.0000,38.9492,19.5382,7.0069,21.7775,48.8565,55.4674,57.7330,54.7500,40.7055,3.0000,3.0000,76.5000,92.0000,92.0000,119.1375,45.0375,58.6000,74.0000,92.8250,111.5000,130.5000,177.0000,212.0000
-86.9160,40.4655,120.0000,13.0000,33.7410,14.5731,4.1600,27.3610,38.4430,45.1720,52.2260,72.9091,33.5599,3.0000,79.0000,89.0000,92.0000,92.0000,168.3692,93.3997,51.9000,67.1200,128.0000,134.0000,227.0000,285.4000,399.0000
-86.9160,40.4660,30.0000,1.0000,59.8620,0.0000,59.8620,59.8620,59.8620,59.8620,59.8620,92.0000,0.0000,92.0000,92.0000,92.0000,92.0000,92.0000,109.0000,0.0000,109.0000,109.0000,109.0000,109.0000,109.0000,109.0000,109.0000
-86.9160,40.4660,60.0000,8.0000,40.6491,17.6698,17.8980,25.6706,37.4800,56.9641,65.2260,69.5000,31.6899,3.0000,59.7500,88.0000,92.0000,92.0000,145.0875,63.6029,57.3000,72.7700,101.6000,123.5000,221.0000,224.0000,224.0000
-86.9160,40.4660,120.0000,6.0000,52.7432,8.1018,40.9780,45.6310,58.0900,58.7410,58.8651,92.0000,0.0000,92.0000,92.0000,92.0000,92.0000,92.0000,118.2333,37.2529,81.6000,82.2000,87.3500,103.5000,147.2500,169.0000,177.0000
-86.9160,40.4665,30.0000,4.0000,41.4560,14.9296,26.0457,27.4068,39.4451,53.4943,60.8880,80.2500,10.4013,68.0000,71.0000,80.5000,89.7500,92.0000,135.0000,18.6145,122.0000,122.3000,122.7500,125.5000,137.7500,155.3000,167.0000
-86.9160,40.4665,60.0000,7.0000,58.6240,5.8048,52.9510,53.7180,54.3130,64.3940,66.8800,92.0000,0.0000,92.0000,92.0000,92.0000,92.0000,92.0000,91.1714,23.1161,57.2000,64.5200,76.4000,89.7000,103.2500,118.8000,132.0000
-86.9160,40.4665,120.0000,5.0000,15.6822,6.8544,6.8091,13.9200,13.9360,15.8160,27.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,77.0000,16.7834,55.4000,56.4000,57.9000,86.5000,92.4000,92.6400,92.8000
-86.9160,40.4670,30.0000,5.0000,25.1660,11.1758,3.4840,27.3600,27.7960,33.0658,34.1240,70.8000,34.0787,3.0000,81.0000,90.0000,90.0000,90.0000,135.8600,42.6521,61.3000,87.1800,126.0000,146.0000,156.0000,176.4000,190.0000
-86.9160,40.4670,60.0000,5.0000,24.6586,7.1991,18.7870,19.7570,22.9800,23.1291,38.6400,57.4000,40.8490,3.0000,12.0000,90.0000,90.0000,92.0000,275.0000,105.7904,111.0000,161.4000,237.0000,294.0000,294.0000,381.0000,439.0000
-86.9160,40.4670,120.0000,3.0000,30.1187,5.5586,23.7850,26.5190,29.2530,33.2855,37.3180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.0667,30.2127,45.0000,47.8400,52.1000,59.2000,87.1000,103.8400,115.0000
-86.9160,40.4675,60.0000,7.0000,16.0189,5.3254,6.0900,13.7380,15.7350,19.8655,23.1000,27.6667,35.6822,3.0000,3.0000,3.0000,48.7500,90.0000,226.7571,170.1029,59.3000,72.3200,92.0000,108.0000,369.0000,462.6000,498.0000
-86.9160,40.4680,0.0000,1.0000,0.2210,0.0000,0.2210,0.2210,0.2210,0.2210,0.2210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,448.0000,0.0000,448.0000,448.0000,448.0000,448.0000,448.0000,448.0000,448.0000
-86.9160,40.4680,60.0000,9.0000,35.1649,17.5056,21.7320,22.1000,24.5737,55.1270,66.2590,15.0000,27.6687,3.0000,3.0000,3.0000,6.0000,92.0000,115.9778,13.2079,95.8000,102.3600,107.0000,114.0000,122.0000,129.6000,144.0000
-86.9160,40.4680,120.0000,3.0000,26.2147,14.9939,13.2770,15.7055,18.1340,32.6835,47.2330,46.3333,36.3715,3.0000,23.5000,44.0000,68.0000,92.0000,179.0667,150.0172,53.9000,61.7800,73.6000,93.3000,241.6500,330.6600,390.0000
-86.9160,40.4685,0.0000,36.0000,3.0827,2.0395,0.5480,1.7736,2.5096,3.7430,9.8549,7.8333,7.4703,3.0000,4.0000,4.0000,8.0000,36.0000,772.9444,294.8347,342.0000,423.0000,561.0000,718.0000,1009.2500,1167.0000,1637.0000
