grid_lat,grid_lon,grid_height,total_sample,thput_mean,thput_std,thput_0,thput_25,thput_50,thput_75,thput_100,rbs_mean,rbs_std,rbs_0,rbs_25,rbs_50,rbs_75,rbs_100,rtt_mean,rtt_std,rtt_0,rtt_10,rtt_25,rtt_50,rtt_75,rtt_90,rtt_100
-86.9265,40.4525,0.0000,2.0000,37.6049,16.0671,21.5378,29.5713,37.6049,45.6384,53.6720,83.5000,5.5000,78.0000,80.7500,83.5000,86.2500,89.0000,87.4000,18.6000,68.8000,72.5200,78.1000,87.4000,96.7000,102.2800,106.0000
-86.9265,40.4535,0.0000,2.0000,21.1000,3.0280,18.0720,19.5860,21.1000,22.6140,24.1280,224.0000,8.0000,216.0000,220.0000,224.0000,228.0000,232.0000,92.1000,6.1000,86.0000,87.2200,89.0500,92.1000,95.1500,96.9800,98.2000
-86.9265,40.4540,0.0000,1.0000,16.7120,0.0000,16.7120,16.7120,16.7120,16.7120,16.7120,216.0000,0.0000,216.0000,216.0000,216.0000,216.0000,216.0000,52.9000,0.0000,52.9000,52.9000,52.9000,52.9000,52.9000,52.9000,52.9000
-86.9260,40.4510,0.0000,3.0000,52.8667,1.0210,51.5476,52.2827,53.0178,53.5262,54.0347,91.0000,1.4142,89.0000,90.5000,92.0000,92.0000,92.0000,114.0000,6.3770,109.0000,109.2000,109.5000,110.0000,116.5000,120.4000,123.0000
-86.9260,40.4515,0.0000,10.0000,47.9261,14.1183,6.2356,49.8660,52.3540,53.3129,57.5211,83.2000,10.1469,61.0000,82.0000,87.0000,91.2500,92.0000,118.5000,11.7495,101.0000,102.8000,114.5000,119.0000,121.7500,126.2000,146.0000
-86.9260,40.4520,0.0000,2.0000,53.9040,0.1271,53.7769,53.8404,53.9040,53.9676,54.0311,90.5000,1.5000,89.0000,89.7500,90.5000,91.2500,92.0000,107.0000,1.0000,106.0000,106.2000,106.5000,107.0000,107.5000,107.8000,108.0000
-86.9260,40.4535,0.0000,2.0000,44.4640,5.8560,38.6080,41.5360,44.4640,47.3920,50.3200,92.0000,0.0000,92.0000,92.0000,92.0000,92.0000,92.0000,74.7500,2.7500,72.0000,72.5500,73.3750,74.7500,76.1250,76.9500,77.5000
-86.9255,40.4505,0.0000,3.0000,44.2140,9.8498,30.3031,40.4236,50.5440,51.1695,51.7950,85.3333,3.2998,81.0000,83.5000,86.0000,87.5000,89.0000,121.6667,10.8423,114.0000,114.0000,114.0000,114.0000,125.5000,132.4000,137.0000
-86.9255,40.4510,0.0000,12.0000,46.4454,9.9284,21.8217,44.3410,50.9603,52.9104,55.1573,65.0000,36.9256,3.0000,46.5000,88.5000,92.0000,92.0000,102.9000,29.2820,47.9000,51.9500,98.3000,115.0000,120.5000,128.6000,134.0000
-86.9255,40.4515,0.0000,1.0000,11.4764,0.0000,11.4764,11.4764,11.4764,11.4764,11.4764,67.0000,0.0000,67.0000,67.0000,67.0000,67.0000,67.0000,78.7000,0.0000,78.7000,78.7000,78.7000,78.7000,78.7000,78.7000,78.7000
-86.9255,40.4535,0.0000,2.0000,36.8240,31.0240,5.8000,21.3120,36.8240,52.3360,67.8480,47.5000,44.5000,3.0000,25.2500,47.5000,69.7500,92.0000,92.6000,14.4000,78.2000,81.0800,85.4000,92.6000,99.8000,104.1200,107.0000
-86.9250,40.4500,0.0000,7.0000,44.4281,15.8054,6.7600,45.9836,49.7244,53.1471,56.2507,75.8571,29.8014,3.0000,86.0000,88.0000,88.0000,92.0000,108.3286,26.4482,50.3000,80.1200,103.5000,113.0000,125.0000,130.2000,138.0000
-86.9250,40.4505,0.0000,14.0000,49.6752,8.8480,22.3564,49.4766,51.8950,55.1733,57.9351,78.9286,22.2629,3.0000,80.0000,88.5000,89.0000,92.0000,108.6000,20.6627,63.5000,78.3700,99.8500,112.5000,127.2500,129.7000,131.0000
-86.9250,40.4535,0.0000,3.0000,67.2933,4.5497,60.8880,65.4280,69.9680,70.4960,71.0240,88.0000,1.4142,86.0000,87.5000,89.0000,89.0000,89.0000,73.4000,16.9837,50.1000,56.0800,65.0500,80.0000,85.0500,88.0800,90.1000
-86.9250,40.4605,0.0000,2.0000,14.7785,6.3705,8.4080,11.5932,14.7785,17.9638,21.1490,3.0000,0.0000,3.0000,3.0000,3.0000,3.0000,3.0000,248.0000,62.0000,186.0000,198.4000,217.0000,248.0000,279.0000,297.6000,310.0000
-86.9245,40.4495,0.0000,14.0000,43.5333,11.8160,14.5429,37.2392,48.1163,51.5424,55.5410,80.4286,13.9474,43.0000,82.0000,84.0000,91.0000,92.0000,96.6000,27.6416,44.8000,62.1400,70.8000,103.5000,122.7500,126.0000,129.0000
-86.9245,40.4500,0.0000,17.0000,50.0734,11.5414,14.7822,52.6747,54.7590,56.6453,58.0924,86.0000,5.4341,73.0000,82.0000,89.0000,89.0000,92.0000,98.6059,18.8918,50.0000,75.7200,92.7000,104.0000,109.0000,114.4000,126.0000
-86.9245,40.4505,0.0000,5.0000,44.9769,16.0948,13.0514,49.8098,52.5851,53.1520,56.2862,80.4000,17.9399,45.0000,84.0000,89.0000,92.0000,92.0000,120.4000,11.7405,104.0000,108.0000,114.0000,117.0000,130.0000,134.2000,137.0000
-86.9245,40.4530,0.0000,2.0000,61.0280,10.3800,50.6480,55.8380,61.0280,66.2180,71.4080,92.0000,0.0000,92.0000,92.0000,92.0000,92.0000,92.0000,97.6000,12.4000,85.2000,87.6800,91.4000,97.6000,103.8000,107.5200,110.0000
-86.9245,40.4605,0.0000,20.0000,12.2973,3.3907,5.7790,9.9114,12.4455,14.1598,19.8400,3.0000,0.0000,3.0000,3.0000,3.0000,3.0000,3.0000,354.2500,93.4874,223.0000,242.9000,286.0000,346.0000,405.5000,477.5000,576.0000
-86.9240,40.4485,0.0000,1.0000,37.6187,0.0000,37.6187,37.6187,37.6187,37.6187,37.6187,84.0000,0.0000,84.0000,84.0000,84.0000,84.0000,84.0000,100.0000,0.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
-86.9240,40.4490,0.0000,16.0000,36.3614,18.0751,6.5360,18.7911,47.2271,50.8703,55.2530,63.6250,35.4875,3.0000,51.0000,81.5000,88.2500,92.0000,87.7687,25.9300,52.7000,54.5500,60.4750,95.7500,107.0000,116.0000,134.0000
-86.9240,40.4495,0.0000,3.0000,27.3981,12.6061,14.4142,18.8622,23.3102,33.8901,44.4700,60.0000,28.9943,19.0000,49.5000,80.0000,80.5000,81.0000,72.3667,23.4408,51.0000,53.0200,56.0500,61.1000,83.0500,96.2200,105.0000
-86.9240,40.4530,0.0000,3.0000,35.3787,19.5218,8.5520,25.8480,43.1440,48.7920,54.4400,55.0000,37.8506,3.0000,36.5000,70.0000,81.0000,92.0000,129.2667,42.0493,69.8000,87.6400,114.4000,159.0000,159.0000,159.0000,159.0000
-86.9240,40.4605,0.0000,21.0000,11.3263,4.4746,1.2480,8.8280,11.4380,13.9970,19.7520,11.3500,25.1103,3.0000,3.0000,3.0000,3.0000,92.0000,321.0952,132.4286,58.0000,208.0000,250.0000,285.0000,360.0000,455.0000,735.0000
-86.9235,40.4480,0.0000,8.0000,25.2051,17.5786,2.1690,11.3465,21.3367,41.2624,51.1813,80.3750,14.8066,46.0000,78.0000,86.5000,90.5000,92.0000,91.2500,34.9844,47.5000,55.6200,59.1750,84.1000,129.7500,132.9000,135.0000
-86.9235,40.4485,0.0000,13.0000,28.9113,21.8457,0.1520,3.3164,35.7870,50.5422,53.7337,71.4615,26.7743,3.0000,71.0000,84.0000,86.0000,92.0000,96.4769,37.7525,49.1000,50.2000,53.0000,107.0000,129.0000,139.0000,148.0000
-86.9235,40.4530,0.0000,3.0000,22.7333,4.2773,16.9200,20.5560,24.1920,25.6400,27.0880,54.3333,36.3349,3.0000,40.5000,78.0000,80.0000,82.0000,68.5667,4.9815,62.4000,63.6600,65.5500,68.7000,71.6500,73.4200,74.6000
-86.9235,40.4605,0.0000,53.0000,15.8249,7.7811,3.8510,9.2674,14.8583,20.6000,35.9440,43.3774,41.3335,3.0000,3.0000,3.0000,89.0000,92.0000,297.0830,138.3089,50.4000,161.0000,191.0000,239.0000,370.0000,535.2000,599.0000
-86.9230,40.4470,0.0000,1.0000,50.7429,0.0000,50.7429,50.7429,50.7429,50.7429,50.7429,81.0000,0.0000,81.0000,81.0000,81.0000,81.0000,81.0000,104.0000,0.0000,104.0000,104.0000,104.0000,104.0000,104.0000,104.0000,104.0000
-86.9230,40.4475,0.0000,14.0000,40.1570,11.1478,9.4071,35.3565,44.5336,46.7305,49.8258,81.5000,8.0512,67.0000,75.7500,82.5000,88.7500,92.0000,127.5000,23.2156,101.0000,102.2000,107.7500,125.5000,137.7500,151.8000,187.0000
-86.9230,40.4480,0.0000,10.0000,41.0243,8.2755,20.6580,38.7736,42.2693,45.3547,51.6036,68.6000,33.2902,3.0000,75.0000,82.5000,90.2500,92.0000,111.7400,33.3333,47.8000,78.3100,93.9250,108.5000,140.0000,148.9000,166.0000
-86.9230,40.4530,0.0000,3.0000,22.3627,1.6515,20.0400,21.6760,23.3120,23.5240,23.7360,57.0000,38.2187,3.0000,42.5000,82.0000,84.0000,86.0000,79.2333,8.7546,70.5000,71.6000,73.2500,76.0000,83.6000,88.1600,91.2000
-86.9230,40.4605,0.0000,111.0000,11.8261,5.5520,0.8229,8.1934,10.4903,15.2475,36.0594,26.8182,35.1418,3.0000,3.0000,3.0000,72.0000,92.0000,339.6045,126.5676,54.4000,201.0000,251.5000,334.0000,422.0000,506.0000,672.0000
-86.9230,40.4605,90.0000,1.0000,0.6730,0.0000,0.6730,0.6730,0.6730,0.6730,0.6730,48.0000,0.0000,48.0000,48.0000,48.0000,48.0000,48.0000,559.0000,0.0000,559.0000,559.0000,559.0000,559.0000,559.0000,559.0000,559.0000
-86.9225,40.4465,0.0000,3.0000,38.0463,8.9233,28.5218,32.0804,35.6391,42.8086,49.9780,59.6667,40.2023,3.0000,43.5000,84.0000,88.0000,92.0000,114.6000,39.3165,62.8000,74.8400,92.9000,123.0000,140.5000,151.0000,158.0000
-86.9225,40.4470,0.0000,17.0000,37.2631,9.7105,14.4044,33.4684,35.8258,45.2360,53.6142,75.0000,26.9335,3.0000,80.0000,84.0000,89.0000,92.0000,122.9882,31.4773,43.2000,88.9800,108.0000,122.0000,139.0000,159.2000,172.0000
-86.9225,40.4475,0.0000,4.0000,36.8347,6.4658,27.8160,32.1502,38.1011,42.7856,43.3209,87.2500,3.4187,84.0000,84.0000,86.5000,89.7500,92.0000,134.7500,22.8624,100.0000,110.5000,126.2500,137.5000,146.0000,156.8000,164.0000
-86.9225,40.4530,0.0000,3.0000,22.0000,0.8231,20.8400,21.6680,22.4960,22.5800,22.6640,62.3333,41.9550,3.0000,47.5000,92.0000,92.0000,92.0000,56.8000,12.0308,47.7000,47.9400,48.3000,48.9000,61.3500,68.8200,73.8000
-86.9225,40.4600,60.0000,9.0000,22.2449,12.3715,3.3980,9.6420,24.6230,31.8510,38.7150,86.0000,7.6532,69.0000,84.5000,88.0000,92.0000,92.0000,126.0625,69.9669,60.7000,72.3900,77.4000,111.0000,131.5000,192.7000,297.0000
-86.9225,40.4600,120.0000,3.0000,5.5570,0.2344,5.2389,5.4369,5.6350,5.7160,5.7970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,421.0000,138.4582,285.0000,301.4000,326.0000,367.0000,489.0000,562.2000,611.0000
-86.9225,40.4605,0.0000,70.0000,13.5868,4.9043,5.4080,9.5306,12.8990,16.2326,26.6450,28.4714,33.8411,3.0000,3.0000,3.0000,64.0000,90.0000,334.1571,115.4151,159.0000,212.0000,258.0000,299.5000,407.7500,498.6000,672.0000
-86.9225,40.4605,90.0000,1.0000,10.4190,0.0000,10.4190,10.4190,10.4190,10.4190,10.4190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-86.9225,40.4605,120.0000,1.0000,5.6380,0.0000,5.6380,5.6380,5.6380,5.6380,5.6380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,646.0000,0.0000,646.0000,646.0000,646.0000,646.0000,646.0000,646.0000,646.0000
-86.9220,40.4460,0.0000,37.0000,39.3651,10.0658,7.6210,38.2213,41.3556,43.9947,56.3200,78.1351,20.6347,3.0000,69.0000,86.0000,92.0000,92.0000,119.6500,32.1376,43.6000,71.4000,112.0000,120.0000,141.0000,160.5000,176.0000
-86.9220,40.4465,0.0000,16.0000,43.5886,13.5053,8.2674,38.4984,45.8602,51.0167,61.5890,79.6875,14.2816,31.0000,76.7500,84.0000,89.0000,92.0000,118.0625,21.7136,67.0000,95.5000,103.0000,121.0000,131.5000,145.0000,152.0000
-86.9220,40.4470,0.0000,1.0000,48.1147,0.0000,48.1147,48.1147,48.1147,48.1147,48.1147,89.0000,0.0000,89.0000,89.0000,89.0000,89.0000,89.0000,107.0000,0.0000,107.0000,107.0000,107.0000,107.0000,107.0000,107.0000,107.0000
-86.9220,40.4530,0.0000,2.0000,18.1920,2.2560,15.9360,17.0640,18.1920,19.3200,20.4480,90.5000,1.5000,89.0000,89.7500,90.5000,91.2500,92.0000,53.1000,8.8000,44.3000,46.0600,48.7000,53.1000,57.5000,60.1400,61.9000
-86.9220,40.4600,30.0000,33.0000,38.5162,8.4613,11.7520,37.9160,40.7280,43.0220,48.4380,72.9697,28.2312,3.0000,75.0000,86.0000,92.0000,92.0000,121.0606,33.2695,51.5000,97.2800,106.0000,118.0000,137.0000,149.8000,226.0000
-86.9220,40.4600,60.0000,20.0000,33.5022,9.1522,9.0731,34.0663,36.8000,38.5727,42.3989,77.2000,26.5661,3.0000,69.0000,92.0000,92.0000,92.0000,119.0300,28.2500,43.9000,81.2700,110.2500,127.5000,136.5000,142.9000,159.0000
-86.9220,40.4600,120.0000,3.0000,9.1785,0.6643,8.3110,8.8055,9.3000,9.6123,9.9246,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,322.3333,25.3026,295.0000,299.2000,305.5000,316.0000,336.0000,348.0000,356.0000
-86.9220,40.4605,0.0000,55.0000,12.0536,5.1673,0.1200,8.7287,11.8250,15.7857,26.3390,32.5098,36.3439,3.0000,3.0000,3.0000,81.0000,90.0000,325.7782,140.9652,53.9000,183.2000,241.0000,290.0000,372.5000,515.0000,739.0000
-86.9220,40.4605,90.0000,5.0000,8.6304,1.1998,7.2183,7.5060,8.4120,9.7870,10.2286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,370.8000,113.9323,252.0000,263.6000,281.0000,355.0000,390.0000,501.6000,576.0000
-86.9220,40.4605,120.0000,6.0000,7.2840,3.6054,1.0520,4.9817,9.1130,9.8242,10.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,412.2000,141.7750,296.0000,310.0000,331.0000,372.0000,372.0000,562.8000,690.0000
-86.9215,40.4455,0.0000,13.0000,43.3963,9.6846,30.3310,37.4942,38.0471,53.5387,59.0480,71.3846,22.4278,3.0000,69.0000,78.0000,86.0000,89.0000,124.2231,27.6380,54.9000,107.0000,112.0000,121.0000,136.0000,158.4000,167.0000
-86.9215,40.4460,0.0000,18.0000,43.6793,12.9758,4.4782,38.9310,48.4053,50.5473,59.2640,74.9412,22.6987,3.0000,71.0000,82.0000,89.0000,92.0000,122.0167,25.5154,55.8000,96.3500,109.2500,123.5000,144.0000,150.6000,157.0000
-86.9215,40.4530,0.0000,3.0000,17.2987,2.9793,15.1760,15.1920,15.2080,18.3600,21.5120,59.3333,40.0028,3.0000,43.0000,83.0000,87.5000,92.0000,75.4667,16.0851,63.4000,63.6800,64.1000,64.8000,81.5000,91.5200,98.2000
-86.9215,40.4600,30.0000,21.0000,33.2081,10.0959,7.3630,29.2220,35.8550,41.0830,46.0590,80.3333,24.6583,3.0000,86.0000,89.0000,92.0000,92.0000,137.1429,27.2542,59.0000,105.0000,125.0000,140.0000,154.0000,160.0000,189.0000
-86.9215,40.4600,60.0000,9.0000,35.4798,1.8623,32.2090,34.4514,35.3177,36.2230,38.9660,72.0000,33.9116,3.0000,84.0000,92.0000,92.0000,92.0000,82.9333,20.4308,56.5000,57.4600,62.4000,96.7000,100.0000,103.0000,107.0000
-86.9215,40.4600,120.0000,3.0000,7.4800,1.7591,5.1160,6.5535,7.9910,8.6620,9.3330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,415.6667,104.4871,270.0000,309.4000,368.5000,467.0000,488.5000,501.4000,510.0000
-86.9215,40.4605,0.0000,60.0000,11.8175,4.0014,2.7300,9.3472,11.3125,14.4310,22.7770,13.4423,21.1373,3.0000,3.0000,4.0000,8.0000,90.0000,354.4583,126.4534,85.5000,214.1000,276.2500,332.0000,414.0000,561.3000,679.0000
-86.9215,40.4605,60.0000,5.0000,0.1943,0.0925,0.1020,0.1093,0.1790,0.2267,0.3547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,578.0000,0.0000,578.0000,578.0000,578.0000,578.0000,578.0000,578.0000,578.0000
-86.9215,40.4605,90.0000,3.0000,5.5062,2.1461,2.5337,4.4979,6.4620,6.9925,7.5230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,418.6667,118.3338,333.0000,333.8000,335.0000,337.0000,461.5000,536.2000,586.0000
-86.9215,40.4605,120.0000,17.0000,3.0752,3.1754,0.1140,0.3417,2.7303,5.2850,10.4651,3.0000,0.0000,3.0000,3.0000,3.0000,3.0000,3.0000,448.0800,239.2812,59.3000,63.9800,342.7500,439.5000,679.2500,728.0000,728.0000
-86.9210,40.4450,0.0000,44.0000,38.8106,12.0254,4.8340,36.8566,42.0588,46.0313,55.8382,77.3636,21.5924,3.0000,79.7500,85.0000,89.0000,92.0000,124.5182,28.2460,46.8000,94.4400,111.7500,124.5000,134.0000,154.7000,203.0000
-86.9210,40.4455,0.0000,51.0000,40.0840,10.5329,5.5004,36.2200,40.5440,47.2060,55.2356,75.8824,26.1366,3.0000,72.0000,89.0000,92.0000,92.0000,119.3353,30.1096,45.4000,68.2000,105.0000,122.0000,139.5000,150.0000,203.0000
-86.9210,40.4530,0.0000,3.0000,22.1013,0.7987,21.3520,21.5480,21.7440,22.4760,23.2080,88.0000,5.6569,80.0000,86.0000,92.0000,92.0000,92.0000,77.0667,9.1234,67.2000,68.7200,71.0000,74.8000,82.0000,86.3200,89.2000
-86.9210,40.4600,30.0000,14.0000,29.7697,10.0882,6.3700,27.0302,31.3580,37.1292,41.7060,84.7857,7.7014,60.0000,84.2500,87.5000,89.0000,92.0000,138.3786,30.8710,50.3000,118.6000,126.5000,141.5000,154.2500,166.1000,190.0000
-86.9210,40.4600,60.0000,20.0000,23.4184,14.9023,2.3500,10.9270,12.5307,38.7752,42.4150,69.6667,36.3349,3.0000,69.0000,92.0000,92.0000,92.0000,242.2167,187.0943,49.1000,58.7500,71.2750,165.2500,419.7500,470.6000,603.0000
-86.9210,40.4600,120.0000,2.0000,3.8802,1.7888,2.0914,2.9858,3.8802,4.7746,5.6690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,462.0000,48.0000,414.0000,423.6000,438.0000,462.0000,486.0000,500.4000,510.0000
-86.9210,40.4605,0.0000,96.0000,12.4316,3.5840,1.3060,10.4632,12.1170,14.7467,22.3040,13.0435,24.6854,3.0000,3.0000,3.0000,6.0000,90.0000,292.7010,86.6735,48.9000,213.0000,249.5000,285.5000,338.7500,385.5000,579.0000
-86.9210,40.4605,60.0000,6.0000,0.2561,0.1130,0.1476,0.1807,0.1987,0.3173,0.4600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,493.6667,287.8568,269.0000,277.6000,290.5000,312.0000,606.0000,782.4000,900.0000
-86.9210,40.4605,120.0000,8.0000,2.7141,3.0560,0.2229,0.3554,0.4411,6.3430,6.9090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,326.0000,247.5066,48.5000,50.1000,52.5000,409.0000,422.0000,587.6000,698.0000
-86.9210,40.4620,0.0000,3.0000,13.2892,1.1511,12.0910,12.5125,12.9340,13.8883,14.8427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,340.0000,41.8171,307.0000,308.4000,310.5000,314.0000,356.5000,382.0000,399.0000
-86.9210,40.4625,0.0000,27.0000,6.4819,2.3758,3.1340,4.5815,5.7630,7.5910,13.4690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,431.6111,151.2195,73.5000,225.0000,357.5000,425.0000,529.5000,591.2000,768.0000
-86.9205,40.4440,0.0000,2.0000,27.2373,2.8303,24.4070,25.8221,27.2373,28.6524,30.0676,74.5000,5.5000,69.0000,71.7500,74.5000,77.2500,80.0000,180.5000,11.5000,169.0000,171.3000,174.7500,180.5000,186.2500,189.7000,192.0000
-86.9205,40.4445,0.0000,20.0000,32.3414,7.2692,17.6649,28.4116,33.0642,35.6092,46.9160,75.5500,25.3919,3.0000,76.5000,84.0000,89.0000,92.0000,139.9700,33.4354,54.8000,109.7600,127.7500,140.5000,158.0000,182.4000,196.0000
-86.9205,40.4450,0.0000,6.0000,42.9430,3.6763,38.4750,39.6404,42.8634,45.5942,48.3858,77.6667,11.2940,63.0000,68.2500,77.5000,87.5000,92.0000,130.8833,27.6785,97.3000,100.6500,108.5000,127.0000,147.0000,165.0000,178.0000
-86.9205,40.4530,0.0000,3.0000,22.9200,9.8632,9.3360,18.1520,26.9680,29.7120,32.4560,85.0000,5.0990,80.0000,81.5000,83.0000,87.5000,92.0000,79.2333,3.2785,74.6000,75.9600,78.0000,81.4000,81.5500,81.6400,81.7000
-86.9205,40.4600,30.0000,35.0000,17.6439,10.7960,2.1640,11.2555,15.0046,17.1650,49.3290,78.5000,25.4096,3.0000,81.7500,88.5000,89.0000,92.0000,256.8097,119.3269,46.7000,125.0000,143.0000,256.0000,330.5000,386.0000,578.0000
-86.9205,40.4600,60.0000,12.0000,22.8971,18.2193,5.6651,9.7523,10.9191,35.3375,57.6080,76.4286,30.7611,3.0000,82.0000,92.0000,92.0000,92.0000,214.8500,167.1997,54.4000,57.3700,88.7500,120.0000,313.7500,442.9000,572.0000
-86.9205,40.4600,120.0000,1.0000,9.5310,0.0000,9.5310,9.5310,9.5310,9.5310,9.5310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-86.9205,40.4605,0.0000,60.0000,11.8239,3.6623,1.5900,10.4594,11.9575,14.0262,22.4990,11.3148,23.2035,3.0000,3.0000,3.0000,4.0000,90.0000,320.7933,108.6499,50.8000,219.1000,267.0000,317.5000,392.2500,449.1000,616.0000
-86.9205,40.4605,60.0000,12.0000,0.3114,0.0883,0.1342,0.2527,0.3147,0.3969,0.4140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,529.6667,210.2860,275.0000,324.8000,399.5000,524.0000,657.0000,736.8000,790.0000
-86.9205,40.4605,120.0000,6.0000,0.3217,0.0979,0.1394,0.2886,0.3314,0.4000,0.4309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.1000,196.6973,50.5000,54.7600,61.1500,71.8000,274.9000,396.7600,478.0000
-86.9205,40.4610,0.0000,5.0000,13.7823,4.1836,6.4251,13.0340,13.8171,17.4570,18.1780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,223.0000,84.3967,122.0000,137.6000,161.0000,186.0000,313.0000,325.0000,333.0000
-86.9205,40.4620,0.0000,22.0000,9.1035,3.1248,5.2697,6.3840,8.0835,10.9144,15.5920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,283.3182,117.2633,125.0000,127.1000,187.5000,273.0000,398.7500,436.1000,474.0000
-86.9205,40.4625,0.0000,6.0000,7.5668,1.3078,5.7070,6.7583,7.2890,8.7384,9.3130,4.0000,0.0000,4.0000,4.0000,4.0000,4.0000,4.0000,385.8333,144.7497,299.0000,301.5000,307.5000,326.5000,347.7500,529.5000,707.0000
-86.9200,40.4435,0.0000,10.0000,20.5301,3.1533,16.4940,18.7488,19.3717,20.6320,27.3600,80.2000,10.4288,57.0000,78.5000,80.5000,89.2500,92.0000,236.2000,30.4362,186.0000,191.4000,218.2500,240.5000,258.2500,264.7000,289.0000
-86.9200,40.4440,0.0000,16.0000,26.5194,5.7486,14.2000,22.6813,26.8715,30.1024,36.3627,77.4375,22.7485,3.0000,81.0000,84.0000,89.7500,92.0000,153.0188,29.5335,69.3000,122.0000,140.5000,158.5000,172.5000,181.5000,197.0000
-86.9200,40.4530,0.0000,3.0000,69.0987,2.0684,66.1760,68.3160,70.4560,70.5600,70.6640,86.6667,3.2998,82.0000,85.5000,89.0000,89.0000,89.0000,80.6000,22.1896,49.3000,58.3000,71.8000,94.3000,96.2500,97.4200,98.2000
-86.9200,40.4600,0.0000,32.0000,8.9645,2.9810,0.1310,7.8723,9.1093,10.8400,14.5470,9.5000,14.9583,3.0000,3.0000,4.0000,9.7500,81.0000,367.4531,113.5148,57.5000,243.0000,305.2500,379.5000,427.2500,473.6000,618.0000
-86.9200,40.4600,30.0000,17.0000,18.4430,12.5888,5.0457,13.1580,15.0290,17.1333,46.7970,69.7500,13.1030,53.0000,59.0000,71.0000,81.7500,84.0000,242.0867,99.8138,97.3000,109.2000,194.0000,241.0000,278.5000,316.8000,511.0000
-86.9200,40.4600,60.0000,11.0000,33.5347,16.6741,8.8140,21.5261,33.9100,44.9229,58.4510,85.7500,9.7564,69.0000,83.2500,92.0000,92.0000,92.0000,177.1818,93.2756,107.0000,110.0000,113.0000,128.0000,222.5000,261.0000,419.0000
-86.9200,40.4605,0.0000,138.0000,12.5337,3.9843,1.0570,9.8920,12.2154,14.9994,21.4009,8.8378,13.3660,3.0000,3.0000,3.0000,6.0000,64.0000,297.7159,116.5982,52.1000,159.5000,221.2500,299.5000,372.0000,438.3000,687.0000
-86.9200,40.4605,60.0000,37.0000,3.8156,3.1388,0.1040,0.3813,4.7350,6.1890,9.8000,68.7143,34.1065,3.0000,72.0000,90.0000,90.0000,92.0000,198.2778,211.4812,50.3000,51.6800,59.3000,114.0000,173.5000,554.6000,802.0000
-86.9200,40.4605,120.0000,26.0000,15.4748,22.5640,0.1520,0.3157,2.9050,32.1193,62.5110,63.4375,38.3128,3.0000,25.0000,92.0000,92.0000,92.0000,176.3250,186.4246,47.7000,54.7900,63.5500,103.0500,144.0000,458.0000,771.0000
-86.9200,40.4610,0.0000,131.0000,12.2800,3.4322,0.3210,9.7009,12.4302,15.0538,20.6151,5.2979,12.5815,3.0000,3.0000,3.0000,3.0000,90.0000,230.2862,122.4940,53.9000,80.7200,115.2500,230.5000,302.0000,373.9000,732.0000
-86.9200,40.4610,60.0000,22.0000,10.8559,5.8685,0.1074,7.7562,9.6770,14.4228,22.8510,68.4667,34.3877,3.0000,60.5000,90.0000,90.0000,92.0000,206.6789,125.3076,46.5000,67.4400,80.6000,215.0000,307.0000,367.4000,439.0000
-86.9200,40.4610,120.0000,20.0000,14.0307,23.4724,0.1730,1.3650,1.7766,5.9358,62.1150,25.2500,38.5381,3.0000,3.0000,3.0000,25.2500,92.0000,120.2444,161.6106,49.3000,63.0700,73.7750,82.2500,95.1500,100.1600,784.0000
-86.9200,40.4615,0.0000,127.0000,13.1839,3.8508,0.3698,11.5400,13.4604,15.2369,25.0107,13.1897,23.1483,3.0000,3.0000,3.0000,6.0000,90.0000,225.1417,97.7313,55.0000,84.1000,147.5000,236.0000,288.0000,341.4000,518.0000
