grid_lat,grid_lon,grid_height,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nrscell1_cid,nrscell1_freq,nrscell2_cid,nrscell2_freq,nrscell3_cid,nrscell3_freq,cell_set_type,total_avail_sample,avail_sample,avail_sample_ratio,total_thput_sample,thput_sample,thput_sample_ratio,thput_avg_dl,thput_std_dl,thput_0_dl,thput_10_dl,thput_25_dl,thput_50_dl,thput_75_dl,thput_90_dl,thput_100_dl,thput_avg_ul,thput_std_ul,thput_0_ul,thput_10_ul,thput_25_ul,thput_50_ul,thput_75_ul,thput_90_ul,thput_100_ul
-86.921,40.46,60,248,1001,459,520110,68,66736,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,21,1,0.047619047619047616,20,1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,2.35,2.35,2.35,2.35,2.35,2.35,2.35,
-86.9215,40.46,60,None,None,359,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,9,9,1.0,9,9,1.0,0.5499365079365081,0.062305702017594396,0.443,0.46459999999999996,0.513,0.57,0.584,0.6174,0.647,35.47979365079365,1.8623197736370127,32.209,33.681799999999996,34.45142857142857,35.31771428571428,36.223,37.762,38.966,
-86.922,40.46,60,None,None,359,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,27,25,0.9259259259259259,20,20,1.0,0.6727714285714285,0.1739618912056222,0.16914285714285715,0.4186,0.6546785714285714,0.7015,0.7749642857142858,0.8390714285714286,0.9005714285714286,33.502204761904764,9.152181288455632,9.073142857142857,15.6722,34.066250000000004,36.8,38.57275,41.136,42.398857142857146,
-86.922,40.46,60,None,None,210,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,27,2,0.07407407407407407,20,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.9225,40.46,60,None,None,359,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,10,6,0.6,9,6,0.6666666666666666,0.6224999999999999,0.25566759017651547,0.062,0.36050000000000004,0.66825,0.71,0.7735000000000001,0.797,0.804,27.0395,11.660770697085162,3.398,14.0105,25.227,29.445,35.421,37.663,38.715,
-86.9225,40.46,60,None,None,210,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,10,4,0.4,9,3,0.3333333333333333,0.31366666666666665,0.1341450293111485,0.124,0.1802,0.2645,0.405,0.4085,0.41059999999999997,0.412,12.655666666666667,7.020384430752745,5.97,6.7044,7.805999999999999,9.642,15.9985,19.8124,22.355,
-86.917,40.46,45,None,None,359,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,46,2,0.043478260869565216,18,2,0.1111111111111111,1.1343571428571428,0.015357142857142847,1.119,1.1220714285714286,1.1266785714285714,1.1343571428571428,1.1420357142857143,1.146642857142857,1.1497142857142857,53.721714285714285,1.233714285714285,52.488,52.734742857142855,53.10485714285714,53.721714285714285,54.33857142857143,54.708685714285714,54.95542857142857,
-86.917,40.46,45,68,1200,314,520110,248,1001,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,46,8,0.17391304347826086,18,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.917,40.46,45,68,1200,743,520110,248,1001,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,46,8,0.17391304347826086,18,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.917,40.46,45,68,1200,0,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,46,8,0.17391304347826086,18,1,0.05555555555555555,0.68,0.0,0.68,0.68,0.68,0.68,0.68,0.68,0.68,1.6434285714285712,0.0,1.6434285714285712,1.6434285714285712,1.6434285714285712,1.6434285714285712,1.6434285714285712,1.6434285714285712,1.6434285714285712,
-86.917,40.46,45,68,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,46,11,0.2391304347826087,18,10,0.5555555555555556,0.8359857142857143,0.4313042368141977,0.085,0.2018714285714286,0.46975,1.025,1.1312499999999999,1.2304,1.378,40.8617,22.834602492927264,2.484,9.6129,20.738500000000002,47.289,59.71425,64.2737,69.212,
-86.917,40.46,45,68,1200,523,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,46,2,0.043478260869565216,18,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.917,40.46,45,68,1200,None,None,248,1001,None,None,None,None,None,None,None,None,None,None,LTE,46,4,0.08695652173913043,18,4,0.2222222222222222,0.6735555555555556,0.1179451640737977,0.5084444444444445,0.5535111111111112,0.6211111111111111,0.6724444444444444,0.7248888888888889,0.7944888888888889,0.8408888888888889,32.45,8.653215438904706,23.58311111111111,24.029777777777777,24.699777777777776,30.745333333333335,38.495555555555555,42.23395555555555,44.72622222222222,
-86.917,40.46,45,68,1200,749,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,46,1,0.021739130434782608,18,1,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648888888888889,0.0,0.648888888888889,0.648888888888889,0.648888888888889,0.648888888888889,0.648888888888889,0.648888888888889,0.648888888888889,
-86.917,40.46,45,68,1200,870,520110,248,1001,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,46,2,0.043478260869565216,18,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.917,40.46,15,None,None,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,24,5,0.20833333333333334,15,5,0.3333333333333333,0.33120000000000005,0.05153406640272045,0.265,0.2766,0.294,0.315,0.384,0.3924,0.398,15.883799999999999,2.5734465139186398,13.187,13.2198,13.269,15.153,18.578,18.970399999999998,19.232,
-86.917,40.46,15,68,1200,743,520110,248,1001,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,24,4,0.16666666666666666,15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.917,40.46,15,68,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,24,6,0.25,15,6,0.4,0.7195238095238095,0.5201784862875164,0.10514285714285714,0.15657142857142856,0.28625,0.5960000000000001,1.21625,1.406,1.414,32.96892857142857,21.92299234499806,5.164571428571429,10.695785714285714,17.302,26.308,54.1165,61.903000000000006,62.347,
-86.917,40.46,15,68,1200,None,None,248,1001,None,None,None,None,None,None,None,None,None,None,LTE,24,4,0.16666666666666666,15,4,0.26666666666666666,0.7142222222222223,0.2749689095780974,0.3937777777777778,0.42817777777777777,0.4797777777777778,0.6942222222222223,0.9286666666666666,1.0162666666666667,1.0746666666666667,31.143555555555555,13.56325951574171,15.412444444444445,16.92337777777778,19.18977777777778,30.640444444444448,42.59422222222222,45.766222222222225,47.88088888888889,
-86.917,40.46,15,68,1200,314,520110,248,1001,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,24,1,0.041666666666666664,15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.917,40.46,15,68,1200,523,520110,248,1001,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,24,2,0.08333333333333333,15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.917,40.46,15,68,1200,721,520110,248,1001,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,24,1,0.041666666666666664,15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.917,40.46,15,68,1200,802,520110,248,1001,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,24,1,0.041666666666666664,15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.914,40.46,0,None,None,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,30,3,0.1,29,3,0.10344827586206896,0.14138095238095238,0.026054974150908974,0.11314285714285714,0.11751428571428571,0.12407142857142858,0.135,0.1555,0.1678,0.176,5.402761904761905,3.216130893309925,1.0822857142857143,2.1322285714285716,3.7071428571428573,6.332,7.563000000000001,8.3016,8.794,
-86.914,40.46,0,68,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,30,19,0.6333333333333333,29,18,0.6206896551724138,0.21623280423280422,0.09098634354250251,0.12,0.1505,0.17625,0.1975,0.21171428571428572,0.28400000000000003,0.548,8.404252204585537,1.6646696828128242,5.771,6.3635,6.791083333333333,8.696000000000002,9.632857142857143,10.6029,11.05,
-86.914,40.46,0,68,1200,210,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,30,4,0.13333333333333333,29,4,0.13793103448275862,0.12310714285714286,0.051096884265409495,0.091,0.091,0.091,0.095,0.12710714285714286,0.17770000000000002,0.2114285714285714,5.331892857142858,0.9336851137196268,3.7245714285714286,4.3187,5.209892857142857,5.8085,5.9305,5.9638,5.986,
-86.914,40.46,0,248,1001,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,30,4,0.13333333333333333,29,4,0.13793103448275862,0.2777857142857143,0.01509476865726422,0.258,0.2625428571428572,0.2693571428571429,0.2765714285714286,0.28500000000000003,0.294,0.3,13.552357142857144,0.8635731980367082,12.07542857142857,12.6096,13.410857142857143,13.946,14.0875,14.180200000000001,14.242,
-86.9135,40.46,0,None,None,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,28,4,0.14285714285714285,24,4,0.16666666666666666,0.19974999999999998,0.03470140487069652,0.171,0.17250000000000001,0.17475,0.185,0.21000000000000002,0.2388,0.258,8.4605,0.7411762610877386,7.711,7.7938,7.918,8.2415,8.784,9.3024,9.648,
-86.9135,40.46,0,68,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,28,17,0.6071428571428571,24,15,0.625,0.21573333333333336,0.18970230073062988,0.04342857142857143,0.09040000000000002,0.14300000000000002,0.15,0.20450000000000002,0.35259999999999997,0.856,6.423838095238095,2.463323315657187,0.356,3.5620000000000003,5.565785714285714,6.61,7.484,9.432599999999999,10.454,
-86.9135,40.46,0,68,1200,210,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,28,4,0.14285714285714285,24,3,0.125,0.08,0.013140268896284682,0.065,0.06760000000000001,0.07150000000000001,0.078,0.0875,0.0932,0.097,3.514,0.3253316256785785,3.058,3.1841999999999997,3.3735,3.689,3.742,3.7738,3.795,
-86.9135,40.46,0,248,1001,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,28,3,0.10714285714285714,24,2,0.08333333333333333,0.2575,0.0015000000000000013,0.256,0.25630000000000003,0.25675000000000003,0.2575,0.25825,0.2587,0.259,12.715499999999999,0.8875000000000002,11.828,12.0055,12.271749999999999,12.715499999999999,13.15925,13.4255,13.603,
-86.913,40.46,0,None,None,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,28,4,0.14285714285714285,27,4,0.14814814814814814,0.15535714285714286,0.030125672149331043,0.1257142857142857,0.1281142857142857,0.13171428571428573,0.14635714285714285,0.17,0.18980000000000002,0.203,6.239107142857143,1.286016973794574,4.7862857142857145,4.989942857142857,5.295428571428571,5.986571428571429,6.93025,7.6903,8.197,
-86.913,40.46,0,68,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,28,16,0.5714285714285714,27,15,0.5555555555555556,0.21056190476190473,0.07710980714718878,0.129,0.1466857142857143,0.1705,0.19314285714285714,0.20650000000000002,0.3278,0.404,8.470828571428573,1.3724055480430413,6.265,6.546885714285714,7.333500000000001,8.723,9.062785714285715,10.277485714285714,10.963,
-86.913,40.46,0,68,1200,210,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,28,4,0.14285714285714285,27,4,0.14814814814814814,0.07775000000000001,0.011776565713313876,0.065,0.06620000000000001,0.068,0.07550000000000001,0.08525,0.0911,0.095,3.7485,0.5717401070416522,3.067,3.1534,3.283,3.7030000000000003,4.1685,4.38,4.521,
-86.913,40.46,0,248,1001,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,28,4,0.14285714285714285,27,4,0.14814814814814814,0.22550000000000003,0.023580625911271885,0.195,0.20095714285714286,0.20989285714285716,0.224,0.23960714285714285,0.25124285714285716,0.259,9.856857142857143,0.8031229605707452,8.734,9.049,9.5215,9.845714285714287,10.181071428571428,10.673628571428573,11.002,
-86.9125,40.46,0,None,None,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,28,4,0.14285714285714285,27,3,0.1111111111111111,0.219,0.06946941773183363,0.122,0.1484,0.188,0.254,0.2675,0.2756,0.281,4.783666666666666,0.6223516333677896,3.912,4.1524,4.513,5.114,5.2195,5.2828,5.325,
-86.9125,40.46,0,68,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,28,16,0.5714285714285714,27,16,0.5925925925925926,0.1869642857142857,0.04771526143142661,0.129,0.13757142857142857,0.1575,0.1765,0.197,0.247,0.311,7.755178571428571,2.385505681908632,3.744,4.528,6.515678571428571,7.930571428571428,8.93325,9.599499999999999,13.672,
-86.9125,40.46,0,68,1200,210,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,28,4,0.14285714285714285,27,4,0.14814814814814814,0.06725,0.012090802289343745,0.056,0.0569,0.058249999999999996,0.063,0.07200000000000001,0.081,0.087,3.92025,1.0877153522406493,2.968,3.0229,3.10525,3.498,4.313,5.1554,5.717,
-86.9125,40.46,0,248,1001,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,28,4,0.14285714285714285,27,4,0.14814814814814814,0.17214285714285715,0.06116871949696152,0.07771428571428571,0.10205714285714286,0.13857142857142857,0.18942857142857145,0.223,0.22840000000000002,0.232,6.243285714285713,3.5933240750262514,0.1142857142857143,2.3716571428571434,5.757714285714286,7.782928571428571,8.2685,8.8832,9.293,
-86.912,40.46,0,None,None,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,29,4,0.13793103448275862,28,4,0.14285714285714285,0.19196428571428573,0.043327699463695586,0.166,0.16625714285714288,0.16664285714285715,0.16742857142857143,0.19275,0.23730000000000004,0.267,3.7341785714285716,1.102088385724566,2.693714285714286,2.701,2.7119285714285715,3.46,4.4822500000000005,4.986700000000001,5.323,
-86.912,40.46,0,68,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,29,18,0.6206896551724138,28,17,0.6071428571428571,0.2097310924369748,0.06080833807331651,0.111,0.1338,0.162,0.205,0.248,0.2762,0.352,7.670638655462185,1.755203525762495,5.595,5.9636,6.074,7.22,9.206,10.201742857142857,10.768,
-86.912,40.46,0,68,1200,210,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,29,4,0.13793103448275862,28,4,0.14285714285714285,0.12005555555555555,0.056825838541335445,0.049,0.064,0.08650000000000001,0.11261111111111112,0.14616666666666667,0.18206666666666668,0.206,4.315416666666667,2.2758039284686484,1.923,2.0298,2.19,4.0440000000000005,6.169416666666667,6.8181666666666665,7.250666666666667,
-86.912,40.46,0,248,1001,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,29,3,0.10344827586206896,28,3,0.10714285714285714,0.23861904761904762,0.05989359423498882,0.175,0.18439999999999998,0.1985,0.222,0.2704285714285714,0.2994857142857143,0.31885714285714284,8.23052380952381,1.4197892453226244,6.513,6.848114285714286,7.350785714285714,8.188571428571429,9.089285714285715,9.629714285714286,9.99,
-86.9115,40.46,0,None,None,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,34,6,0.17647058823529413,32,6,0.1875,0.11180952380952382,0.046842453175523734,0.055,0.067,0.08125,0.097,0.13707142857142857,0.17142857142857143,0.19542857142857142,3.055738095238095,0.9468846032194519,2.1154285714285717,2.323428571428572,2.547821428571429,2.6727857142857143,3.181642857142857,4.171,5.016,
-86.9115,40.46,0,68,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,34,16,0.47058823529411764,32,16,0.5,0.19189285714285714,0.08096411242025692,0.109,0.131,0.149,0.1615,0.2,0.27949999999999997,0.443,7.494580357142857,2.9673669276546586,3.197714285714286,3.7039999999999997,5.63525,7.2425,8.7255,11.84,13.64,
-86.9115,40.46,0,453,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,34,2,0.058823529411764705,32,1,0.03125,0.283,0.0,0.283,0.283,0.283,0.283,0.283,0.283,0.283,6.12,0.0,6.12,6.12,6.12,6.12,6.12,6.12,6.12,
-86.9115,40.46,0,68,1200,210,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,34,6,0.17647058823529413,32,5,0.15625,0.07305714285714286,0.012345568485269917,0.057,0.06071428571428572,0.0662857142857143,0.071,0.077,0.0872,0.094,3.7221714285714285,0.24281010300736885,3.2708571428571425,3.4305142857142856,3.67,3.857,3.873,3.9132000000000002,3.94,
-86.9115,40.46,0,248,1001,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,34,4,0.11764705882352941,32,4,0.125,0.19874999999999998,0.022465250944514292,0.176,0.17809999999999998,0.18125,0.1925,0.21000000000000002,0.22440000000000002,0.234,8.664,1.717061880073051,6.483,6.8934,7.509,8.5195,9.6745,10.5502,11.134,
-86.911,40.46,0,None,None,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,30,2,0.06666666666666667,27,2,0.07407407407407407,0.08114285714285716,0.014857142857142853,0.0662857142857143,0.06925714285714286,0.07371428571428572,0.08114285714285716,0.08857142857142858,0.09302857142857143,0.096,3.8407142857142857,0.621285714285714,3.2194285714285718,3.3436857142857144,3.5300714285714285,3.8407142857142857,4.151357142857143,4.337742857142857,4.462,
-86.911,40.46,0,68,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,30,12,0.4,27,10,0.37037037037037035,0.21794285714285716,0.08007688142513737,0.125,0.1394,0.1667857142857143,0.193,0.23982142857142857,0.3623,0.365,7.10757142857143,3.0294014058145255,2.673,3.0762,4.00975,8.243428571428572,10.031214285714286,10.3841,10.439,
-86.911,40.46,0,453,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,30,7,0.23333333333333334,27,7,0.25925925925925924,0.21567346938775508,0.11626963520901239,0.111,0.132,0.1552857142857143,0.17485714285714285,0.21464285714285714,0.3437714285714286,0.484,7.284408163265306,2.5105044855921403,3.877,4.3804,5.694,7.633142857142857,7.929214285714286,9.77257142857143,12.234285714285713,
-86.911,40.46,0,68,1200,210,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,30,5,0.16666666666666666,27,5,0.18518518518518517,0.08259999999999999,0.009478396488858232,0.071,0.0726,0.075,0.08,0.091,0.094,0.096,3.889066666666667,1.034281425512657,2.585,2.807,3.14,3.665777777777778,4.555,5.121733333333333,5.499555555555555,
-86.911,40.46,0,248,1001,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,30,4,0.13333333333333333,27,3,0.1111111111111111,0.19999999999999998,0.03421500645428357,0.154,0.16519999999999999,0.182,0.21,0.22299999999999998,0.23079999999999998,0.236,8.592666666666666,1.9173670024860192,5.955,6.6374,7.6610000000000005,9.367,9.9115,10.238199999999999,10.456,
-86.911,40.4605,0,None,None,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,61,9,0.14754098360655737,49,8,0.16326530612244897,0.145125,0.037134369737701574,0.078,0.09340000000000001,0.12775,0.1492857142857143,0.17714285714285713,0.18537142857142858,0.18857142857142858,6.715285714285715,1.9064582653042628,3.668,3.8976,5.81325,6.8905,8.017714285714286,8.928685714285715,9.330285714285713,
-86.911,40.4605,0,453,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,61,23,0.3770491803278688,49,22,0.4489795918367347,0.2975584415584416,0.13495155393421587,0.06742857142857143,0.1518,0.18678571428571428,0.28800000000000003,0.3921071428571429,0.4612857142857143,0.5862857142857143,12.189746753246753,5.264835379316439,0.42057142857142854,6.1344,7.916035714285714,13.02807142857143,15.405999999999999,19.58247142857143,20.277714285714286,
-86.911,40.4605,0,339,1001,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,61,6,0.09836065573770492,49,5,0.10204081632653061,0.24779999999999996,0.0916283798830908,0.173,0.17379999999999998,0.175,0.232,0.236,0.3482,0.423,7.908599999999998,2.079057440283938,4.184,5.6332,7.807,7.818,9.708,9.8988,10.026,
-86.911,40.4605,0,68,1200,210,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,61,4,0.06557377049180328,49,4,0.08163265306122448,0.06946428571428571,0.021342535616243264,0.041,0.0458,0.053000000000000005,0.07192857142857143,0.08839285714285713,0.09115714285714285,0.093,4.016321428571429,1.537126408485413,2.166,2.4201,2.80125,3.883642857142857,5.098714285714285,5.718685714285714,6.132,
-86.911,40.4605,0,453,1200,382,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,61,7,0.11475409836065574,49,6,0.12244897959183673,0.1237962962962963,0.017976941868890716,0.102,0.1035,0.10725,0.122,0.14183333333333334,0.1458888888888889,0.146,5.751333333333334,1.7053530100506724,2.922,3.503,4.5794999999999995,6.256,7.2095,7.495,7.526,
-86.911,40.4605,0,339,1001,None,None,453,66736,None,None,None,None,None,None,None,None,None,None,LTE,61,4,0.06557377049180328,49,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.911,40.4605,0,248,1001,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,61,3,0.04918032786885246,49,3,0.061224489795918366,0.16633333333333333,0.04716166051171462,0.112,0.1216,0.136,0.16,0.1935,0.2136,0.227,7.308,0.328573685292457,6.873,6.9752,7.128500000000001,7.384,7.5255,7.6104,7.667,
-86.911,40.4605,0,68,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,61,1,0.01639344262295082,49,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.911,40.4605,0,68,1200,700,125290,248,1001,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,61,4,0.06557377049180328,49,1,0.02040816326530612,0.142,0.0,0.142,0.142,0.142,0.142,0.142,0.142,0.142,7.007,0.0,7.007,7.007,7.007,7.007,7.007,7.007,7.007,
-86.911,40.461,0,None,None,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,23,6,0.2608695652173913,23,6,0.2608695652173913,0.10502380952380952,0.035167666104378104,0.07,0.07250000000000001,0.08025,0.1,0.107,0.14257142857142857,0.17714285714285713,3.2322380952380954,1.0517004813607014,1.298,2.0055,2.849,3.330214285714286,4.006107142857143,4.361,4.515,
-86.911,40.461,0,453,1200,382,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,23,8,0.34782608695652173,23,8,0.34782608695652173,0.14741071428571428,0.044111086434461926,0.10628571428571429,0.1088857142857143,0.11075,0.122,0.18925,0.2122,0.215,7.197446428571428,2.780327762426196,4.0125714285714285,4.116471428571428,5.17275,5.9505,10.30375,10.846,11.098,
-86.911,40.461,0,453,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,23,9,0.391304347826087,23,9,0.391304347826087,0.17037389770723105,0.03551123553506083,0.11022222222222224,0.12535873015873017,0.136,0.179,0.198,0.2122,0.217,6.522641975308641,2.6107218968866674,2.409777777777778,2.6691555555555557,4.604571428571428,7.158,8.722,9.1176,10.188,
-86.911,40.4615,0,None,None,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,31,10,0.3225806451612903,29,9,0.3103448275862069,0.06628571428571428,0.023613958745179676,0.03428571428571429,0.03565714285714285,0.048,0.05828571428571429,0.087,0.0968,0.1,2.202269841269841,0.6419230266033835,1.5485714285714287,1.6193142857142857,1.731,2.08,2.359,2.9214857142857147,3.732,
-86.911,40.4615,0,453,1200,382,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,31,10,0.3225806451612903,29,10,0.3448275862068966,0.20602857142857145,0.08862896288022608,0.083,0.1037,0.149,0.193,0.2555,0.2869571428571428,0.401,9.065914285714285,3.7727969780457338,3.116,3.9953,6.2452499999999995,9.234,12.068249999999999,13.864214285714285,14.433142857142856,
-86.911,40.4615,0,453,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,31,11,0.3548387096774194,29,10,0.3448275862068966,0.20462857142857144,0.060880317519084036,0.10628571428571429,0.12492857142857143,0.16125,0.22,0.22875,0.2541,0.327,8.242185714285714,3.575426610795371,0.965,2.524957142857143,7.231999999999999,9.323785714285716,10.8025,11.411299999999999,12.449,
-86.9115,40.4615,0,None,None,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,21,7,0.3333333333333333,20,7,0.35,0.07903174603174604,0.03351957043905464,0.04,0.040600000000000004,0.04761111111111111,0.083,0.10450000000000001,0.1248,0.126,2.4321587301587297,0.7420819011382616,1.347,1.6182,1.955,2.2791111111111113,2.8609999999999998,3.2288000000000006,3.767,
-86.9115,40.4615,0,453,1200,382,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,21,2,0.09523809523809523,20,1,0.05,0.162,0.0,0.162,0.162,0.162,0.162,0.162,0.162,0.162,5.639,0.0,5.639,5.639,5.639,5.639,5.639,5.639,5.639,
-86.9115,40.4615,0,453,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,21,12,0.5714285714285714,20,12,0.6,0.2483452380952381,0.09925356550995994,0.15085714285714286,0.16295714285714286,0.1765,0.214,0.266,0.4061,0.478,8.689749999999998,2.0787591619729286,5.130285714285715,6.383514285714286,7.639142857142857,8.5285,9.6915,10.273585714285714,13.513,
-86.912,40.4615,0,None,None,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,15,5,0.3333333333333333,14,5,0.35714285714285715,0.057685714285714285,0.010542198972874374,0.04,0.044571428571428574,0.05142857142857143,0.063,0.066,0.06720000000000001,0.068,2.5216857142857143,0.3925355608484564,1.986,2.0601714285714285,2.1714285714285717,2.572,2.872,2.953,3.007,
-86.912,40.4615,0,453,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,15,10,0.6666666666666666,14,9,0.6428571428571429,0.18482539682539684,0.048415612714781835,0.127,0.13785714285714287,0.14285714285714285,0.184,0.192,0.24180000000000001,0.293,6.724904761904761,1.3384900874813062,4.416,5.482057142857142,5.972571428571428,6.151,8.022,8.5258,8.529,
-86.9125,40.4615,0,None,None,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,24,4,0.16666666666666666,23,4,0.17391304347826086,0.057249999999999995,0.01239707626821744,0.043,0.0445,0.04675,0.056,0.0665,0.071,0.074,1.6769285714285713,0.3446941930678465,1.34,1.4015,1.49375,1.557,1.7401785714285714,2.0483000000000002,2.2537142857142856,
-86.9125,40.4615,0,453,1200,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,24,10,0.4166666666666667,23,10,0.43478260869565216,0.20534285714285713,0.04980722839106789,0.1325714285714286,0.14465714285714285,0.161,0.21192857142857144,0.235,0.2701,0.289,4.792285714285715,1.2107409436593202,2.7451428571428576,3.275114285714286,4.056321428571429,4.8292142857142855,5.70275,5.9746999999999995,6.989,
