grid_lat,grid_lon,grid_height,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nrscell1_cid,nrscell1_freq,nrscell2_cid,nrscell2_freq,nrscell3_cid,nrscell3_freq,cell_set_type,total_avail_sample,avail_sample,avail_sample_ratio,total_thput_sample,thput_sample,thput_sample_ratio,thput_avg_dl,thput_std_dl,thput_0_dl,thput_10_dl,thput_25_dl,thput_50_dl,thput_75_dl,thput_90_dl,thput_100_dl,thput_avg_ul,thput_std_ul,thput_0_ul,thput_10_ul,thput_25_ul,thput_50_ul,thput_75_ul,thput_90_ul,thput_100_ul
-86.915,40.4625,15,248,1001,596,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,2,0.004618937644341801,329,1,0.00303951367781155,0.424,0.0,0.424,0.424,0.424,0.424,0.424,0.424,0.424,29.424,0.0,29.424,29.424,29.424,29.424,29.424,29.424,29.424,
-86.915,40.4625,15,241,39750,749,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,1,0.0023094688221709007,329,1,0.00303951367781155,0.1405714285714286,0.0,0.1405714285714286,0.1405714285714286,0.1405714285714286,0.1405714285714286,0.1405714285714286,0.1405714285714286,0.1405714285714286,6.4388571428571435,0.0,6.4388571428571435,6.4388571428571435,6.4388571428571435,6.4388571428571435,6.4388571428571435,6.4388571428571435,6.4388571428571435,
-86.915,40.4625,15,68,1200,815,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,7,0.016166281755196306,329,7,0.02127659574468085,0.3139591836734694,0.078071459913197,0.17,0.2414,0.2895,0.319,0.338,0.38668571428571435,0.45371428571428574,13.571877551020409,2.494336950906271,8.046,10.8306,13.067,14.414,15.192,15.733457142857143,16.025142857142857,
-86.915,40.4625,15,25,1475,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,8,0.018475750577367205,329,8,0.0243161094224924,0.155,0.01646207763315433,0.12,0.1368,0.15,0.156,0.168,0.1704,0.176,6.912,0.5331566373965536,5.536,6.4879999999999995,6.974,7.0920000000000005,7.178,7.2488,7.288,
-86.915,40.4625,15,248,1001,556,520110,68,66736,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,5,0.011547344110854504,329,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.915,40.4625,15,248,1001,523,520110,68,66736,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,6,0.013856812933025405,329,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.915,40.4625,15,248,1001,60,520110,68,66736,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,3,0.006928406466512702,329,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.915,40.4625,15,68,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,433,11,0.025404157043879907,329,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.915,40.4625,15,68,1200,314,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,9,0.020785219399538105,329,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.915,40.4625,15,68,1200,483,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,1,0.0023094688221709007,329,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.915,40.4625,15,68,1200,700,125290,248,1001,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,23,0.053117782909930716,329,23,0.06990881458966565,0.6521739130434783,0.2628736929590055,0.032,0.3648,0.46,0.696,0.86,0.9568000000000001,1.128,35.853565217391306,17.78359958629711,0.736,15.7472,20.488,44.128,50.668000000000006,56.836800000000004,62.4,
-86.915,40.4625,15,25,1475,556,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,13,0.03002309468822171,329,13,0.03951367781155015,0.3390769230769231,0.18021630658673293,0.12,0.1696,0.2,0.288,0.504,0.6176000000000001,0.68,10.204307692307692,3.196110891130401,4.176,6.2512,8.208,10.232,13.216,13.264,15.616,
-86.915,40.4625,15,25,1475,523,520110,190,1001,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,17,0.03926096997690531,329,17,0.05167173252279635,0.2861176470588236,0.11921403507628432,0.096,0.1424,0.2,0.24,0.376,0.4352,0.496,13.29270588235294,8.601295906224596,4.096,4.7296,5.352,11.056,16.688,25.52,32.072,
-86.915,40.4625,15,25,1475,523,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,6,0.013856812933025405,329,6,0.0182370820668693,0.264,0.18054731605131474,0.056,0.08,0.14,0.248,0.296,0.46399999999999997,0.616,10.610666666666665,5.1273877256249,5.44,5.52,6.276,8.876000000000001,14.134,17.436,19.176,
-86.915,40.4625,15,453,1200,556,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,15,0.03464203233256351,329,12,0.0364741641337386,0.4386666666666666,0.17768386408325196,0.048,0.19040000000000004,0.398,0.448,0.538,0.6328,0.72,10.556,5.617070648181904,3.056,3.8760000000000003,7.385999999999999,10.328,12.225999999999999,15.123999999999999,24.864,
-86.915,40.4625,15,453,1200,523,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,3,0.006928406466512702,329,1,0.00303951367781155,0.304,0.0,0.304,0.304,0.304,0.304,0.304,0.304,0.304,14.784,0.0,14.784,14.784,14.784,14.784,14.784,14.784,14.784,
-86.915,40.4625,15,68,1200,556,520110,248,1001,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,7,0.016166281755196306,329,7,0.02127659574468085,0.30742857142857144,0.0431570459165696,0.256,0.26080000000000003,0.272,0.288,0.344,0.3568,0.376,18.798857142857145,3.351186886913412,13.104,15.201600000000001,16.956000000000003,17.872,21.543999999999997,22.3824,23.616,
-86.915,40.4625,15,16,1200,556,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,1,0.0023094688221709007,329,1,0.00303951367781155,0.352,0.0,0.352,0.352,0.352,0.352,0.352,0.352,0.352,17.888,0.0,17.888,17.888,17.888,17.888,17.888,17.888,17.888,
-86.915,40.4625,15,16,1200,523,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,3,0.006928406466512702,329,3,0.00911854103343465,0.39733333333333337,0.1518361690185254,0.256,0.27040000000000003,0.29200000000000004,0.328,0.46799999999999997,0.552,0.608,20.112,9.99226794409891,9.56,11.0976,13.404,17.248,25.387999999999998,30.272,33.528,
-86.915,40.4625,15,248,1001,556,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,41,0.09468822170900693,329,29,0.08814589665653495,0.4678620689655173,0.1669870373118888,0.16,0.2992,0.36,0.44,0.512,0.744,0.968,25.33379310344827,6.114065329528753,2.336,21.0832,21.96,25.336,29.6,31.6832,34.8,
-86.915,40.4625,15,248,1001,523,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,14,0.03233256351039261,329,10,0.030395136778115502,0.5264,0.1711252173117685,0.288,0.3672,0.442,0.504,0.574,0.6359999999999999,0.96,25.028799999999997,10.96608951997019,4.712,12.6968,16.31,27.631999999999998,35.352,38.071999999999996,38.216,
-86.915,40.4625,15,453,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,433,9,0.020785219399538105,329,9,0.02735562310030395,0.2515555555555556,0.050046891592032884,0.144,0.19519999999999998,0.216,0.264,0.288,0.304,0.304,11.632888888888889,2.108264185661562,7.128,9.6624,10.656,12.056,12.568,14.232,14.616,
-86.915,40.4625,15,68,1200,523,520110,248,1001,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,433,2,0.004618937644341801,329,2,0.0060790273556231,0.23199999999999998,0.007999999999999993,0.224,0.2256,0.228,0.23199999999999998,0.236,0.2384,0.24,16.48,6.640000000000001,9.84,11.168,13.16,16.48,19.8,21.792,23.12,
-86.9155,40.4625,30,248,1001,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,114,4,0.03508771929824561,113,4,0.035398230088495575,0.942,0.055821142947811445,0.888,0.888,0.888,0.9319999999999999,0.986,1.004,1.016,58.292,3.476630552704732,53.824,54.4768,55.456,58.647999999999996,61.484,61.8224,62.048,
-86.9155,40.4625,30,248,1001,317,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,114,1,0.008771929824561403,113,1,0.008849557522123894,0.688,0.0,0.688,0.688,0.688,0.688,0.688,0.688,0.688,26.96,0.0,26.96,26.96,26.96,26.96,26.96,26.96,26.96,
-86.9155,40.4625,30,248,1001,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,114,47,0.41228070175438597,113,46,0.40707964601769914,0.7140869565217389,0.2285587952220302,0.256,0.46799999999999997,0.608,0.664,0.76,1.092,1.248,38.66121739130435,8.37082124149649,9.536,28.64,36.397999999999996,39.984,43.837999999999994,46.728,53.04,
-86.9155,40.4625,30,248,1001,743,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,114,12,0.10526315789473684,113,12,0.10619469026548672,0.5833333333333334,0.13300459474101717,0.456,0.48319999999999996,0.518,0.524,0.606,0.732,0.952,33.772666666666666,5.491150172980359,25.936,27.086399999999998,29.418,33.192,37.556000000000004,41.0648,44.512,
-86.9155,40.4625,30,68,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,114,41,0.35964912280701755,113,41,0.36283185840707965,0.4616585365853659,0.09171312903223185,0.128,0.376,0.44,0.48,0.512,0.536,0.616,19.613073170731706,4.717415003126099,0.76,15.816,17.976,21.08,21.984,23.664,24.528,
-86.9155,40.4625,30,68,1200,556,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,114,2,0.017543859649122806,113,2,0.017699115044247787,0.528,0.008000000000000007,0.52,0.5216000000000001,0.524,0.528,0.532,0.5344,0.536,29.872,0.39199999999999946,29.48,29.5584,29.676000000000002,29.872,30.067999999999998,30.1856,30.264,
-86.9155,40.4625,30,68,1200,317,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,114,7,0.06140350877192982,113,7,0.061946902654867256,0.6719999999999999,0.09590471461671883,0.536,0.5408000000000001,0.5840000000000001,0.72,0.744,0.768,0.792,36.01828571428571,4.4830004529583185,28.224,30.6336,32.64,38.776,39.263999999999996,40.1056,41.32,
-86.9155,40.463,30,248,1001,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,120,12,0.1,118,12,0.1016949152542373,0.7760000000000001,0.22435685859808252,0.288,0.36400000000000005,0.796,0.832,0.884,0.932,1.072,44.38933333333333,15.88151876308504,9.112,15.287200000000002,43.474,50.908,54.864000000000004,56.8104,58.144,
-86.9155,40.463,30,248,1001,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,120,28,0.23333333333333334,118,28,0.23728813559322035,0.6451428571428572,0.11589580119527142,0.24,0.5232,0.576,0.664,0.706,0.76,0.88,39.610571428571426,8.344201354527463,8.904,30.22,39.722,41.172,44.394,45.9904,49.896,
-86.9155,40.463,30,248,1001,317,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,120,3,0.025,118,3,0.025423728813559324,0.64,0.19244393122846631,0.368,0.448,0.5680000000000001,0.768,0.776,0.7808,0.784,26.944,3.2003466478909237,23.296,23.9264,24.872,26.448,28.768,30.16,31.088,
-86.9155,40.463,30,248,1001,314,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,120,6,0.05,118,6,0.05084745762711865,0.9173333333333332,0.15246711849517658,0.768,0.788,0.8160000000000001,0.884,0.928,1.08,1.232,56.284,6.737540203961679,47.624,48.2,50.298,56.224000000000004,61.574000000000005,64.428,65.952,
-86.9155,40.463,30,68,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,120,53,0.44166666666666665,118,51,0.4322033898305085,0.4699607843137255,0.10617742472368351,0.056,0.384,0.42,0.472,0.536,0.576,0.744,19.700705882352942,4.393370028533046,2.656,16.056,18.18,19.992,21.932000000000002,24.464,25.544,
-86.9155,40.463,30,453,1200,317,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,120,5,0.041666666666666664,118,5,0.0423728813559322,0.32639999999999997,0.07018147903827618,0.232,0.2544,0.288,0.296,0.408,0.408,0.408,14.175999999999998,3.29217253496836,9.976,10.603200000000001,11.544,13.392,17.92,17.9968,18.048,
-86.9155,40.463,30,248,1001,721,520110,68,66736,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,120,12,0.1,118,12,0.1016949152542373,0.9006666666666666,0.19292715954185635,0.488,0.816,0.816,0.868,1.0,1.024,1.36,46.52533333333333,9.65287402222203,18.0,40.816,45.922000000000004,48.224000000000004,52.332,52.8912,57.632,
-86.9155,40.463,30,68,1200,317,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,120,1,0.008333333333333333,118,1,0.00847457627118644,0.664,0.0,0.664,0.664,0.664,0.664,0.664,0.664,0.664,42.24,0.0,42.24,42.24,42.24,42.24,42.24,42.24,42.24,
-86.9155,40.4635,30,248,1001,700,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,206,12,0.05825242718446602,202,11,0.054455445544554455,0.7636363636363637,0.22411331254413278,0.216,0.512,0.6679999999999999,0.896,0.896,0.912,1.016,43.477818181818186,14.209626070303582,10.664,21.032,40.507999999999996,50.592,53.092,54.336,54.464,
-86.9155,40.4635,30,248,1001,317,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,206,17,0.0825242718446602,202,17,0.08415841584158416,0.5656470588235295,0.12492677439979676,0.208,0.4944,0.528,0.552,0.616,0.6928000000000001,0.832,31.569411764705887,9.07486301344559,0.52,27.6,30.768,31.768,34.24,39.897600000000004,45.288,
-86.9155,40.4635,30,248,1001,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,206,75,0.3640776699029126,202,74,0.36633663366336633,0.7402162162162161,0.1710620458220295,0.144,0.5888,0.674,0.764,0.838,0.9048,1.232,42.76735135135135,12.419381940961118,2.128,24.152800000000003,39.001999999999995,45.22,50.632,55.260000000000005,62.568,
-86.9155,40.4635,30,68,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,206,58,0.2815533980582524,202,58,0.2871287128712871,0.36937931034482757,0.09444882350560721,0.136,0.2752,0.304,0.36,0.43,0.49280000000000007,0.656,16.431310344827587,4.529502196165203,0.544,11.924,15.155999999999999,16.936,19.612,21.5424,23.192,
-86.9155,40.4635,30,453,1200,596,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,206,11,0.05339805825242718,202,10,0.04950495049504951,0.0176,0.015512575543732254,0.0,0.007200000000000001,0.008,0.012,0.022,0.03439999999999999,0.056,0.8688,0.4521267079038796,0.16,0.376,0.65,0.748,1.216,1.3776,1.752,
-86.9155,40.4635,30,453,1200,317,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,206,2,0.009708737864077669,202,2,0.009900990099009901,0.28800000000000003,0.04000000000000001,0.248,0.256,0.268,0.28800000000000003,0.308,0.32,0.328,12.188,0.6280000000000001,11.56,11.6856,11.874,12.188,12.502,12.6904,12.816,
-86.9155,40.4635,30,248,1001,721,520110,68,66736,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,206,4,0.019417475728155338,202,4,0.019801980198019802,1.094,0.05039841267341659,1.016,1.0376,1.07,1.104,1.1280000000000001,1.1424,1.152,49.410000000000004,2.233450245696106,47.688,47.8008,47.97,48.36,49.8,51.8592,53.232,
-86.9155,40.4635,30,248,1001,556,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,206,27,0.13106796116504854,202,26,0.12871287128712872,0.5116923076923078,0.13739521020393053,0.064,0.368,0.512,0.528,0.55,0.568,0.904,21.158153846153848,5.927336538266561,0.744,15.988,19.904,23.916,24.462,25.096,25.416,
-86.9155,40.464,30,248,1001,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,121,81,0.6694214876033058,109,78,0.7155963302752294,0.7640000000000001,0.14188041190400907,0.248,0.6136,0.712,0.784,0.838,0.92,1.032,45.030461538461545,10.932890151695185,11.896,30.5,42.367999999999995,46.836,52.724000000000004,56.6568,62.168,
-86.9155,40.464,30,68,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,121,26,0.21487603305785125,109,25,0.22935779816513763,0.42399999999999993,0.11685478167366536,0.112,0.3232,0.368,0.432,0.456,0.47520000000000007,0.824,18.428800000000003,3.972844784282416,1.64,15.656,17.856,19.584,20.528,21.472,22.176,
-86.9155,40.464,30,453,1200,317,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,121,8,0.06611570247933884,109,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.9155,40.464,30,248,1001,556,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,121,6,0.049586776859504134,109,6,0.05504587155963303,0.5186666666666667,0.04218477871881701,0.472,0.476,0.482,0.508,0.552,0.5720000000000001,0.584,23.573333333333334,1.9690494040413389,20.856,21.068,21.716,24.195999999999998,25.386,25.456,25.52,
-86.9155,40.4645,30,248,1001,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,125,95,0.76,118,94,0.7966101694915254,0.7188085106382979,0.2405411132459721,0.176,0.4984,0.602,0.728,0.83,0.9488000000000002,2.056,41.72451063829787,14.08940539625784,0.312,20.976000000000003,37.65,44.924,51.42,55.492,59.768,
-86.9155,40.4645,30,68,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,125,24,0.192,118,24,0.2033898305084746,0.4086666666666667,0.05809953145728076,0.248,0.3464,0.374,0.42,0.444,0.464,0.528,18.88733333333333,2.8835079715898515,9.776,15.984,17.436,19.496000000000002,21.21,21.612,23.744,
-86.9155,40.4645,30,453,1200,317,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,125,6,0.048,118,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.9155,40.465,30,248,1001,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,87,32,0.367816091954023,59,28,0.4745762711864407,0.6665714285714286,0.18001972681019246,0.24,0.4328,0.61,0.648,0.786,0.832,1.072,41.817714285714295,13.193174401011692,7.8,19.684,38.774,43.632,52.198,54.404,58.024,
-86.9155,40.465,30,233,1001,721,520110,None,None,134,66736,None,None,None,None,None,None,None,None,LTE+Sub6,87,2,0.022988505747126436,59,1,0.01694915254237288,0.28,0.0,0.28,0.28,0.28,0.28,0.28,0.28,0.28,4.725714285714285,0.0,4.725714285714285,4.725714285714285,4.725714285714285,4.725714285714285,4.725714285714285,4.725714285714285,4.725714285714285,
-86.9155,40.465,30,233,1001,314,520110,None,None,134,66736,None,None,None,None,None,None,None,None,LTE+Sub6,87,1,0.011494252873563218,59,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.9155,40.465,30,134,1200,721,520110,None,None,233,1001,None,None,None,None,None,None,None,None,LTE+Sub6,87,1,0.011494252873563218,59,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.9155,40.465,30,134,1200,None,None,None,None,233,1001,None,None,None,None,None,None,None,None,LTE,87,3,0.034482758620689655,59,2,0.03389830508474576,0.31785714285714284,0.07985714285714288,0.238,0.25397142857142857,0.2779285714285714,0.31785714285714284,0.3577857142857143,0.38174285714285716,0.39771428571428574,10.568928571428572,1.7220714285714287,8.846857142857143,9.19127142857143,9.707892857142857,10.568928571428572,11.429964285714286,11.946585714285714,12.291,
-86.9155,40.465,30,453,1200,317,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,87,20,0.22988505747126436,59,2,0.03389830508474576,0.24078571428571427,0.01978571428571428,0.221,0.22495714285714286,0.23089285714285715,0.24078571428571427,0.2506785714285714,0.2566142857142857,0.26057142857142856,12.012428571428572,1.0904285714285713,10.922,11.140085714285714,11.467214285714286,12.012428571428572,12.557642857142858,12.88477142857143,13.102857142857143,
-86.9155,40.465,30,68,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,87,25,0.28735632183908044,59,24,0.4067796610169492,0.36900000000000005,0.08495685179352319,0.144,0.25360000000000005,0.352,0.384,0.408,0.4216,0.6,16.849,4.293541389886287,1.456,12.9952,16.291999999999998,18.08,19.342,19.9056,21.76,
-86.9155,40.465,30,453,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,87,3,0.034482758620689655,59,2,0.03389830508474576,0.192,0.184,0.008,0.0448,0.1,0.192,0.28400000000000003,0.3392,0.376,13.348,13.228,0.12,2.7656,6.734,13.348,19.962,23.930400000000002,26.576,
-86.9155,40.4655,30,248,1001,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,94,41,0.43617021276595747,46,41,0.8913043478260869,0.6760975609756098,0.13372702535809405,0.28,0.544,0.584,0.704,0.752,0.784,1.016,44.86556097560976,10.498010696686558,15.104,29.44,42.064,48.072,52.936,54.816,57.8,
-86.9155,40.4655,30,453,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,94,25,0.26595744680851063,46,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.9155,40.4655,30,68,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,94,5,0.05319148936170213,46,5,0.10869565217391304,0.4192,0.0206145579627602,0.384,0.3936,0.408,0.432,0.432,0.4368,0.44,18.2672,0.4892338500144899,17.88,17.889599999999998,17.904,17.952,18.448,18.8704,19.152,
-86.9155,40.4655,30,453,1200,317,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,94,23,0.24468085106382978,46,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.9155,40.466,30,248,1001,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,182,35,0.19230769230769232,136,34,0.25,0.4771764705882353,0.20803513144888539,0.216,0.264,0.298,0.42,0.616,0.7736000000000001,0.968,25.736705882352943,15.17325440978576,6.56,12.412799999999999,14.37,18.86,31.104,49.947199999999995,59.136,
-86.9155,40.466,30,248,1001,314,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,182,49,0.2692307692307692,136,48,0.35294117647058826,0.6681666666666667,0.14194824956848026,0.256,0.552,0.638,0.664,0.722,0.8488000000000002,0.992,39.659166666666664,10.138149961353347,6.32,27.004,38.906,42.739999999999995,45.032,48.15520000000001,50.992,
-86.9155,40.466,30,453,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,182,39,0.21428571428571427,136,16,0.11764705882352941,0.38549999999999995,0.10704088004122536,0.192,0.24,0.296,0.41600000000000004,0.46,0.484,0.584,16.506500000000003,5.252016541291544,7.04,7.916,12.546000000000001,19.016,20.274,21.676000000000002,22.504,
-86.9155,40.466,30,453,1200,596,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,182,14,0.07692307692307693,136,14,0.10294117647058823,0.09600000000000002,0.03800751805329346,0.032,0.0416,0.072,0.104,0.118,0.1312,0.176,4.414285714285715,2.085117174801709,0.704,1.0416,3.8000000000000003,4.784,5.544,6.5288,8.176,
-86.9155,40.466,30,453,1200,317,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,182,45,0.24725274725274726,136,24,0.17647058823529413,0.4463333333333333,0.11044103504686212,0.264,0.3376,0.368,0.432,0.492,0.5496000000000001,0.8,18.694666666666667,3.235704697417378,11.824,14.298399999999999,17.016,18.996,21.394,21.6944,24.408,
-86.9155,40.4665,30,248,1001,314,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,142,41,0.2887323943661972,119,40,0.33613445378151263,0.6508,0.14084942314400867,0.24,0.5016,0.582,0.64,0.736,0.7848,1.104,40.549,10.40591534657091,6.144,25.696,38.227999999999994,43.54,46.884,49.9544,58.576,
-86.9155,40.4665,30,453,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,142,55,0.3873239436619718,119,43,0.36134453781512604,0.42437209302325585,0.13263641915521138,0.144,0.1824,0.372,0.464,0.508,0.528,0.784,17.589953488372092,5.3930725847899925,5.328,8.188799999999999,15.7,19.52,21.552,22.838400000000004,24.56,
-86.9155,40.4665,30,453,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,142,9,0.06338028169014084,119,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.9155,40.4665,30,453,1200,596,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,142,6,0.04225352112676056,119,6,0.05042016806722689,0.06266666666666666,0.020352450029965,0.024,0.04,0.056,0.068,0.08,0.08,0.08,3.042666666666667,0.8581613419916378,1.416,2.104,2.8419999999999996,3.072,3.644,3.952,4.096,
-86.9155,40.4665,30,248,1001,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,142,22,0.15492957746478872,119,21,0.17647058823529413,0.41980952380952374,0.1515003124458884,0.08,0.272,0.296,0.408,0.536,0.6,0.688,25.321523809523814,14.92595068239349,0.104,10.952,14.368,16.464,43.232,43.688,43.912,
-86.9155,40.4665,30,453,1200,317,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,142,9,0.06338028169014084,119,9,0.07563025210084033,0.49600000000000005,0.04755347866700535,0.448,0.448,0.464,0.488,0.512,0.5376000000000001,0.608,21.36977777777778,1.6582154918115892,19.544,19.64,19.776,20.656,22.96,23.2944,23.736,
-86.9155,40.467,30,248,1001,314,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,171,44,0.2573099415204678,146,43,0.2945205479452055,0.6372093023255815,0.1309870503344785,0.2,0.568,0.62,0.64,0.664,0.7024,1.0,39.85655813953488,9.021544016002267,3.896,33.3504,39.476,41.92,45.328,46.28,48.952,
-86.9155,40.467,30,453,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,171,57,0.3333333333333333,146,56,0.3835616438356164,0.35942857142857143,0.1381498742493168,0.088,0.188,0.24,0.376,0.456,0.532,0.656,14.563285714285712,6.018753127025699,1.6,6.784,10.054,15.952,18.528,21.72,25.224,
-86.9155,40.467,30,453,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,171,23,0.13450292397660818,146,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.9155,40.467,30,453,1200,596,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,171,2,0.011695906432748537,146,2,0.0136986301369863,0.012,0.004,0.008,0.0088,0.01,0.012,0.014,0.0152,0.016,0.676,0.212,0.464,0.5064000000000001,0.5700000000000001,0.676,0.782,0.8456,0.888,
-86.9155,40.467,30,248,1001,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,171,42,0.24561403508771928,146,42,0.2876712328767123,0.5725714285714285,0.17918454743871282,0.232,0.296,0.43000000000000005,0.628,0.654,0.6951999999999999,0.928,38.706285714285706,15.613750841708047,8.464,12.568800000000001,26.7,47.856,48.628,52.5992,53.488,
